magic, timstamp_of_boost_detect_ms, pre_boost_pressure, bias_x_dps, bias_y_dps, bias_z_dps, bootcount, lockout_ms, num_flight_packets, num_preboost_packets, num_gyro_bias_packets, md5, up_axis_q1, up_axis_q2, up_axis_q3, up_axis_q4, atmo0, atmo1, atmo2, atmo3, atmo4, atmo5
2435220000, 1508001, 100.00399780273438, -0.004714259412139654, 0.0003769571194425225, 0.0002687092637643218, 466, 1169, 12788, 50, 200, f77d23ea41159b07a06e3d7073daed93, 0.27059799432754517, -0.27059799432754517, -0.6532809734344482, -0.6532819867134094, 22382.82421875, -0.7359270453453064, 1.4292343621491455e-05, -1.770857765981404e-10, 1.1681724660742043e-15, -3.1259254303090867e-21
