timestamp,RailBattery.Voltage,RailBattery.Current,RailBattery.Power,Rail3v3.Voltage,Rail3v3.Current,Rail3v3.Power,Rail5v0.Voltage,Rail5v0.Current,Rail5v0.Power
522812868,8.031999588012695,0.3386240005493164,2.719827890396118,3.247999906539917,0.7806496024131775,2.5355498790740967,4.955999851226807,0.0,0.0
522877844,7.995999813079834,0.35016798973083496,2.799943208694458,3.247999906539917,0.7929157614707947,2.575390338897705,4.955999851226807,0.0,0.0
522942964,7.984000205993652,0.35016798973083496,2.795741319656372,3.247999906539917,0.7946680784225464,2.5810818672180176,4.955999851226807,0.0,0.0
523008524,7.97599983215332,0.3540160059928894,2.823631525039673,3.247999906539917,0.7964203357696533,2.586773157119751,4.955999851226807,0.0,0.0
523073504,7.9679999351501465,0.3540160059928894,2.8207995891571045,3.247999906539917,0.7964203357696533,2.586773157119751,4.955999851226807,0.0,0.0
523138448,7.960000038146973,0.3540160059928894,2.817967414855957,3.247999906539917,0.7964203357696533,2.586773157119751,4.955999851226807,0.0,0.0
523203288,7.952000141143799,0.3540160059928894,2.8151352405548096,3.247999906539917,0.798172652721405,2.5924646854400635,4.955999851226807,0.0,0.0
523268700,7.940000057220459,0.3540160059928894,2.810887098312378,3.247999906539917,0.798172652721405,2.5924646854400635,4.955999851226807,0.0,0.0
523333540,7.932000160217285,0.3540160059928894,2.8080549240112305,3.247999906539917,0.798172652721405,2.5924646854400635,4.955999851226807,0.0,0.0
523398388,7.923999786376953,0.3540160059928894,2.805222749710083,3.247999906539917,0.798172652721405,2.5924646854400635,4.955999851226807,0.0,0.0
523463656,7.915999889373779,0.35786402225494385,2.8328516483306885,3.247999906539917,0.798172652721405,2.5924646854400635,4.955999851226807,0.0,0.0
523528440,7.9079999923706055,0.35786402225494385,2.829988718032837,3.247999906539917,0.798172652721405,2.5924646854400635,4.955999851226807,0.0,0.0
523593648,7.895998954772949,0.35786402225494385,2.8256938457489014,3.247999906539917,0.798172652721405,2.5924646854400635,4.955999851226807,0.0,0.0
523658388,7.887999057769775,0.35786402225494385,2.822831153869629,3.247999906539917,0.799924910068512,2.598155975341797,4.955999851226807,0.0,0.0
523723176,7.879999160766602,0.35786402225494385,2.8199682235717773,3.247999906539917,0.799924910068512,2.598155975341797,4.955999851226807,0.0,0.0
523788396,7.8719987869262695,0.35786402225494385,2.8171050548553467,3.247999906539917,0.799924910068512,2.598155975341797,4.955999851226807,0.0,0.0
523853156,7.863998889923096,0.35786402225494385,2.814242362976074,3.247999906539917,0.799924910068512,2.598155975341797,4.955999851226807,0.0,0.0
523917904,7.855998992919922,0.35786402225494385,2.8113794326782227,3.247999906539917,0.799924910068512,2.598155975341797,4.955999851226807,0.0,0.0
523982748,7.843999862670898,0.35786402225494385,2.8070852756500244,3.247999906539917,0.8016772270202637,2.6038475036621094,4.955999851226807,0.0,0.0
524048124,7.835999965667725,0.3617119789123535,2.8343751430511475,3.247999906539917,0.8016772270202637,2.6038475036621094,4.955999851226807,0.0,0.0
524112908,7.828000068664551,0.3617119789123535,2.831481456756592,3.247999906539917,0.8016772270202637,2.6038475036621094,4.955999851226807,0.0,0.0
524177628,7.820000171661377,0.3617119789123535,2.828587770462036,3.247999906539917,0.8016772270202637,2.6038475036621094,4.955999851226807,0.0,0.0
524242368,7.811999797821045,0.3617119789123535,2.8256938457489014,3.247999906539917,0.8016772270202637,2.6038475036621094,4.955999851226807,0.0,0.0
524307096,7.803999900817871,0.35786402225494385,2.7927708625793457,3.247999906539917,0.7894111275672913,2.56400728225708,4.955999851226807,0.0,0.0
524372336,7.796000003814697,0.35786402225494385,2.789907932281494,3.247999906539917,0.791163444519043,2.5696988105773926,4.960000038146973,0.0,0.0
524436968,7.788000106811523,0.35786402225494385,2.7870450019836426,3.247999906539917,0.791163444519043,2.5696988105773926,4.960000038146973,0.0,0.0
524501588,7.779999732971191,0.35786402225494385,2.784182071685791,3.247999906539917,0.791163444519043,2.5696988105773926,4.960000038146973,0.0,0.0
524566192,7.771999835968018,0.35786402225494385,2.7813191413879395,3.247999906539917,0.791163444519043,2.5696988105773926,4.960000038146973,0.0,0.0
524630784,7.763999938964844,0.35786402225494385,2.778456211090088,3.247999906539917,0.791163444519043,2.5696988105773926,4.960000038146973,0.0,0.0
524695896,7.75600004196167,0.35786402225494385,2.7755932807922363,3.247999906539917,0.791163444519043,2.5696988105773926,4.960000038146973,0.0,0.0
524760472,7.748000144958496,0.35786402225494385,2.772730588912964,3.247999906539917,0.791163444519043,2.5696988105773926,4.955999851226807,0.0,0.0
524825056,7.739999771118164,0.3617119789123535,2.7996506690979004,3.247999906539917,0.791163444519043,2.5696988105773926,4.960000038146973,0.0,0.0
524889736,7.73199987411499,0.3617119789123535,2.7967569828033447,3.247999906539917,0.791163444519043,2.5696988105773926,4.960000038146973,0.0,0.0
524954488,7.723999977111816,0.3617119789123535,2.793863296508789,3.247999906539917,0.791163444519043,2.5696988105773926,4.960000038146973,0.0,0.0
525019776,7.716000080108643,0.3617119789123535,2.7909696102142334,3.247999906539917,0.791163444519043,2.5696988105773926,4.960000038146973,0.0,0.0
525084428,7.708000183105469,0.3617119789123535,2.7880759239196777,3.247999906539917,0.791163444519043,2.5696988105773926,4.960000038146973,0.0,0.0
525149116,7.699999809265137,0.3617119789123535,2.785182237625122,3.247999906539917,0.791163444519043,2.5696988105773926,4.960000038146973,0.0,0.0
525213748,7.691999912261963,0.3617119789123535,2.7822885513305664,3.247999906539917,0.7929157614707947,2.575390338897705,4.960000038146973,0.0,0.0
