magic,timestamp_of_boost_detect__ms,pre_boost_pressure__kpa,bias_x__dps,bias_y__dps,bias_z__dps,bootcount,lockout__ms,num_flight_packets,num_preboost_packets,num_gyro_bias_packets,md5,up_axis_q1,up_axis_q2,up_axis_q3,up_axis_q4,atmo0,atmo1,atmo2,atmo3,atmo4,atmo5
2435220000,709352,99.7239990234375,0.00029315490974113345,0.008074977435171604,0.005717423744499683,201,3150,10702,50,200,76a52cf5965e2af5ae269ca94068099e,1.0,0.0,0.0,0.0,1817871.125,-95.49821472167969,0.002013389253988862,-2.1245787351631407e-08,1.1209239645423169e-13,-2.365156233003165e-19
