Uptime,Year,Month,Day,Hour,Minute,Second,Servo Position (deg),Scale Value (grams),MMA8451 Raw Count X,MMA8451 Raw Count Y,MMA8451 Raw Count Z,MMA8451 Acceleration X (m/s^2),MMA8451 Acceleration Y (m/s^2),MMA8451 Acceleration Z (m/s^2),MMA8451 Orientation,SABOT Switch 1,SABOT Switch 2,SABOT Switch 3,Phototransistor,NTC Thermistor,MS5607 Altitude (meters),MS5607 Temperature (Deg C),MS5607 Pressure (mBar),SHTC3 Temperature (Deg C),SHTC3 Humidity (%RH),LIS3MDL Raw Count X,LIS3MDL Raw Count Y,LIS3MDL Raw Count Z,LIS3MDL Field X (uTesla),LIS3MDL Field Y (uTesla),LIS3MDL Field Z (uTesla),LSM6DSL Acceleration X (g),LSM6DSL Acceleration Y (g),LSM6DSL Acceleration Z (g),LSM6DSL Gyro X (dps),LSM6DSL Gyro Y (dps),LSM6DSL Gyro Z (dps),USB Detect,Logical Battery Voltage (V),Logical Battery Shunt (mV),Logical Battery Current (mA),Servo Battery Voltage (V),Servo Battery Shunt (mV),Servo Battery Current (mA),COTS Battery Voltage (V),COTS Battery Shunt (mV),COTS Battery Current (mA),Log Count,Log Time (ms)
4588912,2000,1,3,19,27,52,83,8388.61,1021,167,-11,9.78,1.63,-0.08,5,0,0,0,1002,345,1508.01,38.63,860.91,38.58,11.4,18298,7678,2098,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.73,46.7,0.02,4.68,-0.4,4.14,0.56,5.4,3380,168
4589129,2000,1,3,19,27,52,83,8388.61,1021,169,-11,9.77,1.6,-0.05,5,0,0,0,1002,345,1507.58,38.63,860.96,38.61,11.39,20858,7451,-3542,-422.32,0.48,0,0.19,1,0.05,-3.11,1.1,0.06,1,4.08,4.72,46.7,0.02,4.7,-0.3,4.14,0.55,5.6,3381,168
4589348,2000,1,3,19,27,52,83,8387.76,1045,236,23,10.25,1.39,-0.27,5,0,0,0,1002,345,1507.99,38.62,860.92,38.62,11.39,22138,7564,-3542,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.67,47.2,0.01,4.71,-0.3,4.12,8.33,46.6,3382,256
4589654,2000,1,3,19,27,52,83,8388.61,993,96,-26,10.09,2.23,0.27,5,0,0,0,1002,345,1507.91,38.63,860.93,38.57,11.39,16762,7512,-3542,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.07,4.68,47.3,0.02,4.7,-0.2,4.1,5.49,121.1,3383,167
4589871,2000,1,3,19,27,53,83,8386.97,1018,172,-9,9.78,1.61,-0.03,5,0,0,0,1002,345,1507.89,38.64,860.93,38.63,11.38,22906,7586,19234,-422.32,0.48,0,,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.66,47.2,0.01,4.69,-0.4,4.14,0.51,5.5,3384,213
4590133,2000,1,3,19,27,53,83,8388.61,1023,170,-5,9.81,1.63,-0.06,5,0,0,0,1002,345,1507.2,38.64,861,38.63,11.37,23162,7665,10528,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0,1,4.08,4.75,47.5,0.01,4.73,-0.1,4.14,0.52,5.3,3385,168
4590352,2000,1,3,19,27,53,83,8388.61,1069,258,31,9.92,1.89,-0.45,5,0,0,0,1002,345,1507.89,38.65,860.94,38.61,11.39,20858,7451,21548,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.71,47.1,0.02,4.69,-0.1,4.13,18.52,203.2,3386,168
4590571,2000,1,3,19,27,53,83,8178.89,995,125,-36,9.33,0.62,-0.41,5,0,0,0,1002,345,1507.29,38.65,860.99,38.63,11.37,23162,7665,-28388,-422.32,0.48,0,0.19,0.99,0.05,-3.17,1.16,0.06,1,4.08,4.67,47.2,0.02,4.75,-0.3,4.13,15.29,120.8,3387,211
4590833,2000,1,3,19,27,4,16,8388.61,1020,187,2,9.72,1.51,-0.14,5,0,0,0,1002,345,1507.93,38.66,860.94,38.63,11.38,22906,7586,-4828,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0,1,4.08,4.71,47.1,0.02,4.73,-0.3,4.14,0.56,5.6,3388,168
4591050,2000,1,3,19,27,54,83,8388.61,1022,169,-7,9.81,1.66,-0.13,5,0,0,0,1002,345,1508.09,38.66,860.92,38.64,11.36,24186,7477,21784,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.68,47.2,,4.71,-0.1,4.14,0.55,5.3,3389,170
4591269,2000,1,3,19,27,54,83,8386.97,1023,159,-14,9.35,0.8,-0.45,5,0,0,0,1002,345,1508.1,38.66,860.92,38.64,11.35,23930,7526,-16621,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.04,0.06,1,4.08,4.67,47.2,0.02,4.66,-0.2,4.13,15.62,123.1,3390,256
4591577,2000,1,3,19,27,54,83,8388.61,1052,227,3,9.44,0.79,-0.34,5,0,0,0,1002,345,1508.01,38.67,860.93,38.62,11.36,22138,7564,6421,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.66,47.1,0.01,4.68,0,4.11,9.07,123.4,3391,168
4591794,2000,1,3,19,27,54,83,8388.61,1041,232,20,9.64,1.48,-0.27,5,0,0,0,1002,344,1508,38.67,860.94,38.65,11.35,24698,7663,-29166,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0,1,4.07,4.69,46.7,0.02,4.67,-0.1,4.14,0.6,5.7,3392,168
4592011,2000,1,3,19,27,55,83,8385.33,1024,167,-13,9.78,1.6,-0.04,5,0,0,0,1002,344,1508.26,,860.91,38.67,11.34,27002,7527,29706,-422.32,0.48,0,0.19,0.99,0.05,-3.17,1.1,0.06,1,4.08,4.7,47.1,0.01,4.68,-0.3,4.14,0.55,5.5,3393,213
4592273,2000,1,3,19,27,55,83,8388.61,1022,172,-8,9.8,1.61,-0.05,5,0,0,0,1002,344,1508.17,38.68,860.93,38.66,11.31,25466,7356,32758,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.75,47.2,0.02,4.7,-0.2,4.14,0.53,5.6,3394,168
4592492,2000,1,3,19,27,55,83,8388.61,1063,269,28,9.38,0.63,-0.45,5,0,0,0,1002,344,1507.94,38.69,860.95,38.67,11.34,26490,7544,9993,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0,1,4.08,4.7,47,0.02,4.72,-0.1,4.11,4.76,32.3,3395,168
4593915,2000,1,3,19,27,57,115,8388.61,1012,168,-5,9.84,1.62,-0.11,5,0,0,0,1002,345,1508.48,38.66,860.89,38.69,11.32,28538,7361,-27139,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.67,46.8,0.02,4.69,-0.3,4.14,0.58,5.9,3396,172
4594137,2000,1,3,19,27,57,115,8388.2,1020,167,-10,9.77,1.61,-0.05,5,0,0,0,1002,344,1508.07,38.69,860.94,38.7,11.31,29306,7374,11509,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.68,47.3,0.02,4.72,-0.2,4.14,0.57,5.9,3397,256
4594444,2000,1,3,19,27,57,115,7969.18,1069,140,-31,9.32,0.66,-0.47,5,0,0,0,1002,344,1508.2,38.7,860.93,38.71,11.3,30074,7257,-29965,-422.32,0.48,0,0.19,,0.05,-3.11,1.16,0.12,1,4.08,4.68,47.3,0.02,4.67,-0.2,4.11,6.5,50,3398,211
4594704,2000,1,3,19,27,57,115,8388.61,1027,173,-13,9.4,1.21,-0.18,5,0,0,0,1002,344,1508.3,38.71,860.93,38.67,11.29,26490,7288,-6164,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.74,47.2,0.01,4.71,-0.2,4.13,17.47,204.4,3399,170
4594923,2000,1,3,19,27,58,115,8388.61,1022,65,-55,9.62,1.24,-0.16,5,0,0,0,1002,344,1508.07,38.72,860.06,38.71,11.27,30842,7189,-25888,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.66,47.5,0.01,4.72,-0.2,4.1,5.31,28.5,3400,168
4595142,2000,1,3,19,27,58,115,8388.61,969,61,-52,9.62,2.4,0.25,5,0,0,0,1002,344,1508.49,38.73,860.92,38.72,11.29,31610,7238,9192,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.12,1,4.08,4.68,47.5,0.02,4.71,-0.1,4.12,18.17,200.3,3401,168
4595361,2000,1,3,19,27,58,115,4.69,1021,170,-4,9.79,1.61,-0.1,5,0,0,0,1002,344,1508.55,38.72,860.91,38.71,11.31,30842,7189,20215,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.67,47.4,0.02,4.7,0,4.14,0.59,5.9,3402,256
4595666,2000,1,3,19,27,58,115,8388.61,1011,170,-8,9.78,1.62,-0.11,5,0,0,0,1002,344,1508.54,38.73,860.91,38.7,11.31,29818,7272,20215,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.63,47,0.02,,-0.4,4.14,0.62,6,3403,168
4595886,2000,1,3,19,27,59,115,8388.61,1025,167,-4,9.75,1.61,-0.02,5,0,0,0,1002,344,1508.83,38.74,860.89,38.71,11.3,30842,7189,-29965,-422.32,0.48,0,0.19,0.99,0.05,-3.17,1.1,0.06,1,4.08,4.68,47.3,0.01,4.76,-0.3,4.14,0.62,5.9,3404,168
4596105,2000,1,3,19,27,59,115,8362.39,1023,170,-5,9.82,1.63,-0.11,5,0,0,0,1002,344,1508.73,38.74,860.9,38.73,11.29,32122,7392,-10515,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.07,4.7,47.5,0.02,4.7,0.1,4.14,0.6,6.2,3405,211
4596367,2000,1,3,19,27,59,115,8388.61,1024,168,-4,9.79,1.6,-0.09,5,0,0,0,1002,344,1508.26,38.75,860.95,38.71,11.31,30842,7189,11509,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.68,47.5,0.02,4.69,-0.3,4.14,0.59,5.8,3406,168
4596584,2000,1,3,19,27,59,115,8388.61,1057,264,26,10.05,0.82,-0.35,5,0,0,0,1002,344,1508.82,38.75,,38.71,11.3,30074,7257,-29965,-422.32,0.48,0,0.19,1,0.05,-3.05,1.1,0,1,4.08,4.69,47.4,0.02,4.69,-0.2,4.12,12.2,87.2,3407,170
4596803,2000,1,3,19,28,0,115,8388.61,1064,233,10,9.48,1.04,-0.4,5,0,0,0,1002,344,1508.63,38.76,860.92,38.72,11.32,31354,7543,-20736,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.65,47.4,0.02,4.73,-0.2,4.11,8.8,157.4,3408,168
4597022,2000,1,3,19,28,0,115,8387.99,1021,170,-4,9.76,1.64,-0.05,5,0,0,0,1002,344,1508.5,38.75,860.93,38.72,11.32,31354,7287,13307,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.67,47.2,0.01,4.7,-0.3,4.14,0.54,5.2,3409,256
4597327,2000,1,3,19,28,0,115,7968.77,1020,171,-8,9.79,1.62,-0.06,5,0,0,0,1002,344,1508.73,38.75,860.9,38.73,11.32,32378,7347,13307,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.72,46.9,0.01,4.71,-0.1,4.11,7.87,113.7,3410,256
4597633,2000,1,3,19,28,0,115,8388.61,976,71,-50,9.6,2.36,0.24,5,0,0,0,1002,344,1508.22,38.76,860.96,38.74,11.34,-32134,7500,5640,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0,1,4.08,4.7,47.2,0.01,4.65,-0.3,4.13,11.79,82.7,3411,170
4597852,2000,1,3,19,28,1,115,8385.33,1025,175,4,9.99,2.06,-0.04,5,0,0,0,1002,344,1508.54,38.77,860.93,38.74,11.33,-32390,7455,-13054,-422.32,0.48,0,0.19,0.99,,-3.11,1.16,0.06,1,4.08,4.65,47.4,0.01,4.73,-0.3,4.11,2.92,60.2,3412,213
4598114,2000,1,3,19,28,1,115,8388.61,1020,170,-9,9.8,1.62,-0.1,5,0,0,0,1002,344,1508.75,38.77,860.91,38.74,11.33,-32390,7455,27396,-422.32,0.48,0,0.19,1,0.05,-3.11,1.1,0.06,1,4.08,4.69,47.2,0.02,4.69,-0.1,4.14,0.56,5.1,3413,168
4598333,2000,1,3,19,28,1,115,8388.61,1021,170,-10,9.77,1.64,-0.1,5,0,0,0,1002,344,1509.18,38.78,860.88,38.75,11.36,-30854,7609,31511,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.12,1,4.08,4.73,47,0.02,4.68,0,4.14,0.52,5.3,3414,168
4598552,2000,1,3,19,28,1,115,8388.61,984,75,-49,9.6,1.35,-0.15,5,0,0,0,1002,343,1509.32,38.78,860.86,38.75,11.35,-31622,7658,-16621,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.72,47.2,0.02,4.7,-0.1,4.11,14.01,176.9,3415,213
4598814,2000,1,3,19,28,2,115,8387.79,1044,64,-34,9.44,0.78,-0.35,5,0,0,0,1002,343,1508.98,38.78,860.89,38.74,11.36,-32134,7500,1563,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.1,0.06,1,4.08,4.71,46.8,0.01,4.72,-0.3,4.11,11.78,154,3416,256
4599119,2000,1,3,19,28,2,115,7549.34,1021,172,-10,9.8,1.67,-0.08,5,0,0,0,1002,343,1508.89,38.78,860.9,38.78,11.38,-28294,7516,-9179,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.68,47,0.02,4.7,,4.14,0.55,5.3,3417,256
4599427,2000,1,3,19,28,2,115,7549.75,1019,168,-8,9.76,1.65,-0.09,5,0,0,0,1002,343,1508.78,38.79,860.92,38.74,11.38,-32390,7455,-28632,-422.32,0.48,0,0.19,1,0.05,-3.11,1.16,0.06,1,4.08,4.66,46.9,0.02,4.67,0.1,4.12,18.08,203.8,3418,211
4599689,2000,1,3,19,28,2,115,8388.61,978,67,-50,9.6,2.45,0.32,5,0,0,0,1002,343,1508.8,38.8,860.92,38.77,11.39,-29318,7522,1839,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.68,47.2,0.02,4.67,-0.1,4.1,2.93,47.7,3419,168
4599906,2000,1,3,19,28,3,115,8388.61,992,63,-42,9.81,1.68,0.02,5,0,0,0,1002,343,1508.83,38.81,860.92,38.76,11.42,-30598,7575,9789,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.69,46.9,0.02,4.71,-0.1,4.13,19.32,160.7,3420,170
4600125,2000,1,3,19,28,3,115,8375.5,1021,167,-6,9.78,1.64,-0.07,5,0,0,0,1002,343,1508.8,38.8,860.92,,11.41,-30086,7669,-32709,-422.32,0.48,0,0.19,1,0.05,-3.11,1.16,0.12,1,4.08,4.69,46.9,0.02,4.72,0,4.14,0.52,5.3,3421,213
4600389,2000,1,3,19,28,3,115,8388.61,1020,173,-10,9.82,1.61,-0.09,5,0,0,0,1002,343,1509.31,38.81,860.88,38.76,11.4,-30086,7669,-24779,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.12,1,4.08,4.63,47.3,0.01,4.69,-0.2,4.14,0.56,5.3,3422,168
4600608,2000,1,3,19,28,3,115,8388.61,978,81,-48,9.52,2.13,0.18,5,0,0,0,1002,343,1509.53,38.82,860.86,38.77,11.39,-29318,7522,25901,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.67,46.9,0.02,4.7,-0.3,4.11,6.66,31.3,3423,168
4600825,2000,1,3,19,28,4,115,8388.61,979,104,-33,10.07,2.28,0.22,5,0,0,0,1002,343,1509.19,38.82,860.89,38.77,11.42,-29062,7473,30014,-422.32,0.48,0,0.19,1,0.05,-3.11,1.1,0.06,1,4.08,4.66,46.9,0.02,4.7,-0.4,4.11,16.8,200.9,3424,170
4601044,2000,1,3,19,28,4,115,8388.61,1022,165,-16,9.8,1.62,-0.13,5,0,0,0,1002,343,1509,38.82,860.91,38.8,11.43,-26758,7674,26437,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.12,1,4.08,4.73,47.1,0.02,4.7,0,4.14,0.55,5.7,3425,168
4601264,2000,1,3,19,28,4,115,8388.61,1022,168,-4,9.78,1.65,-0.14,5,0,0,0,1002,343,1509,38.83,860.91,38.78,11.42,-28550,7533,30014,-422.32,0.48,0,0.19,0.99,0.05,,1.16,0.06,1,4.08,4.69,47.2,0.02,4.69,-0.2,4.14,0.55,5.2,3426,168
4601481,2000,1,3,19,28,4,115,8375.09,977,82,-44,10.19,2.45,0.2,5,0,0,0,1002,343,1508.83,38.82,860.93,38.77,11.39,-29318,7522,-24279,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.07,4.7,46.8,0.02,4.66,-0.1,4.12,13.82,204.1,3427,256
4601788,2000,1,3,19,28,4,115,7969.18,1068,265,27,10.17,2.38,-0.24,5,0,0,0,1002,343,1508.99,38.83,860.91,38.78,11.38,-28038,7439,19234,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.73,47,0.01,4.68,-0.3,4.14,18.66,154.2,3428,211
4602050,2000,1,3,19,28,5,115,8388.61,1020,167,-7,9.83,1.63,-0.08,5,0,0,0,1002,343,1509.2,38.84,860.9,38.79,11.38,-27270,7576,-16857,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.67,46.7,0.02,4.68,-0.1,4.14,0.59,6,3429,168
4602267,2000,1,3,19,28,5,115,8388.61,1021,170,-13,9.75,1.63,-0.04,5,0,0,0,1002,343,1509.24,38.84,860.9,38.78,11.37,-28550,7533,10528,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.7,46.7,0.01,4.73,-0.1,4.14,0.61,5.8,3430,170
4602486,2000,1,3,19,28,5,115,8388.61,1020,169,-8,9.79,1.62,-0.09,5,0,0,0,1002,343,1509.84,38.85,860.85,38.78,11.36,-28038,7439,18966,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.68,47.1,0.02,4.65,-0.2,,0.59,6.1,3431,168
4602705,2000,1,3,19,28,5,115,8388.1,1020,168,-10,9.76,1.57,-0.09,5,0,0,0,1002,343,1509.55,38.84,860.87,38.78,11.34,-28550,7533,17675,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.66,46.8,0.02,4.67,-0.2,4.14,0.59,6,3432,256
4603011,2000,1,3,19,28,6,115,7549.34,1019,171,-10,9.74,1.61,-0.08,5,0,0,0,1002,343,1509.56,38.84,860.87,38.78,11.34,-28550,7533,17675,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.69,47.4,0.01,4.72,-0.6,4.14,0.61,6,3433,256
4603318,2000,1,3,19,28,6,115,8388.61,1023,170,-6,9.8,1.61,-0.07,5,0,0,0,1002,343,1509.49,38.86,860.88,38.8,11.32,-26758,7674,-25087,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.65,47.1,0.02,4.7,0,4.14,0.6,5.8,3434,168
4603535,2000,1,3,19,28,6,115,8382.05,1018,159,-21,9.77,1.63,-0.04,5,0,0,0,1002,343,1509.22,38.86,860.91,38.8,9.76,-26758,7418,13307,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0,1,4.08,4.68,47.3,0.02,4.72,-0.1,4.14,0.61,6.1,3435,213
4603797,2000,1,3,19,28,7,115,8388.61,1020,172,-9,9.77,1.63,-0.11,5,0,0,0,1002,343,1509.83,38.86,860.85,38.81,11.31,-25734,7303,32758,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.69,47,0.02,4.72,-0.2,4.14,0.62,5.9,3436,213
4604061,2000,1,3,19,28,7,115,7549.34,1020,171,-11,,1.62,-0.1,5,0,0,0,1002,343,1509,38.87,860.93,38.78,11.3,-28038,7183,7668,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.67,47.4,0.02,4.73,-0.1,4.14,0.6,6.2,3437,211
4604323,2000,1,3,19,28,7,115,8388.61,1018,168,-3,9.79,1.61,-0.1,5,0,0,0,1002,343,1509.33,38.88,860.91,38.81,11.28,-25734,7303,28645,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.67,47,0.02,4.67,0.1,4.14,0.59,6.1,3438,166
4604538,2000,1,3,19,28,7,115,8385.33,1022,168,-10,9.78,1.62,-0.06,5,0,0,0,1002,343,1509.56,38.88,860.88,38.81,11.32,-25734,7303,13307,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.69,47.3,0.02,4.67,-0.2,4.14,0.63,6,3439,213
4604801,2000,1,3,19,28,8,115,8388.61,1022,170,-4,9.77,1.63,-0.1,5,0,0,0,1002,343,1509.33,38.88,860.91,38.82,11.31,-24454,7336,20985,-422.32,0.48,0,0.19,0.99,0.05,-3.11,,0.06,1,4.07,4.69,47.1,0.02,4.7,-0.3,4.14,0.62,6,3440,167
4605020,2000,1,3,19,28,8,115,8388.61,1023,169,-4,9.78,1.64,-0.1,5,0,0,0,1002,343,1509.52,38.89,860.89,38.8,11.29,-26502,7380,-6164,-422.32,0.48,0,0.19,1,0.05,-3.11,1.1,0.06,1,4.08,4.68,47.2,0.02,4.71,-0.2,4.14,0.62,6,3441,168
4605239,2000,1,3,19,28,8,115,8388.58,1021,168,-4,9.82,1.62,-0.07,5,0,0,0,1002,343,1509.64,38.89,860.88,38.8,11.28,-25990,7350,15590,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.68,47.1,0.02,4.71,-0.2,4.14,0.66,7,3442,211
4605501,2000,1,3,19,28,8,115,8388.61,1022,172,-7,9.76,1.61,-0.06,5,0,0,0,1002,343,1509.65,38.89,860.88,38.78,11.28,-28038,7183,3559,-422.32,0.48,0,0.19,1,0.05,-3.11,1.1,0.06,1,4.08,4.73,46.8,0.02,4.76,-0.1,4.14,0.69,6.6,3443,213
4605763,2000,1,3,19,28,8,115,8388.61,1021,164,-9,9.84,1.59,-0.08,5,0,0,0,1002,343,1509.69,38.9,860.88,38.81,11.29,-25734,7303,16874,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0,1,4.08,4.69,47.1,0.01,4.64,-0.2,4.14,0.65,6.1,3444,168
4605982,2000,1,3,19,28,9,115,8388.61,1021,166,-7,9.78,1.6,-0.02,5,0,0,0,1002,343,1509.37,38.9,860.91,38.83,11.29,-23942,7370,-6164,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.71,46.8,0.02,4.7,-0.3,4.14,,6.6,3445,168
4607406,2000,1,3,19,28,10,83,7969.18,1022,168,-9,9.78,1.65,-0.12,5,0,0,0,1002,343,1509.26,38.88,860.91,38.83,11.21,-23174,7261,29623,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.71,46.9,0.02,4.71,0,4.14,0.61,6,3446,215
4607670,2000,1,3,19,28,10,83,8388.61,1025,166,-10,9.82,1.61,-0.1,5,0,0,0,1002,343,1509.52,38.9,860.9,38.85,11.24,-21638,7234,-29753,-422.32,0.48,0,0.19,0.99,0.05,-3.17,1.16,0.06,1,4.08,4.69,47.3,0.01,4.67,0,4.14,0.69,6.7,3447,213
4607932,2000,1,3,19,28,11,83,8388.61,1021,170,-6,9.78,1.65,-0.06,5,0,0,0,1002,343,1509.81,38.92,860.88,38.84,11.26,-22662,7231,-21803,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.69,46.8,0.02,4.69,-0.6,4.14,0.69,7,3448,170
4608151,2000,1,3,19,28,11,83,8388.61,1021,169,-10,9.78,1.64,-0.09,5,0,0,0,1002,343,1509.84,38.93,860.88,38.85,11.26,-21894,7250,-21803,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.7,47.2,0.02,4.72,-0.1,4.14,0.7,7.1,3449,168
4608370,2000,1,3,19,28,11,83,7969.18,1022,171,-9,9.79,1.62,-0.08,5,0,0,0,1002,343,1509.17,38.93,860.94,38.87,11.25,-19334,7215,20685,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.68,46.7,0.01,4.69,-0.2,4.14,0.67,6.9,3450,211
4608632,2000,1,3,19,28,11,83,8388.61,1023,170,-8,9.77,,-0.08,5,0,0,0,1002,343,1509.02,38.94,860.96,38.88,11.24,-18310,7250,-29753,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.69,47.3,0.02,4.7,0,4.14,0.62,6.2,3451,168
4608849,2000,1,3,19,28,12,83,8388.61,1025,170,-9,9.78,1.65,-0.08,5,0,0,0,1002,343,1509.32,38.94,860.93,38.86,11.26,-20358,7403,-21803,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.68,47.4,0.02,4.68,-0.1,4.14,0.63,6.5,3452,170
4609069,2000,1,3,19,28,12,83,8387.74,1019,171,-10,9.79,1.61,-0.06,5,0,0,0,1002,343,1508.36,38.94,861.02,38.85,11.29,-21894,7283,-10515,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.72,47,0.01,4.68,-0.1,4.14,0.64,6.3,3453,258
4609376,2000,1,3,19,28,12,83,8388.61,1023,172,-7,9.8,1.63,-0.12,5,0,0,0,1002,343,1508.61,38.95,861,38.87,11.28,-19846,7305,24292,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0,1,4.07,4.7,47.2,0.02,4.69,0,4.14,0.66,6.7,3454,170
4609595,2000,1,3,19,28,12,83,8388.61,1024,168,-8,9.78,1.61,-0.07,5,0,0,0,1002,343,1508.88,38.95,860.98,38.83,11.29,-23430,7276,16874,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.12,1,4.08,4.71,47,0.02,4.72,-0.4,4.14,0.63,6.5,3455,168
4609814,2000,1,3,19,28,13,83,8388.61,1021,169,-13,9.8,1.6,-0.05,5,0,0,0,1002,343,1509.74,38.96,860.9,38.87,11.26,-19846,7305,-1578,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.16,0.06,1,4.08,4.76,47.4,0.02,4.66,-0.2,4.14,0.67,6.9,3456,168
4610033,2000,1,3,19,28,13,83,8388.61,1023,168,-9,9.79,1.62,-0.06,5,0,0,0,1002,343,1509.83,38.96,860.9,38.87,11.28,-20102,7386,15590,-422.32,0.48,0,0.19,0.99,0.05,-3.11,1.1,0.06,1,4.08,4.71,47.2,0.02,4.7,-0.4,4.14,0.62,5.9,3457,168
4610250,2000,1,3,19,28,13,83,8388.61,1022,168,-6,9.77,1.65,-0.09,5,0,0,0,1002,343,1509.78,38.97,860.9,38.88,11.31,-18310,7250,24824,-422.32,0.48,0,0.19,0.99,0.05,-3.05,1.16,0.06,1,4.08,4.73,46.8,0.02,4.72,-0.2,4.15,0.64,6.3,3458,170
4610469,2000,1,3,19,28,13,83,8388.6,1020,168,-11,9.78,1.63,-0.08,5,0,0,0,1002,343,1509.89,38.96,860.89,38.87,11.29,-19846,7305,-10515,-422.32,0.48,0,0.19,1,0.05,-3.11,1.04,0,1,4.08,4.72,46.9,0.02,4.67,-0.1,4.14,0.68,,3459,215
