Uptime,Year,Month,Day,Hour,Minute,Second,Servo Position (deg),Scale Value (grams),MMA8451 Raw Count X,MMA8451 Raw Count Y,MMA8451 Raw Count Z,MMA8451 Acceleration X (m/s^2),MMA8451 Acceleration Y (m/s^2),MMA8451 Acceleration Z (m/s^2),MMA8451 Orientation,SABOT Switch 1,SABOT Switch 2,SABOT Switch 3,Phototransistor,NTC Thermistor,MS5607 Altitude (meters),MS5607 Temperature (Deg C),MS5607 Pressure (mBar),SHTC3 Temperature (Deg C),SHTC3 Humidity (%RH),LIS3MDL Raw Count X,LIS3MDL Raw Count Y,LIS3MDL Raw Count Z,LIS3MDL Field X (uTesla),LIS3MDL Field Y (uTesla),LIS3MDL Field Z (uTesla),LSM6DSL Acceleration X (g),LSM6DSL Acceleration Y (g),LSM6DSL Acceleration Z (g),LSM6DSL Gyro X (dps),LSM6DSL Gyro Y (dps),LSM6DSL Gyro Z (dps),USB Detect,Logical Battery Voltage (V),Logical Battery Shunt (mV),Logical Battery Current (mA),Servo Battery Voltage (V),Servo Battery Shunt (mV),Servo Battery Current (mA),COTS Battery Voltage (V),COTS Battery Shunt (mV),COTS Battery Current (mA),Log Count,Log Time (ms)
40574,2000,1,3,18,12,3,83,106.53,122,9,-1043,1.19,0.08,-10.05,1,1,1,0,64,422,1461.21,31.36,862.01,31.16,19.38,28015,12730,-12129,-422.32,0.48,0,0.03,0.11,-0.95,-2.99,1.34,-0.43,1,4.12,7.22,71.8,3.94,7.17,144.2,4.18,0.67,6.6,3,209
50608,2000,1,3,18,12,13,83,106.54,121,15,-1047,1.19,0.11,-10.06,1,1,1,0,56,418,1462.57,31.82,862.09,31.22,19.33,-32145,12629,8318,-422.32,0.48,0,0.03,0.12,-0.94,-3.11,1.22,0,1,4.11,7.16,72,3.92,7.17,209.2,4.18,0.59,6,6,211
60618,2000,1,3,18,12,23,83,105.71,134,14,-1049,1.28,0.11,-10.07,1,1,1,0,53,415,1462.95,31.95,862.11,31.27,18.83,-27025,12498,20534,-422.32,0.48,0,0.03,0.12,-0.94,-2.99,1.34,-0.43,1,4.11,7.16,72.1,3.86,7.19,373.4,4.18,0.61,6,9,213
70631,2000,1,3,18,12,33,83,108.63,113,-19,-1049,1.08,-0.24,-9.97,7,0,1,0,53,412,1464.15,32.1,862.07,31.31,18.43,-23185,12100,25394,-422.32,,0,0.02,0.14,-0.94,-3.05,1.34,-4.09,1,4.12,7.17,71.4,3.85,7.17,299.2,4.19,0.71,6.9,12,168
80660,2000,1,3,18,12,43,83,114.58,150,10,-1045,1.45,0.13,-10.02,7,0,1,0,56,410,1465.16,32.2,862.02,31.36,17.89,-18833,11604,6608,-422.32,0.48,0,0.02,0.11,-0.95,-2.99,1.22,-0.55,1,4.12,7.13,71.7,3.89,7.14,285.6,4.18,0.61,6.1,15,166
90671,2000,1,3,18,12,53,83,95.38,134,0,-1054,1.22,0.02,-10.05,7,0,1,0,0,408,1465.38,32.25,862.02,31.43,17.52,-11665,11307,-15393,-422.32,0.48,0,0.02,0.12,-0.94,-2.99,1.22,-0.73,1,4.11,7.11,72,3.84,7.19,215.1,4.18,0.63,6.1,18,209
100691,2000,1,3,18,13,3,83,104.11,143,7,-1048,1.35,0.07,-10.03,7,0,1,0,39,406,1464.98,32.38,862.11,31.49,17.51,-6545,11306,21720,-422.32,0.48,0,0.03,0.12,-0.94,-2.99,1.28,-0.85,1,4.11,7.13,71.8,3.9,7.19,309.5,4.18,0.64,6.4,21,168
1088729192,2000,1,3,18,13,13,83,93.29,128,7,-1051,1.24,0.06,-10.04,7,0,1,0,63,404,1466.01,32.41,862.03,31.55,17.36,-145,11489,17011,-422.32,0.48,0,0.02,0.12,-0.94,-3.05,1.28,-0.12,1,4.11,7.15,71.8,3.86,7.15,320.9,4.18,0.56,5.7,24,209
120717,2000,1,3,18,13,23,83,104.07,128,5,-1045,1.24,0.09,-10.02,7,0,1,0,60,403,1466.65,32.48,862,31.61,17.13,5488,11020,16092,-422.32,0.48,0,0.02,0.12,-0.94,-2.99,1.28,-0.31,1,4.12,,71.3,3.92,7.15,249.3,4.18,0.64,6.6,27,209
130721,2000,1,3,18,13,33,83,102.79,131,12,-1045,1.27,0.08,-10.04,7,0,1,0,39,401,1466.12,32.56,862.09,31.66,17.43,9584,11465,9377,-422.32,0.48,0,0.02,0.12,-0.94,-2.99,1.28,0.06,1,4.11,7.21,71.7,3.9,7.16,272.1,4.18,0.64,6.1,30,211
140746,2000,1,3,18,13,43,83,103.49,137,10,-1049,1.38,0.11,-10.03,7,0,1,0,61,400,1467.53,32.66,862,31.72,17.12,15728,11059,-11049,-422.32,0.48,0,0.02,0.11,-0.94,-2.99,1.22,0,1,4.11,7.11,72,3.82,7.2,198,4.18,0.67,6.9,33,166
150763,2000,1,3,18,13,53,83,103.78,126,-5,-1049,1.19,0.02,-10.01,7,0,1,0,63,399,1467.66,32.72,862.02,31.74,17.05,18032,11041,7590,-422.32,0.48,0,0.02,0.12,-0.94,-3.05,1.28,-1.16,1,4.11,7.15,71.6,3.86,7.16,267.6,4.18,0.62,6.2,36,166
160792,2000,1,3,18,14,3,83,101.02,132,13,-1046,1.31,0.05,-10.02,7,0,1,0,36,398,1466.49,32.74,862.14,31.8,17,23152,11039,-19063,-422.32,0.48,0,0.03,0.13,-0.94,-2.99,1.16,-0.98,1,4.11,7.15,71.9,3.79,7.16,216.6,4.18,0.61,6.2,39,209
170807,2000,1,3,18,14,13,83,104.59,131,5,-1048,1.25,0.05,-10.01,7,0,1,0,59,397,1467.41,32.81,862.08,31.81,16.95,24688,11009,23142,-422.32,0.48,0,0.02,0.12,-0.94,-2.99,1.28,-0.24,1,4.11,7.19,71.4,3.95,7.14,217.9,4.18,0.66,6.7,42,209
180822,2000,1,3,18,14,23,83,95.4,124,8,-1047,1.15,0.11,-10.04,7,0,1,0,60,396,1468.26,32.87,862.03,31.84,16.99,27248,11226,24450,-422.32,0.48,0,0.03,0.12,-0.94,-3.05,1.28,-0.18,1,4.11,7.12,71.9,3.89,7.18,263,4.18,0.63,6.1,45,206
190832,2000,1,3,18,14,33,83,104.07,129,4,-1052,1.24,0.09,-10,7,0,1,0,38,395,1467.48,32.97,862.15,31.92,16.88,-31120,11110,5431,-422.32,0.48,0,0.02,0.12,-0.94,-2.99,1.34,-0.06,1,4.11,7.21,72,3.84,7.16,251.4,4.18,0.67,6.6,48,164
200837,2000,1,3,18,14,43,83,92.29,119,7,-1043,1.22,0.11,-10.05,7,0,1,0,59,394,1468.26,32.99,862.08,31.96,16.77,-26512,10810,-2572,-422.32,0.48,0,0.02,0.12,-0.94,-3.05,1.16,-0.12,1,4.11,7.15,71.6,3.92,7.14,276.5,4.18,0.62,6.2,51,209
210851,2000,1,3,18,14,53,83,105.25,125,9,-1046,1.19,0.14,-10.03,7,0,1,0,63,393,1468.88,33.08,862.06,32.01,16.91,-21648,11180,1868,-422.32,0.48,,0.03,0.13,-0.94,-3.05,1.28,-0.06,1,4.12,7.12,71.7,3.84,7.16,211.2,4.18,0.62,6,54,166
220860,2000,1,3,18,15,3,83,100.45,133,9,-1046,1.28,0.06,-10.01,7,0,1,0,40,392,1467.98,33.1,862.16,32.1,17.22,-13456,11287,3094,-422.32,0.48,0,0.02,0.13,-0.94,-2.99,1.34,-0.31,1,4.11,7.2,71.6,3.74,7.16,282.4,4.18,0.6,6.6,57,213
230879,2000,1,3,18,15,13,83,101.7,131,10,-1049,1.26,0.1,-10.06,7,0,1,0,58,392,1469.33,33.2,862.08,32.1,17.32,-13200,11392,19546,-422.32,0.48,0,0.03,0.12,-0.94,-2.93,1.22,-0.67,1,4.11,7.17,71.2,3.83,7.17,220.7,4.18,0.64,6.3,60,166
240912,2000,1,3,18,15,23,83,102.18,119,14,-1049,1.15,0.11,-10.05,7,0,1,0,60,391,1470.35,33.25,862,32.13,17.28,-10896,11339,24637,-422.32,0.48,0,0.03,0.13,-0.94,-3.05,1.34,1.28,1,4.11,7.18,71.4,3.77,7.13,251.9,4.18,0.64,6.1,63,166
250920,2000,1,2,18,15,33,83,102.23,129,5,-1043,1.2,0.03,-10.05,7,0,1,0,39,390,1469.03,33.26,862.13,32.19,17.37,-4496,11364,27772,-422.32,0.48,0,0.02,0.11,-0.94,-3.11,1.16,-3.6,1,4.11,7.13,72,3.82,7.16,155.4,4.18,0.62,6.4,66,209
260939,2000,1,3,18,15,43,83,104.04,131,13,-1048,1.31,0.1,-10.03,7,0,1,0,62,390,1470.58,33.31,862.01,32.22,17.56,-1680,11440,-24843,-422.32,0.48,0,0.02,0.13,-0.94,-2.99,1.34,-0.61,1,4.11,7.15,,3.82,7.18,242.7,4.18,0.67,6.9,69,207
270954,2000,1,3,18,15,53,83,102.87,126,15,-1047,1.2,0.12,-9.99,7,0,1,0,63,389,1471.08,33.37,861.99,32.29,17.61,4721,11631,-10727,-422.32,0.48,0,0.03,0.12,-0.94,-2.93,1.34,-0.67,1,4.11,7.13,71.7,3.92,7.18,228.6,4.18,0.59,6.3,72,209
280961,2000,1,3,18,16,3,83,108.53,131,42,-1042,1.28,0.4,-10.05,7,0,1,0,39,388,1471.73,33.42,861.95,32.32,17.68,7537,11585,29507,-422.32,0.48,0,0.03,0.14,-0.94,-2.93,0.85,1.77,1,4.11,7.15,71.7,3.82,7.18,214.7,4.18,0.75,7.3,75,210
290992,2000,1,3,18,16,13,83,100.5,132,16,-1046,1.28,0.16,-9.96,5,0,1,0,63,387,1473.99,33.46,861.76,32.34,17.41,9841,11374,-19822,-422.32,0.48,0,0.02,0.11,-0.95,-3.05,1.16,1.83,1,4.11,7.17,71.5,3.88,7.14,194.5,4.18,0.59,6.1,78,209
301010,2000,1,3,18,16,23,83,107.92,133,0,-1047,1.27,-0.03,-10.02,5,0,1,0,63,387,,33.5,861.95,32.36,17.68,11633,11652,-26296,-422.32,0.48,0,0.01,0.11,-0.94,-3.11,1.34,3.78,1,4.11,7.09,71.9,3.93,7.18,236.9,4.17,16.89,134.4,81,215
311035,2000,1,3,18,16,33,83,103.14,125,2,-1047,1.24,0.08,-10,5,0,1,0,40,386,1470.78,33.58,862.11,32.38,17.08,13169,11224,9146,-422.32,0.48,0,0.03,0.13,-0.94,-2.99,1.16,0,1,4.11,7.14,72.1,3.93,7.18,242.9,4.18,0.64,6.2,84,164
321042,2000,1,3,18,16,43,83,108.67,130,-6,-1048,1.21,-0.08,-10.07,5,0,1,0,63,386,1471.34,33.6,862.07,32.48,16.54,23153,10987,-11682,-422.32,0.48,0,0.02,0.13,-0.94,-3.11,1.28,-1.77,1,4.11,7.13,71.8,3.8,7.17,232.9,4.18,0.66,6.6,87,166
331053,2000,1,3,18,16,53,83,110.39,129,18,-1043,1.24,0.15,-10.01,5,0,1,0,63,386,1472.16,33.64,862.01,32.5,16.81,24689,11253,14860,-422.32,0.48,0,0.03,0.13,-0.94,-3.05,1.1,0.37,1,4.11,7.16,71.7,3.92,7.16,217.9,4.18,0.62,6.3,90,163
341053,2000,1,3,18,17,3,83,107.51,121,14,-1045,1.19,0.11,-10.08,5,0,1,0,40,385,1470.28,33.68,862.2,32.52,17.13,27249,11054,28127,-422.32,0.48,0,0.02,0.12,-0.94,-2.93,1.04,1.04,1,4.11,7.11,72,3.84,7.17,248.7,4.18,0.71,6.9,93,164
351062,2000,1,3,18,17,13,83,104.56,124,9,-1052,1.23,0.11,-10.01,5,0,1,0,63,384,1471.77,33.68,862.06,32.55,17.23,30065,11331,28448,-422.32,0.48,0,,0.12,-0.94,-3.05,1.04,-1.1,1,4.11,7.13,71.9,3.88,7.16,256.3,4.18,0.67,7,96,213
361089,2000,1,3,18,17,23,83,97.05,126,2,-1050,1.23,0.04,-10.02,5,0,1,0,63,384,1472.32,33.73,862.03,32.6,17.32,-31375,11457,-5540,-422.32,0.48,0,0.02,0.12,-0.94,-3.05,1.4,-0.37,1,4.11,7.16,71.6,3.88,7.12,180.5,4.18,0.61,5.7,99,206
371116,2000,1,3,18,17,33,83,104.67,127,12,-1050,1.24,0.11,-10.05,5,0,1,0,40,383,1471.26,33.77,862.15,32.68,17.31,-22927,11284,21332,-422.32,0.48,0,0.02,0.12,-0.94,-2.99,1.22,-0.06,1,4.11,7.15,71.4,3.95,7.16,153.7,4.18,0.67,6.5,102,213
381118,2000,1,3,18,17,43,83,98.04,114,3,-1047,1.08,0.01,-10.07,5,0,1,0,63,383,1473.28,33.82,861.98,32.68,17.36,-22927,11284,29554,-422.32,0.48,0,0.02,0.13,-0.94,-2.99,1.4,1.34,1,4.11,7.17,71.3,3.89,7.16,179.5,4.18,0.64,6,105,207
391135,2000,1,3,18,17,48,64,110.18,131,5,-1042,1.27,0.09,-10.04,5,0,1,0,63,382,1473.69,33.9,861.98,32.74,17.3,-17551,11291,-26547,-422.32,0.48,0,0.02,0.12,-0.94,-2.99,1.34,-0.98,1,4.11,7.16,71.4,3.83,7.17,246.2,4.18,0.6,5.7,108,164
401162,2000,1,3,18,18,3,83,106.89,133,3,-1048,1.25,0.03,-10.07,5,0,1,0,63,381,1472.4,33.9,862.1,32.75,17.29,-17039,11453,29254,-422.32,0.48,0,0.02,0.12,-0.94,-3.05,1.28,0.61,1,4.11,7.2,71.4,,7.15,248.7,4.18,0.6,6.2,111,207
411181,2000,1,3,18,18,13,83,106.66,121,-1,-1052,1.1,0.04,-10.03,5,0,1,0,63,381,1473.41,33.98,862.04,32.78,17.26,-13711,11474,-6092,-422.32,0.48,0,0.02,0.12,-0.94,-3.11,1.46,-1.46,1,4.11,7.14,71.6,3.9,7.16,280.7,4.18,0.65,6.4,114,165
421191,2000,1,3,18,18,23,83,108.13,145,5,-1047,1.41,0.05,-10.03,5,0,1,0,63,380,1473.2,34.01,862.08,32.8,17.25,-11919,11387,4652,-422.32,0.48,0,0.02,0.12,-0.94,-3.05,1.22,0,1,4.11,7.16,71.8,3.91,7.14,265.8,4.18,0.61,6.3,117,164
431218,2000,1,3,18,18,33,83,105.87,131,5,-1048,1.24,0.11,-10.04,5,0,1,0,63,380,1473.24,34.05,862.09,32.81,17.1,-11151,11150,-30519,-422.32,0.48,0,0.02,0.13,-0.94,-2.99,1.16,-0.31,1,4.11,7.16,71.6,3.87,7.15,122.4,4.18,0.7,6.9,120,164
441221,2000,1,3,18,18,43,83,108.54,131,0,-1049,1.26,-0.02,-10.06,5,0,1,0,63,380,1473.65,,862.07,32.84,17.06,-8079,11151,-25934,-422.32,0.48,0,0.02,0.12,-0.94,-2.93,1.34,-1.53,1,4.11,7.2,71.7,3.93,7.15,230.3,4.18,0.61,6.2,123,161
451246,2000,1,3,18,18,53,83,106.7,128,15,-1046,1.18,0.14,-10.03,5,0,1,0,63,380,1473.39,34.11,862.1,32.88,16.99,-4495,11152,28291,-422.32,0.48,0,0.02,0.12,-0.94,-2.93,1.34,0.37,1,4.11,7.16,71.7,3.9,7.16,244.9,4.18,0.68,6.8,126,161
461244,2000,1,3,18,19,3,83,108.08,121,15,-1051,1.14,0.13,-10.02,5,0,1,0,63,379,1473.74,34.15,862.09,32.96,17.06,3698,11132,-13903,-422.32,0.48,0,0.02,0.12,-0.94,-3.11,1.46,-0.49,1,4.11,7.16,72,3.85,7.17,136.6,4.18,0.61,5.9,129,164
471269,2000,1,3,18,19,13,83,110.06,125,23,-1048,1.19,0.21,-9.98,5,0,1,0,63,379,1474.18,34.19,862.07,32.98,17.08,5746,11142,9146,-422.32,0.48,0,0.03,0.12,-0.94,-3.11,1.22,-0.73,1,4.11,7.17,72.1,3.86,7.16,245.2,4.18,0.65,6.8,132,162
481269,2000,1,3,18,19,23,83,108.84,124,4,-1044,1.23,0.11,-10.09,5,0,1,0,63,378,1473.91,34.18,862.09,33.03,17.12,10610,11117,-26406,-422.32,0.48,0,0.01,0.13,-0.94,-2.99,1.16,1.16,1,4.11,7.21,71.4,3.82,7.19,252.6,4.18,0.68,6.9,135,209
491270,2000,1,3,18,19,33,83,106.11,129,10,-1050,1.24,0.06,-10.03,5,0,1,0,63,377,1473.77,34.18,862.1,33.04,17.07,11634,11177,3509,-422.32,0.48,0,0.02,,-0.94,-2.99,1.28,-0.43,1,4.11,7.18,71.9,3.85,7.19,275.2,4.18,0.69,6.8,138,258
501286,2000,1,3,18,19,44,83,109,129,1,-1046,1.33,0.04,-10.07,5,0,1,0,63,376,1475.16,34.3,862.02,33.06,17.2,13426,11362,-23283,-422.32,0.48,0,0.04,0.12,-0.94,-2.93,1.77,0.49,1,4.11,7.14,72.2,3.93,7.16,186.8,4.18,0.59,5.9,141,164
511311,2000,1,3,18,19,54,83,111.44,124,12,-1055,1.26,0.13,-9.84,5,0,1,0,64,376,1475.18,34.33,860.04,33.08,17.3,14706,11310,-26800,-422.32,0.48,0,0.02,0.12,-0.94,-2.99,1.4,0.79,1,4.11,7.16,71.5,3.91,7.16,277.8,4.18,0.66,6.7,144,164
521340,2000,1,3,18,20,4,83,110.61,120,-1,-1047,1.18,-0.01,-10.05,5,0,1,0,61,376,1474.7,34.33,862.08,33.16,17.04,22898,11157,-5981,-422.32,0.48,0,0.02,0.12,-0.94,-3.11,1.34,-0.43,1,4.11,7.18,71.4,3.82,7.18,214.9,4.18,0.65,6.2,147,207
531351,2000,1,3,18,20,14,83,7.19,127,10,-1047,1.23,0.08,-10.01,5,0,1,0,63,375,1474.95,34.35,862.06,33.16,16.88,22386,11146,15160,-422.32,0.48,0,0.02,0.12,-0.94,-2.99,1.28,1.4,1,4.11,7.2,71.7,3.93,7.16,144.8,4.18,0.64,6.2,150,209
541372,2000,1,3,18,20,24,83,110.02,146,9,-1043,1.31,0.1,-10.01,5,0,1,0,64,375,1475.79,34.41,862.01,33.2,16.59,26738,10849,-24197,-422.32,0.48,0,0.02,0.12,-0.94,-2.93,1.22,-0.24,1,4.11,7.16,71.9,3.85,,186.5,4.18,0.68,6.8,153,164
551372,2000,1,3,18,20,34,83,108.13,138,12,-1053,1.3,0.07,-10.07,5,0,1,0,63,376,1475.38,34.39,862.04,33.21,16.54,27250,10755,29784,-422.32,0.48,0,0.02,0.12,-0.94,-3.05,1.1,-0.55,1,4.11,7.2,71.8,3.96,7.17,165.5,4.18,0.64,5.9,156,209
561383,2000,1,3,18,20,44,83,109.25,124,11,-1047,1.17,0.11,-10.02,5,0,1,0,64,375,1475.3,34.42,862.07,33.27,16.65,-32654,10777,-5722,-422.32,0.48,0,0.03,0.12,-0.94,-2.99,1.28,-0.79,1,4.1,7.14,71.6,3.84,7.18,150.8,4.18,0.65,6.2,159,209
571387,2000,1,3,18,20,54,83,106.26,130,5,-1047,1.24,0.06,-10,5,0,1,0,63,375,1475.1,34.46,862.1,33.27,16.72,-32398,10792,-10798,-422.32,0.48,0,0.02,0.12,-0.94,-2.87,1.16,0.37,1,4.11,7.17,72.3,3.8,7.23,250.8,4.18,0.63,6.1,162,207
581390,2000,1,3,18,21,4,83,109.71,134,5,-1046,1.3,0.03,-10.01,5,0,1,0,64,375,1475.24,34.49,,33.3,16.71,-29326,10837,7883,-422.32,0.48,0,0.02,0.13,-0.94,-2.93,1.34,-0.61,1,4.11,7.2,72.1,3.91,7.21,256.9,4.18,0.64,6.6,165,205
591423,2000,1,3,18,21,14,83,107.03,129,16,-1052,1.22,0.13,-10.02,5,0,1,0,64,374,1475.01,34.52,862.13,33.32,16.64,-27534,10910,-23393,-422.32,0.48,0,0.03,0.12,-0.94,-2.99,1.22,0.43,1,4.11,7.18,71.6,3.89,7.18,238.3,4.18,0.61,6.3,168,207
601452,2000,1,3,18,21,24,83,95.25,124,6,-1044,1.25,0.1,-10.02,5,0,1,0,64,374,1475.12,34.55,862.14,33.33,16.68,-26766,10957,-25673,-422.32,0.48,0,0.02,0.12,-0.94,-2.99,1.28,-0.43,1,4.1,7.2,71.4,3.84,7.15,205.4,4.18,0.63,5.9,171,207
611475,2000,1,3,18,21,34,83,106.21,125,11,-1041,1.26,0.1,-10.01,5,0,1,0,64,374,1475.82,34.59,862.09,33.37,16.7,-22670,10760,21190,-422.32,0.48,0,0.02,0.12,-0.94,-3.11,1.16,-0.24,1,4.1,7.16,72.1,3.92,7.17,237.55,4.18,0.69,7,174,207
621477,2000,1,3,18,21,44,83,105.43,127,9,-1049,1.21,0.07,-10.06,5,0,1,0,64,373,1475.79,34.65,862.12,33.41,16.7,-19342,10776,25543,-422.32,0.48,0,0.02,0.12,-0.94,-2.99,1.16,-0.24,1,4.1,7.21,71.8,3.83,7.13,301.8,4.18,0.65,6.9,177,164
631490,2000,1,3,18,21,54,83,105.73,126,9,-1043,1.28,0.08,-10.05,5,0,1,0,64,372,1475.64,34.64,862.13,33.41,16.52,-19342,10776,-3252,-422.32,0.48,0,0.02,0.12,,-2.99,1.28,-0.37,1,4.1,7.16,71.8,3.86,7.14,191.4,4.18,0.66,7.2,180,205
641515,2000,1,3,18,22,4,83,105.81,124,7,-1048,1.17,0.08,-9.99,5,0,1,0,64,372,1476.63,34.7,862.07,33.44,16.21,-15758,10566,-18557,-422.32,0.48,0,0.02,0.12,-0.94,-2.99,1.16,-0.06,1,4.1,7.22,72,3.88,7.16,256.1,4.18,0.68,6.8,183,164
651544,2000,1,3,18,22,14,83,107.41,135,4,-1045,1.31,0.07,-10.04,5,0,1,0,64,372,1476.27,34.72,862.11,33.47,15.96,-13454,10446,-13854,-422.32,0.48,0,0.02,0.11,-0.94,-2.99,1.28,-0.67,1,4.11,7.2,71.8,4.06,7.14,119.6,4.18,0.66,6.7,186,164
661551,2000,1,3,18,22,24,83,104.35,127,5,-1040,1.24,0.05,-10.04,5,0,1,0,64,371,1476.44,34.7,862.08,33.5,16.1,-10382,10736,-7624,-422.32,0.48,0,0.02,0.12,-0.94,-2.93,1.34,-0.61,1,4.11,7.15,72.1,3.86,7.17,202.4,4.18,0.62,6,189,204
671555,2000,1,3,18,22,34,83,97.55,122,10,-1049,1.18,0.07,-10.04,5,0,1,0,64,371,1476.69,34.73,862.07,33.54,15.98,-6030,10267,9193,-422.32,0.48,0,0.03,0.13,-0.94,-2.99,1.28,-0.61,1,4.1,7.14,71.6,3.94,7.15,295.5,4.18,0.67,7.1,192,205
681584,2000,1,3,18,22,44,83,96.21,127,6,-1047,1.21,0.11,-10.02,5,0,1,0,64,371,1476.94,34.76,862.06,33.54,16.25,-6286,10549,-30305,-422.32,0.48,0,0.02,0.12,-0.94,-2.93,1.28,-0.18,1,4.1,7.2,71.6,3.84,7.14,,4.18,0.59,6.5,195,205
691597,2000,1,3,18,22,54,83,107.38,120,5,-1047,1.15,0.01,-10.03,5,0,1,0,64,370,1477.85,34.82,862.01,33.56,16.31,-4494,10685,7620,-422.32,0.48,0,0.02,0.12,-0.94,-3.11,1.28,0.79,1,4.1,7.15,71.8,3.88,7.18,278.3,4.18,0.65,6.4,198,160
701599,2000,1,3,18,23,4,83,95.55,129,10,-1050,1.24,0.14,-10.06,5,0,1,0,64,371,1477.16,34.81,862.06,33.59,16.23,-1934,10584,-14958,-422.32,0.48,0,0.02,0.11,-0.94,-3.11,1.16,-0.18,1,4.1,7.12,72.2,3.89,7.18,177.1,4.18,0.6,6.1,201,205
711628,2000,1,3,18,23,14,83,106.09,124,7,-1049,1.16,0.07,-10.07,5,0,1,0,64,371,1477.53,34.86,862.05,33.62,16.06,1139,10579,-15842,-422.32,0.48,0,0.02,0.12,-0.94,-3.11,1.28,0.12,1,4.1,7.22,71.6,3.9,7.16,229.6,4.18,0.67,6.5,204,162
721629,2000,1,3,18,23,24,83,104.11,128,7,-1041,1.24,0.09,-9.98,5,0,1,0,64,370,1477.39,34.84,862.06,,16.2,883,10692,-29573,-422.32,0.48,0,0.02,0.12,-0.94,-3.05,1.28,-0.55,1,4.1,7.16,71.6,3.8,7.19,258.4,4.18,0.61,6.3,207,204
731633,2000,1,3,18,23,34,83,94.2,127,8,-1048,1.21,0.11,-10.06,5,0,1,0,64,370,1477.16,34.87,862.09,33.7,16.02,8819,10611,5641,-422.32,0.48,0,0.02,0.12,-0.94,-2.99,1.28,-0.24,1,4.1,7.18,71.5,3.9,7.16,144.9,4.18,0.64,6,210,205
741656,2000,1,3,18,23,44,83,105.17,131,7,-1052,1.24,0.05,-10.04,5,0,1,0,64,370,1477.28,34.89,862.09,33.71,15.91,9587,10468,-26179,-422.32,0.48,0,0.02,0.12,-0.94,-2.99,1.22,-0.12,1,4.1,7.16,72.2,3.86,7.16,254.8,4.18,0.67,6.8,213,205
751661,2000,1,3,18,23,54,83,103.73,122,12,-1048,1.2,0.11,-10.07,5,0,1,0,64,369,1477.54,34.95,862.09,33.72,15.73,10611,10393,-17077,-422.32,0.48,0,0.02,0.12,-0.94,-2.99,1.28,-0.49,1,4.1,7.21,71.4,3.93,7.19,224.2,4.17,0.69,6.6,216,161
761692,2000,1,3,18,24,4,83,105.42,138,6,-1049,1.33,0.03,-10,5,0,1,0,63,369,1477.72,34.97,862.08,33.75,15.65,13427,10390,6161,-422.32,0.48,0,0.02,0.12,-0.94,-2.93,1.28,-1.16,1,4.11,7.18,71.6,3.84,7.17,127.9,4.18,0.6,6.1,219,161
771723,2000,1,3,18,24,14,83,106.63,128,15,-1043,1.23,0.15,-9.96,5,0,1,0,64,369,1478.05,34.98,862.06,33.78,15.64,16243,10364,5900,-422.32,0.48,0,0.03,0.12,-0.94,,1.28,-1.59,1,4.1,7.18,71.9,3.88,7.17,186,4.18,0.6,6.1,222,162
781740,2000,1,3,18,24,24,83,95.54,122,9,-1051,1.19,0.06,-10.03,5,0,1,0,64,368,1477.92,34.95,862.06,33.78,15.68,16755,10395,18982,-422.32,0.48,0,0.02,0.12,-0.94,-3.05,1.4,-2.08,1,4.1,7.14,71.8,3.94,7.17,266.9,4.18,0.66,6.2,225,204
791744,2000,1,3,18,24,34,83,104.79,126,6,-1045,1.2,0.07,-10.01,5,0,1,0,64,369,1477.73,35,862.1,33.81,15.36,19315,10048,30805,-422.32,0.48,0,0.02,0.12,-0.94,-3.05,1.16,-0.43,1,4.1,7.2,71.7,3.89,7.18,215.9,4.18,0.65,6.3,228,162
801767,2000,1,3,18,24,44,83,109.08,133,10,-1049,1.3,0.06,-10.01,5,0,1,0,64,369,1477.28,34.93,862.11,33.81,15.29,19571,10199,-727,-422.32,0.48,0,0.02,0.12,-0.94,-2.99,1.34,-1.46,1,4.1,7.17,71.7,3.86,7.17,193.4,4.18,0.62,6.1,231,258
811792,2000,1,3,18,24,54,83,94,124,8,-1045,1.19,0.07,-10.05,5,0,1,0,64,368,1478.11,34.99,862.06,33.83,15.29,21107,10123,-24789,-422.32,0.48,0,0.02,0.12,-0.94,-2.99,1.28,-0.37,1,4.11,7.15,71.7,3.81,7.18,250.6,4.18,0.65,6.4,234,205
821798,2000,1,3,18,25,4,83,104.62,124,8,-1046,1.19,0.12,-10.04,5,0,1,0,64,368,1478.48,35.05,862.05,33.82,15.31,20083,10165,21554,-422.32,0.48,0,0.02,0.12,-0.94,-2.99,1.22,-0.18,1,4.1,7.13,71.7,3.89,7.16,149.8,,0.64,6.7,237,162
831830,2000,1,3,18,25,14,83,104.81,117,7,-1044,1.2,0.09,-10.03,5,0,1,0,64,367,1478.47,35.08,862.06,33.85,15.58,23667,10132,25059,-422.32,0.48,0,0.02,0.13,-0.94,-3.05,1.28,-0.06,1,4.1,7.2,72.1,3.85,7.17,332.1,4.18,0.63,6.1,240,161
841863,2000,1,3,18,25,24,83,106.7,148,11,-1048,1.38,0.05,-9.99,5,0,1,0,64,367,1478.83,35.08,862.03,33.85,15.39,23667,10132,-16279,-422.32,0.48,0,0.02,0.12,-0.94,-2.93,1.28,-0.12,1,4.1,7.14,71.9,3.8,7.2,219.5,4.18,0.64,6.5,243,161
