# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
6.4201702,601.7173774,48.4949973,-12.6149806,48.6716223,12.6150029,41.2787647,0.0156789,41.2787676,0.0217627,4.1427119,0.0237196,42.7033301,-77.1912248,9.7995411,0.5840347,0.0000518,-15.9055402,0.0005574,1184,82,0.0781087,0.0013322,70.764944,55.4703209,1.942421,0.1475081,2859713.5962435,0,3.2734788,0.5209179,0.5214586,0.2682678,0.1298215,0.1228286,0.0999148,0.2008858,0.0001392,0,0,0,0,-0.0071925,0.0052321,7.874,48.6945887,78.760039,0.0248031,4.9676995,5.3038371,846.4410444,334.5130253,0.05,0.3008293
6.4701702,604.1263432,47.8633912,-12.6472866,48.0431818,12.6537122,41.4860583,0.015888,41.4860613,0.0219427,4.1524808,0.4032034,42.7033301,-77.1912223,9.7995335,1.0998253,-0.0000386,-10.9393021,0.0101045,1184,82,0.0781087,0.0013322,70.4857444,55.4703209,1.9069626,0.1456703,2823435.1435108,0,3.1990116,0.5208161,0.5226934,0.2682823,0.1297753,0.1227586,0.1909061,0.3673544,0.0001086,0,0,0,0,-0.0034888,0.005165,7.874,48.6945887,78.0814533,0.0250981,4.9817918,5.2881789,846.1848001,334.5035364,0.05,0.3020472
6.5006032,605.5771115,47.4782451,-12.6551286,47.6608705,12.6694156,41.6126574,0.0160157,41.6126605,0.0220517,4.1683113,0.6015077,42.7033301,-77.1912208,9.7995261,1.344581,0.000014,-6.4030458,0.0002916,1184,82,0.0781087,0.0013322,70.3560964,55.4703209,1.8904973,0.1445148,2800648.219933,0,3.1529208,0.5207526,0.5235299,0.2682913,0.1297463,0.122715,0.2349844,0.4455332,0.0003326,0,0,0,0,-0.0012145,0.0051243,7.874,48.6945887,77.8186935,0.0256536,4.9178263,5.2787488,846.0304789,334.4978218,0.030433,0.3027401
6.5263907,606.7972494,47.1521959,-12.62762,47.3374981,12.6432268,41.7203535,0.0161243,41.7203566,0.0221439,4.1843932,0.6280089,42.7033301,-77.1912194,9.7995217,1.3899214,0.0000012,-2.3338155,0.0015462,1184,82,0.0781087,0.0013322,70.3320086,55.4703209,1.8874381,0.1435575,2781772.3973931,0,3.1115984,0.5207002,0.5236621,0.2682987,0.1297223,0.1226791,0.2432095,0.4590059,0.0000378,0,0,0,0,-0.0001635,0.0050899,7.874,48.6945887,77.7066164,0.0261049,4.8981683,5.2708179,845.9006909,334.4930156,0.0257875,0.3034498
6.5517539,607.9891257,46.8325132,-12.5757484,47.0204393,12.5881525,41.826681,0.0162314,41.8266842,0.0222344,4.1996931,0.5586911,42.7033301,-77.1912181,9.7995179,1.3205098,-0.0000004,1.5773616,0.0025682,1184,82,0.0781087,0.0013322,70.3680249,55.4703209,1.8920122,0.1426241,2763368.6279714,0,3.068857,0.5206493,0.5233302,0.2683059,0.129699,0.1226444,0.2306136,0.435916,0.0000401,0,0,0,0,0.0000757,0.0050561,7.874,48.6945887,77.6980645,0.0264869,4.8879377,5.2630707,845.7739092,334.4883208,0.0253633,0.3046092
6.5788068,609.2514909,46.4936701,-12.4729334,46.6839904,12.4760424,41.9404666,0.0163462,41.9404698,0.0223309,4.2111279,0.278509,42.7033301,-77.1912167,9.7995143,0.9957812,0,5.0681406,0.0048585,1184,82,0.0781087,0.0013322,70.5397803,55.4703209,1.9138252,0.1417076,2745280.5362827,0,3.0222005,0.5205996,0.5221444,0.2683129,0.1296762,0.1226105,0.1723274,0.3285999,-0.0000294,0,0,0,0,0.0007914,0.0050203,7.874,48.6945887,77.7909057,0.0268526,5.0077379,5.2548653,845.6396294,334.4833484,0.0270529,0.3053327
6.6152647,610.938297,46.0415961,-12.3361591,46.2340051,12.3365769,42.0940829,0.0165016,42.0940861,0.0224609,4.2136272,0.101523,42.7033301,-77.1912149,9.7995104,0.5262998,0.0000123,7.9454052,0.0108016,1184,82,0.0781087,0.0013322,70.7940489,55.4703209,1.9461174,0.1404448,2720390.7455036,0,2.961291,0.5205315,0.5209713,0.2683225,0.1296448,0.1225642,0.0898756,0.1727159,0.000095,0,0,0,0,0.0019803,0.0049723,7.874,48.6945887,78.0364363,0.0272796,5.1065745,5.243901,845.4650381,334.476704,0.0364579,0.3065744
6.6652647,613.2250275,45.4289444,-12.1765039,45.6224248,12.1882248,42.3044431,0.0167158,42.3044464,0.0226393,4.1972192,0.5343936,42.7033301,-77.1912123,9.7995052,0.0555724,-0.0000209,-9.1342378,0.0464231,1184,82,0.0781087,0.0013322,71.05607,55.4703209,1.9793941,0.1386502,2685080.2620057,0,2.8823686,0.5204355,0.5204405,0.2683359,0.1296004,0.1224991,0.0093624,0.0209577,-0.0000849,0,0,0,0,-0.0026856,0.0049068,7.874,48.6945887,78.4814664,0.0273252,5.1171993,5.2290371,845.233583,334.4676965,0.05,0.3075224
6.7152647,615.4813163,44.8237231,-12.0405618,45.0163718,12.0750261,42.513456,0.0169308,42.5134594,0.0228177,4.1602375,0.9116615,42.7033302,-77.1912097,9.7994982,0.5880537,-0.0000015,-7.3852018,0.0053968,1184,82,0.0781087,0.0013322,70.7588626,55.4703209,1.9416487,0.1368589,2649852.7675812,0,2.8100242,0.5203405,0.5208879,0.2683492,0.1295563,0.1224349,0.1005902,0.196735,-0.000003,0,0,0,0,-0.0018019,0.0048418,7.874,48.6945887,78.9082823,0.0264268,5.1166595,5.2143712,845.005211,334.458809,0.05,0.3083934
6.7652647,617.7075011,44.2243841,-11.9533139,44.414792,11.9989596,42.7201936,0.0171456,42.720197,0.0229955,4.1082354,1.0456188,42.7033302,-77.1912072,9.7994912,0.8096913,-0.000003,-3.3393931,0.0010705,1184,82,0.0781087,0.0013322,70.6375212,55.4703209,1.9262383,0.1350062,2613458.5877038,0,2.7357424,0.5202431,0.5212716,0.2683627,0.1295109,0.1223695,0.1393704,0.2692241,-0.0002848,0,0,0,0,-0.0003786,0.0047771,7.874,48.6945887,79.1824732,0.0253599,5.0013598,5.1999011,844.7798863,334.45004,0.05,0.3096018
6.8135783,619.8302013,43.6476471,-11.9159452,43.8362842,11.9492137,42.917537,0.0173525,42.9175405,0.023166,4.0623532,0.8910432,42.7033302,-77.1912048,9.7994844,0.6457419,-0.0000011,-0.2067668,-0.0010004,1184,82,0.0781087,0.0013322,70.7260039,55.4703209,1.9374756,0.1331261,2576571.027444,0,2.6570096,0.5201453,0.5208036,0.2683763,0.129465,0.1223039,0.1106308,0.2140509,-0.000146,0,0,0,0,-0.0000015,0.0047149,7.874,48.6945887,79.2617974,0.0246482,4.7221252,5.1861036,844.5650374,334.4416788,0.0483136,0.3103529
6.8635783,621.9977126,43.0532911,-11.8581974,43.240418,11.8899233,43.1195527,0.0175656,43.1195562,0.0233405,4.0184426,0.868004,42.7033302,-77.1912023,9.7994778,0.6427675,-0.0000038,2.9780296,0.0020658,1184,82,0.0781087,0.0013322,70.7270286,55.4703209,1.9376058,0.1313533,2541764.9772436,0,2.5855593,0.5200538,0.520706,0.2683889,0.1294219,0.122243,0.1101079,0.2133787,0.0002598,0,0,0,0,0.0003181,0.0046509,7.874,48.6945887,79.1854043,0.0240188,4.7085044,5.1720148,844.3456503,334.433141,0.05,0.3110237
6.9135783,624.1355777,42.4617491,-11.8057361,42.6474768,11.8345365,43.3194,0.0177774,43.3194036,0.023513,3.9758195,0.825136,42.7033302,-77.1911999,9.7994712,0.6026338,0.0000091,5.9669958,0.0072059,1184,82,0.0781087,0.0013322,70.7484108,55.4703209,1.9403213,0.1296388,2508106.7556384,0,2.5170563,0.5199661,0.5205403,0.2684009,0.1293804,0.1221848,0.1031116,0.1985142,-0.0000172,0,0,0,0,0.0013113,0.0045873,7.874,48.6945887,78.9565662,0.0243891,4.7765713,5.1581187,844.1292647,334.4247199,0.05,0.3123542
6.9635783,626.2439261,41.8724978,-11.7680441,42.0571754,11.7893727,43.5171959,0.0179881,43.5171996,0.0236836,3.936995,0.7088342,42.7033302,-77.1911974,9.7994646,0.4445755,0.0000024,8.4246706,0.0072622,1184,82,0.0781087,0.0013322,70.8348282,55.4703209,1.9512963,0.1279385,2474742.0320132,0,2.449214,0.5198799,0.5201943,0.2684127,0.1293394,0.1221279,0.0757231,0.144899,-0.0003982,0,0,0,0,0.0026839,0.0045239,7.874,48.6945887,78.5906395,0.0252795,4.8508905,5.1444144,843.9158668,334.4164151,0.05,0.3133146
7.0135783,628.3228498,41.2845315,-11.758599,41.4689773,11.7675104,43.71324,0.0181984,43.7132438,0.0238529,3.9068576,0.4578761,42.7033302,-77.191195,9.7994581,0.0629063,-0.0000055,9.7209461,0.0189854,1184,82,0.0781087,0.0013322,71.0477079,55.4703209,1.9783321,0.1261808,2440285.1626572,0,2.3799672,0.5197916,0.519798,0.2684247,0.1292971,0.1220698,0.0105974,0.017561,-0.0003282,0,0,0,0,0.0036738,0.0044608,7.874,48.6945887,78.1290426,0.0263551,4.8155503,5.1309014,843.7054474,334.4082263,0.05,0.3144264
7.0635783,630.3723668,40.6961025,-11.764623,40.8819055,11.7657451,43.9081817,0.0184086,43.9081855,0.0240214,3.8932559,0.1624874,42.7033302,-77.1911927,9.7994517,0.4144868,-0.0000219,-8.5287433,0.0114281,1184,82,0.0781087,0.0013322,70.85033,55.4703209,1.9532651,0.1243765,2404948.4180519,0,2.3126116,0.5197018,0.5199754,0.2684369,0.1292539,0.122011,0.0705325,0.1406796,0.0004875,0,0,0,0,-0.0029107,0.004398,7.874,48.6945887,77.6619247,0.0276068,4.690501,5.1175797,843.4980051,334.4001533,0.05,0.3160788
7.1135783,632.3924825,40.108814,-11.7317828,40.2966839,11.732047,44.1026625,0.0186194,44.1026665,0.0241893,3.8866155,0.0787326,42.7033302,-77.1911903,9.7994454,0.5648387,-0.0000035,-6.7378662,0.0051155,1184,82,0.0781087,0.0013322,70.7668934,55.4703209,1.9426686,0.1226967,2372035.6720701,0,2.2506607,0.5196189,0.5201238,0.268448,0.1292138,0.1219571,0.0965278,0.1897473,-0.0003977,0,0,0,0,-0.0018669,0.0043355,7.874,48.6945887,77.2778038,0.0289991,4.7532205,5.1044488,843.2935361,334.392196,0.05,0.3170027
7.1635783,634.3832621,39.5226767,-11.6950149,39.7133111,11.6950182,44.2969766,0.0188314,44.2969806,0.0243574,3.886529,0.0087611,42.7033302,-77.1911879,9.7994392,0.6915297,-0.0000082,-3.7043255,0.0065622,1184,82,0.0781087,0.0013322,70.697069,55.4703209,1.9338009,0.1209653,2338144.9596412,0,2.1877539,0.5195343,0.520287,0.2684594,0.1291727,0.1219022,0.118601,0.2301679,-0.0002039,0,0,0,0,-0.0005806,0.0042732,7.874,48.6945887,77.0158055,0.0306605,4.719981,5.0915088,843.0920386,334.3843543,0.05,0.3176927
7.2135783,636.3448197,38.9403564,-11.6089268,39.1332818,11.6100214,44.4911977,0.0190451,44.4912018,0.0245263,3.8810293,0.1594211,42.7033302,-77.1911855,9.7994331,0.4407621,-0.0000117,-1.8398089,0.0069045,1184,82,0.0781087,0.0013322,70.8342276,55.4703209,1.9512201,0.1193689,2306879.6649133,0,2.1277526,0.5194569,0.5197657,0.2684697,0.1291348,0.1218524,0.075053,0.146942,0.000431,0,0,0,0,-0.0001471,0.0042113,7.874,48.6945887,76.8839028,0.0321531,4.8819153,5.0787585,842.8934959,334.3766277,0.05,0.319142
7.2635783,638.2773463,38.3609202,-11.5821843,38.5561054,11.582231,44.6850629,0.0192608,44.685067,0.0246965,3.8746692,0.0328736,42.7033302,-77.1911832,9.799427,0.6579193,-0.0000028,0.0872958,-0.0033367,1184,82,0.0781087,0.0013322,70.714345,55.4703209,1.9359949,0.1175107,2270573.3300227,0,2.0626701,0.5193676,0.5200497,0.2684815,0.129091,0.1217951,0.1127219,0.2184488,0.0003892,0,0,0,0,0.0000003,0.0041496,7.874,48.6945887,76.8442161,0.0329494,4.6280144,5.0661972,842.6978948,334.3690155,0.05,0.320034
7.3135783,640.1809049,37.7815891,-11.5624031,37.9803184,11.563144,44.8789009,0.0194786,44.8789052,0.0248678,3.8802207,0.1308967,42.7033302,-77.1911808,9.7994211,0.9464267,-0.0000157,3.7503177,0.002211,1184,82,0.0781087,0.0013322,70.5576058,55.4703209,1.916089,0.1155657,2232608.2719649,0,1.9968753,0.5192752,0.5206699,0.2684937,0.1290452,0.1217362,0.1634746,0.312214,0.0000316,0,0,0,0,0.0006521,0.0040882,7.874,48.6945887,76.9363327,0.0329559,4.2226553,5.0538242,842.5052262,334.3615174,0.05,0.3210675
7.3635783,642.0555806,37.2065317,-11.4330406,37.408228,11.4348,45.0729611,0.0196981,45.0729654,0.0250398,3.8793715,0.2005848,42.7033302,-77.1911784,9.7994153,0.3193118,-0.0000042,6.0248351,0.0029033,1184,82,0.0781087,0.0013322,70.9000319,55.4703209,1.9595772,0.1139808,2201617.7192479,0,1.9371679,0.5192005,0.5193632,0.2685035,0.1290081,0.1216889,0.0541784,0.1040642,-0.0001292,0,0,0,0,0.00173,0.0040272,7.874,48.6945887,77.1876492,0.0327008,4.3692487,5.0416386,842.3154763,334.354133,0.05,0.3228252
7.4135783,643.9016784,36.6384021,-11.3099403,36.8410443,11.32303,45.2664851,0.0199189,45.2664895,0.0252122,3.8587612,0.5442968,42.7033302,-77.191176,9.7994095,0.3841135,0.0000108,-5.5020792,0.004872,1184,82,0.0781087,0.0013322,70.8635525,55.4703209,1.9549443,0.1124234,2171174.4957379,0,1.8841715,0.5191277,0.5193626,0.268513,0.1289716,0.1216431,0.0652928,0.1293976,-0.000102,0,0,0,0,-0.0014832,0.0039664,7.874,48.6945887,77.4898587,0.0320272,4.5386889,5.0296389,842.1286212,334.3468612,0.05,0.3236495
7.4635783,645.7194897,36.0745415,-11.2491075,36.2772614,11.2647596,45.4587071,0.0201404,45.4587115,0.0253848,3.8297713,0.593624,42.7033302,-77.1911737,9.7994038,0.5296572,-0.0000038,-3.9975713,0.0042696,1184,82,0.0781087,0.0013322,70.782632,55.4703209,1.9446674,0.1106476,2136529.5191464,0,1.8251653,0.5190454,0.5194895,0.2685236,0.1289302,0.1215916,0.0904051,0.1764116,-0.0002429,0,0,0,0,-0.0008083,0.003906,7.874,48.6945887,77.7323263,0.0311274,4.3663157,5.0178232,841.9446316,334.3397009,0.05,0.3244888
7.5135783,647.5091756,35.5132952,-11.2007278,35.7160523,11.2161076,45.649457,0.0203621,45.6494615,0.025557,3.8002971,0.5871693,42.7033302,-77.1911714,9.7993982,0.5631796,-0.0000077,-2.2251514,0.0055567,1184,82,0.0781087,0.0013322,70.763712,55.4703209,1.9422646,0.1088755,2101970.5761536,0,1.7667057,0.5189641,0.5194654,0.2685341,0.128889,0.121541,0.0962158,0.1869818,0.000206,0,0,0,0,-0.0002587,0.0038459,7.874,48.6945887,77.8868259,0.0302119,4.1878397,5.0061903,841.7634874,334.3326513,0.05,0.3263711
7.5635783,649.2708597,34.9545534,-11.1426218,35.1573161,11.1612844,45.8387369,0.0205836,45.8387415,0.0257283,3.7704206,0.6451745,42.7033302,-77.191169,9.7993927,0.7258927,-0.0000038,-0.3356256,0.0026517,1184,82,0.0781087,0.0013322,70.6743499,55.4703209,1.9309156,0.107207,2069429.731008,0,1.7134336,0.5188883,0.5197155,0.2685438,0.1288504,0.1214941,0.1245856,0.2404635,-0.0004433,0,0,0,0,-0.0000061,0.003786,7.874,48.6945887,77.9492335,0.0295095,4.1560931,4.9947393,841.5851771,334.325712,0.05,0.3273159
7.6135783,651.0046929,34.3992882,-11.0808924,34.6013663,11.1052302,46.0263685,0.0208045,46.0263732,0.0258984,3.7341033,0.7348206,42.7033302,-77.1911667,9.7993873,0.955315,-0.0000034,2.6697036,0.0034817,1184,82,0.0781087,0.0013322,70.5500232,55.4703209,1.915126,0.1056301,2038672.0947358,0,1.6647193,0.5188172,0.5202365,0.2685528,0.1288139,0.1214505,0.1650234,0.3157318,0.0000366,0,0,0,0,0.0003956,0.0037263,7.874,48.6945887,77.8927602,0.0288279,4.252129,4.9834694,841.4096851,334.3188824,0.05,0.3285691
7.6635783,652.7108124,33.8456987,-11.0556752,34.0474689,11.0732344,46.2122268,0.0210247,46.2122316,0.0260673,3.7011914,0.6233507,42.7033302,-77.1911645,9.799382,0.7524476,0.000006,4.9201155,0.0086801,1184,82,0.0781087,0.0013322,70.659036,55.4703209,1.9289707,0.1039234,2005423.3373692,0,1.6091449,0.5187409,0.5196286,0.2685624,0.1287745,0.121404,0.1292335,0.2479981,0.0002608,0,0,0,0,0.0013882,0.003667,7.874,48.6945887,77.6986729,0.028365,4.1430065,4.9723797,841.2370002,334.3121621,0.05,0.3299839
7.7135783,654.389299,33.2940862,-11.0177002,33.4956993,11.0337121,46.3964899,0.0212441,46.3964948,0.0262347,3.6695638,0.5942099,42.7033302,-77.1911622,9.7993767,0.7134431,-0.0000205,7.3582591,0.0052986,1184,82,0.0781087,0.0013322,70.6798196,55.4703209,1.9316102,0.102348,1974723.9380146,0,1.559938,0.5186711,0.5194703,0.2685711,0.1287382,0.1213618,0.122396,0.2329424,0.0002586,0,0,0,0,0.0032014,0.0036078,7.874,48.6945887,77.3890335,0.0281966,4.2175593,4.9614695,841.0671101,334.3055505,0.05,0.3312977
7.7635783,656.0402323,32.7433044,-11.0100779,32.9455436,11.0179617,46.5793127,0.0214628,46.5793176,0.0264008,3.6448398,0.4167313,42.7033302,-77.19116,9.7993716,0.3128603,0.0000036,8.6077349,0.0225074,1184,82,0.0781087,0.0013322,70.8999757,55.4703209,1.9595701,0.100655,1941768.3271349,0,1.5063724,0.5185968,0.518753,0.2685804,0.1286994,0.1213171,0.0530621,0.0997286,-0.0002563,0,0,0,0,0.0045298,0.0035489,7.874,48.6945887,76.9843376,0.0286555,4.1089089,4.9507385,840.9000106,334.2990475,0.05,0.3330795
7.8135783,657.6636427,32.1933769,-10.9789037,32.3969456,10.9852654,46.7610775,0.021681,46.7610825,0.0265655,3.6260949,0.3738056,42.7033302,-77.1911577,9.7993665,0.2131085,0.0000159,9.141627,0.0179111,1184,82,0.0781087,0.0013322,70.9553412,55.4703209,1.9666015,0.0991121,1911723.3093888,0,1.4598355,0.5185297,0.5186024,0.2685887,0.128664,0.121277,0.0360395,0.0657144,-0.0004285,0,0,0,0,0.0052697,0.0034902,7.874,48.6945887,76.535846,0.029528,4.2061474,4.9401863,840.7356955,334.2926529,0.05,0.3340542
7.8635783,659.2596128,31.6457988,-10.9343955,31.850533,10.9417413,46.9418739,0.0218991,46.941879,0.0267294,3.6055328,0.4008707,42.7033302,-77.1911555,9.7993615,0.2870588,-0.0000243,10.0702287,0.0001755,1184,82,0.0781087,0.0013322,70.9136097,55.4703209,1.9613016,0.0976654,1883547.3231188,0,1.4172471,0.5184672,0.5185987,0.2685963,0.1286309,0.12124,0.0486477,0.0885046,-0.0004268,0,0,0,0,0.0065857,0.0034318,7.874,48.6945887,76.056174,0.0305794,4.4226066,4.9298124,840.5741572,334.2863663,0.05,0.3348505
7.9135783,660.8282369,31.0990811,-10.9442532,31.3055781,10.9459102,47.121712,0.0221174,47.1217171,0.0268928,3.5897593,0.1904505,42.7033302,-77.1911533,9.7993566,0.2765508,-0.0000295,-10.1653958,0.0140804,1184,82,0.0781087,0.0013322,70.9190541,55.4703209,1.961993,0.0959535,1850269.7434806,0,1.3675221,0.5183939,0.518516,0.2686052,0.1285918,0.1211969,0.0468516,0.0989749,0.0002089,0,0,0,0,-0.0069526,0.0033735,7.874,48.6945887,75.5474224,0.0313647,4.2636467,4.9196165,840.4153889,334.2801876,0.05,0.3362045
7.9635783,662.3694881,30.5507995,-10.9645394,30.760805,10.964604,47.3011156,0.0223362,47.3011209,0.0270558,3.5882836,0.0376605,42.7033302,-77.1911511,9.7993518,0.9162646,-0.0000058,-8.1472338,0.0082666,1184,82,0.0781087,0.0013322,70.5680676,55.4703209,1.9174177,0.0941881,1815975.0548863,0,1.3202391,0.5183191,0.5196255,0.2686143,0.1285515,0.1211533,0.1580759,0.3078283,-0.0002685,0,0,0,0,-0.0046352,0.0033154,7.874,48.6945887,75.0814359,0.0323262,4.0229915,4.9095984,840.2593913,334.2741166,0.05,0.3370417
8.0135783,663.8833486,30.0041134,-10.9070047,30.217837,10.9071091,47.4805312,0.0225558,47.4805366,0.0272186,3.5875966,0.0477418,42.7033302,-77.1911489,9.799347,0.6978909,-0.000003,-6.4402706,0.0027993,1184,82,0.0781087,0.0013322,70.6858926,55.4703209,1.9323815,0.0927508,1788017.1370761,0,1.2785334,0.5182586,0.5190232,0.2686215,0.1285188,0.1211184,0.1196578,0.2338876,-0.0001984,0,0,0,0,-0.0029869,0.0032576,7.874,48.6945887,74.7176251,0.0333535,4.2212381,4.8997582,840.1061622,334.2681534,0.05,0.3377111
8.0635783,665.3699375,29.4598075,-10.8628177,29.6771036,10.8630865,47.6598447,0.0227764,47.6598502,0.0273814,3.5847203,0.0764255,42.7033302,-77.1911468,9.7993424,0.6234488,-0.0000131,-4.7998479,0.003664,1184,82,0.0781087,0.0013322,70.7261667,55.4703209,1.9374963,0.0912161,1758196.0233151,0,1.235836,0.5181946,0.5188065,0.2686291,0.1284838,0.1210816,0.1066661,0.2084724,-0.0002538,0,0,0,0,-0.0017155,0.0031999,7.874,48.6945887,74.4393471,0.0342582,4.27442,4.8900954,839.9556964,334.2622978,0.05,0.3388716
8.1135783,666.8293722,28.9179341,-10.8205093,29.1386405,10.8209416,47.8389565,0.0229983,47.8389621,0.0275446,3.5795884,0.0967224,42.7033302,-77.1911446,9.7993378,0.5644367,-0.0000025,-3.627941,-0.0024866,1184,82,0.0781087,0.0013322,70.7581464,55.4703209,1.9415577,0.0896535,1727847.7836925,0,1.1932456,0.5181299,0.5186326,0.2686367,0.1284483,0.1210449,0.0964055,0.1880178,-0.0000987,0,0,0,0,-0.0010145,0.0031425,7.874,48.6945887,74.231309,0.0348985,4.2810588,4.880609,839.8079782,334.2565491,0.05,0.3396741
8.1635783,668.2617481,28.3773403,-10.7916488,28.6018488,10.7918441,48.0178552,0.0232214,48.0178608,0.0277082,3.5766343,0.0649371,42.7033302,-77.1911424,9.7993333,0.6624324,-0.0000068,-2.0309293,0.0010576,1184,82,0.0781087,0.0013322,70.704127,55.4703209,1.9346972,0.0879945,1695655.5382987,0,1.1495587,0.5180619,0.5187514,0.2686446,0.1284107,0.1210066,0.1134564,0.2195078,-0.000269,0,0,0,0,-0.00033,0.0030853,7.874,48.6945887,74.0895547,0.0351325,4.1568119,4.8712986,839.6630001,334.250907,0.05,0.340344
8.2135783,669.6671557,27.8394095,-10.7380607,28.0674609,10.7388117,48.1965506,0.0234457,48.1965563,0.0278721,3.5706637,0.1270059,42.7033302,-77.1911402,9.7993289,0.4529335,-0.0000037,-1.1706479,-0.0015575,1184,82,0.0781087,0.0013322,70.8188459,55.4703209,1.9492666,0.0864505,1665689.8561037,0,1.1084678,0.5179991,0.5183241,0.2686518,0.1283756,0.1209716,0.0771117,0.1506075,-0.0003363,0,0,0,0,-0.0001136,0.0030284,7.874,48.6945887,74.012624,0.0350718,4.1705945,4.8621634,839.5207493,334.245371,0.05,0.3543472
8.2635783,671.0457067,27.3028583,-10.7103439,27.5348124,10.7107338,48.3749715,0.0236711,48.3749773,0.0280362,3.5664862,0.0913866,42.7033302,-77.191138,9.7993246,0.5604864,-0.0000023,0.1919245,-0.0031162,1184,82,0.0781087,0.0013322,70.7592229,55.4703209,1.9416944,0.0847478,1632679.5485283,0,1.0652662,0.5179304,0.518426,0.2686597,0.128337,0.1209337,0.0957137,0.1858441,-0.0001628,0,0,0,0,0.0000032,0.0029716,7.874,48.6945887,73.9879143,0.0349082,3.9781161,4.8532029,839.3812195,334.239941,0.05,0.3555633
8.3135783,672.3974943,26.7692802,-10.6348408,27.0047008,10.6375753,48.5531155,0.0238973,48.5531214,0.0282003,3.5580196,0.2411874,42.7033302,-77.1911358,9.7993203,0.0035621,-0.0000022,0.6325668,0.0380251,1184,82,0.0781087,0.0013322,71.0698962,55.4703209,1.98115,0.0833147,1604873.6314121,0,1.0282767,0.5178731,0.5178731,0.2686661,0.1283046,0.1209024,0.0005986,0.0010603,0.0001932,0,0,0,0,0.0000357,0.0029151,7.874,48.6945887,74.0117503,0.0347754,4.1127591,4.8444162,839.2443957,334.2346162,0.05,0.3564657
8.3635783,673.7226935,26.2392316,-10.5691492,26.4773197,10.5753724,48.73066,0.0241242,48.730666,0.0283644,3.5427647,0.3627485,42.7033302,-77.1911336,9.7993162,0.4871668,-0.0000026,-0.1757633,0.0007894,1184,82,0.0781087,0.0013322,70.7989593,55.4703209,1.946741,0.0818594,1576652.0405884,0,0.9931184,0.5178153,0.5181907,0.2686726,0.1282716,0.1208711,0.0830161,0.1611977,-0.0003851,0,0,0,0,-0.0000029,0.0028588,7.874,48.6945887,74.0363498,0.0345555,4.2072161,4.8358024,839.1102647,334.2293963,0.05,0.3577908
8.4135783,675.0214687,25.7121273,-10.5267546,25.9523052,10.534223,48.9073006,0.0243517,48.9073067,0.0285284,3.5225918,0.3965988,42.7033302,-77.1911315,9.7993121,0.6686659,-0.0000036,1.0771378,0.0030525,1184,82,0.0781087,0.0013322,70.6990712,55.4703209,1.9340552,0.0803,1546435.7114836,0,0.9559811,0.5177539,0.5184559,0.2686794,0.1282362,0.1208383,0.1145329,0.2217516,0.0000459,0,0,0,0,0.0001115,0.0028028,7.874,48.6945887,74.0167652,0.034051,4.1701218,4.8273604,838.9788083,334.2242804,0.05,0.3585809
8.4635783,676.2939164,25.1859355,-10.5079168,25.4287345,10.51333,49.0829925,0.0245794,49.0829987,0.0286922,3.505594,0.3373308,42.7033302,-77.1911293,9.7993081,0.4943815,-0.0000038,1.7384254,0.0044212,1184,82,0.0781087,0.0013322,70.7943161,55.4703209,1.9461513,0.0786126,1513763.6251254,0,0.9154094,0.517688,0.5180744,0.2686866,0.128198,0.1208034,0.0842595,0.1641774,-0.0002154,0,0,0,0,0.000303,0.0027469,7.874,48.6945887,73.9439459,0.0334408,3.976445,4.8190895,838.8500178,334.2192683,0.05,0.3594055
8.5135783,677.5401065,24.66213,-10.4527647,24.9072151,10.4617033,49.2577898,0.0248073,49.257796,0.0288554,3.4855,0.4323716,42.7033302,-77.1911272,9.7993042,0.9289097,-0.0000064,3.1745864,0.0044073,1184,82,0.0781087,0.0013322,70.5575499,55.4703209,1.9160819,0.0772092,1486571.8206253,0,0.884417,0.5176336,0.5189739,0.2686925,0.1281661,0.120775,0.1602789,0.3059779,0.0003941,0,0,0,0,0.0010477,0.0026912,7.874,48.6945887,73.8225781,0.0328809,4.1071285,4.8109892,838.7238821,334.2143595,0.05,0.3606911
