# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,0.0065714,1.3144433,131.5017071,1.3144433,131.5017071,0,0,0,0,0,0,42.70333,-77.19173,9.8013844,73.3820416,0,0,0,1298.096505,196.096505,0.0884493,0.0013442,NaN,58.1871346,NaN,0.0136427,279620.4268094,183.4267562,0.001707,0.5804907,0.0295296,0.3339849,0.1264816,0.1200242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0001409,7.874,48.6945887,90,0,4.4040211,9.2149573,911.034738,336.8831641,0.01,0.0063732
# Event LIFTOFF occurred at t=0.02 seconds
0.02,0.0289507,3.1616973,184.8100928,3.1616973,184.8100928,0,0,0,0,0,0,42.70333,-77.19173,9.8013844,54.7207115,0,0,0,1296.8852534,194.8852534,0.0883487,0.0013441,NaN,58.1608033,NaN,0.0162496,333051.2867028,252.4061771,0.0174221,0.5677318,0.2124447,0.3211058,0.1265916,0.1200343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0003389,7.874,48.6945887,90,0,4.46885,9.2148118,911.0322375,336.883076,0.01,0.0085437
0.03,0.0696492,4.9782501,181.7290692,4.9782501,181.7290692,0,0,0,0,0,0,42.70333,-77.19173,9.8013843,42.3240003,0,0,0,1295.6921678,193.6921678,0.0882494,0.001344,NaN,58.1348188,NaN,0.0199871,409653.033299,248.2152667,0.050758,0.5535837,0.4091093,0.3067977,0.1267341,0.1200519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0005335,7.874,48.6945887,90,0,4.533679,9.2145473,911.0276905,336.8829156,0.01,0.0104673
0.04,0.1284067,6.7734708,179.5894441,6.7734708,179.5894441,0,0,0,0,0,0,42.70333,-77.19173,9.8013842,34.1725587,0,0,0,1294.5073152,192.5073152,0.0881507,0.0013439,NaN,58.1089662,NaN,0.0243021,498091.0447648,245.26625,0.0984373,0.5411047,0.5366701,0.2941454,0.1268825,0.1200768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000726,7.874,48.6945887,90,0,4.5985079,9.2141653,911.0211258,336.8826842,0.01,0.0119108
0.05,0.205028,8.5510189,177.817253,8.5510189,177.817253,0,0,0,0,0,0,42.70333,-77.19173,9.801384,28.6060337,0,0,0,1293.3224626,191.3224626,0.0880518,0.0013437,NaN,58.0830662,NaN,0.028912,592571.1208773,242.80875,0.1573524,0.5306824,0.6061155,0.2835461,0.1270276,0.1201087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0009165,7.874,48.6945887,90,0,4.6633369,9.2136673,911.0125653,336.8823824,0.01,0.0131994
0.06,0.2993381,10.3111901,176.0750521,10.3111901,176.0750521,0,0,0,0,0,0,42.70333,-77.19173,9.8013838,23.9322982,0,0,0,1292.1415476,190.1415476,0.087953,0.0013436,NaN,58.0572051,NaN,0.0334867,686326.7519182,240.4039095,0.225244,0.5223286,0.6467729,0.2750211,0.1271617,0.1201458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011051,7.874,48.6945887,90,0,4.5762477,9.2130543,911.0020284,336.8820109,0.01,0.0143048
0.07,0.4112298,12.0673279,175.667611,12.0673279,175.667611,0,0,0,0,0,0,42.70333,-77.19173,9.8013835,20.4056658,0,0,0,1290.9763828,188.9763828,0.0878554,0.0013435,NaN,58.0316425,NaN,0.038219,783309.2049432,239.7368333,0.3007416,0.5162961,0.6629557,0.2688135,0.1272928,0.1201899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012933,7.874,48.6945887,90,0,4.4891584,9.212327,910.9895273,336.8815702,0.01,0.0155245
0.08,0.540695,13.8258732,175.9046235,13.8258732,175.9046235,0,0,0,0,0,0,42.70333,-77.19173,9.8013832,17.6611384,0,0,0,1289.8112181,187.8112181,0.0877576,0.0013434,NaN,58.0060337,NaN,0.0430709,882738.096899,239.9123095,0.3866188,0.516465,0.6710781,0.2688029,0.127421,0.1202412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014818,7.874,48.6945887,90,0,4.4020692,9.2114855,910.9750628,336.8810602,0.01,0.0168537
0.09,0.6877574,15.5867663,176.1376376,15.5867663,176.1376376,0,0,0,0,0,0,42.70333,-77.19173,9.8013828,15.4740103,0,0,0,1288.6460534,186.6460534,0.0876596,0.0013432,NaN,57.9803786,NaN,0.0480082,983914.7688128,240.0877857,0.4782009,0.516637,0.6681058,0.2687908,0.1275466,0.1202996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016705,7.874,48.6945887,90,0,4.31498,9.2105296,910.9586322,336.8804809,0.01,0.0180152
0.1,0.8524403,17.3499808,176.3686329,17.3499808,176.3686329,0,0,0,0,0,0,42.70333,-77.19173,9.8013823,13.6950782,0,0,0,1287.4808886,185.4808886,0.0875615,0.0013431,NaN,57.954677,NaN,0.0530091,1086390.3132711,240.2632619,0.5729252,0.5168126,0.6565555,0.2687772,0.1276701,0.1203653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018595,7.874,48.6945887,90,0,4.2278908,9.2094591,910.9402329,336.8798322,0.01,0.0202157
0.11,1.034754,19.1129074,176.3356946,19.1129074,176.3356946,0,0,0,0,0,0,42.70333,-77.19173,9.8013818,12.4647858,0,0,0,1286.3255678,184.3255678,0.0874641,0.001343,NaN,57.9291467,NaN,0.0581048,1190804.4992332,240.1089798,0.6760993,0.5169939,0.6448665,0.268762,0.127793,0.1204389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020484,7.874,48.6945887,90,0,4.2249075,9.2082741,910.9198638,336.8791141,0.01,0.0219252
0.12,1.2346824,20.8729136,176.040943,20.8729136,176.040943,0,0,0,0,0,0,42.70333,-77.19173,9.8013813,11.43483,0,0,0,1285.170247,183.170247,0.0873664,0.0013429,NaN,57.9035704,NaN,0.0632146,1295499.9553863,239.6249394,0.7859136,0.5171788,0.6333369,0.2687453,0.1279139,0.1205195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022371,7.874,48.6945887,90,0,4.2219242,9.2069746,910.8975268,336.8783266,0.01,0.0234199
0.13,1.4521961,22.6299407,175.7401529,22.6299407,175.7401529,0,0,0,0,0,0,42.70333,-77.19173,9.8013806,10.5605188,0,0,0,1284.0149262,182.0149262,0.0872686,0.0013428,NaN,57.8779481,NaN,0.068333,1400367.7860538,239.140899,0.9028005,0.5173678,0.6226391,0.2687272,0.1280335,0.120607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024254,7.874,48.6945887,90,0,4.2189409,9.2055607,910.873225,336.8774698,0.01,0.024995
0.14,1.6872648,24.3839269,175.4330751,24.3839269,175.4330751,0,0,0,0,0,0,42.70333,-77.19173,9.80138,9.809404,0,0,0,1282.8596054,180.8596054,0.0871707,0.0013426,NaN,57.8522796,NaN,0.0734563,1505328.0718796,238.6568586,1.0270586,0.5175613,0.6129926,0.2687077,0.1281521,0.1207015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026134,7.874,48.6945887,90,0,4.2159576,9.2040328,910.8469618,336.8765439,0.01,0.0264771
0.15,1.939858,26.1348084,175.1195297,26.1348084,175.1195297,0,0,0,0,0,0,42.70333,-77.19173,9.8013792,9.1573945,0,0,0,1281.7042846,179.7042846,0.0870725,0.0013425,NaN,57.8265649,NaN,0.0785815,1610320.5304091,238.1728182,1.1588969,0.5177596,0.6044154,0.2686868,0.1282701,0.1208028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002801,7.874,48.6945887,90,0,4.2129743,9.2023909,910.8187408,336.8755489,0.01,0.0278342
0.16,2.2099441,27.8825111,174.7975943,27.8825111,174.7975943,0,0,0,0,0,0,42.70333,-77.19173,9.8013785,8.6486917,0,0,0,1280.5489638,178.5489638,0.0869742,0.0013424,NaN,57.8008038,NaN,0.0837202,1715581.3170133,237.6887778,1.3007545,0.5179635,0.5976965,0.2686643,0.128388,0.1209112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029883,7.874,48.6945887,90,0,4.2410743,9.2006354,910.7885653,336.874485,0.01,0.0292495
0.17,2.4974911,29.6269584,174.4687857,29.6269584,174.4687857,0,0,0,0,0,0,42.70333,-77.19173,9.8013776,8.1997421,0,0,0,1279.393643,177.393643,0.0868757,0.0013423,NaN,57.7749962,NaN,0.0888553,1820758.4704395,237.2047374,1.4506618,0.5181726,0.5917818,0.2686405,0.1285057,0.1210264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0031753,7.874,48.6945887,90,0,4.2691742,9.1987663,910.756439,336.8733524,0.01,0.0310985
0.18,2.8024659,31.3680814,174.1330555,31.3680814,174.1330555,0,0,0,0,0,0,42.70333,-77.19173,9.8013768,7.8006833,0,0,0,1278.2383222,176.2383222,0.0867771,0.0013421,NaN,57.7491419,NaN,0.0939854,1925827.192875,236.720697,1.6086569,0.5183872,0.5865709,0.2686153,0.1286236,0.1211483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0033619,7.874,48.6945887,90,0,4.2972741,9.196784,910.7223656,336.8721511,0.01,0.0326012
# Event LAUNCHROD occurred at t=0.19 seconds
0.1897169,3.1154694,33.0566513,173.7948018,33.0566513,173.7948018,0,0,0,0,0,0,42.70333,-77.19173,9.8013758,7.4532895,0,0,0,1277.1157104,175.1157104,0.0866811,0.001342,NaN,57.7239747,NaN,0.0989647,2027797.7865223,236.2435086,1.7699458,0.518601,0.5820949,0.2685895,0.1287383,0.1212732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035429,7.874,48.6945887,90,0,4.3245785,9.1947494,910.6873951,336.8709182,0.0097169,0.0509881
0.2029159,3.5668856,35.3448863,173.3684137,35.3449198,173.4079828,-0.0003199,0,0.0003199,179.9999839,0.0486546,3.7042725,42.70333,-77.19173,9.8013749,6.9144002,0,4.1471972,-0.0000441,1275.6020179,173.6020179,0.0865514,0.0013419,67.8437202,57.6899701,1.2895288,0.1056959,2165629.3338686,235.6443638,1.9949043,0.5188991,0.5752075,0.2685524,0.1288944,0.1214523,1.3932988,1.7961852,0.0004549,0,0,0,0,0.0009391,0.0037881,7.874,48.6945887,89.9729374,0.0035417,4.3518175,9.1918153,910.6369608,336.86914,0.013199,0.0544714
0.2152394,4.0155452,37.4685264,172.3471494,37.4686432,172.3835718,-0.0011982,0,0.0011982,179.9999678,0.0935389,3.5434368,42.70333,-77.19173,9.8013735,6.3700616,-0.0000003,8.2414296,-0.0004856,1274.2135401,172.2135401,0.0864321,0.0013417,68.0569183,57.6587073,1.3205754,0.1119404,2293477.391157,234.2985737,2.2109932,0.5191852,0.5684037,0.2685159,0.1290404,0.121629,1.267153,1.6696854,0.0004857,0,0,0,0,0.0033064,0.0040158,7.874,48.6945887,89.8967724,0.0036327,4.3448166,9.1888989,910.5868337,336.8673728,0.0123236,0.0559029
0.2270351,4.4694186,39.4876294,171.1914383,39.487855,171.2212071,-0.0025412,0,0.0025412,179.9999275,0.1334831,3.1926773,42.70333,-77.19173,9.8013721,5.8537321,0.0000023,12.3014755,0.0003732,1272.884542,170.884542,0.0863177,0.0013416,68.2651576,57.6287198,1.3508303,0.1178836,2415142.8448532,232.790261,2.4249939,0.5194664,0.5621742,0.2684792,0.1291807,0.1218066,1.1500677,1.5469959,0.0001739,0,0,0,0,0.0066426,0.0042322,7.874,48.6945887,89.7757114,0.0028663,4.3381157,9.1859488,910.5361245,336.865585,0.0117957,0.0574395
0.2385061,4.9335687,41.4383555,170.0707095,41.4386931,170.0914882,-0.004272,0,0.004272,179.9998635,0.1672617,2.6585965,42.70333,-77.1917301,9.8013707,5.3502935,0,16.3329424,0.0003173,1271.592123,169.592123,0.0862063,0.0013414,68.4740108,57.5994977,1.3810659,0.123632,2532803.1319941,231.335265,2.639516,0.5197466,0.5563583,0.2684418,0.1293177,0.121987,1.0383228,1.4229764,-0.0004067,0,0,0,0,0.0106464,0.0044413,7.874,48.6945887,89.6115119,0.0019769,4.3315991,9.1829318,910.4842672,336.8637567,0.011471,0.0587822
0.2498252,5.4134376,43.3508013,168.9656421,43.3512332,168.9767732,-0.0063216,0,0.0063216,179.9998053,0.1935164,1.9395085,42.70333,-77.1917301,9.8013693,4.8484106,0.0000008,20.3349954,0.0001034,1270.3168155,168.3168155,0.0860961,0.0013413,68.6881126,57.5706041,1.4119264,0.1292734,2648258.7032626,229.9100695,2.8572124,0.5200298,0.5508606,0.2684035,0.1294538,0.1221725,0.9293067,1.2965244,-0.000088,0,0,0,0,0.0150942,0.0046462,7.874,48.6945887,89.403972,0.0013665,4.3251689,9.1798127,910.4306537,336.8618665,0.0113191,0.0600114
0.2611759,5.9163222,45.2574178,167.9760467,45.257905,167.9785599,-0.0086228,0,0.0086228,179.999754,0.2099913,0.9188638,42.70333,-77.1917301,9.8013678,4.2267723,-0.0000009,24.2546723,-0.0009674,1269.0501032,167.0501032,0.0859864,0.0013412,68.9613224,57.5418478,1.4502762,0.1348798,2762981.1406562,228.6405919,3.0741383,0.5203192,0.5444697,0.2683637,0.1295906,0.122365,0.79757,1.1369436,0.0001553,0,0,0,0,0.0197261,0.0048506,7.874,48.6945887,89.1507505,0.0010131,4.2297702,9.1765439,910.3744687,336.8598856,0.0113507,0.0608519
0.2730489,6.4654717,47.2468071,167.5503954,47.2472895,167.5507983,-0.011152,0.0000001,0.011152,179.9996982,0.2135028,0.3674438,42.70333,-77.1917301,9.8013662,3.5769111,0.0000018,28.1120315,-0.0000609,1267.7357706,165.7357706,0.0858724,0.001341,69.2573621,57.5119496,1.4916704,0.1407382,2882840.2811115,228.1084555,3.309842,0.5206305,0.5384646,0.2683202,0.1297353,0.1225749,0.6637898,0.9654917,-0.0003276,0,0,0,0,0.0243394,0.0050638,7.874,48.6945887,88.8395851,0.000983,4.1285272,9.1729744,910.3131148,336.8577225,0.011873,0.0616249
0.2858698,7.0849598,49.3902786,167.1668524,49.3906782,167.1786678,-0.0138166,0.0000001,0.0138166,179.9996219,0.1986812,1.9875695,42.70333,-77.1917302,9.8013645,2.8783542,0.000002,31.8848062,-0.0016443,1266.3160331,164.3160331,0.085749,0.0013409,69.5880388,57.479584,1.5377768,0.1470597,3012154.3292435,227.6604716,3.5762411,0.5209765,0.5329008,0.2682713,0.1298937,0.1228115,0.5244895,0.7774834,-0.0003771,0,0,0,0,0.0286772,0.0052935,7.874,48.6945887,88.4544675,0.0010912,4.0192009,9.1689478,910.2439023,336.8552823,0.0128209,0.0624823
0.3004331,7.8220885,51.8409603,168.2614662,51.8411893,168.3123128,-0.0164229,0.0000001,0.0164229,179.9994798,0.1541114,4.136863,42.70333,-77.1917302,9.8013626,2.0979735,0.0000028,35.4965545,-0.0020228,1264.696061,162.696061,0.0856079,0.0013407,69.9735571,57.442565,1.5914392,0.1543008,3160252.3709892,229.1394066,3.9001209,0.5213859,0.5279445,0.2682127,0.1300781,0.1230951,0.3744099,0.5631408,0.0000503,0,0,0,0,0.0322849,0.0055562,7.874,48.6945887,87.9628702,0.0014608,3.9009907,9.1641564,910.1615458,336.8523788,0.0145633,0.0633442
0.3186829,8.796319,54.9243613,168.848551,54.9243877,168.9883434,-0.0183953,0.0000003,0.0183953,179.9991075,0.0538326,6.8721925,42.70333,-77.1917302,9.8013604,1.3899832,-0.0000017,38.9957876,-0.0080109,1262.6850051,160.6850051,0.0854322,0.0013405,70.3398379,57.3964768,1.6438101,0.1634724,3347794.5816807,230.088397,4.3517318,0.5219247,0.5248939,0.2681343,0.1303164,0.123474,0.2433338,0.3654915,0.0003577,0,0,0,0,0.0347152,0.0058865,7.874,48.6945887,87.2816428,0.0023858,3.9970949,9.157824,910.0527011,336.8485413,0.0182498,0.0643496
0.343718,10.2238351,59.1144172,167.1388557,59.1146563,167.497912,-0.0171808,0.0000008,0.0171808,179.9974409,0.1681218,10.961453,42.70333,-77.1917302,9.8013574,0.4304554,-0.0000132,41.6750718,-0.0181806,1259.9270703,157.9270703,0.0851904,0.0013402,70.8613261,57.333033,1.7180967,0.1759564,3602978.1252931,228.381165,5.0226208,0.5226953,0.5229918,0.2680204,0.13065,0.1240249,0.073372,0.0919764,0.0002534,0,0,0,0,0.034224,0.0063356,7.874,48.6945887,86.2666373,0.0034701,4.1289308,9.1485453,909.8932144,336.8429185,0.0250351,0.0661925
0.3812707,12.560115,65.304614,164.3165297,65.3083942,165.2472587,-0.0016096,0.0000027,0.0016096,179.9028686,0.7026681,17.5138402,42.70333,-77.19173,9.801353,0.9476757,0.000081,-39.2155138,-0.0143999,1255.7901681,153.7901681,0.0848258,0.0013398,70.5883269,57.2373446,1.6955781,0.1944189,3980157.3993057,225.9089485,6.1575105,0.5239142,0.525325,0.2678365,0.1311638,0.1249138,0.1640045,0.302658,0.0004821,0,0,0,0,-0.0248228,0.0069996,7.874,48.6945887,84.724847,0.0041289,4.20388,9.1333605,909.632209,336.8337164,0.0375527,0.067689
0.4018334,13.9372509,68.6389593,161.8802091,68.6477599,163.2371253,0.0167914,0.0000048,0.0167914,0.0162992,1.0991836,21.0037375,42.70333,-77.1917298,9.8013458,1.5859081,-0.0000037,-33.6581183,-0.0081757,1253.5302488,151.5302488,0.0846256,0.0013395,70.2574224,57.184805,1.6602257,0.204395,4183852.6864325,223.6288127,6.8451751,0.5246128,0.5284663,0.2677296,0.1314522,0.1254311,0.2794618,0.480156,-0.0000922,0,0,0,0,-0.0165449,0.0073583,7.874,48.6945887,83.9735675,0.0035583,4.2251995,9.1244079,909.4783281,336.8282912,0.0205627,0.0689881
0.4138465,14.7734582,70.5755463,161.0134992,70.588703,162.629524,0.0315568,0.0000063,0.0315569,0.0114601,1.3628138,22.8695246,42.70333,-77.1917296,9.8013416,1.8957997,0.0000137,-29.117898,-0.0069542,1252.2294252,150.2294252,0.0845101,0.0013394,70.1018431,57.1544768,1.6443188,0.2101819,4301970.9210292,223.025,7.2649694,0.5250311,0.5304706,0.2676651,0.1316231,0.1257429,0.3369842,0.5656078,-0.0002343,0,0,0,0,-0.0117102,0.0075666,7.874,48.6945887,83.5960594,0.0031241,4.200582,9.1189726,909.3849022,336.8249974,0.0120132,0.0702115
0.4235193,15.4636459,72.1315,160.7080007,72.1490381,162.5222459,0.0458308,0.0000077,0.0458308,0.0096548,1.5907234,24.2160883,42.70333,-77.1917294,9.801339,2.0900178,0.0000066,-24.8154825,-0.0038947,1251.1820276,149.1820276,0.0844169,0.0013393,70.0064049,57.1300114,1.6353053,0.2148375,4396977.4050666,223.025,7.6106894,0.5253745,0.5319355,0.2676119,0.1317624,0.1260002,0.3735334,0.6189214,0.0001486,0,0,0,0,-0.0081408,0.0077342,7.874,48.6945887,83.3349025,0.0029328,4.1807605,9.1144863,909.3077905,336.8222787,0.0096728,0.0714478
0.4319663,16.0786749,73.487921,160.4534059,73.5099542,162.4241308,0.0601443,0.0000091,0.0601443,0.0086495,1.7996738,25.2250435,42.70333,-77.1917293,9.8013369,2.2178984,0,-20.6117379,-0.0040997,1250.2673531,148.2673531,0.0843354,0.0013392,69.9447611,57.1086126,1.6301941,0.2188988,4479842.1913712,223.025,7.9168392,0.5256791,0.5330316,0.2675645,0.1318855,0.1262292,0.3978176,0.6537534,0.0000454,0,0,0,0,-0.0054099,0.0078805,7.874,48.6945887,83.1428377,0.0027147,4.1634506,9.1104886,909.239076,336.8198561,0.0084471,0.0726821
0.439666,16.6492613,74.7225127,160.2369792,74.7491919,162.3307056,0.0747568,0.0000104,0.0747568,0.007981,1.9969454,25.9878527,42.70333,-77.1917291,9.801335,2.2989099,-0.0000008,-16.4692534,-0.0015717,1249.4336084,147.4336084,0.084261,0.0013391,69.9066253,57.0890798,1.6278315,0.2225975,4555293.0796619,223.025,8.1984234,0.5259607,0.5338368,0.2675206,0.1319987,0.1264415,0.4133026,0.6762442,0.0004961,0,0,0,0,-0.0033401,0.0080137,7.874,48.6945887,82.9999533,0.0025174,4.1476724,9.1067798,909.1753269,336.8176086,0.0076997,0.0738578
0.446865,17.1913401,75.8753834,160.0522638,75.9068711,162.239521,0.0898115,0.0000117,0.0898115,0.0074898,2.1861551,26.5506122,42.70333,-77.1917289,9.8013332,2.3430737,-0.0000011,-12.3607561,-0.0009144,1248.654076,146.654076,0.0841914,0.001339,69.8867711,57.0707936,1.6276324,0.2260528,4625769.5920189,223.025,8.4632377,0.5262274,0.5343975,0.2674789,0.1321054,0.126643,0.4217933,0.6886754,-0.0003178,0,0,0,0,-0.0018244,0.0081382,7.874,48.6945887,82.8961065,0.0023729,4.1329201,9.1032563,909.1147629,336.8154733,0.007199,0.0748789
0.4537101,17.7144592,76.9704129,159.9034853,77.0068681,162.1482232,0.1054011,0.0000131,0.1054011,0.0071055,2.3692355,26.887203,42.70333,-77.1917287,9.8013315,2.3350827,0.0000024,-8.2877632,-0.0014096,1247.9128717,145.9128717,0.0841251,0.0013389,69.8926663,57.0533852,1.630592,0.229343,4692869.0456359,223.025,8.7142299,0.5264844,0.5346057,0.2674387,0.132208,0.1268378,0.4203113,0.6861434,0.0000167,0,0,0,0,-0.0007968,0.0082566,7.874,48.6945887,82.8253962,0.0023053,4.1475175,9.099856,909.0563172,336.8134127,0.0068451,0.0756729
0.4603833,18.2316641,78.0370867,159.7849025,78.0787127,162.0544992,0.1218117,0.0000144,0.1218117,0.0067889,2.5492108,27.0267578,42.70333,-77.1917285,9.8013299,2.2841703,0.0000027,-4.2700529,-0.0021397,1247.1902669,145.1902669,0.0840604,0.0013389,69.9198123,57.0363938,1.6361974,0.2325549,4758362.7000649,223.025,8.9581883,0.5267384,0.5345303,0.2673988,0.132309,0.1270306,0.4106285,0.6719394,-0.000448,0,0,0,0,-0.0002057,0.0083719,7.874,48.6945887,82.7834858,0.0022814,4.1853292,9.0964942,908.9985323,336.8113755,0.0066733,0.0765565
0.467005,18.7519004,79.0947931,159.687809,79.1418316,161.9572575,0.1392844,0.0000158,0.1392844,0.0065193,2.7282243,27.0177146,42.70333,-77.1917283,9.8013283,2.2091571,0.0000016,-0.2716256,0.0023483,1246.4732534,144.4732534,0.0839961,0.0013388,69.959044,57.0195143,1.6433235,0.2357407,4823312.2638637,223.025,9.2008992,0.5269933,0.5343089,0.2673587,0.1324101,0.1272246,0.3963835,0.6513865,0.0002697,0,0,0,0,-0.0000008,0.0084864,7.874,48.6945887,82.7684753,0.002306,4.2228484,9.0931127,908.9404087,336.8093263,0.0066216,0.0773344
0.4736397,19.2801859,80.1540112,159.6113061,80.2067102,161.8554295,0.1579792,0.0000173,0.1579792,0.0062854,2.907035,26.8590957,42.70333,-77.1917281,9.8013267,2.1102963,0.0000021,3.6995298,0.0008822,1245.7548248,143.7548248,0.0839317,0.0013387,70.0104098,57.0025821,1.6519974,0.2389314,4888355.4394104,223.025,9.4448455,0.5272516,0.5339586,0.2673179,0.1325122,0.1274215,0.3776756,0.6236449,0.0000721,0,0,0,0,0.0001463,0.008601,7.874,48.6945887,82.7799029,0.0023163,4.2604416,9.0896788,908.8813857,336.8072453,0.0066347,0.0781035
0.4803822,19.8242509,81.2299855,159.5544279,81.2886281,161.7473511,0.1781882,0.0000189,0.1781882,0.0060782,3.0871549,26.5441169,42.70333,-77.1917278,9.8013251,1.9865548,0.000003,7.6404716,0.0021033,1245.0247263,143.0247263,0.0838661,0.0013386,70.0746665,56.9853548,1.6623459,0.2421729,4954421.8701902,223.025,9.6937759,0.5275169,0.533495,0.267276,0.1326167,0.1276242,0.3543782,0.5884697,-0.0004618,0,0,0,0,0.0006074,0.0087175,7.874,48.6945887,82.8182301,0.0023076,4.2986454,9.0861424,908.8205999,336.8051023,0.0067425,0.0789248
0.4873371,20.393055,82.3395256,159.5164417,82.4044385,161.6310057,0.2002974,0.0000206,0.2002974,0.0058915,3.2701698,26.0592947,42.70333,-77.1917275,9.8013234,1.8358598,0.0000012,11.5547614,-0.0016607,1244.2716283,142.2716283,0.0837983,0.0013386,70.153176,56.9675636,1.6745761,0.2455154,5022536.0066046,223.025,9.952048,0.5277938,0.5329347,0.2672322,0.1327255,0.1278361,0.3261929,0.5444317,-0.000237,0,0,0,0,0.0013516,0.0088377,7.874,48.6945887,82.8851152,0.0022765,4.3380527,9.0824451,908.75705,336.8028618,0.0069549,0.0798304
0.4946452,20.9990594,83.5052039,159.4967799,83.5767817,161.5035159,0.2248863,0.0000225,0.2248863,0.0057198,3.4582298,25.3803633,42.70333,-77.1917272,9.8013217,1.6543418,-0.0000028,15.4172154,-0.0013387,1243.4802842,141.4802842,0.0837271,0.0013385,70.2483416,56.9488457,1.6890394,0.2490264,5094073.491038,223.025,10.2257114,0.5280881,0.532297,0.2671855,0.1328408,0.1280618,0.2925211,0.4920418,-0.000154,0,0,0,0,0.0023389,0.0089639,7.874,48.6945887,82.9838602,0.0022415,4.3794614,9.0785061,908.6893439,336.8004747,0.0073081,0.0810721
0.502505,21.6603197,84.758738,159.4856405,84.8374748,161.3525183,0.2528423,0.0000245,0.2528423,0.0055587,3.6542387,24.4737748,42.70333,-77.1917269,9.8013198,1.4382338,-0.0000051,19.2188681,-0.0027657,1242.6307686,140.6307686,0.0836505,0.0013384,70.3627056,56.9287253,1.7061189,0.2527999,5170944.3307188,223.0150012,10.5237042,0.5284085,0.5316204,0.2671346,0.1329659,0.128308,0.2528353,0.4282218,-0.0001553,0,0,0,0,0.003527,0.0090997,7.874,48.6945887,83.1202804,0.0022093,4.4201999,9.0742079,908.6154643,336.79787,0.0078598,0.082361
0.5112596,22.4084547,86.1538866,159.3668905,86.2404602,161.0559448,0.2857562,0.0000269,0.2857562,0.0054033,3.8632631,23.2639541,42.70333,-77.1917265,9.8013178,1.1793484,-0.000002,22.9216424,-0.0002408,1241.6882763,139.6882763,0.0835654,0.0013383,70.5014133,56.9063706,1.7265739,0.2569952,5256389.5036309,222.8526093,10.8612507,0.5287695,0.5309539,0.2670771,0.1331064,0.128586,0.2058743,0.3505152,0.0002597,0,0,0,0,0.0048546,0.0092508,7.874,48.6945887,83.3052333,0.0022169,4.4565373,9.069345,908.5318786,336.7949231,0.0087546,0.083731
