# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,0.0064642,1.2930026,129.3559903,1.2930026,129.3559903,0,0,0,0,0,0,42.6,-77.2,9.803195,76.0811274,0,0,0,1318.096505,196.096505,0.1208687,0.0013578,NaN,60.8269169,NaN,0.0158407,379628.7217455,183.4267562,0.0015204,0.5860889,0.0181047,0.3396002,0.1264561,0.1200326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0001388,7.874,48.6945887,90,0,5.2172361,13.23669,981.4335822,339.3203341,0.01,0.032029
# Event LIFTOFF occurred at t=0.02 seconds
0.02,0.0284814,3.1107134,181.8534491,3.1107134,181.8534491,0,0,0,0,0,0,42.6,-77.2,9.803195,59.558374,0,0,0,1316.8852534,194.8852534,0.1207098,0.0013577,NaN,60.7940685,NaN,0.018094,433628.6710393,252.4061771,0.0163687,0.5764798,0.149394,0.3298989,0.1265384,0.1200426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0003339,7.874,48.6945887,90,0,5.2932684,13.2365469,981.4309999,339.3202474,0.01,0.034449
0.03,0.0685246,4.8981664,178.8165065,4.8981664,178.8165065,0,0,0,0,0,0,42.6,-77.2,9.8031949,47.6271937,0,0,0,1315.6921678,193.6921678,0.1205531,0.0013576,NaN,60.7616536,NaN,0.0214188,513308.8837643,248.2152667,0.0498028,0.5648897,0.3243765,0.3181793,0.1266507,0.1200596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0005258,7.874,48.6945887,90,0,5.3693007,13.2362866,981.4263035,339.3200897,0.01,0.0361923
0.04,0.1263373,6.664577,176.705113,6.664577,176.705113,0,0,0,0,0,0,42.6,-77.2,9.8031948,39.2507282,0,0,0,1314.5073152,192.5073152,0.1203971,0.0013574,NaN,60.7294042,NaN,0.0253634,607837.6990843,245.26625,0.099715,0.5539067,0.4631659,0.3070498,0.1267733,0.1200836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0007155,7.874,48.6945887,90,0,5.4453329,13.2359108,981.4195231,339.3198619,0.01,0.0403184
0.05,0.2017268,8.4135324,174.9539174,8.4135324,174.9539174,0,0,0,0,0,0,42.6,-77.2,9.8031946,33.274802,0,0,0,1313.3224626,191.3224626,0.1202409,0.0013573,NaN,60.6970967,NaN,0.0296577,710748.3247882,242.80875,0.1630847,0.5442726,0.5540267,0.2972611,0.1268971,0.1201143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0009032,7.874,48.6945887,90,0,5.5213652,13.2354208,981.4106812,339.319565,0.01,0.0417157
0.06,0.2945201,10.1453072,173.2304945,10.1453072,173.2304945,0,0,0,0,0,0,42.6,-77.2,9.8031944,28.4426813,0,0,0,1312.1415476,190.1415476,0.1200849,0.0013572,NaN,60.6648384,NaN,0.0340034,814886.1595677,240.4039095,0.2378017,0.5362454,0.614565,0.2890803,0.1270148,0.1201503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010891,7.874,48.6945887,90,0,5.4953203,13.2348176,981.3997981,339.3191995,0.01,0.0432015
0.07,0.4046109,11.8730166,172.8179483,11.8730166,172.8179483,0,0,0,0,0,0,42.6,-77.2,9.8031941,24.7330341,0,0,0,1310.9763828,188.9763828,0.1199308,0.0013571,NaN,60.6329534,NaN,0.0385247,923229.2935072,239.7368333,0.3248286,0.5341655,0.6540019,0.2868414,0.1271311,0.1201929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012746,7.874,48.6945887,90,0,5.4692754,13.234102,981.3868863,339.3187658,0.01,0.0446703
0.08,0.5319902,13.6029785,173.0393588,13.6029785,173.0393588,0,0,0,0,0,0,42.6,-77.2,9.8031938,21.8088089,0,0,0,1309.8112181,187.8112181,0.1197764,0.0013569,NaN,60.6010117,NaN,0.0431796,1034768.2560737,239.9123095,0.423083,0.5343188,0.6780784,0.2868305,0.1272459,0.1202424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014603,7.874,48.6945887,90,0,5.4432305,13.2332741,981.3719468,339.3182641,0.01,0.0477563
0.09,0.67668,15.3351207,173.2540015,15.3351207,173.2540015,0,0,0,0,0,0,42.6,-77.2,9.8031934,19.4559445,0,0,0,1308.6460534,186.6460534,0.1196217,0.0013568,NaN,60.5690131,NaN,0.047931,1148616.9544894,240.0877857,0.5307101,0.5344759,0.6903091,0.2868181,0.1273591,0.1202987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016463,7.874,48.6945887,90,0,5.4171856,13.2323336,981.3549771,339.3176941,0.01,0.0492213
0.1,0.8387019,17.0693781,173.4623381,17.0693781,173.4623381,0,0,0,0,0,0,42.6,-77.2,9.8031929,17.5280406,0,0,0,1307.4808886,185.4808886,0.1194667,0.0013567,NaN,60.5369574,NaN,0.0527545,1264190.1284909,240.2632619,0.6470826,0.534637,0.694812,0.2868042,0.127471,0.1203618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018325,7.874,48.6945887,90,0,5.3911407,13.2312804,981.3359747,339.3170559,0.01,0.0508286
0.11,1.018064,18.8031595,173.4112983,18.8031595,173.4112983,0,0,0,0,0,0,42.6,-77.2,9.8031924,15.9844341,0,0,0,1306.3255678,184.3255678,0.1193128,0.0013566,NaN,60.5051162,NaN,0.0576435,1381326.4709847,240.1089798,0.7712061,0.5348027,0.6935942,0.2867887,0.1275821,0.120432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020186,7.874,48.6945887,90,0,5.3861917,13.2301146,981.3149385,339.3163494,0.01,0.0522391
0.12,1.2147487,20.5338858,173.1038253,20.5338858,173.1038253,0,0,0,0,0,0,42.6,-77.2,9.8031919,14.6850613,0,0,0,1305.170247,183.170247,0.1191586,0.0013565,NaN,60.4732185,NaN,0.0625592,1499094.3446746,239.6249394,0.9001426,0.5349725,0.6873467,0.2867717,0.127692,0.1205088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022044,7.874,48.6945887,90,0,5.3812427,13.2288361,981.2918707,339.3155747,0.01,0.0535451
0.13,1.4287252,22.2615121,172.7915246,22.2615121,172.7915246,0,0,0,0,0,0,42.6,-77.2,9.8031913,13.5773041,0,0,0,1304.0149262,182.0149262,0.1190042,0.0013563,NaN,60.4412644,NaN,0.0674934,1617302.0618985,239.140899,1.0346641,0.5351465,0.6787876,0.2867533,0.127801,0.1205922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023899,7.874,48.6945887,90,0,5.3762936,13.2274453,981.2667749,339.3147318,0.01,0.0566971
0.14,1.6599623,23.9859873,172.4738347,23.9859873,172.4738347,0,0,0,0,0,0,42.6,-77.2,9.8031906,12.6223862,0,0,0,1302.8596054,180.8596054,0.1188495,0.0013562,NaN,60.4092535,NaN,0.0724405,1735808.3483341,238.6568586,1.1754853,0.5353251,0.6694596,0.2867335,0.1279095,0.1206822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002575,7.874,48.6945887,90,0,5.3713446,13.2259422,981.2396546,339.313821,0.01,0.0579284
0.15,1.9084281,25.7072552,172.150346,25.7072552,172.150346,0,0,0,0,0,0,42.6,-77.2,9.8031899,11.7911791,0,0,0,1301.7042846,179.7042846,0.1186945,0.0013561,NaN,60.3771859,NaN,0.0773958,1854506.5328334,238.1728182,1.3231209,0.5355085,0.6601566,0.2867122,0.1280177,0.1207787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027598,7.874,48.6945887,90,0,5.3663956,13.2243272,981.2105138,339.3128423,0.01,0.0590786
0.16,2.1740903,27.4252505,171.8195442,27.4252505,171.8195442,0,0,0,0,0,0,42.6,-77.2,9.8031892,11.1014133,0,0,0,1300.5489638,178.5489638,0.1185392,0.001356,NaN,60.3450613,NaN,0.0823674,1973583.6513333,237.6887778,1.4795201,0.5356974,0.6517889,0.2866894,0.128126,0.120882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029442,7.874,48.6945887,90,0,5.3813232,13.2226004,981.1793561,339.3117958,0.01,0.060178
0.17,2.4569157,29.1399035,171.4822193,29.1399035,171.4822193,0,0,0,0,0,0,42.6,-77.2,9.8031883,10.4914238,0,0,0,1299.393643,177.393643,0.1183837,0.0013558,NaN,60.3128795,NaN,0.0873399,2092674.3279172,237.2047374,1.6436311,0.5358913,0.6440072,0.2866652,0.1282345,0.1209917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0031283,7.874,48.6945887,90,0,5.3962509,13.220762,981.1461854,339.3106818,0.01,0.0613309
0.18,2.7568708,30.8511485,171.1382257,30.8511485,171.1382257,0,0,0,0,0,0,42.6,-77.2,9.8031875,9.9482771,0,0,0,1298.2383222,176.2383222,0.1182279,0.0013557,NaN,60.2806405,NaN,0.0923113,2211731.2879111,236.720697,1.8156203,0.5360905,0.6368572,0.2866396,0.1283432,0.1211078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003312,7.874,48.6945887,90,0,5.4111786,13.2188123,981.1110057,339.3095003,0.01,0.0644792
# Event LAUNCHROD occurred at t=0.19 seconds
0.1897176,3.0647342,32.5107353,170.7921826,32.5107353,170.7921826,0,0,0,0,0,0,42.6,-77.2,9.8031865,9.4747142,0,0,0,1297.1156244,175.1156244,0.1180763,0.0013556,NaN,60.2492568,NaN,0.0971399,2327357.3339492,236.2434905,1.9904155,0.5362892,0.6305089,0.2866133,0.1284492,0.1212267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034902,7.874,48.6945887,90,0,5.4256847,13.2168112,981.0748985,339.3082876,0.0097176,0.0655887
0.1989262,3.3713386,34.0803176,170.459792,34.0803499,170.5367109,-0.0002156,0,0.0002156,-179.9999977,0.046941,5.1214313,42.6,-77.2,9.8031856,8.9726266,0,0.011359,0.0000008,1296.0517377,174.0517377,0.1179323,0.0013555,74.1385089,60.2194669,1.7677219,0.1016906,2436318.6789595,235.785438,2.1574935,0.5364814,0.6236585,0.2865874,0.1285497,0.1213443,1.9395605,3.4270588,-0.0000575,0,0,0,0,0.0014134,0.0036587,7.874,48.6945887,89.9813029,-0.0002973,5.439431,13.2148183,981.0389389,339.3070799,0.0092086,0.0677787
0.2077463,3.6785361,35.5786101,169.8867723,35.5787282,169.959963,-0.0008277,0,0.0008277,-179.9999732,0.0916568,4.9873428,42.6,-77.2,9.8031847,8.417083,0,0.022626,-0.0000003,1295.0577842,173.0577842,0.1177976,0.0013554,74.3770428,60.191591,1.801556,0.1060189,2539945.1634709,235.0166368,2.3161449,0.5366687,0.6159911,0.2865616,0.1286459,0.1214612,1.7949584,3.2290403,0.0002692,0,0,0,0,0.0051596,0.0038195,7.874,48.6945887,89.9274202,0.0004691,5.4023325,13.2128215,981.0029098,339.3058698,0.0088201,0.0692903
0.2163505,3.9909215,37.0331934,169.0655564,37.0334339,169.1310381,-0.001798,0,0.001798,-179.9999624,0.1334681,4.7059194,42.6,-77.2,9.8031837,7.8722648,0,0.0338263,-0.0000009,1294.0883548,172.0883548,0.1176661,0.0013553,74.6184615,60.1643616,1.8356744,0.1102258,2640658.4125336,233.9270182,2.4729808,0.536855,0.6084788,0.2865355,0.12874,0.1215795,1.6562205,3.0292693,-0.0001693,0,0,0,0,0.0106687,0.0039757,7.874,48.6945887,89.8400308,0.0014447,5.3593443,13.210791,980.9662722,339.3046394,0.0086043,0.0705935
0.2248246,4.3107861,38.4589551,168.2595877,38.4593383,168.3142065,-0.0030934,0,0.0030934,-179.9999681,0.1716861,4.2875682,42.6,-77.2,9.8031827,7.3401147,0,0.0449886,-0.0000002,1293.1335888,171.1335888,0.1175363,0.0013552,74.8617268,60.1375042,1.86998,0.1143568,2739544.0714214,232.8590093,2.6299262,0.5370421,0.601212,0.2865088,0.1288332,0.1217001,1.5236646,2.8320949,-0.0003148,0,0,0,0,0.0175329,0.0041288,7.874,48.6945887,89.7198272,0.0017204,5.3170064,13.2087119,980.9287575,339.3033794,0.0084741,0.0720413
0.2332367,4.6402304,39.8675708,167.4607606,39.8681006,167.5023252,-0.0046833,0,0.0046833,-179.9999851,0.2055318,3.7313017,42.6,-77.2000001,9.8031818,6.8135425,0,0.0560987,-0.0000003,1292.1858126,170.1858126,0.1174073,0.0013551,75.1099765,60.1108041,1.9048987,0.1184449,2837395.2489374,231.8030189,2.7880613,0.5372314,0.594148,0.2864815,0.1289261,0.1218238,1.3953887,2.6322227,-0.0000776,0,0,0,0,0.0254126,0.0042801,7.874,48.6945887,89.5667566,0.0014884,5.2749784,13.2065705,980.8901192,339.3020817,0.0084121,0.0733659
0.2416622,4.9820507,41.2717164,166.6609961,41.2723806,166.6885782,-0.0065398,0,0.0065398,179.9999916,0.2341527,3.0322366,42.6,-77.2000001,9.8031807,6.2858177,0,0.067156,0.0000008,1291.236522,169.236522,0.117278,0.001355,75.3665782,60.0840221,1.9408885,0.1225265,2935081.4603525,230.7500675,2.948776,0.5374246,0.5872519,0.2864533,0.1290196,0.1219517,1.269731,2.4302791,0.0003427,0,0,0,0,0.0340322,0.0044308,7.874,48.6945887,89.3797971,0.0012332,5.2328833,13.2043487,980.8500294,339.3007353,0.0084255,0.0743968
0.2501821,5.3396992,42.6847095,165.85099,42.6854802,165.8653419,-0.0086352,0,0.0086352,179.9999652,0.2565047,2.181917,42.6,-77.2000001,9.8031797,5.7511479,0,0.0781558,0.0000009,1290.2766021,168.2766021,0.1171469,0.0013549,75.6348437,60.0569002,1.9784028,0.1266403,3033527.4346912,229.6903759,3.1138167,0.5376235,0.5805113,0.2864239,0.1291147,0.1220849,1.145393,2.2233773,-0.0004849,0,0,0,0,0.0431482,0.0045825,7.874,48.6945887,89.1568897,0.0009815,5.1908371,13.202024,980.8080832,339.2993265,0.0085199,0.0754726
0.2588927,5.7177728,44.1226431,165.0767533,44.1234776,165.0810786,-0.0109405,0,0.0109405,179.9999374,0.2713712,1.1949999,42.6,-77.2000001,9.8031786,5.2327455,0,0.089112,0.0000018,1289.3028521,167.3028521,0.1170138,0.0013548,75.9033192,60.0293462,2.0159986,0.1308408,3134037.5298909,228.6895773,3.2879852,0.5378311,0.5742817,0.2863929,0.1292127,0.1222255,1.027712,2.0197749,-0.000359,0,0,0,0,0.0525502,0.0047369,7.874,48.6945887,88.8945413,0.0007295,5.1722001,13.1995665,980.7637415,339.2978373,0.0087106,0.0767129
0.2678648,6.1202754,45.60061,164.7226805,45.6014509,164.7226811,-0.0134083,0,0.0134083,179.9999099,0.2769426,0.0144445,42.6,-77.2000002,9.8031774,4.6926693,-0,0.0999876,-0.0000008,1288.3096447,166.3096447,0.1168779,0.0013547,76.1920422,60.0011987,2.0562412,0.1351638,3237469.6887099,228.2461019,3.4712617,0.5380495,0.5681576,0.2863599,0.1293146,0.122375,0.908127,1.8056108,-0.0001022,0,0,0,0,0.0619959,0.0048956,7.874,48.6945887,88.5890119,0.000485,5.1530037,13.1969502,980.7165347,339.2962518,0.0089721,0.0778621
0.2772616,6.5560338,47.1459029,164.4343168,47.1466796,164.4401995,-0.0159914,0,0.0159914,179.9998854,0.2706322,1.3909306,42.6,-77.2000002,9.8031762,4.1208828,-0,0.1107549,0.0000018,1287.2694266,165.2694266,0.1167353,0.0013546,76.5081809,59.9716724,2.1001408,0.1396898,3345744.219608,227.9075029,3.6682262,0.5382833,0.5621497,0.2863242,0.1294224,0.1225367,0.7848872,1.5769773,0.0001896,0,0,0,0,0.0712184,0.0050615,7.874,48.6945887,88.2323571,0.0001707,5.1328988,13.1941178,980.6654276,339.2945354,0.0093968,0.0795766
0.2873223,7.0386644,48.7976886,164.1573741,48.7983205,164.1862173,-0.0186162,0,0.0186162,179.999868,0.2483338,3.0774193,42.6,-77.2000002,9.8031749,3.5032737,0,0.1213526,0.0000053,1286.1544621,164.1544621,0.1165821,0.0013544,76.8623039,59.9399714,2.1491405,0.1445344,3461627.4695276,227.6143002,3.8859498,0.5385396,0.5562949,0.2862847,0.1295392,0.1227157,0.6556749,1.329182,0.0004801,0,0,0,0,0.0798651,0.0052388,7.874,48.6945887,87.8117153,-0.0001148,5.1113732,13.1909807,980.6088231,339.2926343,0.0100607,0.0807052
0.2984563,7.5922206,50.6375247,165.2117037,50.6379281,165.2937906,-0.0211456,0.0000001,0.0211456,179.9998638,0.2021381,5.208662,42.6,-77.2000003,9.8031734,2.8154508,0,0.1316828,0.0000062,1284.9159521,162.9159521,0.1164118,0.0013543,77.2729576,59.9046932,2.205774,0.1499389,3590886.5540087,229.0850444,4.1393997,0.5388328,0.5506656,0.2862391,0.1296712,0.1229226,0.5165613,1.0524508,0.0001335,0,0,0,0,0.0873849,0.0054362,7.874,48.6945887,87.3040803,-0.0002709,5.0875512,13.1873826,980.5439001,339.2904538,0.011134,0.0818026
0.3115135,8.2675697,52.8070001,166.0572079,52.8071273,166.2491221,-0.0232607,0,0.0232607,179.9998819,0.1159121,7.9858804,42.6,-77.2000003,9.8031717,1.9843658,-0,0.1414193,-0.0000015,1283.4748078,161.4748078,0.1162131,0.0013542,77.7932926,59.8635574,2.2770809,0.1563144,3743344.2649827,230.3812383,4.4545925,0.5391888,0.5452862,0.286183,0.1298293,0.1231764,0.355224,0.7158461,-0.00006,0,0,0,0,0.0927327,0.0056691,7.874,48.6945887,86.6611578,-0.0002996,5.035083,13.1829928,980.4646935,339.2877936,0.0130572,0.0831797
0.3291326,9.223614,55.7148352,164.8374765,55.7148662,165.2675607,-0.0238672,0,0.0238672,179.9999467,0.058722,11.9152412,42.6,-77.2000003,9.8031696,0.886275,0,0.1494574,0.0000143,1281.5338328,159.5338328,0.1159448,0.001354,78.5245249,59.8080083,2.3770024,0.1648769,3948053.6950999,229.2404787,4.9160826,0.5396841,0.5409584,0.2861041,0.130046,0.123534,0.1534206,0.2718034,-0.0002505,0,0,0,0,0.0930975,0.0059812,7.874,48.6945887,85.7355491,-0.0004105,4.9598449,13.1767786,980.3525668,339.2840278,0.0176192,0.0842404
0.3555614,10.7531335,60.0272846,162.7276076,60.0289987,163.7183392,-0.0174537,-0.0000001,0.0174537,-179.9996744,0.4536419,17.9838911,42.6,-77.2000002,9.8031666,0.5879566,-0.0000001,-0.1482052,0.0000232,1278.6223702,156.6223702,0.115541,0.0013536,78.7375314,59.7243684,2.4146765,0.1776244,4252708.8589265,227.500586,5.7053192,0.5404586,0.541027,0.2859789,0.1303781,0.1241016,0.100864,0.3228861,-0.0001076,0,0,0,0,-0.0788788,0.0064444,7.874,48.6945887,84.3074819,-0.000832,4.8925934,13.1668371,980.1731865,339.2780033,0.0264287,0.0854825
0.3851572,12.6000549,64.7762934,159.864091,64.7853217,161.7100434,0.0047909,-0.0000005,0.0047909,-0.0063093,1.0815373,24.3641239,42.6,-77.1999999,9.8031619,1.7821091,-0.0000002,-0.1273096,0.0000162,1275.3620155,153.3620155,0.1150866,0.0013533,77.9414281,59.6302524,2.325524,0.1917701,4590619.8758674,225.2876159,6.714178,0.5413706,0.5463508,0.285829,0.1307608,0.1247808,0.3173626,0.7875884,-0.0001893,0,0,0,0,-0.0499365,0.0069558,7.874,48.6945887,82.8262633,-0.0011735,5.008911,13.1548323,979.9565769,339.2707284,0.0295958,0.0865664
0.3955938,13.2847249,66.428847,158.1744672,66.4424878,160.3630321,0.0174406,-0.0000008,0.0174406,-0.002597,1.346276,26.4034086,42.6,-77.1999998,9.8031563,2.126812,0,-0.1143976,0.0000086,1274.2122895,152.2122895,0.1149258,0.0013532,77.7234889,59.5969486,2.3020752,0.1967078,4708528.3519344,223.706335,7.0941315,0.5417022,0.5486964,0.2857739,0.130898,0.1250302,0.3827655,0.9191757,-0.0004237,0,0,0,0,-0.0383225,0.0071342,7.874,48.6945887,82.3726562,-0.0011235,5.049929,13.1503813,979.8762646,339.2680311,0.0104366,0.0878943
0.4041677,13.8600662,67.7792397,157.3215011,67.7976285,159.7768957,0.0299713,-0.000001,0.0299713,-0.0020071,1.5789546,27.9034349,42.6,-77.1999996,9.8031541,2.3448708,0,-0.1025005,0.0000048,1273.2774848,151.2774848,0.1147948,0.0013531,77.5886731,59.5698261,2.2883981,0.2007462,4804942.605359,223.0784513,7.4109014,0.5419784,0.5504054,0.2857279,0.1310116,0.1252389,0.4248227,1.0014824,0.0002219,0,0,0,0,-0.0295411,0.00728,7.874,48.6945887,82.0376194,-0.0010203,5.0873767,13.1466416,979.8087872,339.2657648,0.0085738,0.0891279
0.41171,14.3757537,68.9643207,156.9684184,68.9876538,159.6484439,0.0426859,-0.0000013,0.0426859,-0.0017549,1.7941157,29.1297316,42.6,-77.1999995,9.8031524,2.4966109,0,-0.0908492,0.000001,1272.4607712,150.4607712,0.1146803,0.001353,77.4964411,59.5460972,2.2796982,0.2042966,4889695.5898111,223.025,7.6932128,0.5422251,0.5517197,0.2856866,0.1311126,0.1254258,0.4544075,1.0580945,0.0000614,0,0,0,0,-0.0224076,0.0074082,7.874,48.6945887,81.7749372,-0.0009668,5.1238078,13.1432896,979.7483056,339.2637335,0.0075424,0.0900887
0.4185992,14.854582,70.0447553,156.6971723,70.0732542,159.5664091,0.0557453,-0.0000016,0.0557453,-0.0016082,1.9983017,30.1236637,42.6,-77.1999993,9.8031508,2.6033136,-0,-0.0793385,0.0000058,1271.7147916,149.7147916,0.1145755,0.0013529,77.4325972,59.5243968,2.274346,0.2075367,4967029.4669635,223.025,7.9533001,0.5424533,0.5527333,0.2856484,0.1312056,0.1255993,0.4753747,1.0977133,0.0004232,0,0,0,0,-0.0165599,0.0075252,7.874,48.6945887,81.5637784,-0.000936,5.1570837,13.1401772,979.6921471,339.2618474,0.0068891,0.0910924
0.4250318,15.3083911,71.0519498,156.4598362,71.0858382,159.4868445,0.0692285,-0.0000018,0.0692285,-0.0015091,2.1947261,30.9252842,42.6,-77.1999992,9.8031493,2.674505,-0,-0.0679099,0.0000064,1271.0182502,149.0182502,0.1144776,0.0013528,77.3907944,59.5041116,2.2716133,0.2105597,5039171.9837636,223.025,8.1974345,0.5426689,0.5534894,0.2856121,0.1312932,0.1257636,0.4894476,1.1237125,0.0004751,0,0,0,0,-0.0117869,0.0076344,7.874,48.6945887,81.3932057,-0.000931,5.1881543,13.1372275,979.6389228,339.2600598,0.0064326,0.0921918
0.4311312,15.7446769,72.005624,156.2525593,72.0451236,159.4084029,0.0831945,-0.0000021,0.0831945,-0.001436,2.3853616,31.562266,42.6,-77.199999,9.8031479,2.7160106,-0,-0.0565557,0.0000061,1270.3577837,148.3577837,0.1143847,0.0013528,77.3672138,59.4848564,2.2710639,0.2134241,5107521.9027482,223.025,8.4295924,0.5428756,0.5540184,0.2855773,0.1313768,0.1259215,0.497696,1.1387413,0.0000639,0,0,0,0,-0.0079571,0.0077379,7.874,48.6945887,81.2564944,-0.0009206,5.2176157,13.1343916,979.5877538,339.2583413,0.0060994,0.093308
0.436985,16.1688622,72.9197645,156.0727029,72.9650963,159.3300492,0.0977018,-0.0000024,0.0977018,-0.0013783,2.5716189,32.0527063,42.6,-77.1999988,9.8031466,2.7316717,-0,-0.0452693,0.000008,1269.7239112,147.7239112,0.1142954,0.0013527,77.3593933,59.4663577,2.2724201,0.2161715,5173071.2294308,223.025,8.6526575,0.543076,0.5543442,0.2855434,0.1314577,0.1260749,0.50084,1.1432225,-0.000252,0,0,0,0,-0.0049694,0.0078372,7.874,48.6945887,81.1491636,-0.0008803,5.2458908,13.1316344,979.5380039,339.2566704,0.0058538,0.0945536
0.4426639,16.585479,73.8056307,155.9182399,73.8570211,159.2508719,0.1128246,-0.0000026,0.1128246,-0.0013304,2.7547117,32.4089904,42.6,-77.1999986,9.8031453,2.7241001,-0,-0.0340297,0.0000061,1269.1089858,147.1089858,0.1142087,0.0013526,77.3657116,59.4483943,2.2755038,0.2188353,5236618.9838094,223.025,8.8690409,0.5432724,0.5544859,0.2855102,0.1315367,0.1262256,0.4993828,1.139376,0.0004461,0,0,0,0,-0.0027402,0.0079335,7.874,48.6945887,81.0680842,-0.0008191,5.2733208,13.1289264,979.4891418,339.2550294,0.0056789,0.0956608
0.4482205,16.9979923,74.6716308,155.7878404,74.7293085,159.1701273,0.128633,-0.0000029,0.128633,-0.0012886,2.935489,32.6385999,42.6,-77.1999984,9.803144,2.6949989,0,-0.0228399,0.0000009,1268.5073011,146.5073011,0.1141238,0.0013526,77.3851621,59.4308008,2.2802084,0.2214404,5298761.2553252,223.025,9.0805827,0.5434664,0.5544596,0.2854773,0.1316145,0.1263747,0.4936662,1.126606,0.00038,0,0,0,0,-0.0012055,0.0080277,7.874,48.6945887,81.0112006,-0.0007608,5.3001601,13.1262451,979.4407609,339.2534045,0.0055566,0.0966788
0.453705,17.4098698,75.5257312,155.6748893,75.5899377,159.087719,0.1452243,-0.0000032,0.1452243,-0.0012509,3.1148994,32.7754661,42.6,-77.1999982,9.8031427,2.6570322,-0,-0.011667,0.0000032,1267.9134238,145.9134238,0.1140399,0.0013525,77.410068,59.4134193,2.285579,0.2240056,5359942.1275293,223.025,9.2901614,0.5436593,0.5543666,0.2854445,0.1316917,0.1265232,0.4862079,1.111074,0.0002368,0,0,0,0,-0.0003074,0.0081207,7.874,48.6945887,80.9771375,-0.0007238,5.3110907,13.1235678,979.3924545,339.2517821,0.0054845,0.0977798
0.4591307,17.8219437,76.3701212,155.5821241,76.4410778,159.0030995,0.1626077,-0.0000035,0.1626077,-0.001216,3.292866,32.8053089,42.6,-77.199998,9.8031415,2.6043403,-0,-0.0005319,0.0000067,1267.325907,145.325907,0.1139568,0.0013525,77.4440733,59.3962078,2.2920835,0.2265398,5420375.7493134,223.025,9.497637,0.5438518,0.554166,0.2854117,0.1317685,0.1266716,0.475865,1.0907863,-0.0002752,0,0,0,0,-0.0000006,0.0082127,7.874,48.6945887,80.9652354,-0.0006829,5.3145105,13.1208894,979.3441252,339.250159,0.0054257,0.0988635
0.4645361,18.2370311,77.2109118,155.5115307,77.2888467,158.9152865,0.1808861,-0.0000037,0.1808861,-0.0011832,3.4700021,32.7144025,42.6,-77.1999978,9.8031402,2.5317112,-0,0.0105649,0.0000075,1266.7405874,144.7405874,0.113874,0.0013524,77.4904985,59.3790449,2.3001592,0.2290634,5480551.978285,223.025,9.70399,0.5440453,0.5538266,0.2853787,0.1318455,0.1268211,0.4616407,1.061214,-0.0000489,0,0,0,0,0.0002411,0.0083043,7.874,48.6945887,80.9750237,-0.0006253,5.3179176,13.1181913,979.2954424,339.2485239,0.0054054,0.0998679
