# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
1.2432973,119.1766549,155.0447461,-43.0485416,155.6790356,43.102051,8.335062,0.0004168,8.335062,0.0028649,14.0388328,2.1470614,42.6,-77.1998982,9.8028386,0.2247044,0,-0.0113426,-0.000071,1204,82,0.1045397,0.0013458,79.2628643,57.442583,2.7711813,0.4613237,10936280.9577122,0,40.016133,0.5698952,0.569984,0.2807786,0.14145,0.1476665,0.038669,0.1072483,-0.0004951,0,0,0,0,-0.0000687,0.01677,7.874,48.6945887,82.4395405,0.0044838,5.8872705,12.4620837,967.4569154,338.8509227,0.0215768,0.1842289
1.2550155,120.990555,154.5414225,-42.8289552,155.1756378,42.8788427,8.4994347,0.0004326,8.4994347,0.0029159,14.015253,2.0677899,42.6,-77.1998962,9.8028283,0.2331412,0.0000001,-0.0000176,-0.0000954,1204,82,0.1045397,0.0013458,79.2548053,57.442583,2.7701578,0.4598628,10899829.4180663,0,39.7398386,0.5696808,0.5697763,0.2808172,0.141372,0.1474916,0.040127,0.1110733,-0.0002565,0,0,0,0,0,0.016716,7.874,48.6945887,82.4166993,0.0029689,5.9180176,12.4502934,967.2441757,338.8437778,0.0117182,0.1854458
1.266913,122.8261903,154.0335642,-42.5346107,154.6674334,42.6083542,8.6660271,0.0004486,8.6660271,0.0029661,13.9884252,2.5057423,42.6,-77.1998941,9.8028227,0.1859472,0.0000001,0.0100224,-0.0000528,1204,82,0.1045397,0.0013458,79.2865118,57.442583,2.7741845,0.4583871,10863015.1467398,0,39.4590102,0.5694648,0.5695257,0.280856,0.1412934,0.1473154,0.0319531,0.0883529,-0.000379,0,0,0,0,0.0000543,0.0166614,7.874,48.6945887,82.4398027,0.0012745,5.9473594,12.4383617,967.0288864,338.8365472,0.0118975,0.1864938
1.2820223,125.1486911,153.3940885,-42.1091113,154.0265145,42.2521873,8.8770613,0.0004686,8.8770613,0.0030244,13.9434847,3.4742021,42.6,-77.1998915,9.8028171,0.0796137,-0,0.0178904,-0.00015,1204,82,0.1045397,0.0013458,79.3603739,57.442583,2.783565,0.4565249,10816570.116013,0,39.1059256,0.5691933,0.5692045,0.2809049,0.1411945,0.147094,0.013633,0.0380301,-0.0002371,0,0,0,0,0.0001745,0.0165924,7.874,48.6945887,82.5201879,-0.0003511,5.9846221,12.4232655,966.7564954,338.8273989,0.0151093,0.1872149
1.3046863,128.6144507,152.4471569,-41.4858268,153.0746154,41.7778956,9.1920289,0.000497,9.1920289,0.003098,13.8456575,4.9314032,42.6,-77.1998877,9.8028099,0.0859189,0.0000001,-0.0159436,-0.0001636,1204,82,0.1045397,0.0013458,79.3520161,57.442583,2.7825036,0.4537472,10747322.1826632,0,38.5879608,0.5687903,0.5688034,0.2809775,0.1410476,0.1467652,0.0147125,0.041465,0.0002069,0,0,0,0,-0.0001403,0.0164898,7.874,48.6945887,82.6734664,-0.0002483,6.0176911,12.4007379,966.3500176,338.8137472,0.022664,0.1879242
1.3338161,133.0377097,151.2485009,-40.8814556,151.8665991,41.2311555,9.5930738,0.0005317,9.5930738,0.0031756,13.6877647,5.3586163,42.6,-77.1998828,9.8027993,0.1447711,-0,-0.0009315,-0.0000699,1204,82,0.1045397,0.0013458,79.3047979,57.442583,2.7765068,0.4501753,10658371.6811437,0,37.9295955,0.5682756,0.5683125,0.2810701,0.14086,0.1463455,0.0248297,0.0686108,-0.000356,0,0,0,0,-0.0000005,0.0163593,7.874,48.6945887,82.7688431,0.0061943,5.9476511,12.3719865,965.83124,338.7963238,0.0291298,0.1886949
1.3513959,135.6903342,150.532682,-40.586523,151.1452096,40.9058663,9.8328633,0.0005539,9.8328633,0.0032275,13.5936024,5.1013771,42.6,-77.1998799,9.8027856,0.1226585,0,0.0088879,-0.000012,1204,82,0.1045397,0.0013458,79.3178121,57.442583,2.7781596,0.448045,10605337.9680082,0,37.5384895,0.567971,0.5679974,0.281125,0.1407492,0.1460968,0.0210191,0.0582377,0.0003392,0,0,0,0,0.0000447,0.0162813,7.874,48.6945887,82.7393007,0.0089916,5.9130462,12.3547448,965.5201372,338.7858753,0.0175798,0.1894293
1.3754681,139.3022587,149.5598174,-40.2515573,150.1660394,40.4817851,10.158681,0.0005875,10.158681,0.0033136,13.4796301,4.3112715,42.6,-77.1998759,9.8027775,0.037728,0,0.0160191,-0.0002864,1204,82,0.1045397,0.0013458,79.3752573,57.442583,2.7854552,0.4452009,10534504.5810629,0,37.0191717,0.5675667,0.5675692,0.2811979,0.1406023,0.1457665,0.0064465,0.017685,0.0002802,0,0,0,0,0.0001471,0.0161756,7.874,48.6945887,82.6202021,0.0089654,5.9873303,12.3312672,965.0965176,338.7716479,0.0240722,0.1901211
1.4115764,144.6764592,148.1143143,-39.8019296,148.7148948,39.9045499,10.6429426,0.0006446,10.6429426,0.0034703,13.3517725,2.8599833,42.6,-77.19987,9.8027664,0.1238548,0.0000002,-0.0091951,-0.0001307,1204,82,0.1045397,0.0013458,79.3074552,57.442583,2.7768443,0.4409433,10428582.4085047,0,36.2538646,0.5669662,0.5669931,0.2813061,0.140384,0.145276,0.0212138,0.0590861,0.0003561,0,0,0,0,-0.0000494,0.0160193,7.874,48.6945887,82.420869,0.0081986,5.9741096,12.2963347,964.4662102,338.7504788,0.0361083,0.1909235
1.432506,147.767729,147.2835578,-39.5292477,147.8831788,39.5867967,10.9218669,0.0006809,10.921867,0.0035721,13.30369,2.1337882,42.6,-77.1998666,9.8027498,0.2032082,0.0000001,0.0034644,-0.0001127,1204,82,0.1045397,0.0013458,79.2472168,57.442583,2.769194,0.4384478,10366598.8135753,0,35.8119202,0.5666167,0.566689,0.2813691,0.1402569,0.1449907,0.0348864,0.0968398,-0.000384,0,0,0,0,0.0000071,0.0159299,7.874,48.6945887,82.3939618,0.0056219,5.8133404,12.2762417,964.1036614,338.7383025,0.0209296,0.1922907
1.4471872,149.9257738,146.7050863,-39.2557716,147.3042615,39.319448,11.1169559,0.0007069,11.1169559,0.0036435,13.2726456,2.2368237,42.6,-77.1998642,9.8027403,0.1870784,0.0000001,0.01428,-0.0000267,1204,82,0.1045397,0.0013458,79.2564823,57.442583,2.7703708,0.4367106,10323465.217661,0,35.5034739,0.5663746,0.5664359,0.2814127,0.1401689,0.1447931,0.0320969,0.0892337,-0.0000907,0,0,0,0,0.0001215,0.0158677,7.874,48.6945887,82.4432444,0.0034733,5.700568,12.2622144,963.8505592,338.729802,0.0146812,0.1933067
1.4638199,152.3604673,146.0556834,-38.8211195,146.6533711,38.9675656,11.3373612,0.0007361,11.3373612,0.00372,13.2268138,3.3751818,42.6,-77.1998615,9.8027337,0.0486957,0.0000001,0.0216287,-0.0002674,1204,82,0.1045397,0.0013458,79.3536023,57.442583,2.782705,0.4348176,10276400.8414401,0,35.166003,0.5661118,0.566116,0.28146,0.1400732,0.1445786,0.008317,0.0226056,0.0004577,0,0,0,0,0.0002813,0.0157977,7.874,48.6945887,82.5565393,0.0012329,5.7356118,12.2463889,963.5650099,338.7202117,0.0166327,0.1942539
1.488769,155.9924108,145.0954511,-38.1941987,145.6872245,38.5306376,11.6660858,0.000778,11.6660859,0.0038208,13.1178296,5.0806718,42.6,-77.1998575,9.8027262,0.1635948,0.0000002,-0.0145155,-0.0001216,1204,82,0.1045397,0.0013458,79.2672049,57.442583,2.7717325,0.4320221,10206901.4720746,0,34.6788283,0.5657258,0.5657726,0.2815295,0.1399326,0.1442636,0.0280376,0.0773888,0.0001599,0,0,0,0,-0.0001283,0.0156935,7.874,48.6945887,82.7375754,-0.0013235,5.8378825,12.2227811,963.1390407,338.7059053,0.0249491,0.1950017
1.506376,158.5412167,144.4264997,-37.8413361,145.012176,38.2580946,11.8962005,0.0008054,11.8962005,0.003879,13.0198834,5.6316143,42.6,-77.1998547,9.802715,0.2369028,0.0000001,-0.001738,-0.000074,1204,82,0.1045397,0.0013458,79.2121687,57.442583,2.7647429,0.4300484,10157873.820116,0,34.3386217,0.5654546,0.5655525,0.2815783,0.1398339,0.1440424,0.0406898,0.1120556,-0.0003202,0,0,0,0,-0.0000019,0.0156205,7.874,48.6945887,82.7932924,-0.0010244,5.8625088,12.206214,962.8401113,338.6958657,0.0176071,0.195869
1.5196463,160.4544734,143.9256028,-37.662659,144.5067239,38.0353325,12.0684866,0.000825,12.0684866,0.0039169,12.9465871,5.3113687,42.6,-77.1998526,9.8027072,0.2037931,0.0000001,0.0084526,-0.0000205,1204,82,0.1045397,0.0013458,79.2339069,57.442583,2.7675037,0.4285465,10120603.9501332,0,34.077288,0.5652491,0.5653216,0.2816153,0.139759,0.1438748,0.0349626,0.0971657,-0.0003808,0,0,0,0,0.0000442,0.0155658,7.874,48.6945887,82.7757318,0.0002604,5.8179451,12.1937779,962.6157193,338.6883294,0.0132703,0.196621
1.5355047,162.7321638,143.3296218,-37.5066092,143.9061537,37.7737057,12.273162,0.0008478,12.273162,0.0039577,12.8685887,4.4840956,42.6,-77.1998501,9.8027013,0.1075006,0.0000001,0.0170116,-0.0000746,1204,82,0.1045397,0.0013458,79.3007614,57.442583,2.7759942,0.4267628,10076354.0427607,0,33.7671371,0.5650059,0.5650261,0.2816591,0.1396704,0.1436764,0.0183843,0.0505867,0.0003253,0,0,0,0,0.0001807,0.0155009,7.874,48.6945887,82.6989021,0.0034408,5.7646904,12.1789729,962.3485842,338.6793576,0.0158583,0.1973536
1.5592922,166.1310212,142.4398349,-37.2572084,143.0118749,37.4229645,12.5781569,0.0008823,12.5781569,0.004019,12.7784902,3.518337,42.6,-77.1998463,9.8026943,0.0106117,-0,-0.017612,-0.0007354,1204,82,0.1045397,0.0013458,79.3674644,57.442583,2.7844655,0.4241648,10011859.1407513,0,33.3214142,0.5646534,0.5646536,0.2817225,0.1395418,0.1433891,0.0018089,0.0047827,0.0001342,0,0,0,0,-0.000196,0.0154045,7.874,48.6945887,82.5362083,0.0102434,5.8296259,12.1568803,961.9499545,338.6659695,0.0237875,0.1980803
1.5949734,171.189831,141.1189811,-36.7514631,141.6857136,36.9039592,13.0319855,0.0009414,13.0319855,0.0041388,12.6599607,3.3514422,42.6,-77.1998408,9.8026838,0.0355873,0.0000001,-0.0147756,-0.0002916,1204,82,0.1045397,0.0013458,79.3446732,57.442583,2.781571,0.4204461,9919427.86746,0,32.6905172,0.5641524,0.5641546,0.2818126,0.139359,0.1429807,0.0060694,0.0165276,0.0001009,0,0,0,0,-0.0001405,0.0152616,7.874,48.6945887,82.3172604,0.0106752,6.2658921,12.1239978,961.3566363,338.6460427,0.0356812,0.1987988
1.6449734,178.20008,139.2971424,-36.0210435,139.8580901,36.1666646,13.6613169,0.0010332,13.6613169,0.0043331,12.5136525,3.2422289,42.6,-77.1998331,9.8026682,0.0425927,-0.0000001,0.0002016,-0.0000703,1204,82,0.1045397,0.0013458,79.332956,57.442583,2.7800829,0.4151249,9787513.7401828,0,31.8009234,0.5634428,0.563446,0.2819402,0.1390999,0.1424027,0.0072632,0.0199157,-0.0004829,0,0,0,0,0,0.0150649,7.874,48.6945887,82.1834721,-0.0016319,6.352872,12.0784308,960.5344456,338.6184291,0.05,0.1996554
1.6784375,182.8414349,138.0985327,-35.5382826,138.6554975,35.6807721,14.0784689,0.0010896,14.0784689,0.0044343,12.4154034,3.1855877,42.6,-77.199828,9.8026467,0.0421569,-0,0.006753,-0.0000674,1204,82,0.1045397,0.0013458,79.3288896,57.442583,2.7795665,0.4115766,9699671.6039671,0,31.2158581,0.5629745,0.5629776,0.2820243,0.1389288,0.1420214,0.007187,0.0196541,-0.0002335,0,0,0,0,0.0000306,0.0149354,7.874,48.6945887,82.2380125,0.0004836,6.2922474,12.0482624,959.9900996,338.600147,0.0334642,0.2003705
1.7284375,189.7022988,136.3429211,-34.7156782,136.8903711,34.952383,14.694803,0.0011726,14.694803,0.0045719,12.2303548,4.0608821,42.6,-77.1998205,9.8026324,0.0903772,-0,0.0004636,-0.000035,1204,82,0.1045397,0.0013458,79.2877438,57.442583,2.774341,0.4064086,9571767.1914696,0,30.3753611,0.5622992,0.5623135,0.2821456,0.1386818,0.1414718,0.015426,0.0425285,0.0003199,0,0,0,0,0.0000001,0.014745,7.874,48.6945887,82.3691005,0.0132415,6.319587,12.003666,959.1854201,338.5731216,0.05,0.2011099
1.7596153,193.9363827,135.2681492,-34.2907955,135.80794,34.5301054,15.0740154,0.0012322,15.0740154,0.0046834,12.0964608,4.0582661,42.6,-77.1998158,9.8026113,0.0975213,0,0.0085502,-0.0002145,1204,82,0.1045397,0.0013458,79.27878,57.442583,2.7732026,0.4032533,9493710.7954306,0,29.8684068,0.5618909,0.5619075,0.2822189,0.1385323,0.1411397,0.0166456,0.0459182,-0.0000808,0,0,0,0,0.0000512,0.0146282,7.874,48.6945887,82.3314891,0.0185334,6.3786507,11.9761452,958.6888476,338.556444,0.0311778,0.2019453
1.7935712,198.5098285,134.1096697,-33.953269,134.64304,34.1019943,15.4825673,0.001309,15.4825674,0.0048442,11.9726649,3.1814366,42.6,-77.1998108,9.8025983,0.0198506,-0.0000002,-0.0119625,-0.0002566,1204,82,0.1045397,0.0013458,79.3308368,57.442583,2.7798138,0.3998374,9409281.7955328,0,29.3242954,0.5614523,0.561453,0.2822976,0.1383716,0.1407831,0.0033791,0.0099864,0.0002529,0,0,0,0,-0.0001019,0.0145025,7.874,48.6945887,82.1792263,0.012449,6.385146,11.9464179,958.1524595,338.5384292,0.0339559,0.2033172
1.8435712,205.1730961,132.4264817,-33.3055079,132.9533694,33.4646135,16.0775289,0.0014283,16.077529,0.00509,11.8247786,3.2593717,42.6,-77.1998036,9.8025842,0.0060466,-0.0000002,-0.0048246,0.0019007,1204,82,0.1045397,0.0013458,79.3351227,57.442583,2.7803581,0.3950012,9289701.1406826,0,28.5644253,0.5608373,0.5608374,0.2824079,0.1381461,0.1402834,0.0010285,0.0029188,-0.000328,0,0,0,0,-0.000017,0.0143205,7.874,48.6945887,82.0075137,-0.0015349,6.6771621,11.9031062,957.3709623,338.5121824,0.05,0.2041133
1.8935712,211.7530022,130.7750413,-32.7035022,131.295201,32.8469607,16.6650435,0.001533,16.6650436,0.0052706,11.6755465,3.0665567,42.6,-77.1997964,9.8025637,0.0247914,0.0000001,-0.0011338,-0.0000806,1204,82,0.1045397,0.0013458,79.3158654,57.442583,2.7779124,0.3901498,9169973.189182,0,27.8143074,0.5602275,0.5602286,0.2825172,0.1379222,0.1397882,0.0042182,0.0114311,-0.0002516,0,0,0,0,-0.000001,0.0141419,7.874,48.6945887,81.9555439,0.0049151,6.7048022,11.8603368,956.5992487,338.4862641,0.05,0.20484
1.9435712,218.2511394,129.156029,-32.0514879,129.6683761,32.2313146,17.2449165,0.0016381,17.2449166,0.0054425,11.5155513,3.3999656,42.6,-77.1997893,9.8025434,0.0357382,0.0000001,0.0020238,-0.0000885,1204,82,0.1045397,0.0013458,79.3024762,57.442583,2.776212,0.3854146,9053181.4060498,0,27.0931145,0.5596392,0.5596415,0.2826225,0.137706,0.1393108,0.0060811,0.0170591,-0.0002733,0,0,0,0,0.0000031,0.0139665,7.874,48.6945887,81.9715247,0.0124994,6.7963473,11.8180987,955.8371239,338.4606678,0.05,0.2055595
1.9935712,224.669066,127.5649652,-31.5750899,128.0709246,31.6680572,17.8169155,0.0017562,17.8169156,0.0056475,11.3728352,2.4247772,42.6,-77.1997823,9.8025234,0.0955019,-0.0000001,0.0073724,-0.0002561,1204,82,0.1045397,0.0013458,79.2537227,57.442583,2.7700203,0.380527,8933012.2738639,0,26.3617843,0.5590392,0.559055,0.2827299,0.1374852,0.1388241,0.0162761,0.0454421,0.0001686,0,0,0,0,0.0000427,0.0137945,7.874,48.6945887,81.9900144,0.0048744,6.3040208,11.7763824,955.0844118,338.4353877,0.05,0.2064716
2.0282798,229.0777311,126.4772059,-31.0560471,126.9791971,31.2335374,18.2101412,0.0018375,18.2101413,0.0057815,11.2797557,3.3250262,42.6,-77.1997775,9.8025037,0.0547473,0,-0.009133,-0.0002785,1204,82,0.1045397,0.0013458,79.2795982,57.442583,2.7733065,0.3773637,8855116.1215558,0,25.8929635,0.5586546,0.5586598,0.2827987,0.1373435,0.1385124,0.0093165,0.0262929,0.0003423,0,0,0,0,-0.0000667,0.0136769,7.874,48.6945887,82.1007246,-0.0017995,6.3979483,11.7477265,954.5693006,338.4180222,0.0347086,0.2072371
2.0782798,235.3630997,124.9425558,-30.4514217,125.4328462,30.6872023,18.7692189,0.0019415,18.769219,0.0059268,11.0795608,3.7967486,42.6,-77.1997707,9.8024901,0.136985,0,0.0135558,-0.0001082,1204,82,0.1045397,0.0013458,79.2153812,57.442583,2.7651509,0.3729665,8747102.3742053,0,25.2516443,0.5581251,0.5581576,0.2828933,0.1371483,0.1380835,0.0233659,0.0641759,0.0001576,0,0,0,0,0.0001505,0.0135099,7.874,48.6945887,82.0973346,0.0050473,6.7576601,11.7068706,953.867049,338.3932636,0.05,0.2079197
2.097874,237.8054295,124.3489482,-30.2163381,124.8343053,30.4809014,18.9854995,0.0019811,18.9854996,0.0059787,10.9974029,4.0072761,42.6,-77.199768,9.8024708,0.1738885,0,0.0216721,-0.0001364,1204,82,0.1045397,0.0013458,79.1869935,57.442583,2.7615457,0.3712732,8705521.0809558,0,25.0075053,0.5579228,0.557975,0.2829295,0.1370736,0.1379197,0.0296923,0.0813277,-0.0003038,0,0,0,0,0.0003881,0.0134452,7.874,48.6945887,81.9762668,0.00961,6.917166,11.6909967,953.5941989,338.383644,0.0195942,0.2086908
2.1232913,240.9562936,123.5815681,-30.1672407,124.0627821,30.2605274,19.263908,0.0020345,19.2639081,0.0060511,10.9164975,2.3742599,42.6,-77.1997646,9.8024633,0.0929518,-0,-0.0237431,-0.0002418,1204,82,0.1045397,0.0013458,79.2426837,57.442583,2.7686183,0.368947,8648580.2448244,0,24.6720835,0.5576463,0.5576612,0.2829789,0.1369715,0.1376958,0.015829,0.0440065,-0.0003609,0,0,0,0,-0.0004717,0.013362,7.874,48.6945887,81.7505499,0.0137909,6.7718846,11.6705161,953.2421675,338.3712327,0.0254173,0.2094632
2.1614173,245.6460491,122.4335903,-29.9116173,122.9145891,29.9428144,19.6789829,0.0021224,19.678983,0.0061795,10.8633421,1.3664842,42.6,-77.1997596,9.8024536,0.2580488,-0.0000002,0.0010458,-0.0000285,1204,82,0.1045397,0.0013458,79.1204639,57.442583,2.7530964,0.3655178,8564661.6800387,0,24.1889752,0.5572416,0.557356,0.2830512,0.136822,0.1373684,0.0441655,0.1212922,0.0001417,0,0,0,0,0.0000009,0.0132387,7.874,48.6945887,81.5638188,0.0124817,6.6084293,11.6400327,952.7182041,338.3527598,0.038126,0.2101189
2.1758085,247.4049193,122.0037704,-29.7627896,122.4849446,29.7947619,19.8352025,0.0021575,19.8352026,0.0062323,10.8462749,1.3799257,42.6,-77.1997577,9.8024391,0.2558796,-0.0000001,0.0096468,-0.0000879,1204,82,0.1045397,0.0013458,79.1206645,57.442583,2.7531219,0.3642727,8534165.9415143,0,24.0131094,0.5570955,0.557208,0.2830772,0.136768,0.1372503,0.043788,0.1208804,-0.0000427,0,0,0,0,0.0000799,0.0131925,7.874,48.6945887,81.5891864,0.009476,6.6374057,11.6286,952.5216925,338.3458316,0.0143912,0.2107952
2.1936813,249.5807276,121.4744261,-29.4687287,121.9549386,29.5443707,20.0287983,0.0022017,20.0287984,0.0062982,10.8153062,2.1127862,42.6,-77.1997553,9.8024337,0.1269536,-0.0000001,0.017881,-0.0001108,1204,82,0.1045397,0.0013458,79.2114414,57.442583,2.7646505,0.3627354,8496522.2199413,0,23.7934628,0.5569158,0.5569436,0.2831093,0.1367015,0.137105,0.0216346,0.0590882,-0.0001408,0,0,0,0,0.0002769,0.0131356,7.874,48.6945887,81.6824004,0.0056061,6.6733922,11.6144572,952.278599,338.3372611,0.0178728,0.2114602
2.2204905,252.8268223,120.6905442,-29.0278328,121.1675929,29.214309,20.3178274,0.0022668,20.3178276,0.0063922,10.7414203,3.2955687,42.6,-77.1997518,9.802427,0.0886503,-0.0000001,-0.0181229,-0.0001545,1204,82,0.1045397,0.0013458,79.2365961,57.442583,2.7678452,0.3604396,8440333.1501121,0,23.4723894,0.5566488,0.5566623,0.2831569,0.1366027,0.1368892,0.0150868,0.0418045,-0.0003366,0,0,0,0,-0.0002881,0.0130507,7.874,48.6945887,81.8723434,0.0005504,6.7086585,11.5933575,951.9159257,338.3244746,0.0268092,0.2120984
2.2607042,257.6569371,119.5347072,-28.5381042,120.0022813,28.8159793,20.746682,0.002357,20.7466821,0.0065092,10.5830671,3.9921513,42.6,-77.1997465,9.802417,0.2254899,-0.0000001,0.0011567,-0.0000496,1204,82,0.1045397,0.0013458,79.1346438,57.442583,2.7548972,0.3570332,8357007.2796586,0,23.0044994,0.5562554,0.5563427,0.283227,0.136457,0.1365714,0.0385341,0.1056607,0.0004015,0,0,0,0,0.0000012,0.0129248,7.874,48.6945887,82.015933,-0.0002362,6.7598588,11.5619613,951.3762716,338.3054486,0.0402138,0.2128155
2.2783031,259.7562098,119.0344073,-28.3593968,119.4974387,28.6488077,20.9322794,0.002394,20.9322796,0.0065527,10.5094115,4.0618709,42.6,-77.1997443,9.8024022,0.2436687,-0.0000002,0.0114567,-0.0000675,1204,82,0.1045397,0.0013458,79.120092,57.442583,2.7530492,0.3555602,8320989.2306704,0,22.8030973,0.5560864,0.5561883,0.2832571,0.1363943,0.136435,0.0416611,0.1145444,0.0004456,0,0,0,0,0.0001183,0.0128702,7.874,48.6945887,81.975118,0.0032122,6.790659,11.5483166,951.1417393,338.2971799,0.0175989,0.213456
2.297902,262.0837122,118.479764,-28.2470755,118.9383845,28.4640081,21.137503,0.0024344,21.1375031,0.0065987,10.4347894,3.5074899,42.6,-77.1997418,9.8023957,0.1474439,-0.0000002,0.0204046,-0.0000849,1204,82,0.1045397,0.0013458,79.1873565,57.442583,2.7615918,0.3539302,8281143.1010832,0,22.5781227,0.5559002,0.5559376,0.2832903,0.1363252,0.1362847,0.0251299,0.0687534,-0.0003652,0,0,0,0,0.0003788,0.0128098,7.874,48.6945887,81.8578954,0.0075765,6.8249594,11.5331878,950.8816982,338.2880118,0.0195989,0.214134
2.3273003,265.5546213,117.6503683,-28.1685369,118.1050805,28.2460748,21.4429761,0.0024962,21.4429762,0.0066698,10.3537858,2.0914746,42.6,-77.199738,9.8023886,0.1088501,-0.0000001,-0.0205198,-0.0001086,1204,82,0.1045397,0.0013458,79.2125468,57.442583,2.7647909,0.3514396,8220350.6868934,0,22.2403538,0.5556172,0.5556376,0.2833407,0.1362202,0.1360563,0.0185267,0.0512724,-0.000295,0,0,0,0,-0.0003886,0.01272,7.874,48.6945887,81.6192806,0.0125334,6.7211931,11.5106269,950.4939091,338.2743399,0.0293983,0.214814
2.3670626,270.2104227,116.5334026,-27.9033018,116.9876131,27.9383827,21.8534938,0.0025861,21.8534939,0.0067802,10.2989172,1.3996341,42.6,-77.199733,9.8023779,0.2340768,-0.0000003,0.000287,-0.0000004,1204,82,0.1045397,0.0013458,79.1192104,57.442583,2.7529372,0.3481296,8139580.9986303,0,21.7996295,0.5552439,0.5553378,0.2834071,0.1360815,0.1357552,0.0399921,0.1105109,-0.000427,0,0,0,0,0.0000001,0.0126,7.874,48.6945887,81.4524314,0.0140234,6.6319993,11.4803642,949.9737387,338.2560007,0.0397623,0.2154939
2.3849933,272.295469,116.0341758,-27.7332915,116.4883167,27.7709115,22.0379639,0.0026296,22.0379641,0.0068367,10.2760877,1.4450148,42.6,-77.1997308,9.8023636,0.2242645,-0.0000001,0.0097299,0.0000055,1204,82,0.1045397,0.0013458,79.1247274,57.442583,2.7536378,0.3466678,8103910.9037374,0,21.6049497,0.5550801,0.5551663,0.2834363,0.1360206,0.1356232,0.0383006,0.1058147,0.0002744,0,0,0,0,0.0000898,0.0125463,7.874,48.6945887,81.4851165,0.0126855,6.6321452,11.4668114,949.7407857,338.2477877,0.0179307,0.2161663
2.4076909,274.9220501,115.4082754,-27.4053401,115.8612455,27.4986695,22.270777,0.0026865,22.2707772,0.0069116,10.2351447,2.2636602,42.6,-77.1997279,9.8023571,0.063325,-0.0000002,0.0173065,-0.0000277,1204,82,0.1045397,0.0013458,79.2386386,57.442583,2.7681046,0.3448486,8059511.6525295,0,21.3612884,0.5548771,0.5548841,0.2834724,0.1359451,0.1354597,0.0107585,0.0298781,-0.0003925,0,0,0,0,0.0002871,0.0124789,7.874,48.6945887,81.6030954,0.0096358,6.6757255,11.4497386,949.4473291,338.2374416,0.0226976,0.2169097
2.4417373,278.8355111,114.4842566,-26.9150131,114.9315711,27.1606069,22.6175926,0.0027729,22.6175927,0.0070243,10.1302037,3.6442609,42.6,-77.1997237,9.8023491,0.2131289,-0.0000002,-0.0091219,0.0000042,1204,82,0.1045397,0.0013458,79.128149,57.442583,2.7540724,0.3421992,7994826.3694854,0,21.0161549,0.5545833,0.5546611,0.2835246,0.1358357,0.135223,0.0363769,0.1005412,-0.000217,0,0,0,0,-0.000081,0.0123786,7.874,48.6945887,81.7938092,0.0060862,6.8681082,11.4243008,949.0100915,338.2220263,0.0340464,0.2175939
2.4634633,281.3164619,113.902264,-26.718917,114.3444038,26.9712407,22.8367597,0.0028274,22.8367598,0.0070938,10.0457425,3.680666,42.6,-77.199721,9.802337,0.2303201,-0.0000002,0.0021965,-0.0000159,1204,82,0.1045397,0.0013458,79.1140693,57.442583,2.7522843,0.3404378,7951929.6849307,0,20.7874692,0.5543892,0.5544799,0.2835591,0.1357633,0.1350667,0.0393287,0.1081511,-0.000369,0,0,0,0,0.0000047,0.0123151,7.874,48.6945887,81.8254563,0.0060508,6.7933349,11.4081749,948.7329108,338.212254,0.021726,0.2186925
2.48588,283.863074,113.3044768,-26.622692,113.7423732,26.783409,23.0610834,0.0028831,23.0610836,0.0071632,9.9711086,2.9297217,42.6,-77.1997183,9.8023294,0.091982,-0.0000002,0.0094685,0.0000286,1204,82,0.1045397,0.0013458,79.2116122,57.442583,2.7646722,0.3385802,7906757.3747465,0,20.5446632,0.5541854,0.5542,0.2835953,0.1356874,0.1349028,0.015636,0.0434355,0.0001651,0,0,0,0,0.0000892,0.0122501,7.874,48.6945887,81.772837,0.0067015,6.5910965,11.391622,948.4483901,338.2022229,0.0224167,0.2194637
