timestamp__ms,temp__C,pressure__kpa,accel_x__m_s2,accel_y__m_s2,accel_z__m_s2,gyro_x__dps,gyro_y__dps,gyro_z__dps,e_alt__m,e_vel__m_s,e_acc__m_s2,e_bias,innovation0,innovation1,r1c1,r1c2,r1c3,r2c1,r2c2,r2c3,r3c1,r3c2,r3c3,effort
549966, 3.430000066757202, 99.947998046875, 5.19720983505249, 8.432306289672852, -0.12921200692653656, -0.007329999934881926, 0.0, 0.0, -0.00034981220960617065, -0.4642312526702881, -0.955659031867981, 10.593181610107422, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
549976, 3.430000066757202, 99.94499969482422, 5.206780910491943, 8.422735214233398, -0.13399800658226013, -0.0048859999515116215, 0.0, 0.0, 0.07679376006126404, -0.009451329708099365, -0.2037498950958252, 9.841272354125977, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
549986, 3.430000066757202, 99.9469985961914, 5.192424774169922, 8.437091827392578, -0.1435689926147461, -0.0048859999515116215, 0.0024429999757558107, 0.0, 0.12438519299030304, 0.25914618372917175, 0.23449555039405823, 9.403027534484863, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
549996, 3.430000066757202, 99.94200134277344, 5.1828532218933105, 8.437091827392578, -0.15792599320411682, -0.0048859999515116215, 0.0024429999757558107, 0.0, 0.21325278282165527, 0.750968337059021, 1.0205668210983276, 8.610189437866211, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
550006, 3.440000057220459, 99.947998046875, 5.187639236450195, 8.437091827392578, -0.15313999354839325, -0.0048859999515116215, 0.0, 0.0, 0.16055697202682495, 0.41926953196525574, 0.4701877236366272, 9.16395092010498, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
550016, 3.430000066757202, 99.94499969482422, 5.192424774169922, 8.437091827392578, -0.13878299295902252, -0.007329999934881926, 0.0, 0.0, 0.24468544125556946, 0.8774056434631348, 1.2077178955078125, 8.429805755615234, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
550026, 3.430000066757202, 99.94300079345703, 5.192424774169922, 8.437091827392578, -0.12442599982023239, -0.0048859999515116215, 0.0024429999757558107, 0.0, 0.2341662347316742, 0.7796674370765686, 1.0298917293548584, 8.60763168334961, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
550036, 3.440000057220459, 99.9530029296875, 5.19720983505249, 8.441878318786621, -0.11964099854230881, -0.0048859999515116215, 0.0, 0.0, -0.0019982457160949707, -0.5945981740951538, -1.2056117057800293, 10.849902153015137, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
550046, 3.430000066757202, 99.9520034790039, 5.187639236450195, 8.441878318786621, -0.12442599982023239, -0.0024429999757558107, 0.0024429999757558107, 0.0, -0.05421090126037598, -0.8688362836837769, -1.6367177963256836, 11.274240493774414, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
550056, 3.430000066757202, 99.94499969482422, 5.192424774169922, 8.446662902832031, -0.13878299295902252, -0.0024429999757558107, 0.0024429999757558107, 0.0, -0.050449855625629425, -0.8140993118286133, -1.5150268077850342, 11.159318923950195, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
