,timestamp,humidity,temperature,grim_voltage,grim_current,load_cell_voltage,load_cell_current,bat_voltage,bat_current
293,13748154,61.21875,22.760000228881836,3265.0,20.0,5003.75,63.75,7981.25,421.25
294,13749154,60.912109375,22.780000686645508,3263.75,21.25,5003.75,63.75,7972.5,401.25
295,13750154,61.1455078125,22.799999237060547,3265.0,28.75,5003.75,82.5,7950.0,531.25
296,13751154,60.4384765625,22.829999923706055,3266.25,20.0,5003.75,62.5,7981.25,476.25
297,13752154,61.2802734375,22.860000610351562,3263.75,21.25,5002.5,62.5,7976.25,465.0
298,13753154,60.84765625,22.889999389648438,3256.25,20.0,5003.75,63.75,7971.25,413.75
299,13754154,61.228515625,22.90999984741211,3265.0,23.75,5005.0,82.5,7967.5,416.25
300,13755154,60.556640625,22.940000534057617,3265.0,25.0,5003.75,83.75,7970.0,426.25
301,13756154,60.306640625,22.950000762939453,3266.25,18.75,5003.75,63.75,7953.75,437.5
302,13757154,60.7353515625,22.989999771118164,3267.5,20.0,5003.75,62.5,7955.0,446.25
303,13758154,60.212890625,23.020000457763672,3265.0,18.75,5002.5,63.75,7976.25,500.0
304,13759154,60.1142578125,23.049999237060547,3265.0,22.5,5003.75,63.75,7980.0,472.5
305,13760154,59.5693359375,23.079999923706055,3263.75,23.75,5003.75,81.25,7972.5,418.75
306,13761154,60.4287109375,23.100000381469727,3265.0,18.75,5003.75,62.5,7973.75,430.0
307,13762154,59.8740234375,23.139999389648438,3263.75,33.75,5003.75,63.75,7967.5,448.75
308,13763154,59.8212890625,23.18000030517578,3267.5,21.25,5002.5,62.5,7946.25,438.75
309,13764154,59.654296875,23.209999084472656,3261.25,22.5,5003.75,62.5,7956.25,496.25
310,13765154,60.0361328125,23.239999771118164,3257.5,18.75,5003.75,62.5,7976.25,507.5
311,13766154,60.2109375,23.260000228881836,3266.25,20.0,5002.5,65.0,7970.0,435.0
312,13767154,60.1474609375,23.309999465942383,3265.0,18.75,5003.75,83.75,7975.0,446.25
313,13768154,59.544921875,23.34000015258789,3262.5,27.5,5002.5,63.75,7955.0,467.5
314,13769154,59.92578125,23.360000610351562,3266.25,18.75,5003.75,63.75,7955.0,423.75
315,13770154,59.244140625,23.399999618530273,3265.0,23.75,5005.0,62.5,7955.0,433.75
316,13771154,59.853515625,23.40999984741211,3263.75,21.25,5005.0,81.25,7952.5,572.5
317,13772154,58.8486328125,23.450000762939453,3265.0,20.0,5003.75,82.5,7972.5,488.75
318,13773154,59.6083984375,23.469999313354492,3266.25,18.75,5003.75,62.5,7956.25,458.75
319,13774154,58.8671875,23.5,3266.25,33.75,5003.75,62.5,7978.75,442.5
320,13775154,59.376953125,23.540000915527344,3266.25,21.25,5002.5,63.75,7958.75,477.5
321,13776154,59.3447265625,23.559999465942383,3265.0,23.75,5005.0,82.5,7935.0,480.0
322,13777154,58.6181640625,23.610000610351562,3263.75,22.5,5003.75,82.5,7953.75,470.0
323,13778154,58.8740234375,23.639999389648438,3257.5,36.25,5003.75,62.5,7976.25,422.5
324,13779154,59.359375,23.670000076293945,3262.5,22.5,5002.5,63.75,7970.0,415.0
325,13780154,59.146484375,23.700000762939453,3265.0,21.25,5002.5,63.75,7981.25,427.5
326,13781154,59.134765625,23.709999084472656,3265.0,26.25,5002.5,82.5,7953.75,421.25
327,13782154,58.578125,23.75,3266.25,21.25,5003.75,62.5,7950.0,420.0
328,13783154,57.9853515625,23.780000686645508,3265.0,27.5,5002.5,62.5,7972.5,486.25
329,13784154,57.86328125,23.809999465942383,3265.0,22.5,5002.5,62.5,7976.25,472.5
330,13785154,58.1416015625,23.84000015258789,3266.25,23.75,5002.5,63.75,7971.25,405.0
331,13786154,58.349609375,23.850000381469727,3265.0,20.0,5005.0,62.5,7972.5,426.25
332,13787154,58.0458984375,23.899999618530273,3266.25,30.0,5005.0,65.0,7947.5,447.5
333,13788154,58.302734375,23.920000076293945,3265.0,22.5,5003.75,82.5,7948.75,470.0
334,13789154,58.23828125,23.950000762939453,3266.25,20.0,5003.75,61.25,7980.0,457.5
335,13790154,58.150390625,23.979999542236328,3266.25,20.0,5003.75,63.75,7971.25,435.0
336,13791154,58.322265625,23.989999771118164,3258.75,33.75,5003.75,61.25,7976.25,423.75
337,13792154,58.078125,24.049999237060547,3266.25,17.5,5002.5,62.5,7958.75,413.75
338,13793154,57.6220703125,24.06999969482422,3263.75,20.0,5003.75,82.5,7960.0,481.25
339,13794154,57.830078125,24.09000015258789,3265.0,22.5,5003.75,81.25,7968.75,478.75
340,13795154,57.548828125,24.1299991607666,3265.0,18.75,5002.5,63.75,7971.25,425.0
341,13796154,57.3076171875,24.139999389648438,3257.5,35.0,5002.5,63.75,7971.25,428.75
342,13797154,57.095703125,24.190000534057617,3261.25,23.75,5002.5,63.75,7953.75,437.5
343,13798154,56.9970703125,24.229999542236328,3265.0,21.25,5003.75,82.5,7963.75,478.75
344,13799154,57.298828125,24.25,3266.25,20.0,5003.75,63.75,7980.0,475.0
345,13800154,56.8330078125,24.280000686645508,3266.25,20.0,5002.5,65.0,7952.5,453.75
346,13801154,56.9130859375,24.290000915527344,3263.75,28.75,5003.75,65.0,7981.25,416.25
347,13802154,56.8154296875,24.34000015258789,3262.5,27.5,5003.75,62.5,7960.0,418.75
348,13803154,56.8681640625,24.3799991607666,3265.0,20.0,5002.5,63.75,7986.25,475.0
349,13804154,56.67578125,24.40999984741211,3265.0,21.25,5002.5,63.75,7976.25,467.5
350,13805154,56.771484375,24.450000762939453,3262.5,45.0,5003.75,83.75,7955.0,428.75
351,13806154,56.32421875,24.450000762939453,3265.0,21.25,5003.75,63.75,7961.25,482.5
352,13807154,56.5595703125,24.5,3265.0,27.5,5002.5,63.75,7956.25,422.5
353,13808154,56.4365234375,24.520000457763672,3265.0,26.25,5003.75,63.75,7978.75,472.5
354,13809154,56.75,24.540000915527344,3266.25,20.0,5002.5,65.0,7975.0,442.5
355,13810154,56.7197265625,24.579999923706055,3266.25,21.25,5002.5,83.75,7973.75,446.25
356,13811154,56.052734375,24.579999923706055,3265.0,23.75,5005.0,62.5,7971.25,428.75
357,13812154,55.5986328125,24.6299991607666,3258.75,21.25,5005.0,62.5,7951.25,476.25
358,13813154,56.3505859375,24.65999984741211,3263.75,21.25,5003.75,63.75,7976.25,443.75
359,13814154,56.3779296875,24.690000534057617,3257.5,35.0,5003.75,63.75,7981.25,413.75
360,13815154,55.9658203125,24.709999084472656,3263.75,23.75,5005.0,83.75,7966.25,442.5
361,13816154,55.9208984375,24.729999542236328,3263.75,22.5,5003.75,63.75,7950.0,441.25
362,13817154,55.478515625,24.780000686645508,3265.0,20.0,5003.75,63.75,7966.25,477.5
363,13818154,55.8388671875,24.809999465942383,3266.25,22.5,5003.75,63.75,7970.0,442.5
364,13819154,55.7734375,24.829999923706055,3267.5,17.5,5003.75,63.75,7961.25,481.25
365,13820154,55.1318359375,24.860000610351562,3267.5,25.0,5003.75,63.75,7961.25,475.0
366,13821154,55.12109375,24.8700008392334,3263.75,21.25,5003.75,63.75,7957.5,426.25
367,13822154,54.7353515625,24.920000076293945,3265.0,22.5,5003.75,82.5,7973.75,487.5
368,13823154,55.015625,24.950000762939453,3263.75,22.5,5003.75,63.75,7973.75,410.0
369,13824154,54.4326171875,24.979999542236328,3266.25,21.25,5002.5,62.5,7971.25,450.0
370,13825154,54.9765625,25.010000228881836,3267.5,21.25,5003.75,63.75,7946.25,437.5
371,13826154,54.931640625,25.020000457763672,3266.25,26.25,5003.75,82.5,7946.25,495.0
372,13827154,55.029296875,25.06999969482422,3258.75,33.75,5005.0,81.25,7967.5,438.75
373,13828154,54.7783203125,25.079999923706055,3265.0,20.0,5003.75,65.0,7971.25,418.75
374,13829154,54.8408203125,25.110000610351562,3266.25,21.25,5002.5,63.75,7968.75,448.75
375,13830154,54.935546875,25.139999389648438,3267.5,20.0,5003.75,63.75,7952.5,425.0
376,13831154,54.359375,25.139999389648438,3265.0,21.25,5005.0,63.75,7943.75,443.75
377,13832154,54.7685546875,25.190000534057617,3261.25,26.25,5005.0,82.5,7972.5,493.75
378,13833154,54.7822265625,25.209999084472656,3265.0,21.25,5003.75,63.75,7972.5,422.5
379,13834154,54.037109375,25.239999771118164,3265.0,21.25,5003.75,65.0,7978.75,426.25
380,13835154,54.2021484375,25.270000457763672,3260.0,21.25,5003.75,65.0,7958.75,481.25
381,13836154,54.353515625,25.280000686645508,3265.0,21.25,5003.75,63.75,7933.75,501.25
382,13837154,54.1865234375,25.329999923706055,3262.5,25.0,5005.0,62.5,7980.0,497.5
383,13838154,54.3505859375,25.350000381469727,3253.75,20.0,5003.75,63.75,7981.25,431.25
384,13839154,53.7080078125,25.3799991607666,3265.0,21.25,5005.0,81.25,7970.0,422.5
385,13840154,53.099609375,25.399999618530273,3257.5,33.75,5003.75,62.5,7943.75,431.25
386,13841154,53.689453125,25.40999984741211,3260.0,25.0,5002.5,63.75,7960.0,536.25
387,13842154,53.705078125,25.450000762939453,3265.0,21.25,5002.5,62.5,7977.5,417.5
388,13843154,53.6162109375,25.479999542236328,3265.0,22.5,5003.75,82.5,7975.0,415.0
389,13844154,53.515625,25.510000228881836,3265.0,22.5,5003.75,83.75,7947.5,410.0
390,13845154,53.3330078125,25.530000686645508,3266.25,20.0,5003.75,62.5,7946.25,445.0
391,13846154,53.5517578125,25.520000457763672,3265.0,21.25,5003.75,65.0,7976.25,545.0
392,13847154,53.626953125,25.56999969482422,3265.0,21.25,5002.5,63.75,7972.5,433.75
393,13848154,53.2236328125,25.579999923706055,3265.0,21.25,5003.75,83.75,7963.75,433.75
394,13849154,53.3076171875,25.610000610351562,3266.25,21.25,5003.75,83.75,7942.5,498.75
395,13850154,53.26171875,25.610000610351562,3265.0,21.25,5003.75,62.5,7972.5,438.75
396,13851154,53.68359375,25.65999984741211,3265.0,21.25,5002.5,63.75,7973.75,436.25
397,13852154,53.0517578125,25.690000534057617,3266.25,20.0,5002.5,62.5,7936.25,458.75
398,13853154,53.08984375,25.719999313354492,3257.5,32.5,5003.75,81.25,7937.5,447.5
399,13854154,52.8173828125,25.75,3262.5,27.5,5005.0,62.5,7956.25,475.0
