,timestamp,humidity,temperature,grim_voltage,grim_current,load_cell_voltage,load_cell_current,bat_voltage,bat_current
261,13716154,62.9169921875,21.75,3257.5,36.25,5003.75,83.75,7978.75,437.5
262,13717154,62.3896484375,21.809999465942383,3265.0,20.0,5003.75,86.25,7967.5,435.0
263,13718154,62.1875,21.829999923706055,3261.25,23.75,5003.75,63.75,7987.5,496.25
264,13719154,62.546875,21.8700008392334,3261.25,25.0,5003.75,63.75,7987.5,428.75
265,13720154,62.2275390625,21.8700008392334,3266.25,20.0,5003.75,62.5,7963.75,443.75
266,13721154,62.345703125,21.899999618530273,3265.0,21.25,5002.5,85.0,7965.0,413.75
267,13722154,62.1904296875,21.93000030517578,3263.75,22.5,5003.75,83.75,7986.25,490.0
268,13723154,62.3876953125,21.950000762939453,3263.75,18.75,5002.5,65.0,7988.75,478.75
269,13724154,62.2431640625,21.969999313354492,3265.0,21.25,5003.75,66.25,7985.0,452.5
270,13725154,61.81640625,22.030000686645508,3261.25,23.75,5003.75,65.0,7966.25,508.75
271,13726154,62.76953125,22.06999969482422,3266.25,21.25,5003.75,83.75,7986.25,416.25
272,13727154,62.8173828125,22.079999923706055,3265.0,20.0,5003.75,66.25,7970.0,421.25
273,13728154,61.974609375,22.100000381469727,3265.0,18.75,5003.75,65.0,7972.5,501.25
274,13729154,62.224609375,22.18000030517578,3258.75,33.75,5003.75,65.0,7983.75,477.5
275,13730154,61.9892578125,22.200000762939453,3265.0,21.25,5002.5,65.0,7988.75,401.25
276,13731154,62.177734375,22.25,3262.5,23.75,5003.75,63.75,7983.75,415.0
277,13732154,62.380859375,22.309999465942383,3266.25,21.25,5003.75,63.75,7976.25,431.25
278,13733154,61.74609375,22.350000381469727,3258.75,18.75,5003.75,82.5,7971.25,431.25
279,13734154,61.6025390625,22.389999389648438,3266.25,21.25,5003.75,62.5,7962.5,418.75
280,13735154,62.0517578125,22.420000076293945,3261.25,22.5,5003.75,63.75,7928.75,488.75
281,13736154,61.2783203125,22.43000030517578,3265.0,20.0,5002.5,63.75,7981.25,486.25
282,13737154,61.7392578125,22.459999084472656,3265.0,22.5,5005.0,82.5,7972.5,480.0
283,13738154,61.6044921875,22.479999542236328,3266.25,18.75,5002.5,81.25,7968.75,431.25
284,13739154,61.265625,22.510000228881836,3266.25,20.0,5003.75,63.75,7981.25,422.5
285,13740154,61.3603515625,22.530000686645508,3266.25,41.25,5003.75,62.5,7963.75,470.0
286,13741154,61.763671875,22.559999465942383,3266.25,21.25,5005.0,62.5,7962.5,417.5
287,13742154,61.0234375,22.579999923706055,3257.5,33.75,5003.75,81.25,7956.25,448.75
288,13743154,61.2568359375,22.610000610351562,3266.25,20.0,5003.75,83.75,7981.25,486.25
289,13744154,61.111328125,22.649999618530273,3266.25,20.0,5003.75,62.5,7981.25,481.25
290,13745154,61.0576171875,22.670000076293945,3263.75,21.25,5002.5,63.75,7980.0,433.75
291,13746154,61.1865234375,22.690000534057617,3265.0,22.5,5002.5,63.75,7985.0,425.0
292,13747154,61.29296875,22.719999313354492,3265.0,20.0,5002.5,63.75,7963.75,451.25
