magic,timestamp_of_boost_detect__ms,pre_boost_pressure__kpa,bias_x__dps,bias_y__dps,bias_z__dps,bootcount,lockout__ms,num_flight_packets,num_preboost_packets,num_gyro_bias_packets,md5,up_axis_q1, up_axis_q2,up_axis_q3,up_axis_q4,atmo0,atmo1,atmo2,atmo3,atmo4,atmo5
2435220000, 1794445, 99.96399688720703, 0.0056690555065870285, 0.011496338993310928, -0.0003657734487205744, 473, 1169, 13594, 50, 200, 6baf895173a5168bc90ba43be6095d32, 0.27059799432754517, -0.27059799432754517, -0.6532809734344482, -0.6532819867134094, 24319.064453125, -0.8784645795822144, 1.832222187658772e-05, -2.3246504721186056e-10, 1.5412358457146257e-15, -4.1160555748252674e-21
