magic,timestamp_of_boost_detect__ms,pre_boost_pressure__kpa,bias_x__dps,bias_y__dps,bias_z__dps,bootcount,lockout__ms,num_flight_packets,num_preboost_packets,num_gyro_bias_packets,md5,up_axis_q1,up_axis_q2,up_axis_q3,up_axis_q4,atmo0,atmo1,atmo2,atmo3,atmo4,atmo5
2435220000, 1415906, 99.90799713134766, -0.004202290903776884, 0.0010257745161652565, 0.000659244367852807, 479, 1169, 13605, 50, 200, d7a6191cf75475b5c2e2b4917b5af5f1, 0.27059799432754517, -0.27059799432754517, -0.6532809734344482, -0.6532819867134094, 24319.064453125, -0.8784645795822144, 1.832222187658772e-05, -2.3246504721186056e-10, 1.5412358457146257e-15, -4.1160555748252674e-21
