timestamp__ms,temp__C,pressure__kpa,accel_x__m_s2,accel_y__m_s2,accel_z__m_s2,gyro_x__dps,gyro_y__dps,gyro_z__dps,e_alt__m,e_vel__m_s,e_acc__m_s2,e_bias,innovation0,innovation1,r1c1,r1c2,r1c3,r2c1,r2c2,r2c3,r3c1,r3c2,r3c3,effort
1507511, 6.170000076293945, 100.00399780273438, 6.766901969909668, 7.1880388259887695, 0.3637090027332306, -0.0024429999757558107, -0.0024429999757558107, -0.007329999934881926, -0.011331379413604736, -0.6257085800170898, -0.5880473852157593, 10.455658912658691, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
1507521, 6.159999847412109, 100.00199890136719, 6.790830135345459, 7.1880388259887695, 0.26799601316452026, 0.0048859999515116215, 0.0024429999757558107, -0.00977300014346838, 0.09776972234249115, -0.23931172490119934, -0.2905025780200958, 10.175020217895508, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
1507531, 6.179999828338623, 100.00399780273438, 6.652046203613281, 7.350750923156738, 0.11964099854230881, 0.0024429999757558107, 0.012217000126838684, -0.00977300014346838, 0.1629638373851776, -0.012394294142723083, -0.10938499867916107, 10.010821342468262, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
1507541, 6.170000076293945, 100.00299835205078, 6.685545921325684, 7.302894115447998, 0.26799601316452026, 0.0024429999757558107, 0.012217000126838684, -0.007329999934881926, 0.3515335023403168, 0.6280218362808228, 0.3406389355659485, 9.550702095031738, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
1507551, 6.179999828338623, 99.99500274658203, 6.661618232727051, 7.283751010894775, 0.37806499004364014, -0.007329999934881926, 0.0024429999757558107, -0.007329999934881926, 0.6682552099227905, 1.6867610216140747, 1.0675878524780273, 8.793339729309082, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
1507561, 6.170000076293945, 100.0, 6.637689113616943, 7.298108100891113, 0.31585198640823364, 0.0, 0.007329999934881926, -0.007329999934881926, 0.444843590259552, 0.8803906440734863, 0.4753625988960266, 9.378747940063477, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
1507571, 6.170000076293945, 100.0009994506836, 6.647261142730713, 7.298108100891113, 0.4594210088253021, 0.0024429999757558107, 0.019547000527381897, -0.007329999934881926, 0.2093721479177475, 0.05461376905441284, -0.11339259147644043, 9.974244117736816, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
1507581, 6.170000076293945, 99.9990005493164, 6.618546962738037, 7.3459649085998535, 0.7226319909095764, 0.00977300014346838, 0.019547000527381897, -0.0048859999515116215, -0.03101024031639099, -0.7655724287033081, -0.6873504519462585, 10.561724662780762, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
1507591, 6.179999828338623, 100.00499725341797, 6.5659050941467285, 7.403392791748047, 0.5742769837379456, 0.0024429999757558107, 0.0048859999515116215, -0.0048859999515116215, -0.021115735173225403, -0.7126644253730774, -0.6412038207054138, 10.51898193359375, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
1507601, 6.170000076293945, 100.0, 6.541975975036621, 7.427320957183838, 0.11006899923086166, -0.017103999853134155, -0.00977300014346838, 0.0048859999515116215, 0.13011595606803894, -0.18060511350631714, -0.2552460730075836, 10.133030891418457, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
1507611, 6.170000076293945, 100.00299835205078, 6.666402816772461, 7.317251205444336, 0.3206380009651184, -0.019547000527381897, -0.007329999934881926, 0.007329999934881926, -0.10039021074771881, -0.9606136083602905, -0.8026756048202515, 10.690590858459473, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0
