TRACKER,DATE,TIME,GS Lat,GS Lon,GS Alt asl,TRACKER Lat,TRACKER Lon,TRACKER Alt asl,FIX,HORZV,VERTV,HEAD,FLAGS,#TOT,>40,>32,>24,RSSI Down,RSSI Up,Horizontal range (ft),Alt AGL (ft),Total range (ft),LoRa Max Range (kft),LoRa Success Rate,BATT,GS_batt_v,Down Sent,Down Rcvd,Found Sent,Up Sent,Up Rccvd,Found rocket ID,Found rocket lat,Found rocket lon,Found rocket altitude,Found rocket fix,Found rocket batt_v,Found RSSI,GS_ASL_offset
<T144RITpl>,2025-06-11,12:55:34.179,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-93,-50,0.00,0,2962.666,0.000,100%,0.000,3.836,0,1,0,2,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:35.167,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-92,-50,0.00,0,2962.666,0.000,100%,0.000,3.837,1,2,0,3,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:36.127,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-89,-50,0.00,0,2962.666,0.000,100%,0.000,3.837,2,3,5193,4,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:37.149,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-89,-50,0.00,0,2962.666,0.000,100%,4.106,3.840,3,4,5193,5,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:38.138,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-88,-50,0.00,0,2962.666,0.000,100%,4.106,3.840,4,5,5193,6,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:42.158,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-92,-50,0.00,0,2962.666,0.000,100%,4.105,3.840,8,6,5193,7,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:43.148,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-91,-50,0.00,0,2962.666,0.000,100%,4.106,3.825,9,7,5961,8,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:44.168,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-93,-50,0.00,0,2962.666,0.000,100%,4.106,3.838,10,8,5961,9,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:45.127,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-92,-50,0.00,0,2962.666,0.000,100%,4.106,3.839,11,9,5961,10,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:46.180,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-92,-50,0.00,0,2962.666,0.000,100%,4.106,3.839,12,10,5961,11,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:47.170,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-92,-50,0.00,0,2962.666,0.000,100%,4.106,3.838,13,11,5961,12,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:48.130,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-93,-50,0.00,0,2962.666,0.000,100%,4.106,3.838,14,12,5961,13,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:49.149,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-93,-50,0.00,0,2962.666,0.000,100%,4.106,3.837,15,13,5961,14,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:50.139,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-93,-50,0.00,0,2962.666,0.000,100%,4.106,3.837,16,14,5961,15,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:51.127,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-92,-50,0.00,0,2962.666,0.000,100%,4.105,3.837,17,15,5930,16,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:52.149,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-91,-97,0.00,0,2962.666,0.000,100%,4.105,3.838,18,16,5930,17,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:53.141,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-93,-97,0.00,0,2962.666,0.000,100%,4.105,3.839,19,17,5930,18,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:54.130,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-94,-97,0.00,0,2962.666,0.000,100%,4.105,3.837,20,18,5930,19,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:55.207,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-93,-97,0.00,0,2962.666,0.000,100%,4.106,3.833,21,19,13385,20,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:56.138,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-94,-97,0.00,0,2962.666,0.000,52%,4.106,3.837,22,20,13385,21,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:57.129,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-94,-97,0.00,0,2962.666,0.000,50%,4.105,3.839,23,21,13385,22,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:58.180,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-91,-97,0.00,0,2962.666,0.000,50%,4.105,3.837,24,22,13385,23,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:55:59.196,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-93,-97,0.00,0,2962.666,0.000,50%,4.104,3.839,25,23,13385,24,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:00.186,31.03761,-103.53695,2962.7,0.00000,0.00000,0.0,0,0,0,0,0x00,0,0,0,0,-94,-97,0.00,0,2962.666,0.000,50%,4.104,3.837,26,24,13385,25,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:01.148,31.03761,-103.53695,2962.7,31.04430,-103.53506,2965.6,3,0,0,-148,0x01,9,4,5,0,-93,-97,2514.44,2.944,2514.440,178.009,50%,4.104,3.830,27,25,13385,26,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:02.140,31.03761,-103.53695,2962.7,31.04430,-103.53506,2965.2,3,0,0,-54,0x01,9,4,5,0,-93,-97,2514.43,2.524,2514.432,178.008,50%,4.104,3.837,28,26,13385,27,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:03.248,31.03761,-103.53695,2962.7,31.04430,-103.53506,2959.3,3,0,0,35,0x01,9,4,5,0,-93,-97,2514.53,-3.348,2514.528,178.015,50%,4.105,3.837,29,27,13385,28,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:04.147,31.03761,-103.53695,2962.7,31.04430,-103.53506,2956.9,3,0,0,110,0x01,9,4,5,0,-93,-97,2514.54,-5.802,2514.547,178.016,50%,4.105,3.837,30,28,13385,29,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:05.168,31.03761,-103.53695,2962.7,31.04430,-103.53506,2956.1,3,0,0,0,0x01,10,4,5,1,-93,-97,2514.53,-6.586,2514.535,178.015,50%,4.105,3.839,31,29,13385,30,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:06.818,31.03761,-103.53695,2962.7,31.04430,-103.53506,2955.0,3,0,0,163,0x01,13,6,7,0,-93,-97,2514.53,-7.705,2514.538,178.015,50%,4.105,3.837,33,30,13385,31,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:07.780,31.03761,-103.53695,2962.7,31.04430,-103.53506,2954.0,3,0,0,75,0x01,13,6,7,0,-93,-96,2514.58,-8.673,2514.592,178.018,50%,4.092,3.837,34,31,13385,32,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:08.828,31.03761,-103.53695,2962.7,31.04430,-103.53506,2952.9,3,0,0,-139,0x01,15,5,9,1,-93,-97,2514.62,-9.766,2514.640,178.022,50%,4.092,3.839,35,32,13385,33,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:09.849,31.03761,-103.53695,2962.7,31.04430,-103.53506,2951.7,3,0,0,-87,0x01,15,6,8,1,-92,-98,2514.66,-10.953,2514.682,199.746,50%,4.092,3.837,36,33,18049,34,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:10.808,31.03761,-103.53695,2962.7,31.04430,-103.53506,2950.6,3,0,0,116,0x01,15,5,9,1,-93,-96,2514.67,-12.098,2514.702,178.025,50%,4.092,3.838,37,34,13385,35,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:11.798,31.03761,-103.53695,2962.7,31.04430,-103.53506,2949.5,3,0,0,161,0x01,15,6,8,1,-93,-97,2514.68,-13.161,2514.714,178.026,50%,4.092,3.839,38,35,13385,36,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:12.846,31.03761,-103.53695,2962.7,31.04430,-103.53506,2948.5,3,0,0,100,0x01,15,5,7,3,-93,-97,2514.69,-14.146,2514.727,178.026,50%,4.092,3.837,39,36,13385,37,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:13.779,31.03761,-103.53695,2962.7,31.04430,-103.53506,2947.6,3,0,0,-90,0x01,15,4,8,3,-95,-98,2514.69,-15.094,2514.740,141.412,50%,4.092,3.837,40,37,13385,38,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:14.859,31.03761,-103.53695,2962.7,31.04430,-103.53506,2946.7,3,0,0,171,0x01,15,5,7,3,-95,-99,2514.69,-15.999,2514.745,141.412,50%,4.092,3.839,41,38,13385,39,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:15.790,31.03761,-103.53695,2962.7,31.04430,-103.53506,2945.9,3,0,0,83,0x01,15,4,8,3,-94,-99,2514.70,-16.800,2514.758,158.667,50%,4.092,3.837,42,39,15945,40,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:16.837,31.03761,-103.53695,2962.7,31.04430,-103.53506,2945.1,3,0,0,-19,0x01,15,6,6,3,-94,-98,2514.70,-17.584,2514.763,158.667,50%,4.092,3.836,43,40,15945,41,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:17.830,31.03761,-103.53695,2962.7,31.04430,-103.53506,2944.5,3,0,0,49,0x01,18,2,13,3,-95,-98,2514.71,-18.168,2514.775,141.412,50%,4.091,3.839,44,41,15945,42,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:18.795,31.03761,-103.53695,2962.7,31.04430,-103.53506,2944.1,3,0,0,-7,0x01,18,3,12,3,-94,-98,2514.71,-18.525,2514.777,158.667,50%,4.091,3.837,45,42,15945,43,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:19.779,31.03761,-103.53695,2962.7,31.04430,-103.53506,2943.8,3,0,0,-84,0x01,18,3,12,3,-94,-97,2514.71,-18.867,2514.780,158.667,50%,4.092,3.839,46,43,15945,44,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:20.833,31.03761,-103.53695,2962.7,31.04430,-103.53506,2943.5,3,0,0,-162,0x01,18,3,12,3,-93,-98,2514.71,-19.142,2514.782,178.028,1%,4.092,3.837,47,44,15945,45,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:21.788,31.03761,-103.53695,2962.7,31.04430,-103.53506,2943.2,3,0,0,160,0x01,18,6,10,2,-92,-98,2514.70,-19.460,2514.777,199.750,0%,4.091,3.839,48,45,15945,46,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:22.836,31.03761,-103.53695,2962.7,31.04430,-103.53506,2942.9,3,0,0,-119,0x01,18,5,11,2,-94,-98,2514.69,-19.746,2514.772,158.667,0%,4.091,3.836,49,46,15945,47,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:23.798,31.03761,-103.53695,2962.7,31.04430,-103.53506,2942.6,3,0,0,-63,0x01,18,8,8,2,-94,-97,2514.69,-20.018,2514.767,158.666,0%,4.091,3.838,50,47,15945,48,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:24.789,31.03761,-103.53695,2962.7,31.04430,-103.53506,2942.4,3,0,0,-11,0x01,18,4,12,2,-93,-97,2514.68,-20.238,2514.761,178.026,0%,4.091,3.837,51,48,15945,49,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:25.782,31.03761,-103.53695,2962.7,31.04430,-103.53506,2942.2,3,0,0,99,0x01,18,6,10,2,-93,-97,2514.67,-20.497,2514.756,178.025,0%,4.092,3.838,52,49,15945,50,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:26.802,31.03761,-103.53695,2962.7,31.04430,-103.53506,2942.0,3,0,0,-161,0x01,18,6,10,2,-93,-97,2514.67,-20.665,2514.758,178.025,0%,4.092,3.835,53,50,15945,51,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:27.788,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.8,3,0,0,-68,0x01,18,4,12,2,-93,-97,2514.67,-20.852,2514.759,178.025,0%,4.091,3.837,54,51,13626,52,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:28.778,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.6,3,0,0,-15,0x01,18,6,10,2,-93,-97,2514.67,-21.019,2514.753,178.025,0%,4.091,3.837,55,52,13626,53,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:29.798,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.5,3,0,0,-63,0x01,18,6,10,1,-92,-97,2514.67,-21.144,2514.761,199.748,0%,4.092,3.840,56,53,13626,54,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:30.788,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.3,3,0,0,-135,0x01,18,5,11,1,-92,-96,2514.67,-21.321,2514.763,199.748,0%,4.092,3.839,57,54,13626,55,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:31.779,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.2,3,0,0,-154,0x01,18,5,11,1,-94,-96,2514.67,-21.491,2514.764,158.665,0%,4.092,3.839,58,55,13626,56,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:32.828,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.0,3,0,0,59,0x01,18,3,13,1,-93,-97,2514.67,-21.642,2514.766,178.025,0%,4.092,3.837,59,56,13626,57,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:33.789,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.0,3,0,0,49,0x01,18,4,12,1,-93,-97,2514.67,-21.701,2514.766,178.025,0%,4.092,3.839,60,57,13626,58,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:34.778,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.0,3,0,0,114,0x01,18,4,12,1,-93,-97,2514.67,-21.649,2514.766,178.025,0%,4.092,3.837,61,58,13626,59,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:35.859,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.0,3,0,0,-54,0x01,18,5,11,1,-93,-97,2514.68,-21.678,2514.773,178.026,0%,4.090,3.837,62,59,13626,60,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:36.789,31.03761,-103.53695,2962.7,31.04430,-103.53506,2940.9,3,0,0,146,0x01,18,4,12,1,-94,-97,2514.68,-21.744,2514.774,158.666,0%,4.090,3.837,63,60,13626,61,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:37.778,31.03761,-103.53695,2962.7,31.04430,-103.53506,2940.9,3,0,0,-13,0x01,18,5,11,1,-93,-97,2514.69,-21.783,2514.789,178.027,0%,4.091,3.838,64,61,13626,62,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:38.829,31.03761,-103.53695,2962.7,31.04430,-103.53506,2940.9,3,0,0,-153,0x01,19,4,13,1,-90,-97,2514.69,-21.738,2514.789,251.469,0%,4.091,3.837,65,62,13626,63,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:39.819,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.1,3,0,0,34,0x01,20,4,14,1,-92,-97,2514.69,-21.583,2514.787,199.749,0%,4.092,3.839,66,63,13626,64,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:40.869,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.3,3,0,0,-128,0x01,20,3,15,1,-94,-97,2514.70,-21.337,2514.792,158.667,0%,4.092,3.837,67,64,13626,65,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:41.887,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.4,3,0,0,-99,0x01,20,4,14,1,-93,-97,2514.70,-21.229,2514.792,178.027,0%,4.092,3.837,68,65,13626,66,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:42.846,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.5,3,0,0,31,0x01,20,4,14,1,-93,-97,2514.70,-21.147,2514.791,178.027,0%,4.092,3.837,69,66,13626,67,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:43.778,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.7,3,0,0,177,0x01,20,4,14,1,-93,-97,2514.70,-20.983,2514.789,178.027,0%,4.091,3.837,70,67,13626,68,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:44.828,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.8,3,0,0,108,0x01,20,3,15,1,-93,-97,2514.71,-20.891,2514.796,178.028,0%,4.091,3.838,71,68,13626,69,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:45.789,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.8,3,0,0,-1,0x01,20,4,14,1,-94,-97,2514.71,-20.865,2514.796,158.667,0%,4.091,3.837,72,69,13626,70,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:46.779,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.9,3,0,0,-65,0x01,20,5,13,1,-92,-97,2514.72,-20.750,2514.802,199.751,0%,4.091,3.837,73,70,13626,71,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:47.857,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.9,3,0,0,151,0x01,20,5,13,1,-93,-97,2514.72,-20.727,2514.802,178.028,0%,4.091,3.837,74,71,13626,72,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:48.790,31.03761,-103.53695,2962.7,31.04430,-103.53506,2942.0,3,0,0,-90,0x01,20,5,13,1,-93,-98,2514.72,-20.665,2514.809,178.029,0%,4.091,3.837,75,72,13626,73,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:49.808,31.03761,-103.53695,2962.7,31.04430,-103.53506,2942.0,3,0,0,52,0x01,20,5,13,1,-93,-97,2514.72,-20.668,2514.809,178.029,0%,4.091,3.837,76,73,13626,74,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:51.037,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.9,3,0,0,26,0x01,20,4,14,1,-93,-97,2514.72,-20.747,2514.809,178.029,0%,4.091,3.839,77,74,13626,75,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:51.878,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.8,3,0,0,26,0x01,20,6,13,0,-92,-97,2514.73,-20.822,2514.818,199.752,0%,4.090,3.837,78,75,13626,76,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:52.779,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.8,3,0,0,-152,0x01,20,5,13,1,-93,-97,2514.73,-20.881,2514.818,178.029,0%,4.090,3.837,79,76,17978,77,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:53.827,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.7,3,0,0,-45,0x01,20,5,13,1,-92,-97,2514.73,-20.963,2514.819,199.752,0%,4.090,3.838,80,77,17978,78,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:54.793,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.5,3,0,0,42,0x01,20,5,13,1,-92,-96,2514.73,-21.117,2514.820,199.752,0%,4.090,3.836,81,78,17978,79,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:55.809,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.4,3,0,0,47,0x01,20,5,13,1,-94,-97,2514.73,-21.259,2514.821,158.669,0%,4.103,3.839,82,79,13626,80,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:57.009,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.2,3,0,0,63,0x01,20,5,13,2,-92,-97,2514.72,-21.432,2514.815,199.752,0%,4.103,3.837,83,80,13626,81,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:57.849,31.03761,-103.53695,2962.7,31.04430,-103.53506,2941.1,3,0,0,180,0x01,20,2,16,2,-93,-97,2514.72,-21.600,2514.817,178.029,0%,4.104,3.837,84,81,13626,82,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:58.779,31.03761,-103.53695,2962.7,31.04430,-103.53506,2940.8,3,0,0,111,0x01,20,3,15,2,-93,-97,2514.72,-21.855,2514.819,178.029,0%,4.104,3.839,85,82,13626,83,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:56:59.800,31.03761,-103.53695,2962.7,31.04430,-103.53506,2940.6,3,0,0,29,0x01,20,10,9,1,-93,-97,2514.72,-22.033,2514.820,178.029,0%,4.103,3.836,86,83,13626,84,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:57:00.940,31.03761,-103.53695,2962.7,31.04430,-103.53506,2940.6,3,0,0,82,0x01,20,3,15,2,-92,-96,2514.72,-22.056,2514.821,199.752,0%,4.103,3.837,87,84,13626,85,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:57:01.808,31.03761,-103.53695,2962.7,31.04430,-103.53506,2940.6,3,0,0,-119,0x01,20,3,14,3,-92,-96,2514.72,-22.092,2514.821,199.752,0%,4.107,3.837,88,85,13626,86,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:57:02.798,31.03761,-103.53695,2962.7,31.04430,-103.53506,2940.5,3,0,0,17,0x01,20,3,14,3,-93,-96,2514.72,-22.177,2514.822,178.029,0%,4.107,3.836,89,86,13626,87,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:57:03.848,31.03761,-103.53695,2962.7,31.04430,-103.53506,2940.4,3,0,0,-178,0x01,20,4,13,3,-93,-97,2514.72,-22.266,2514.822,178.029,0%,4.105,3.837,90,87,13626,88,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:57:04.807,31.03761,-103.53695,2962.7,31.04430,-103.53506,2940.2,3,0,0,47,0x01,20,5,12,3,-93,-96,2514.73,-22.420,2514.831,178.029,0%,4.105,3.839,91,88,13626,89,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:57:05.829,31.03761,-103.53695,2962.7,31.04430,-103.53506,2940.2,3,0,0,-134,0x01,20,5,13,2,-91,-97,2514.72,-22.502,2514.825,224.125,0%,4.106,3.837,92,89,13626,90,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:57:06.939,31.03761,-103.53695,2962.7,31.04430,-103.53506,2940.1,3,0,0,-26,0x01,20,4,14,2,-92,-96,2514.72,-22.594,2514.825,199.752,0%,4.106,3.837,93,90,13626,91,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITpl>,2025-06-11,12:57:07.810,31.03761,-103.53695,2962.7,31.04430,-103.53506,2939.9,3,0,0,53,0x01,20,4,14,2,-92,-96,2514.72,-22.725,2514.827,199.752,0%,4.105,3.836,94,91,13626,92,0,,0.00000,0.00000,0.0,0,0.0,-50,0.0
