TRACKER,DATE,TIME,GS Lat,GS Lon,GS Alt asl,TRACKER Lat,TRACKER Lon,TRACKER Alt asl,FIX,HORZV,VERTV,HEAD,FLAGS,#TOT,>40,>32,>24,RSSI Down,RSSI Up,Horizontal range (ft),Alt AGL (ft),Total range (ft),LoRa Max Range (kft),LoRa Success Rate,BATT,GS_batt_v,Down Sent,Down Rcvd,Found Sent,Up Sent,Up Rccvd,Found rocket ID,Found rocket lat,Found rocket lon,Found rocket altitude,Found rocket fix,Found rocket batt_v,Found RSSI,GS_ASL_offset
<T144RITrk>,2025-06-11,13:12:28.334,31.03762,-103.53692,2955.4,31.04430,-103.53509,2942.8,3,0,0,49,0x03,32,6,9,8,-91,-117,2508.57,-12.598,2508.600,223.576,0%,4.127,3.825,1206,840,3599,1189,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:29.296,31.03762,-103.53692,2955.4,31.04430,-103.53509,2942.9,3,0,0,-162,0x03,32,7,8,8,-91,-117,2508.57,-12.506,2508.600,223.576,0%,4.127,3.825,1207,840,3599,1191,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITg1>,2025-06-11,13:12:30.106,31.03762,-103.53692,2955.4,31.04430,-103.53507,2939.0,3,0,0,77,0x01,31,3,13,7,-21,-88,2508.57,-16.470,2508.623,707010.750,0%,4.096,3.825,1207,840,3599,1192,942,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:31.273,31.03762,-103.53692,2955.4,31.04430,-103.53509,2943.1,3,0,0,105,0x03,32,5,10,8,-91,-117,2508.57,-12.323,2508.599,223.576,0%,4.107,3.825,1209,840,3599,1195,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:32.265,31.03762,-103.53692,2955.4,31.04430,-103.53509,2943.2,3,0,0,24,0x03,32,6,9,8,-91,-117,2508.57,-12.201,2508.598,223.576,0%,4.128,3.825,1210,840,3599,1197,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:33.369,31.03762,-103.53692,2955.4,31.04430,-103.53509,2943.3,3,0,0,17,0x03,32,6,9,8,-91,-117,2508.57,-12.146,2508.598,223.576,0%,4.128,3.825,1211,840,3599,1199,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:34.274,31.03762,-103.53692,2955.4,31.04430,-103.53509,2943.4,3,0,0,55,0x03,32,7,8,8,-91,-117,2508.57,-12.057,2508.598,223.576,0%,4.129,3.825,1212,840,3599,1201,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:35.263,31.03762,-103.53692,2955.4,31.04430,-103.53509,2943.5,3,0,0,57,0x03,32,7,8,8,-91,-117,2508.57,-11.903,2508.597,223.576,0%,4.129,3.825,1213,840,3599,1203,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:36.284,31.03762,-103.53692,2955.4,31.04430,-103.53509,2943.7,3,0,0,27,0x03,32,6,9,9,-91,-117,2508.57,-11.716,2508.596,223.576,0%,4.127,3.825,1214,840,3599,1205,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:37.275,31.03762,-103.53692,2955.4,31.04430,-103.53509,2943.7,3,0,0,125,0x03,32,7,8,8,-91,-117,2508.57,-11.699,2508.596,223.576,0%,4.127,3.825,1215,840,3599,1207,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:38.261,31.03762,-103.53692,2955.4,31.04430,-103.53509,2943.7,3,0,0,-109,0x03,32,7,8,8,-91,-117,2508.57,-11.686,2508.596,223.576,0%,4.128,3.825,1216,840,3599,1209,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:39.313,31.03762,-103.53692,2955.4,31.04430,-103.53509,2943.7,3,0,0,28,0x03,32,7,8,8,-87,-117,2508.57,-11.676,2508.596,354.345,0%,4.128,3.825,1217,840,3599,1211,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:40.304,31.03762,-103.53692,2955.4,31.04430,-103.53509,2943.9,3,0,0,-119,0x03,32,7,8,8,-91,-117,2508.57,-11.558,2508.595,223.576,0%,4.128,3.825,1218,840,3599,1213,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:41.382,31.03762,-103.53692,2955.4,31.04430,-103.53509,2943.9,3,0,0,16,0x03,32,9,7,6,-92,-117,2508.57,-11.499,2508.595,199.263,0%,4.127,3.825,1219,840,3599,1215,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:42.492,31.03762,-103.53692,2955.4,31.04430,-103.53509,2943.9,3,0,0,-60,0x03,32,7,8,7,-91,-117,2508.57,-11.529,2508.595,223.576,0%,4.127,3.825,1220,840,3599,1217,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:43.454,31.03762,-103.53692,2955.4,31.04430,-103.53509,2943.9,3,0,0,-3,0x03,32,7,8,8,-91,-117,2508.57,-11.496,2508.595,223.576,0%,4.127,3.825,1221,840,3599,1219,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITg1>,2025-06-11,13:12:44.174,31.03762,-103.53692,2955.4,31.04430,-103.53507,2939.0,3,0,0,77,0x01,31,3,13,7,-21,-88,2508.57,-16.470,2508.623,707010.750,0%,4.096,3.825,1221,840,3599,1220,942,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:45.344,31.03762,-103.53692,2955.4,31.04430,-103.53508,2944.0,3,0,0,2,0x03,32,7,8,8,-91,-117,2508.57,-11.443,2508.595,223.576,0%,4.127,3.824,1223,840,3599,1223,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:46.423,31.03762,-103.53692,2955.4,31.04430,-103.53508,2944.0,3,0,0,50,0x03,32,7,8,8,-91,-117,2508.57,-11.375,2508.594,223.576,0%,4.127,3.825,1224,840,3599,1225,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:47.501,31.03762,-103.53692,2955.4,31.04428,-103.53508,2944.1,3,0,0,132,0x03,32,7,8,8,-89,-117,2508.57,-11.299,2508.594,281.466,0%,4.127,3.825,1225,840,3599,1227,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:48.431,31.03762,-103.53692,2955.4,31.04428,-103.53508,2944.2,3,0,0,-70,0x03,32,7,8,8,-91,-117,2508.57,-11.237,2508.594,223.576,0%,4.127,3.824,1226,840,3599,1229,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITg1>,2025-06-11,13:12:49.482,31.03762,-103.53692,2955.4,31.04430,-103.53507,2939.0,3,0,0,77,0x01,31,3,13,7,-21,-88,2508.57,-16.470,2508.623,707010.750,0%,4.096,3.824,1226,840,3599,1230,942,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:50.501,31.03762,-103.53692,2955.4,31.04428,-103.53508,2944.3,3,0,0,-69,0x03,32,5,10,9,-91,-117,2508.57,-11.128,2508.593,223.576,0%,4.127,3.825,1228,840,3599,1233,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITg1>,2025-06-11,13:12:51.432,31.03762,-103.53692,2955.4,31.04430,-103.53507,2939.0,3,0,0,77,0x01,31,3,13,7,-21,-88,2508.57,-16.470,2508.623,707010.750,0%,4.097,3.825,1228,840,3599,1234,942,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:52.511,31.03762,-103.53692,2955.4,31.04428,-103.53508,2944.5,3,0,0,-48,0x03,32,6,9,9,-91,-117,2508.57,-10.941,2508.592,223.576,0%,4.126,3.824,1230,840,3599,1237,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITg1>,2025-06-11,13:12:53.203,31.03762,-103.53692,2955.4,31.04430,-103.53507,2939.0,3,0,0,77,0x01,31,3,13,7,-21,-88,2508.57,-16.470,2508.623,707010.750,0%,4.096,3.825,1230,840,3599,1238,942,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:54.373,31.03762,-103.53692,2955.4,31.04428,-103.53508,2944.9,3,0,0,-21,0x03,32,7,8,8,-91,-117,2508.57,-10.541,2508.591,223.576,0%,4.126,3.825,1232,840,3599,1241,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:55.362,31.03762,-103.53692,2955.4,31.04428,-103.53508,2945.1,3,0,0,86,0x03,32,6,9,8,-91,-117,2508.57,-10.312,2508.590,223.576,0%,4.105,3.825,1233,840,3599,1243,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITg1>,2025-06-11,13:12:56.172,31.03762,-103.53692,2955.4,31.04430,-103.53507,2939.0,3,0,0,77,0x01,31,3,13,7,-21,-88,2508.57,-16.470,2508.623,707010.750,0%,4.096,3.825,1233,840,3599,1244,942,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:57.343,31.03762,-103.53692,2955.4,31.04428,-103.53508,2945.1,3,0,0,-169,0x03,32,6,9,8,-91,-117,2508.57,-10.302,2508.590,223.576,0%,4.124,3.825,1235,840,3599,1247,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:58.423,31.03762,-103.53692,2955.4,31.04428,-103.53508,2945.1,3,0,0,-123,0x03,32,6,9,8,-91,-117,2508.57,-10.361,2508.590,223.576,0%,4.124,3.825,1236,840,3599,1249,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:12:59.324,31.03762,-103.53692,2955.4,31.04428,-103.53508,2945.1,3,0,0,180,0x03,32,7,8,8,-92,-117,2508.57,-10.275,2508.590,199.263,0%,4.126,3.825,1237,840,3599,1250,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:00.312,31.03762,-103.53692,2955.4,31.04428,-103.53508,2945.2,3,0,0,-13,0x03,32,6,9,8,-92,-117,2508.57,-10.249,2508.590,199.263,0%,4.126,3.825,1238,840,3599,1252,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:01.304,31.03762,-103.53692,2955.4,31.04428,-103.53508,2945.1,3,0,0,74,0x03,32,6,9,7,-91,-117,2508.57,-10.285,2508.590,223.576,0%,4.127,3.825,1239,840,3599,1254,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITg1>,2025-06-11,13:13:02.203,31.03762,-103.53692,2955.4,31.04430,-103.53507,2939.0,3,0,0,77,0x01,31,3,13,7,-21,-88,2508.57,-16.470,2508.623,707010.750,0%,4.096,3.825,1239,840,3599,1255,942,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITg1>,2025-06-11,13:13:03.282,31.03762,-103.53692,2955.4,31.04430,-103.53507,2939.0,3,0,0,77,0x01,31,3,13,7,-21,-88,2508.57,-16.470,2508.623,707010.750,0%,4.096,3.824,1240,840,3599,1257,942,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:04.362,31.03762,-103.53692,2955.4,31.04428,-103.53508,2945.1,3,0,0,-155,0x03,32,7,8,7,-92,-117,2508.57,-10.279,2508.590,199.263,0%,4.127,3.825,1242,840,3599,1260,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITg1>,2025-06-11,13:13:05.262,31.03762,-103.53692,2955.4,31.04430,-103.53507,2939.0,3,0,0,77,0x01,31,3,13,7,-20,-88,2508.57,-16.470,2508.623,793279.063,0%,4.096,3.825,1242,840,3599,1261,942,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:06.432,31.03762,-103.53692,2955.4,31.04428,-103.53508,2945.1,3,0,0,106,0x03,32,7,8,7,-91,-117,2508.57,-10.354,2508.590,223.576,0%,4.126,3.825,1244,840,3599,1264,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:07.423,31.03762,-103.53692,2955.4,31.04428,-103.53508,2945.0,3,0,0,-17,0x03,32,6,9,8,-91,-117,2508.57,-10.417,2508.590,223.576,0%,4.126,3.824,1245,840,3599,1266,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:08.412,31.03762,-103.53692,2955.4,31.04428,-103.53508,2944.9,3,0,0,-24,0x03,32,6,9,8,-91,-117,2508.57,-10.512,2508.591,223.576,0%,4.126,3.825,1246,840,3599,1268,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:09.404,31.03762,-103.53692,2955.4,31.04428,-103.53508,2944.7,3,0,0,103,0x03,32,6,8,9,-91,-117,2508.57,-10.689,2508.591,223.576,0%,4.126,3.824,1247,840,3599,1270,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITg1>,2025-06-11,13:13:10.126,31.03762,-103.53692,2955.4,31.04430,-103.53507,2939.0,3,0,0,77,0x01,31,3,13,7,-20,-88,2508.57,-16.470,2508.623,793279.063,0%,4.095,3.824,1247,840,3599,1271,942,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:11.295,31.03762,-103.53692,2955.4,31.04428,-103.53508,2944.4,3,0,0,96,0x03,32,5,9,9,-91,-117,2508.57,-11.023,2508.593,223.576,0%,4.126,3.825,1249,840,3599,1274,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:12.313,31.03762,-103.53692,2955.4,31.04428,-103.53508,2944.2,3,0,0,12,0x03,32,5,9,9,-91,-117,2508.57,-11.194,2508.594,223.576,0%,4.127,3.824,1250,840,3599,1276,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:13.303,31.03762,-103.53692,2955.4,31.04428,-103.53508,2944.2,3,0,0,60,0x03,32,7,7,9,-91,-117,2508.57,-11.227,2508.594,223.576,0%,4.127,3.824,1251,840,3599,1278,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:14.473,31.03762,-103.53692,2955.4,31.04428,-103.53508,2944.2,3,0,0,-170,0x03,32,6,8,9,-92,-117,2508.57,-11.214,2508.594,199.263,0%,4.127,3.824,1252,840,3599,1279,943,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:15.285,31.03762,-103.53692,2955.4,31.04428,-103.53508,2944.4,3,0,0,68,0x03,32,6,8,9,-91,-92,2508.57,-11.060,2508.593,223.576,0%,4.103,3.823,1253,840,3599,1280,944,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:16.304,31.03762,-103.53692,2955.4,31.04428,-103.53508,2944.4,3,0,0,9,0x03,32,6,8,9,-91,-92,2508.57,-11.017,2508.593,223.576,0%,4.103,3.824,1254,840,3599,1281,945,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:17.294,31.03762,-103.53692,2955.4,31.04428,-103.53508,2944.4,3,0,0,10,0x03,32,7,7,9,-92,-92,2508.57,-11.030,2508.593,199.263,0%,4.126,3.824,1255,840,3599,1282,946,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:18.284,31.03762,-103.53692,2955.4,31.04428,-103.53508,2944.4,3,0,0,-42,0x03,30,6,6,9,-91,-92,2508.57,-11.053,2508.593,223.576,0%,4.126,3.822,1256,840,3599,1283,947,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:19.364,31.03762,-103.53692,2955.4,31.04428,-103.53508,2944.2,3,0,0,65,0x03,32,6,7,10,-92,-92,2508.57,-11.201,2508.594,199.263,0%,4.128,3.824,1257,840,3599,1284,948,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:20.264,31.03762,-103.53692,2955.4,31.04428,-103.53508,2944.0,3,0,0,144,0x03,32,6,7,10,-91,-92,2508.57,-11.457,2508.595,223.576,0%,4.128,3.825,1258,840,3599,1285,949,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:21.344,31.03762,-103.53692,2955.4,31.04428,-103.53508,2943.8,3,0,0,115,0x03,32,6,7,10,-89,-92,2508.57,-11.614,2508.595,281.466,0%,4.126,3.824,1259,840,3599,1286,950,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:22.334,31.03762,-103.53692,2955.4,31.04428,-103.53508,2943.6,3,0,0,-102,0x03,32,6,7,10,-92,-92,2508.57,-11.785,2508.596,199.263,0%,4.126,3.825,1260,840,3599,1287,951,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:23.324,31.03762,-103.53692,2955.4,31.04430,-103.53508,2943.5,3,0,0,53,0x03,32,6,7,10,-92,-92,2508.57,-11.906,2508.597,199.263,0%,4.127,3.825,1261,840,3599,1288,952,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:24.314,31.03762,-103.53692,2955.4,31.04430,-103.53508,2943.5,3,0,0,-94,0x03,32,6,6,10,-91,-91,2508.57,-11.936,2508.597,223.576,0%,4.127,3.825,1262,840,3599,1289,953,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:25.274,31.03762,-103.53692,2955.4,31.04430,-103.53508,2943.2,3,0,0,128,0x03,32,0,9,10,-92,-92,2508.57,-12.198,2508.598,199.263,0%,4.127,3.824,1263,840,3599,1290,954,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:26.323,31.03762,-103.53692,2955.4,31.04430,-103.53508,2943.2,3,0,0,132,0x03,32,7,5,8,-91,-91,2508.57,-12.198,2508.598,223.576,0%,4.125,3.825,1264,840,3599,1291,955,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:27.285,31.03762,-103.53692,2955.4,31.04430,-103.53508,2943.1,3,0,0,0,0x03,32,6,6,9,-92,-91,2508.57,-12.270,2508.599,199.263,0%,4.125,3.825,1265,840,3599,1292,956,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:28.275,31.03762,-103.53692,2955.4,31.04430,-103.53508,2943.1,3,0,0,8,0x03,32,6,6,9,-92,-92,2508.57,-12.296,2508.599,199.263,0%,4.126,3.825,1266,840,3599,1293,957,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:29.322,31.03762,-103.53692,2955.4,31.04430,-103.53508,2943.0,3,0,0,-12,0x03,32,6,6,9,-92,-92,2508.57,-12.372,2508.599,199.263,0%,4.126,3.824,1267,840,3599,1294,958,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:30.345,31.03762,-103.53692,2955.4,31.04430,-103.53508,2943.0,3,0,0,45,0x03,32,6,6,9,-92,-91,2508.57,-12.421,2508.599,199.263,0%,4.127,3.821,1268,840,3599,1295,959,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:31.334,31.03762,-103.53692,2955.4,31.04430,-103.53508,2943.0,3,0,0,-146,0x03,32,6,6,9,-92,-91,2508.57,-12.395,2508.599,199.263,0%,4.127,3.825,1269,840,3599,1296,960,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:32.324,31.03762,-103.53692,2955.4,31.04430,-103.53508,2943.0,3,0,0,143,0x03,32,6,6,9,-93,-92,2508.57,-12.460,2508.600,177.593,0%,4.126,3.825,1270,840,3599,1297,961,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:33.345,31.03762,-103.53692,2955.4,31.04430,-103.53508,2942.9,3,0,0,-29,0x03,32,6,6,9,-91,-91,2508.57,-12.533,2508.600,223.576,0%,4.126,3.824,1271,840,3599,1298,962,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:34.427,31.03762,-103.53692,2955.4,31.04430,-103.53508,2942.8,3,0,0,-19,0x03,32,6,6,11,-91,-92,2508.57,-12.615,2508.600,223.576,0%,4.126,3.824,1272,840,3599,1299,963,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:35.413,31.03762,-103.53692,2955.4,31.04430,-103.53508,2942.7,3,0,0,-167,0x03,32,6,6,10,-92,-92,2508.57,-12.690,2508.601,199.263,0%,4.103,3.825,1273,840,3599,1300,964,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:36.316,31.03762,-103.53692,2955.4,31.04430,-103.53508,2942.8,3,0,0,33,0x03,32,5,7,12,-91,-92,2508.57,-12.657,2508.601,223.576,0%,4.103,3.825,1274,840,3599,1301,965,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:37.392,31.03762,-103.53692,2955.4,31.04430,-103.53508,2942.7,3,0,0,21,0x03,32,5,7,10,-92,-92,2508.57,-12.743,2508.601,199.263,0%,4.127,3.824,1275,840,3599,1302,966,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:38.294,31.03762,-103.53692,2955.4,31.04430,-103.53508,2942.7,3,0,0,158,0x03,32,5,7,10,-91,-92,2508.57,-12.762,2508.601,223.576,0%,4.127,3.825,1276,840,3599,1303,967,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:39.283,31.03762,-103.53692,2955.4,31.04430,-103.53508,2942.6,3,0,0,6,0x03,32,5,7,9,-92,-92,2508.57,-12.808,2508.601,199.263,0%,4.128,3.824,1277,840,3599,1304,968,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:40.275,31.03762,-103.53692,2955.4,31.04430,-103.53508,2942.6,3,0,0,127,0x03,32,5,7,9,-91,-92,2508.57,-12.844,2508.601,223.576,0%,4.128,3.824,1278,840,3599,1305,969,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:41.354,31.03762,-103.53692,2955.4,31.04430,-103.53508,2942.6,3,0,0,71,0x03,32,5,7,10,-93,-91,2508.57,-12.844,2508.601,177.593,0%,4.127,3.825,1279,840,3599,1306,970,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:42.404,31.03762,-103.53692,2955.4,31.04430,-103.53508,2942.5,3,0,0,126,0x03,32,5,7,9,-91,-89,2508.57,-12.946,2508.602,223.576,0%,4.127,3.824,1280,840,3599,1307,971,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:43.393,31.03762,-103.53692,2955.4,31.04430,-103.53508,2942.5,3,0,0,-4,0x03,32,6,6,9,-89,-92,2508.57,-12.887,2508.602,281.466,0%,4.127,3.823,1281,840,3599,1308,972,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:44.294,31.03762,-103.53692,2955.4,31.04430,-103.53508,2942.6,3,0,0,-124,0x03,32,6,6,9,-92,-92,2508.57,-12.848,2508.602,199.263,0%,4.127,3.825,1282,840,3599,1309,973,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:45.283,31.03762,-103.53692,2955.4,31.04430,-103.53508,2942.6,3,0,0,-84,0x03,32,4,8,9,-91,-92,2508.57,-12.838,2508.601,223.576,0%,4.127,3.822,1283,840,3599,1310,974,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:46.305,31.03762,-103.53692,2955.4,31.04430,-103.53508,2942.5,3,0,0,111,0x03,32,6,6,9,-91,-92,2508.57,-12.966,2508.602,223.576,0%,4.127,3.825,1284,840,3599,1311,975,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:48.493,31.03762,-103.53692,2955.4,31.04430,-103.53508,2942.2,3,0,0,35,0x03,32,6,6,9,-92,-92,2508.57,-13.172,2508.603,199.263,0%,4.126,3.824,1286,840,3599,1312,977,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:49.304,31.03762,-103.53692,2955.4,31.04430,-103.53508,2942.1,3,0,0,36,0x03,32,6,6,10,-91,-91,2508.57,-13.291,2508.604,223.576,0%,4.126,3.825,1287,840,3599,1313,978,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:50.265,31.03762,-103.53692,2955.4,31.04430,-103.53508,2942.1,3,0,0,180,0x03,32,5,7,9,-91,-92,2508.57,-13.300,2508.604,223.576,0%,4.128,3.824,1288,840,3599,1314,979,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:51.373,31.03762,-103.53692,2955.4,31.04430,-103.53508,2942.1,3,0,0,-131,0x03,32,5,7,9,-89,-92,2508.57,-13.350,2508.604,281.466,0%,4.128,3.824,1289,840,3599,1315,980,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:53.265,31.03762,-103.53692,2955.4,31.04430,-103.53508,2942.0,3,0,0,155,0x03,32,5,6,10,-91,-92,2508.57,-13.389,2508.604,223.576,0%,4.132,3.824,1291,840,3599,1316,982,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:54.345,31.03762,-103.53692,2955.4,31.04430,-103.53508,2941.9,3,0,0,104,0x03,32,6,5,10,-92,-92,2508.57,-13.507,2508.605,199.263,0%,4.132,3.825,1292,840,3599,1317,983,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:55.334,31.03762,-103.53692,2955.4,31.04430,-103.53508,2941.8,3,0,0,-5,0x03,32,6,5,10,-92,-92,2508.57,-13.589,2508.605,199.263,0%,4.105,3.824,1293,840,3599,1318,984,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:56.294,31.03762,-103.53692,2955.4,31.04430,-103.53508,2941.7,3,0,0,109,0x03,32,6,5,10,-91,-92,2508.57,-13.770,2508.606,223.576,0%,4.105,3.824,1294,840,3599,1319,985,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:57.465,31.03762,-103.53692,2955.4,31.04430,-103.53508,2941.5,3,0,0,112,0x03,32,5,6,11,-92,-92,2508.57,-13.924,2508.607,199.263,0%,4.128,3.825,1295,840,3599,1320,986,,0.00000,0.00000,0.0,0,0.0,-50,0.0
<T144RITrk>,2025-06-11,13:13:58.273,31.03762,-103.53692,2955.4,31.04430,-103.53508,2941.3,3,0,0,160,0x03,32,6,5,10,-91,-92,2508.57,-14.134,2508.608,223.576,0%,4.128,3.824,1296,840,3599,1321,987,,0.00000,0.00000,0.0,0,0.0,-50,0.0
