Time [s],Altitude [ft],Pressure [mbar],Velocity [ft/s],Temperature [F],Events,Voltages [V]
0.00,-7.047148E-05,861.60,0,101.12, -,8.245819
0.05,-7.047148E-05,861.60,0,101.12, -,8.245819
0.10,3.112198,861.50,2.952381,101.12, -,8.245819
0.15,6.224759,861.40,5.904762,101.12, -,8.245819
0.20,12.45266,861.20,11.85714,101.12, -,8.245819
0.25,18.68173,861.00,17.80952,101.12, -,8.245819
0.30,18.68173,861.00,17.80952,101.12, -,8.245819
0.35,24.91197,860.80,23.76191,101.12, -,8.245819
0.40,31.14339,860.60,29.71428,101.12, -,8.245819
0.45,37.37408,860.40,35.66667,101.12, -,8.245819
0.50,46.72611,860.10,44.57143,101.12, -,8.245819
0.55,52.95973,859.90,50.52381,101.12, -,8.265266
0.60,65.4343,859.50,62.38095,101.12, -,8.265266
0.65,93.51832,858.60,89.14286,101.12, -,8.265266
0.70,115.3758,857.90,109.9524,101.12, -,8.265266
0.75,143.5023,857.00,136.7619,101.12, -,8.265266
0.80,177.9098,855.90,169.5238,101.12, -,8.265266
0.85,237.4276,854.00,226.1905,101.12, -,8.265266
0.90,278.2112,852.70,265.0476,101.12, -,8.265266
0.95,325.3322,851.20,309.9048,101.12, -,8.265266
1.00,356.7836,850.20,339.8571,101.12, -,8.265266
1.05,385.1163,849.30,366.8571,101.12, -,8.265266
1.10,397.7148,848.90,378.8571,101.12, -,8.265266
1.15,394.5652,849.00,372.9048,101.12, -,8.265266
1.20,385.1163,849.30,360.9524,101.12, -,8.265266
1.25,369.3733,849.80,340,101.12, -,8.265266
1.30,353.6379,850.30,319.0476,101.12, -,8.265266
1.35,347.3455,850.50,313.0476,101.12, -,8.265266
1.40,359.9315,850.10,319.0952,101.12, -,8.265266
1.45,388.265,849.20,340.1429,101.12, -,8.265266
1.50,422.9303,848.10,367.1905,100.94, -,8.245819
1.55,463.9437,846.80,397.3333,100.94, -,8.245819
1.60,492.3665,845.90,418.4286,100.94, -,8.245819
1.65,517.6544,845.10,430.6667,100.94, -,8.245819
1.70,539.7943,844.40,425,100.94, -,8.245819
1.75,571.4507,843.40,434.3333,100.94, -,8.245819
1.80,606.3091,842.30,440.7143,100.94, -,8.245819
1.85,647.5511,841.00,447.2381,100.94, -,8.245819
1.90,679.3112,840.00,420.8095,100.94, -,8.245819
1.95,711.102,839.00,412.2381,100.94, -,8.245819
2.00,742.9234,838.00,397.6667,100.94, -,8.245819
2.05,781.1501,836.80,404.1429,100.94, -,8.245819
2.10,819.4212,835.60,413.5714,100.94, -,8.245819
2.15,864.1255,834.20,444.1429,100.94, -,8.245819
2.20,902.4932,833.00,483.6667,100.94, -,8.245819
2.25,940.9058,831.80,529.2381,100.94, -,8.245819
2.30,976.1555,830.70,577.8095,100.94, -,8.245819
2.35,1014.654,829.50,629.4762,100.94, -,8.245819
2.40,1049.983,828.40,669.1429,100.94, -,8.245819
2.45,1098.221,826.90,703.0952,100.94, -,8.245819
2.50,1140.087,825.60,715.9524,100.94, -,8.245819
2.55,1188.457,824.10,729,100.94, -,8.245819
2.60,1236.899,822.60,736.0952,100.94, -,8.245819
2.65,1285.413,821.10,755.2381,100.94, -,8.245819
2.70,1327.516,819.80,771.2381,100.94, -,8.245819
2.75,1372.917,818.40,793.381,100.94, -,8.245819
2.80,1418.383,817.00,806.5238,100.94, -,8.245819
2.85,1467.166,815.50,819.8095,100.94, -,8.245819
2.90,1512.763,814.10,823.9524,100.94, -,8.245819
2.95,1561.687,812.60,840.2857,100.94, -,8.245819
3.00,1597.61,811.50,844.1905,100.94, -,8.245819
3.05,1643.39,810.10,857.5238,100.94, -,8.245819
3.10,1685.955,808.80,861.619,100.94, -,8.245819
3.15,1728.576,807.50,865.7619,100.94, -,8.245819
3.20,1764.683,806.40,857.5714,100.94, -,8.245819
3.25,1807.409,805.10,861.7619,100.94, -,8.245819
3.30,1846.894,803.90,862.8095,100.94, -,8.245819
3.35,1889.728,802.60,870.0476,100.94, -,8.245819
3.40,1929.313,801.40,871.0952,100.94, -,8.245819
3.45,1975.559,800.00,881.4762,100.94, -,8.245819
3.50,2011.94,798.90,870.1905,100.94, -,8.226371
3.55,2048.364,797.80,865,100.94, -,8.226371
3.60,2074.878,797.00,844.1905,100.94, -,8.226371
3.65,2101.413,796.20,823.3333,100.94, -,8.226371
3.70,2124.65,795.50,799.2857,100.94, -,8.226371
3.75,2157.875,794.50,790.8095,100.94, -,8.226371
3.80,2184.478,793.70,772.9048,100.94, -,8.226371
3.85,2214.434,792.80,758.1429,100.94, -,8.226371
3.90,2237.751,792.10,733.8571,100.94, -,8.226371
3.95,2267.754,791.20,719,100.94, -,8.226371
4.00,2294.448,790.40,697.8571,100.94, -,8.226371
4.05,2324.505,789.50,692.2857,100.94, -,8.226371
4.10,2351.244,788.70,674.1429,100.94, -,8.226371
4.15,2374.66,788.00,655.9048,100.94, -,8.226371
4.20,2398.093,787.30,637.6667,100.94, -,8.226371
4.25,2424.893,786.50,628.8095,100.94, -,8.226371
4.30,2451.716,785.70,613.619,100.94, -,8.226371
4.35,2485.275,784.70,607.9524,100.94, -,8.226371
4.40,2512.147,783.90,592.7143,100.94, -,8.226371
4.45,2539.043,783.10,580.619,100.94, -,8.226371
4.50,2559.228,782.50,555.8095,100.94, -,8.226371
4.55,2582.794,781.80,543.5714,100.94, -,8.226371
4.60,2609.747,781.00,534.5714,100.94, -,8.226371
4.65,2636.722,780.20,535.0476,100.94, -,8.226371
4.70,2660.345,779.50,532.2381,100.94, -,8.226371
4.75,2687.362,778.70,535.8095,100.94, -,8.226371
4.80,2714.402,777.90,529.9524,100.94, -,8.226371
4.85,2741.466,777.10,530.381,100.94, -,8.226371
4.90,2761.777,776.50,521.1905,100.94, -,8.226371
4.95,2785.491,775.80,521.5714,100.94, -,8.226371
5.00,2809.222,775.10,515.619,100.94, -,8.226371
5.05,2836.363,774.30,516.0476,100.94, -,8.226371
5.10,2863.527,773.50,513.2857,100.94, -,8.226371
5.15,2887.315,772.80,510.4762,100.94, -,8.226371
5.20,2911.121,772.10,510.8571,100.94, -,8.226371
5.25,2934.942,771.40,511.1905,100.94, -,8.226371
5.30,2958.782,770.70,508.381,100.94, -,8.226371
5.35,2982.64,770.00,505.5714,100.94, -,8.226371
5.40,3006.516,769.30,496.381,100.94, -,8.226371
5.45,3033.823,768.50,496.8095,100.94, -,8.226371
5.50,3057.736,767.80,493.9524,100.94, -,8.226371
5.55,3085.086,767.00,500.7619,100.94, -,8.226371
5.60,3109.038,766.30,501.1429,100.94, -,8.226371
5.65,3136.431,765.50,501.5714,100.94, -,8.226371
5.70,3156.991,764.90,495.4286,100.94, -,8.226371
5.75,3180.996,764.20,495.8095,100.94, -,8.226371
5.80,3205.018,763.50,492.9524,100.94, -,8.226371
5.85,3229.058,762.80,490.0952,100.94, -,8.226371
5.90,3249.677,762.20,483.9524,100.94, -,8.226371
5.95,3277.19,761.40,490.8095,100.94, -,8.226371
6.00,3297.842,760.80,487.9048,100.94, -,8.226371
6.05,3321.951,760.10,488.2381,100.94, -,8.226371
6.10,3342.629,759.50,482.0952,100.94, -,8.226371
6.15,3363.321,758.90,475.9524,100.94, -,8.226371
6.20,3384.027,758.30,473,100.94, -,8.226371
6.25,3411.655,757.50,476.6667,100.94, -,8.226371
6.30,3435.849,756.80,477.0476,100.94, -,8.226371
6.35,3460.062,756.10,477.381,100.94, -,8.226371
6.40,3484.29,755.40,477.7619,100.94, -,8.226371
6.45,3505.074,754.80,474.8095,100.94, -,8.226371
6.50,3525.87,754.20,468.619,100.94, -,8.226371
6.55,3550.15,753.50,469,100.94, -,8.226371
6.60,3570.975,752.90,462.7619,100.94, -,8.226371
6.65,3595.289,752.20,463.0952,100.94, -,8.226371
6.70,3612.667,751.70,453.5714,100.94, -,8.226371
6.75,3637.012,751.00,457.1905,100.94, -,8.226371
6.80,3657.893,750.40,454.2381,100.94, -,8.226371
6.85,3682.273,749.70,454.619,100.94, -,8.226371
6.90,3703.185,749.10,451.619,100.94, -,8.226371
6.95,3727.597,748.40,455.2381,100.94, -,8.226371
7.00,3748.538,747.80,449,100.94, -,8.226371
7.05,3769.492,747.20,449.2857,100.94, -,8.226371
7.10,3790.461,746.60,446.2857,100.94, -,8.226371
7.15,3814.938,745.90,449.9048,100.94, -,8.226371
7.20,3835.937,745.30,450.1905,100.94, -,8.226371
7.25,3856.947,744.70,450.4762,100.94, -,8.226371
7.30,3877.973,744.10,444.1905,100.94, -,8.226371
7.35,3902.518,743.40,444.5238,100.94, -,8.226371
7.40,3923.573,742.80,441.5238,100.94, -,8.226371
7.45,3944.641,742.20,438.4762,100.94, -,8.226371
7.50,3962.208,741.70,435.381,100.94, -,8.226371
7.55,3986.819,741.00,439,100.94, -,8.226371
7.60,4004.41,740.50,432.619,100.94, -,8.226371
7.65,4029.053,739.80,436.2857,100.94, -,8.226371
7.70,4046.667,739.30,429.9048,100.94, -,8.226371
7.75,4067.815,738.70,433.4762,100.94, -,8.226371
7.80,4085.45,738.20,427.0952,100.94, -,8.226371
7.85,4110.155,737.50,430.7143,100.94, -,8.226371
7.90,4127.813,737.00,424.2857,100.94, -,8.226371
7.95,4149.015,736.40,424.5714,100.94, -,8.226371
8.00,4166.694,735.90,418.1905,100.94, -,8.226371
8.05,4191.462,735.20,421.8095,100.94, -,8.226371
8.10,4209.165,734.70,418.7143,100.94, -,8.226371
8.15,4230.423,734.10,419,100.94, -,8.226371
8.20,4248.147,733.60,412.5238,100.94, -,8.226371
8.25,4269.428,733.00,412.8095,100.94, -,8.226371
8.30,4287.174,732.50,409.7143,100.94, -,8.226371
8.35,4308.481,731.90,409.9524,100.94, -,8.226371
8.40,4326.249,731.40,403.4762,100.94, -,8.226371
8.45,4347.583,730.80,403.7619,100.94, -,8.226371
8.50,4365.373,730.30,400.6667,100.94, -,8.226371
8.55,4383.171,729.80,400.9048,100.94, -,8.245819
8.60,4400.98,729.30,394.4286,100.94, -,8.245819
8.65,4418.799,728.80,394.619,100.94, -,8.245819
8.70,4436.628,728.30,388.1429,100.94, -,8.245819
8.75,4458.034,727.70,391.7619,100.94, -,8.245819
8.80,4475.885,727.20,388.619,100.94, -,8.245819
8.85,4497.32,726.60,392.2381,100.94, -,8.245819
8.90,4515.192,726.10,385.7143,100.94, -,8.245819
8.95,4536.651,725.50,389.3333,100.94, -,8.245819
9.00,4550.967,725.10,382.7619,100.94, -,8.245819
9.05,4568.869,724.60,382.9524,100.94, -,8.245819
9.10,4586.781,724.10,376.4286,100.94, -,8.245819
9.15,4611.874,723.40,383.4762,100.94, -,8.245819
9.20,4626.223,723.00,376.9048,100.94, -,8.245819
9.25,4644.167,722.50,377.1429,100.94, -,8.245819
9.30,4662.122,722.00,373.9524,100.94, -,8.245819
9.35,4683.679,721.40,377.5714,100.94, -,8.245819
9.40,4701.656,720.90,374.4286,100.94, -,8.245819
9.45,4723.242,720.30,378.0952,100.94, -,8.245819
9.50,4737.639,719.90,371.4762,100.94, -,8.245819
9.55,4759.25,719.30,375.0952,100.94, -,8.245819
9.60,4773.663,718.90,371.8571,100.94, -,8.245819
9.65,4795.298,718.30,375.5238,100.94, -,8.245819
9.70,4809.728,717.90,372.3333,100.94, -,8.245819
9.75,4827.775,717.40,372.5238,100.94, -,8.245819
9.80,4845.833,716.90,369.3333,100.94, -,8.245819
9.85,4863.901,716.40,369.5238,100.94, -,8.245819
9.90,4878.364,716.00,362.8571,100.94, -,8.245819
9.95,4896.45,715.50,363.0952,100.94, -,8.245819
10.00,4910.927,715.10,356.4762,100.94, -,8.245819
10.05,4929.032,714.60,360.0952,100.94, -,8.245819
10.10,4943.522,714.20,356.8571,100.94, -,8.245819
10.15,4965.272,713.60,360.5238,100.94, -,8.245819
10.20,4983.408,713.10,353.9048,100.94, -,8.245819
10.25,4997.923,712.70,354.0476,100.94, -,8.245819
10.30,5012.446,712.30,350.7619,100.94, -,8.245819
10.35,5030.608,711.80,350.9524,100.94, -,8.245819
10.40,5048.781,711.30,347.7143,100.94, -,8.245819
10.45,5066.964,710.80,347.9048,100.94, -,8.245819
10.50,5081.517,710.40,341.1905,100.94, -,8.245819
10.55,5096.078,710.00,341.3333,100.94, -,8.226371
10.60,5110.646,709.60,334.619,100.94, -,8.226371
10.65,5125.219,709.20,334.7619,100.94, -,8.226371
10.70,5139.8,708.80,328.0476,100.94, -,8.226371
10.75,5158.035,708.30,331.6667,100.94, -,8.226371
10.80,5168.981,708.00,324.9048,100.94, -,8.226371
10.85,5183.583,707.60,321.619,100.94, -,8.226371
10.90,5198.188,707.20,318.3333,100.94, -,8.226371
10.95,5212.803,706.80,318.4762,100.94, -,8.226371
11.00,5223.768,706.50,311.6667,100.94, -,8.226371
11.05,5242.05,706.00,315.2857,100.94, -,8.226371
11.10,5256.686,705.60,312,100.94, -,8.226371
11.15,5271.325,705.20,312.1429,100.94, -,8.226371
11.20,5285.973,704.80,305.381,100.94, -,8.226371
11.25,5300.626,704.40,302.0476,100.94, -,8.226371
11.30,5318.953,703.90,305.7143,100.94, -,8.226371
11.35,5333.624,703.50,305.8571,100.94, -,8.226371
11.40,5348.3,703.10,302.5714,100.94, -,8.226371
11.45,5362.982,702.70,299.2857,100.94, -,8.226371
11.50,5377.672,702.30,295.9524,100.94, -,8.226371
11.55,5392.368,701.90,296.0952,100.94, -,8.226371
11.60,5407.072,701.50,296.2381,100.94, -,8.226371
11.65,5421.783,701.10,296.381,100.94, -,8.226371
11.70,5436.498,700.70,296.5238,100.94, -,8.226371
11.75,5451.223,700.30,296.619,100.94, -,8.226371
11.80,5462.27,700.00,289.7619,100.94, -,8.226371
11.85,5477.006,699.60,293.381,100.94, -,8.226371
11.90,5491.747,699.20,293.5238,100.94, -,8.226371
11.95,5502.808,698.90,290.1429,100.94, -,8.226371
12.00,5517.563,698.50,290.2857,100.94, -,8.226371
12.05,5532.325,698.10,293.9048,100.94, -,8.226371
12.10,5543.4,697.80,287.0476,100.94, -,8.226371
12.15,5558.171,697.40,287.1429,100.94, -,8.226371
12.20,5572.953,697.00,287.2857,100.94, -,8.226371
12.25,5587.74,696.60,287.4286,100.94, -,8.226371
12.30,5598.834,696.30,284.0476,100.94, -,8.226371
12.35,5609.933,696.00,277.1429,100.94, -,8.226371
12.40,5624.737,695.60,277.2857,100.94, -,8.226371
12.45,5639.547,695.20,277.381,100.94, -,8.226371
12.50,5654.366,694.80,277.4762,100.94, -,8.226371
12.55,5669.189,694.40,277.5714,100.76, -,8.245819
12.60,5680.314,694.10,274.1429,100.76, -,8.245819
12.65,5691.441,693.80,270.7619,100.76, -,8.245819
12.70,5702.571,693.50,267.381,100.76, -,8.245819
12.75,5717.419,693.10,267.5238,100.76, -,8.245819
12.80,5732.272,692.70,267.6667,100.76, -,8.245819
12.85,5747.134,692.30,271.2857,100.76, -,8.245819
12.90,5754.568,692.10,264.3333,100.76, -,8.245819
12.95,5769.438,691.70,264.4286,100.76, -,8.245819
13.00,5780.596,691.40,264.5238,100.76, -,8.245819
13.05,5791.76,691.10,261.0952,100.76, -,8.245819
13.10,5802.926,690.80,257.6667,100.76, -,8.245819
13.15,5817.819,690.40,261.2857,100.76, -,8.245819
13.20,5825.269,690.20,254.3333,100.76, -,8.245819
13.25,5840.175,689.80,254.4286,100.76, -,8.245819
13.30,5851.357,689.50,251,100.76, -,8.245819
13.35,5862.544,689.20,251.0952,100.76, -,8.245819
13.40,5877.467,688.80,254.7143,100.76, -,8.245819
13.45,5884.932,688.60,247.7143,100.76, -,8.245819
13.50,5896.13,688.30,244.2857,100.76, -,8.226371
13.55,5907.333,688.00,240.8571,100.76, -,8.226371
13.60,5918.539,687.70,237.4286,100.76, -,8.226371
13.65,5929.749,687.40,237.5238,100.76, -,8.226371
13.70,5940.966,687.10,237.5714,100.76, -,8.226371
13.75,5955.924,686.70,241.1905,100.76, -,8.226371
13.80,5963.406,686.50,234.1905,100.76, -,8.226371
13.85,5978.377,686.10,234.2857,100.76, -,8.226371
13.90,5985.863,685.90,227.2857,100.76, -,8.226371
13.95,5997.099,685.60,230.9048,100.76, -,8.226371
14.00,6008.337,685.30,227.4762,100.76, -,8.226371
14.05,6019.58,685.00,227.5714,100.76, -,8.226371
14.10,6030.826,684.70,227.6667,100.76, -,8.226371
14.15,6042.076,684.40,227.7619,100.76, -,8.226371
14.20,6049.579,684.20,220.7143,100.76, -,8.226371
14.25,6060.835,683.90,224.3333,100.76, -,8.226371
14.30,6068.343,683.70,217.2857,100.76, -,8.226371
14.35,6083.364,683.30,220.9048,100.76, -,8.226371
14.40,6090.876,683.10,217.381,100.76, -,8.226371
14.45,6102.148,682.80,213.9048,100.76, -,8.226371
14.50,6113.423,682.50,217.5714,100.76, -,8.226371
14.55,6120.943,682.30,214.0476,100.76, -,8.226371
14.60,6132.226,682.00,214.1429,100.76, -,8.226371
14.65,6143.512,681.70,214.2381,100.76, -,8.226371
14.70,6151.039,681.50,210.7619,100.76, -,8.226371
14.75,6162.332,681.20,210.8571,100.76, -,8.226371
14.80,6169.863,681.00,203.8095,100.76, -,8.226371
14.85,6181.163,680.70,207.4286,100.76, -,8.226371
14.90,6188.699,680.50,200.381,100.76, -,8.226371
14.95,6200.005,680.20,204,100.76, -,8.226371
15.00,6207.546,680.00,200.4762,100.76, -,8.226371
15.05,6215.088,679.80,196.9524,100.76, -,8.226371
15.10,6226.404,679.50,197,100.76, -,8.226371
15.15,6233.951,679.30,193.4762,100.76, -,8.226371
15.20,6245.273,679.00,193.5238,100.76, -,8.226371
15.25,6252.825,678.80,193.5714,100.76, -,8.226371
15.30,6264.154,678.50,193.6667,100.76, -,8.226371
15.35,6271.71,678.30,193.7143,100.76, -,8.226371
15.40,6279.268,678.10,186.619,100.76, -,8.226371
15.45,6286.825,677.90,186.6667,100.76, -,8.226371
15.50,6294.386,677.70,183.1429,100.76, -,8.245819
15.55,6305.73,677.40,183.1905,100.76, -,8.245819
15.60,6313.296,677.20,183.2381,100.76, -,8.245819
15.65,6320.863,677.00,179.6667,100.76, -,8.245819
15.70,6328.433,676.80,176.0952,100.76, -,8.245819
15.75,6339.789,676.50,179.7143,100.76, -,8.245819
15.80,6343.575,676.40,172.5714,100.76, -,8.245819
15.85,6351.149,676.20,172.5714,100.76, -,8.245819
15.90,6362.514,675.90,172.619,100.76, -,8.245819
15.95,6370.093,675.70,172.6667,100.76, -,8.245819
16.00,6377.675,675.50,169.1429,100.76, -,8.245819
16.05,6385.258,675.30,169.1905,100.76, -,8.245819
16.10,6389.049,675.20,165.619,100.76, -,8.245819
16.15,6400.427,674.90,165.7143,100.76, -,8.245819
16.20,6404.222,674.80,162.1429,100.76, -,8.245819
16.25,6411.812,674.60,158.619,100.76, -,8.245819
16.30,6419.4,674.40,158.6667,100.76, -,8.245819
16.35,6426.993,674.20,155.0952,100.76, -,8.245819
16.40,6434.588,674.00,155.1429,100.76, -,8.245819
16.45,6442.185,673.80,155.1905,100.76, -,8.245819
16.50,6445.983,673.70,151.619,100.76, -,8.245819
16.55,6453.582,673.50,151.6667,100.76, -,8.226371
16.60,6461.184,673.30,148.0952,100.76, -,8.226371
16.65,6464.984,673.20,144.5238,100.76, -,8.226371
16.70,6472.588,673.00,144.5714,100.76, -,8.226371
16.75,6480.193,672.80,144.619,100.76, -,8.226371
16.80,6487.801,672.60,141.0476,100.76, -,8.226371
16.85,6491.604,672.50,141.0476,100.76, -,8.226371
16.90,6499.215,672.30,141.0952,100.76, -,8.226371
16.95,6506.827,672.10,137.5238,100.76, -,8.226371
17.00,6510.633,672.00,133.9048,100.76, -,8.226371
17.05,6518.248,671.80,133.9048,100.76, -,8.226371
17.10,6522.055,671.70,130.2857,100.76, -,8.226371
17.15,6529.672,671.50,133.9048,100.76, -,8.226371
17.20,6533.481,671.40,126.6667,100.76, -,8.226371
17.25,6537.292,671.30,126.6667,100.76, -,8.226371
17.30,6544.914,671.10,126.6667,100.76, -,8.226371
17.35,6552.535,670.90,126.6667,100.76, -,8.226371
17.40,6556.348,670.80,123.0476,100.76, -,8.226371
17.45,6560.16,670.70,119.4286,100.76, -,8.226371
17.50,6567.787,670.50,119.4762,100.76, -,8.226371
17.55,6571.6,670.40,119.4762,100.76, -,8.226371
17.60,6575.416,670.30,115.8571,100.76, -,8.226371
17.65,6583.046,670.10,115.9048,100.76, -,8.226371
17.70,6586.861,670.00,115.9048,100.76, -,8.226371
17.75,6594.494,669.80,115.9524,100.76, -,8.226371
17.80,6598.311,669.70,112.3333,100.76, -,8.226371
17.85,6602.129,669.60,108.7143,100.76, -,8.226371
17.90,6609.764,669.40,112.381,100.76, -,8.226371
17.95,6613.584,669.30,108.7619,100.76, -,8.226371
18.00,6617.403,669.20,105.1429,100.76, -,8.226371
18.05,6621.225,669.10,105.1429,100.76, -,8.226371
18.10,6625.044,669.00,101.5238,100.76, -,8.226371
18.15,6628.864,668.90,101.5238,100.76, -,8.226371
18.20,6632.687,668.80,97.90476,100.76, -,8.226371
18.25,6640.331,668.60,101.5714,100.76, -,8.226371
18.30,6644.153,668.50,101.5714,100.76, -,8.226371
18.35,6647.975,668.40,97.95238,100.76, -,8.226371
18.40,6651.8,668.30,94.33334,100.76, -,8.226371
18.45,6651.8,668.30,90.71429,100.76, -,8.226371
18.50,6655.623,668.20,90.71429,100.76, -,8.226371
18.55,6659.449,668.10,87.09524,100.76, -,8.226371
18.60,6663.273,668.00,87.09524,100.76, -,8.226371
18.65,6667.098,667.90,87.09524,100.76, -,8.226371
18.70,6670.925,667.80,83.47619,100.76, -,8.226371
18.75,6674.75,667.70,83.52381,100.76, -,8.226371
18.80,6678.579,667.60,79.90476,100.76, -,8.226371
18.85,6682.405,667.50,79.95238,100.76, -,8.226371
18.90,6686.232,667.40,80,100.76, -,8.226371
18.95,6690.062,667.30,76.38095,100.76, -,8.226371
19.00,6693.89,667.20,76.42857,100.76, -,8.226371
19.05,6697.72,667.10,76.47619,100.76, -,8.226371
19.10,6697.72,667.10,72.85714,100.76, -,8.226371
19.15,6701.549,667.00,72.90476,100.76, -,8.226371
19.20,6705.378,666.90,72.95238,100.76, -,8.226371
19.25,6709.21,666.80,73,100.76, -,8.226371
19.30,6709.21,666.80,65.71429,100.76, -,8.226371
19.35,6713.04,666.70,65.7619,100.76, -,8.226371
19.40,6713.04,666.70,62.14286,100.76, -,8.226371
19.45,6716.873,666.60,62.19048,100.76, -,8.226371
19.50,6720.704,666.50,65.85714,100.76, -,8.031894
19.55,6724.536,666.40,65.90476,100.76, -,8.031894
19.60,6724.536,666.40,62.23809,100.76, -,8.031894
19.65,6728.37,666.30,62.28571,100.76, -,8.031894
19.70,6732.203,666.20,62.33333,100.76, -,8.031894
19.75,6732.203,666.20,58.66667,100.76, -,8.031894
19.80,6732.203,666.20,55,100.76, -,8.031894
19.85,6736.038,666.10,55,100.76, -,8.031894
19.90,6736.038,666.10,51.33333,100.76, -,8.031894
19.95,6739.871,666.00,51.33333,100.76, -,8.031894
20.00,6739.871,666.00,47.66667,100.76, -,8.031894
20.05,6743.705,665.90,47.66667,100.76, -,8.031894
20.10,6743.705,665.90,44,100.76, -,8.031894
20.15,6743.705,665.90,44,100.76, -,8.031894
20.20,6743.705,665.90,40.33333,100.76, -,8.031894
20.25,6747.542,665.80,40.33333,100.76, -,8.031894
20.30,6747.542,665.80,36.66667,100.76, -,8.031894
20.35,6747.542,665.80,36.66667,100.76, -,8.031894
20.40,6747.542,665.80,33,100.76, -,8.031894
20.45,6751.376,665.70,36.66667,100.76, -,8.031894
20.50,6751.376,665.70,33,100.76, -,8.031894
20.55,6751.376,665.70,29.33333,100.76, -,8.226371
20.60,6755.214,665.60,29.33333,100.76, -,8.226371
20.65,6755.214,665.60,29.33333,100.76, -,8.226371
20.70,6755.214,665.60,25.66667,100.76, -,8.226371
20.75,6755.214,665.60,22,100.76, -,8.226371
20.80,6755.214,665.60,22,100.76, -,8.226371
20.85,6759.05,665.50,25.66667,100.76, -,8.226371
20.90,6759.05,665.50,22,100.76, -,8.226371
20.95,6759.05,665.50,22,100.76, -,8.226371
21.00,6759.05,665.50,18.33333,100.76, -,8.226371
21.05,6755.214,665.60,14.66667,100.76, -,8.226371
21.10,6552.535,670.90,-182.0476,100.76, -,8.226371
21.15,6670.925,667.80,-69.28571,100.76, -,8.226371
21.20,6839.727,663.40,91.47619,100.76, -,8.226371
21.25,6797.442,664.50,51.19048,100.76, -,8.226371
21.30,6782.079,664.90,32.90476,100.76, -,8.226371
21.35,6789.759,664.70,40.23809,100.76, -,8.226371
21.40,6793.602,664.60,43.90476,100.76, -,8.226371
21.45,6801.283,664.40,51.23809,100.76, -,8.226371
21.50,6812.813,664.10,58.57143,100.76, -,8.226371
21.55,6843.575,663.30,87.85714,100.76, -,8.226371
21.60,6885.921,662.20,128.1905,100.76, -,8.226371
21.65,6974.65,659.90,209.0476,100.76, -,8.226371
21.70,7090.761,656.90,319.619,100.76, -,8.226371
21.75,7114.036,656.30,341.7619,100.76, -,8.226371
21.80,6893.627,662.00,131.8571,100.76, -,8.226371
21.85,7036.524,658.30,267.9524,100.76, -,8.226371
21.90,7359.455,650.00,571.8571,100.76, -,8.226371
21.95,7328.184,650.80,542.0952,100.76, -,8.226371
22.00,7183.959,654.50,404.7619,100.76, -,8.226371
22.05,6939.901,660.80,172.3333,100.76, Drogue,8.226371
22.10,6728.37,666.30,-25.47619,100.76, -,8.226371
22.15,6789.759,664.70,226.0476,100.76, -,8.226371
22.20,6885.921,662.20,204.8571,100.76, -,8.226371
22.25,6955.34,660.40,110.1905,100.76, -,8.226371
22.30,6932.184,661.00,128.4286,100.76, -,8.226371
22.35,6878.217,662.40,91.66666,100.76, -,8.226371
22.40,6820.499,663.90,29.38095,100.76, -,8.226371
22.45,6785.92,664.80,-7.238095,100.76, -,8.226371
22.50,6812.813,664.10,11.04762,100.76, -,8.226371
22.55,6843.575,663.30,29.33333,100.76, -,8.226371
22.60,6832.036,663.60,-10.95238,100.76, -,8.226371
22.65,6789.759,664.70,-91.57143,100.76, -,8.226371
22.70,6732.203,666.20,-230.9048,100.76, -,8.226371
22.75,6739.871,666.00,-334.1905,100.76, -,8.226371
22.80,6739.871,666.00,-356.3333,100.76, -,8.226371
22.85,6693.89,667.20,-190.2381,100.76, -,8.226371
22.90,6663.273,668.00,-355.4762,100.76, -,8.226371
22.95,6632.687,668.80,-692.1905,100.76, -,8.226371
23.00,6617.403,669.20,-677,100.76, -,8.226371
23.05,6621.225,669.10,-536.0476,100.76, -,8.226371
23.10,6621.225,669.10,-303.619,100.76, -,8.226371
23.15,6621.225,669.10,-102.1429,100.76, -,8.226371
23.20,6621.225,669.10,-160.619,100.76, -,8.226371
23.25,6617.403,669.20,-255.8095,100.76, -,8.226371
23.30,6617.403,669.20,-321.9048,100.76, -,8.226371
23.35,6613.584,669.30,-303.4762,100.76, -,8.226371
23.40,6613.584,669.30,-252.0952,100.76, -,8.226371
23.45,6617.403,669.20,-193.5238,100.76, -,8.226371
23.50,6613.584,669.30,-164.1905,100.76, -,8.226371
23.55,6613.584,669.30,-189.8095,100.76, -,8.226371
23.60,6613.584,669.30,-219.0952,100.76, -,8.226371
23.65,6617.403,669.20,-204.4762,100.76, -,8.226371
23.70,6613.584,669.30,-167.8095,100.76, -,8.226371
23.75,6609.764,669.40,-116.619,100.76, -,8.226371
23.80,6609.764,669.40,-123.9048,100.76, -,8.226371
23.85,6609.764,669.40,-123.9048,100.76, -,8.226371
23.90,6605.947,669.50,-83.71429,100.76, -,8.226371
23.95,6602.129,669.60,-58.19048,100.76, -,8.226371
24.00,6602.129,669.60,-29.04762,100.76, -,8.226371
24.05,6598.311,669.70,-18.09524,100.76, -,8.226371
24.10,6594.494,669.80,-25.33333,100.76, -,8.226371
