Time [s],Altitude [ft],Pressure [mbar],Velocity [ft/s],Temperature [F],Events,Voltages [V]
53.65,5870.005,689.00,-21.42857,100.76, -,8.226371
53.70,5866.275,689.10,-25,100.76, -,8.226371
53.75,5866.275,689.10,-25,100.76, -,8.226371
53.80,5866.275,689.10,-21.42857,100.76, -,8.226371
53.85,5862.544,689.20,-25,100.76, -,8.226371
53.90,5862.544,689.20,-25,100.76, -,8.226371
53.95,5862.544,689.20,-25,100.76, -,8.226371
54.00,5858.815,689.30,-25,100.76, -,8.226371
54.05,5858.815,689.30,-25,100.76, -,8.226371
54.10,5858.815,689.30,-25,100.76, -,8.226371
54.15,5855.085,689.40,-25,100.76, -,8.226371
54.20,5855.085,689.40,-25,100.76, -,8.226371
54.25,5855.085,689.40,-25,100.76, -,8.226371
54.30,5851.357,689.50,-28.57143,100.76, -,8.226371
54.35,5851.357,689.50,-25,100.76, -,8.226371
54.40,5851.357,689.50,-25,100.76, -,8.226371
54.45,5851.357,689.50,-21.42857,100.76, -,8.226371
54.50,5847.63,689.60,-25,100.76, -,8.226371
54.55,5847.63,689.60,-25,100.76, -,8.226371
54.60,5843.901,689.70,-28.57143,100.76, -,8.226371
54.65,5843.901,689.70,-25,100.76, -,8.226371
54.70,5843.901,689.70,-25,100.76, -,8.226371
54.75,5843.901,689.70,-21.42857,100.76, -,8.226371
54.80,5843.901,689.70,-21.42857,100.76, -,8.226371
54.85,5840.175,689.80,-25,100.76, -,8.226371
54.90,5840.175,689.80,-21.42857,100.76, -,8.226371
54.95,5840.175,689.80,-21.42857,100.76, -,8.226371
55.00,5836.446,689.90,-25,100.76, -,8.226371
55.05,5836.446,689.90,-21.42857,100.76, -,8.226371
55.10,5832.721,690.00,-25,100.76, -,8.226371
55.15,5832.721,690.00,-25,100.76, -,8.226371
55.20,5832.721,690.00,-21.42857,100.76, -,8.226371
55.25,5828.996,690.10,-25,100.76, -,8.226371
55.30,5828.996,690.10,-25,100.76, -,8.226371
55.35,5828.996,690.10,-21.42857,100.76, -,8.226371
55.40,5825.269,690.20,-25,100.76, -,8.226371
55.45,5825.269,690.20,-25,100.76, -,8.226371
55.50,5825.269,690.20,-25,100.76, -,8.245819
55.55,5825.269,690.20,-21.42857,100.76, -,8.245819
55.60,5821.545,690.30,-24.95238,100.76, -,8.245819
55.65,5817.819,690.40,-24.95238,100.76, -,8.245819
55.70,5817.819,690.40,-24.95238,100.76, -,8.245819
55.75,5817.819,690.40,-24.95238,100.76, -,8.245819
55.80,5817.819,690.40,-24.95238,100.76, -,8.245819
55.85,5814.096,690.50,-28.47619,100.76, -,8.245819
55.90,5814.096,690.50,-24.90476,100.76, -,8.245819
55.95,5814.096,690.50,-24.90476,100.76, -,8.245819
56.00,5810.373,690.60,-28.42857,100.76, -,8.245819
56.05,5810.373,690.60,-24.85714,100.76, -,8.245819
56.10,5810.373,690.60,-24.85714,100.76, -,8.245819
56.15,5806.648,690.70,-24.80952,100.76, -,8.245819
56.20,5806.648,690.70,-24.80952,100.76, -,8.245819
56.25,5806.648,690.70,-24.80952,100.76, -,8.245819
56.30,5802.926,690.80,-24.76191,100.76, -,8.245819
56.35,5802.926,690.80,-24.76191,100.76, -,8.245819
56.40,5802.926,690.80,-24.76191,100.76, -,8.245819
56.45,5799.202,690.90,-24.71428,100.76, -,8.245819
56.50,5799.202,690.90,-24.71428,100.76, -,8.245819
56.55,5799.202,690.90,-24.71428,100.76, -,8.245819
56.60,5795.481,691.00,-28.23809,100.76, -,8.245819
56.65,5795.481,691.00,-24.71428,100.76, -,8.245819
56.70,5795.481,691.00,-21.14286,100.76, -,8.245819
56.75,5795.481,691.00,-21.14286,100.76, -,8.245819
56.80,5795.481,691.00,-21.14286,100.76, -,8.245819
56.85,5791.76,691.10,-24.66667,100.76, -,8.245819
56.90,5791.76,691.10,-21.14286,100.76, -,8.245819
56.95,5791.76,691.10,-21.14286,100.76, -,8.245819
57.00,5788.038,691.20,-24.66667,100.76, -,8.245819
57.05,5788.038,691.20,-21.14286,100.76, -,8.245819
57.10,5788.038,691.20,-21.14286,100.76, -,8.245819
57.15,5784.318,691.30,-24.66667,100.76, -,8.245819
57.20,5784.318,691.30,-21.14286,100.76, -,8.245819
57.25,5784.318,691.30,-21.14286,100.76, -,8.245819
57.30,5780.596,691.40,-24.66667,100.76, -,8.245819
57.35,5780.596,691.40,-21.14286,100.76, -,8.245819
57.40,5780.596,691.40,-21.14286,100.76, -,8.245819
57.45,5780.596,691.40,-21.14286,100.76, -,8.245819
57.50,5776.877,691.50,-21.14286,100.76, -,8.226371
57.55,5773.159,691.60,-24.66667,100.76, -,8.226371
57.60,5773.159,691.60,-24.66667,100.76, -,8.226371
57.65,5773.159,691.60,-21.14286,100.76, -,8.226371
57.70,5773.159,691.60,-21.14286,100.76, -,8.226371
57.75,5769.438,691.70,-24.66667,100.76, -,8.226371
57.80,5769.438,691.70,-24.66667,100.76, -,8.226371
57.85,5769.438,691.70,-24.66667,100.76, -,8.226371
57.90,5765.721,691.80,-24.66667,100.76, -,8.226371
57.95,5762.001,691.90,-28.19048,100.76, -,8.226371
58.00,5762.001,691.90,-28.19048,100.76, -,8.226371
58.05,5762.001,691.90,-24.66667,100.76, -,8.226371
58.10,5762.001,691.90,-24.66667,100.76, -,8.226371
58.15,5758.285,692.00,-28.19048,100.76, -,8.226371
58.20,5758.285,692.00,-24.66667,100.76, -,8.226371
58.25,5758.285,692.00,-24.66667,100.76, -,8.226371
58.30,5754.568,692.10,-28.19048,100.76, -,8.226371
58.35,5754.568,692.10,-24.66667,100.76, -,8.226371
58.40,5754.568,692.10,-24.66667,100.76, -,8.226371
58.45,5750.85,692.20,-28.19048,100.76, -,8.226371
58.50,5750.85,692.20,-28.19048,100.76, -,8.226371
58.55,5750.85,692.20,-24.66667,100.76, -,8.226371
58.60,5747.134,692.30,-24.66667,100.76, -,8.226371
58.65,5747.134,692.30,-24.66667,100.76, -,8.226371
58.70,5747.134,692.30,-24.66667,100.76, -,8.226371
58.75,5747.134,692.30,-24.66667,100.76, -,8.226371
58.80,5743.417,692.40,-24.66667,100.76, -,8.226371
58.85,5743.417,692.40,-24.66667,100.76, -,8.226371
58.90,5743.417,692.40,-24.66667,100.76, -,8.226371
58.95,5739.703,692.50,-24.66667,100.76, -,8.226371
59.00,5739.703,692.50,-21.14286,100.76, -,8.226371
59.05,5735.988,692.60,-24.66667,100.76, -,8.226371
59.10,5735.988,692.60,-24.66667,100.76, -,8.226371
59.15,5732.272,692.70,-28.19048,100.76, -,8.226371
59.20,5732.272,692.70,-24.66667,100.76, -,8.226371
59.25,5732.272,692.70,-24.66667,100.76, -,8.226371
59.30,5732.272,692.70,-24.66667,100.76, -,8.226371
59.35,5728.559,692.80,-24.66667,100.76, -,8.226371
59.40,5728.559,692.80,-24.66667,100.76, -,8.226371
59.45,5724.844,692.90,-28.19048,100.76, -,8.226371
59.50,5724.844,692.90,-24.66667,100.76, -,8.226371
59.55,5724.844,692.90,-24.66667,100.76, -,8.226371
59.60,5721.131,693.00,-28.19048,100.76, -,8.226371
59.65,5721.131,693.00,-24.66667,100.76, -,8.226371
59.70,5721.131,693.00,-24.66667,100.76, -,8.226371
59.75,5721.131,693.00,-24.66667,100.76, -,8.226371
59.80,5717.419,693.10,-28.19048,100.76, -,8.226371
59.85,5717.419,693.10,-24.66667,100.76, -,8.226371
59.90,5717.419,693.10,-24.66667,100.76, -,8.226371
59.95,5717.419,693.10,-24.66667,100.76, -,8.226371
60.00,5713.706,693.20,-24.66667,100.76, -,8.226371
60.05,5713.706,693.20,-24.66667,100.76, -,8.226371
60.10,5709.995,693.30,-24.66667,100.76, -,8.226371
60.15,5709.995,693.30,-24.66667,100.76, -,8.226371
60.20,5709.995,693.30,-21.14286,100.76, -,8.226371
60.25,5706.282,693.40,-24.66667,100.76, -,8.226371
60.30,5706.282,693.40,-24.66667,100.76, -,8.226371
60.35,5706.282,693.40,-24.66667,100.76, -,8.226371
60.40,5706.282,693.40,-21.14286,100.76, -,8.226371
60.45,5702.571,693.50,-24.66667,100.76, -,8.226371
60.50,5702.571,693.50,-21.14286,100.76, -,8.226371
60.55,5702.571,693.50,-21.14286,100.58, -,8.245819
60.60,5702.571,693.50,-21.14286,100.58, -,8.245819
60.65,5698.861,693.60,-21.14286,100.58, -,8.245819
60.70,5698.861,693.60,-21.14286,100.58, -,8.245819
60.75,5695.15,693.70,-24.66667,100.58, -,8.245819
60.80,5695.15,693.70,-24.66667,100.58, -,8.245819
60.85,5695.15,693.70,-21.14286,100.58, -,8.245819
60.90,5691.441,693.80,-24.66667,100.58, -,8.245819
60.95,5691.441,693.80,-24.66667,100.58, -,8.245819
61.00,5691.441,693.80,-24.66667,100.58, -,8.245819
61.05,5691.441,693.80,-21.14286,100.58, -,8.245819
61.10,5687.73,693.90,-24.66667,100.58, -,8.245819
61.15,5687.73,693.90,-21.14286,100.58, -,8.245819
61.20,5684.022,694.00,-24.66667,100.58, -,8.245819
61.25,5684.022,694.00,-24.66667,100.58, -,8.245819
61.30,5680.314,694.10,-24.66667,100.58, -,8.245819
61.35,5680.314,694.10,-24.66667,100.58, -,8.245819
61.40,5680.314,694.10,-24.66667,100.58, -,8.245819
61.45,5680.314,694.10,-24.66667,100.58, -,8.245819
61.50,5676.605,694.20,-24.66667,100.58, -,8.226371
61.55,5676.605,694.20,-24.66667,100.58, -,8.226371
61.60,5676.605,694.20,-24.66667,100.58, -,8.226371
61.65,5672.898,694.30,-28.19048,100.58, -,8.226371
61.70,5672.898,694.30,-24.66667,100.58, -,8.226371
61.75,5672.898,694.30,-24.66667,100.58, -,8.226371
61.80,5669.189,694.40,-24.66667,100.58, -,8.226371
61.85,5669.189,694.40,-24.66667,100.58, -,8.226371
61.90,5669.189,694.40,-24.66667,100.58, -,8.226371
61.95,5665.483,694.50,-24.66667,100.58, -,8.226371
62.00,5665.483,694.50,-24.66667,100.58, -,8.226371
62.05,5665.483,694.50,-24.66667,100.58, -,8.226371
62.10,5661.778,694.60,-28.19048,100.58, -,8.226371
62.15,5661.778,694.60,-24.66667,100.58, -,8.226371
62.20,5661.778,694.60,-24.66667,100.58, -,8.226371
62.25,5658.071,694.70,-24.66667,100.58, -,8.226371
62.30,5658.071,694.70,-24.66667,100.58, -,8.226371
62.35,5654.366,694.80,-24.66667,100.58, -,8.226371
62.40,5654.366,694.80,-24.66667,100.58, -,8.226371
62.45,5650.66,694.90,-28.19048,100.58, -,8.226371
62.50,5650.66,694.90,-28.19048,100.58, -,8.226371
62.55,5650.66,694.90,-24.66667,100.58, -,8.226371
62.60,5646.956,695.00,-28.19048,100.58, -,8.226371
62.65,5646.956,695.00,-28.19048,100.58, -,8.226371
62.70,5646.956,695.00,-24.66667,100.58, -,8.226371
62.75,5643.252,695.10,-28.19048,100.58, -,8.226371
62.80,5643.252,695.10,-28.19048,100.58, -,8.226371
62.85,5643.252,695.10,-24.66667,100.58, -,8.226371
62.90,5639.547,695.20,-28.19048,100.58, -,8.226371
62.95,5639.547,695.20,-28.19048,100.58, -,8.226371
63.00,5639.547,695.20,-24.66667,100.58, -,8.226371
63.05,5639.547,695.20,-24.66667,100.58, -,8.226371
63.10,5635.845,695.30,-28.19048,100.58, -,8.226371
63.15,5635.845,695.30,-24.66667,100.58, -,8.226371
63.20,5632.14,695.40,-28.19048,100.58, -,8.226371
63.25,5632.14,695.40,-28.19048,100.58, -,8.226371
63.30,5628.438,695.50,-28.19048,100.58, -,8.226371
63.35,5628.438,695.50,-28.19048,100.58, -,8.226371
63.40,5628.438,695.50,-24.66667,100.58, -,8.226371
63.45,5628.438,695.50,-24.66667,100.58, -,8.226371
63.50,5624.737,695.60,-24.66667,100.58, -,8.226371
63.55,5624.737,695.60,-24.66667,100.58, -,8.226371
63.60,5621.035,695.70,-28.19048,100.58, -,8.226371
63.65,5621.035,695.70,-24.66667,100.58, -,8.226371
63.70,5621.035,695.70,-24.66667,100.58, -,8.226371
63.75,5617.334,695.80,-28.19048,100.58, -,8.226371
63.80,5617.334,695.80,-24.66667,100.58, -,8.226371
63.85,5617.334,695.80,-24.66667,100.58, -,8.226371
63.90,5613.632,695.90,-28.19048,100.58, -,8.226371
63.95,5613.632,695.90,-24.66667,100.58, -,8.226371
64.00,5613.632,695.90,-24.66667,100.58, -,8.226371
64.05,5609.933,696.00,-28.19048,100.58, -,8.226371
64.10,5609.933,696.00,-28.19048,100.58, -,8.226371
64.15,5609.933,696.00,-24.66667,100.58, -,8.226371
64.20,5609.933,696.00,-24.66667,100.58, -,8.226371
64.25,5606.233,696.10,-24.66667,100.58, -,8.226371
64.30,5606.233,696.10,-24.66667,100.58, -,8.226371
64.35,5606.233,696.10,-21.14286,100.58, -,8.226371
64.40,5602.533,696.20,-24.66667,100.58, -,8.226371
64.45,5602.533,696.20,-24.66667,100.58, -,8.226371
64.50,5598.834,696.30,-28.19048,100.58, -,8.226371
64.55,5598.834,696.30,-24.66667,100.58, -,8.226371
64.60,5598.834,696.30,-24.66667,100.58, -,8.226371
64.65,5595.134,696.40,-24.66667,100.58, -,8.226371
64.70,5595.134,696.40,-24.66667,100.58, -,8.226371
64.75,5591.437,696.50,-28.19048,100.58, -,8.226371
64.80,5591.437,696.50,-24.66667,100.58, -,8.226371
64.85,5591.437,696.50,-24.66667,100.58, -,8.226371
64.90,5591.437,696.50,-24.66667,100.58, -,8.226371
64.95,5591.437,696.50,-21.14286,100.58, -,8.226371
65.00,5587.74,696.60,-24.66667,100.58, -,8.226371
65.05,5587.74,696.60,-24.66667,100.58, -,8.226371
65.10,5587.74,696.60,-21.14286,100.58, -,8.226371
65.15,5584.042,696.70,-24.66667,100.58, -,8.226371
65.20,5584.042,696.70,-24.66667,100.58, -,8.226371
65.25,5584.042,696.70,-24.66667,100.58, -,8.226371
65.30,5580.346,696.80,-24.66667,100.58, -,8.226371
65.35,5580.346,696.80,-24.66667,100.58, -,8.226371
65.40,5580.346,696.80,-24.66667,100.58, -,8.226371
65.45,5576.647,696.90,-24.66667,100.58, -,8.226371
65.50,5576.647,696.90,-24.66667,100.58, -,8.226371
65.55,5576.647,696.90,-21.14286,100.58, -,8.226371
65.60,5572.953,697.00,-24.66667,100.58, -,8.226371
65.65,5572.953,697.00,-24.66667,100.58, -,8.226371
65.70,5572.953,697.00,-21.14286,100.58, -,8.226371
65.75,5569.258,697.10,-24.66667,100.58, -,8.226371
65.80,5569.258,697.10,-21.14286,100.58, -,8.226371
65.85,5565.561,697.20,-24.66667,100.58, -,8.226371
65.90,5565.561,697.20,-24.66667,100.58, -,8.226371
65.95,5565.561,697.20,-24.66667,100.58, -,8.226371
66.00,5565.561,697.20,-24.66667,100.58, -,8.226371
66.05,5565.561,697.20,-21.14286,100.58, -,8.226371
66.10,5561.867,697.30,-24.66667,100.58, -,8.226371
66.15,5561.867,697.30,-24.66667,100.58, -,8.226371
66.20,5558.171,697.40,-24.66667,100.58, -,8.226371
66.25,5558.171,697.40,-24.66667,100.58, -,8.226371
66.30,5554.479,697.50,-28.19048,100.58, -,8.226371
66.35,5554.479,697.50,-24.66667,100.58, -,8.226371
66.40,5554.479,697.50,-24.66667,100.58, -,8.226371
66.45,5550.786,697.60,-28.19048,100.58, -,8.226371
66.50,5550.786,697.60,-24.66667,100.58, -,8.226371
66.55,5550.786,697.60,-24.66667,100.58, -,8.226371
66.60,5550.786,697.60,-24.66667,100.58, -,8.226371
66.65,5547.091,697.70,-24.66667,100.58, -,8.226371
66.70,5547.091,697.70,-24.66667,100.58, -,8.226371
66.75,5547.091,697.70,-24.66667,100.58, -,8.226371
66.80,5543.4,697.80,-24.66667,100.58, -,8.226371
66.85,5543.4,697.80,-24.66667,100.58, -,8.226371
66.90,5543.4,697.80,-21.14286,100.58, -,8.226371
66.95,5539.706,697.90,-24.66667,100.58, -,8.226371
67.00,5539.706,697.90,-24.66667,100.58, -,8.226371
67.05,5539.706,697.90,-24.66667,100.58, -,8.226371
67.10,5536.015,698.00,-28.19048,100.58, -,8.226371
67.15,5536.015,698.00,-24.66667,100.58, -,8.226371
67.20,5536.015,698.00,-24.66667,100.58, -,8.226371
67.25,5532.325,698.10,-24.66667,100.58, -,8.226371
67.30,5532.325,698.10,-24.66667,100.58, -,8.226371
67.35,5532.325,698.10,-21.14286,100.58, -,8.226371
67.40,5532.325,698.10,-21.14286,100.58, -,8.226371
67.45,5528.632,698.20,-24.66667,100.58, -,8.226371
67.50,5528.632,698.20,-21.14286,100.58, -,8.226371
67.55,5524.943,698.30,-24.66667,100.58, -,8.226371
67.60,5524.943,698.30,-24.66667,100.58, -,8.226371
67.65,5524.943,698.30,-24.66667,100.58, -,8.226371
67.70,5521.251,698.40,-24.66667,100.58, -,8.226371
67.75,5521.251,698.40,-24.66667,100.58, -,8.226371
67.80,5521.251,698.40,-24.66667,100.58, -,8.226371
67.85,5521.251,698.40,-21.14286,100.58, -,8.226371
67.90,5517.563,698.50,-24.66667,100.58, -,8.226371
67.95,5517.563,698.50,-24.66667,100.58, -,8.226371
68.00,5513.875,698.60,-24.66667,100.58, -,8.226371
68.05,5513.875,698.60,-24.66667,100.58, -,8.226371
68.10,5513.875,698.60,-24.66667,100.58, -,8.226371
68.15,5510.184,698.70,-24.66667,100.58, -,8.226371
68.20,5513.875,698.60,-21.14286,100.58, -,8.226371
68.25,5510.184,698.70,-24.66667,100.58, -,8.226371
68.30,5506.497,698.80,-24.66667,100.58, -,8.226371
68.35,5506.497,698.80,-24.66667,100.58, -,8.226371
68.40,5506.497,698.80,-24.66667,100.58, -,8.226371
68.45,5506.497,698.80,-24.66667,100.58, -,8.226371
68.50,5502.808,698.90,-24.66667,100.58, -,8.226371
68.55,5502.808,698.90,-24.66667,100.58, -,8.226371
68.60,5502.808,698.90,-21.14286,100.58, -,8.226371
68.65,5502.808,698.90,-21.14286,100.58, -,8.226371
68.70,5499.121,699.00,-24.66667,100.58, -,8.226371
68.75,5499.121,699.00,-21.14286,100.58, -,8.226371
68.80,5499.121,699.00,-21.14286,100.58, -,8.226371
68.85,5495.435,699.10,-24.66667,100.58, -,8.226371
68.90,5495.435,699.10,-24.66667,100.58, -,8.226371
68.95,5495.435,699.10,-21.14286,100.58, -,8.226371
69.00,5491.747,699.20,-24.66667,100.58, -,8.226371
69.05,5491.747,699.20,-21.14286,100.58, -,8.226371
69.10,5491.747,699.20,-21.14286,100.58, -,8.226371
69.15,5488.062,699.30,-24.66667,100.58, -,8.226371
69.20,5488.062,699.30,-21.14286,100.58, -,8.226371
69.25,5484.375,699.40,-28.19048,100.58, -,8.226371
69.30,5484.375,699.40,-24.66667,100.58, -,8.226371
69.35,5484.375,699.40,-21.14286,100.58, -,8.226371
69.40,5484.375,699.40,-21.14286,100.58, -,8.226371
69.45,5480.69,699.50,-24.66667,100.58, -,8.226371
69.50,5480.69,699.50,-24.66667,100.58, -,8.226371
69.55,5477.006,699.60,-24.66667,100.58, -,8.226371
69.60,5477.006,699.60,-24.66667,100.58, -,8.226371
69.65,5477.006,699.60,-24.66667,100.58, -,8.226371
69.70,5473.32,699.70,-28.19048,100.58, -,8.226371
69.75,5473.32,699.70,-24.66667,100.58, -,8.226371
69.80,5473.32,699.70,-24.66667,100.58, -,8.226371
69.85,5469.637,699.80,-28.19048,100.58, -,8.226371
69.90,5469.637,699.80,-24.66667,100.58, -,8.226371
69.95,5469.637,699.80,-24.66667,100.58, -,8.226371
70.00,5469.637,699.80,-24.66667,100.58, -,8.226371
70.05,5465.952,699.90,-24.66667,100.58, -,8.226371
70.10,5465.952,699.90,-24.66667,100.58, -,8.226371
70.15,5465.952,699.90,-24.66667,100.58, -,8.226371
70.20,5462.27,700.00,-24.66667,100.58, -,8.226371
70.25,5462.27,700.00,-24.66667,100.58, -,8.226371
70.30,5458.587,700.10,-24.66667,100.58, -,8.226371
70.35,5462.27,700.00,-21.14286,100.58, -,8.226371
70.40,5458.587,700.10,-24.66667,100.58, -,8.226371
70.45,5454.904,700.20,-28.19048,100.58, -,8.226371
70.50,5454.904,700.20,-24.66667,100.58, -,8.226371
70.55,5454.904,700.20,-24.66667,100.58, -,8.245819
70.60,5454.904,700.20,-21.14286,100.58, -,8.245819
70.65,5451.223,700.30,-24.66667,100.58, -,8.245819
70.70,5451.223,700.30,-24.66667,100.58, -,8.245819
70.75,5451.223,700.30,-21.14286,100.58, -,8.245819
70.80,5447.54,700.40,-24.66667,100.58, -,8.245819
70.85,5443.859,700.50,-28.19048,100.58, -,8.245819
70.90,5443.859,700.50,-24.66667,100.58, -,8.245819
70.95,5443.859,700.50,-24.66667,100.58, -,8.245819
71.00,5443.859,700.50,-24.66667,100.58, -,8.245819
71.05,5440.18,700.60,-28.19048,100.58, -,8.245819
71.10,5440.18,700.60,-24.66667,100.58, -,8.245819
71.15,5440.18,700.60,-24.66667,100.58, -,8.245819
71.20,5436.498,700.70,-28.19048,100.58, -,8.245819
71.25,5436.498,700.70,-24.66667,100.58, -,8.245819
71.30,5432.819,700.80,-28.19048,100.58, -,8.245819
71.35,5432.819,700.80,-24.66667,100.58, -,8.245819
71.40,5432.819,700.80,-28.19048,100.58, -,8.245819
71.45,5429.138,700.90,-28.19048,100.58, -,8.245819
71.50,5429.138,700.90,-24.66667,100.58, -,8.245819
71.55,5429.138,700.90,-24.66667,100.58, -,8.245819
71.60,5429.138,700.90,-24.66667,100.58, -,8.245819
71.65,5425.46,701.00,-28.19048,100.58, -,8.245819
71.70,5425.46,701.00,-24.66667,100.58, -,8.245819
71.75,5425.46,701.00,-24.66667,100.58, -,8.245819
71.80,5421.783,701.10,-28.19048,100.58, -,8.245819
71.85,5421.783,701.10,-24.66667,100.58, -,8.245819
71.90,5421.783,701.10,-21.14286,100.58, -,8.245819
71.95,5421.783,701.10,-21.14286,100.58, -,8.245819
72.00,5418.103,701.20,-24.66667,100.58, -,8.245819
72.05,5418.103,701.20,-24.66667,100.58, -,8.245819
72.10,5414.426,701.30,-24.66667,100.58, -,8.245819
72.15,5414.426,701.30,-24.66667,100.58, -,8.245819
72.20,5414.426,701.30,-24.66667,100.58, -,8.245819
72.25,5410.748,701.40,-24.66667,100.58, -,8.245819
72.30,5410.748,701.40,-24.66667,100.58, -,8.245819
72.35,5410.748,701.40,-21.14286,100.58, -,8.245819
72.40,5407.072,701.50,-24.66667,100.58, -,8.245819
72.45,5407.072,701.50,-24.66667,100.58, -,8.245819
72.50,5407.072,701.50,-21.14286,100.58, -,8.245819
72.55,5407.072,701.50,-21.14286,100.58, -,8.245819
72.60,5403.396,701.60,-24.66667,100.58, -,8.245819
72.65,5403.396,701.60,-24.66667,100.58, -,8.245819
72.70,5403.396,701.60,-21.14286,100.58, -,8.245819
72.75,5399.719,701.70,-24.66667,100.58, -,8.245819
72.80,5399.719,701.70,-24.66667,100.58, -,8.245819
72.85,5396.044,701.80,-24.61905,100.58, -,8.245819
72.90,5396.044,701.80,-24.61905,100.58, -,8.245819
72.95,5396.044,701.80,-24.61905,100.58, -,8.245819
73.00,5392.368,701.90,-28.14286,100.58, -,8.245819
73.05,5392.368,701.90,-24.61905,100.58, -,8.245819
73.10,5388.694,702.00,-28.09524,100.58, -,8.245819
73.15,5388.694,702.00,-24.57143,100.58, -,8.245819
73.20,5388.694,702.00,-24.57143,100.58, -,8.245819
73.25,5385.021,702.10,-28.04762,100.58, -,8.245819
73.30,5385.021,702.10,-24.52381,100.58, -,8.245819
73.35,5385.021,702.10,-24.52381,100.58, -,8.245819
73.40,5381.345,702.20,-28.04762,100.58, -,8.245819
73.45,5381.345,702.20,-24.52381,100.58, -,8.245819
73.50,5381.345,702.20,-24.52381,100.58, -,8.226371
73.55,5381.345,702.20,-24.52381,100.58, -,8.226371
73.60,5377.672,702.30,-28,100.58, -,8.226371
73.65,5373.998,702.40,-27.95238,100.58, -,8.226371
73.70,5373.998,702.40,-27.95238,100.58, -,8.226371
73.75,5373.998,702.40,-27.95238,100.58, -,8.226371
73.80,5373.998,702.40,-24.42857,100.58, -,8.226371
73.85,5373.998,702.40,-24.42857,100.58, -,8.226371
73.90,5370.327,702.50,-24.42857,100.58, -,8.226371
73.95,5370.327,702.50,-24.42857,100.58, -,8.226371
74.00,5366.655,702.60,-27.90476,100.58, -,8.226371
74.05,5362.982,702.70,-27.85714,100.58, -,8.226371
74.10,5362.982,702.70,-27.85714,100.58, -,8.226371
74.15,5362.982,702.70,-24.38095,100.58, -,8.226371
74.20,5359.312,702.80,-27.85714,100.58, -,8.226371
74.25,5359.312,702.80,-27.85714,100.58, -,8.226371
74.30,5359.312,702.80,-24.38095,100.58, -,8.226371
74.35,5355.639,702.90,-27.85714,100.58, -,8.226371
74.40,5355.639,702.90,-27.85714,100.58, -,8.226371
74.45,5355.639,702.90,-24.33333,100.58, -,8.226371
74.50,5355.639,702.90,-24.33333,100.58, -,8.226371
74.55,5351.97,703.00,-27.80952,100.58, -,8.226371
74.60,5348.3,703.10,-31.28572,100.58, -,8.226371
74.65,5351.97,703.00,-24.33333,100.58, -,8.226371
74.70,5348.3,703.10,-24.33333,100.58, -,8.226371
74.75,5348.3,703.10,-24.33333,100.58, -,8.226371
74.80,5344.629,703.20,-27.80952,100.58, -,8.226371
74.85,5344.629,703.20,-27.80952,100.58, -,8.226371
74.90,5340.961,703.30,-31.28572,100.58, -,8.226371
74.95,5340.961,703.30,-27.80952,100.58, -,8.226371
75.00,5340.961,703.30,-27.80952,100.58, -,8.226371
75.05,5340.961,703.30,-24.33333,100.58, -,8.226371
75.10,5337.291,703.40,-24.33333,100.58, -,8.226371
75.15,5337.291,703.40,-24.33333,100.58, -,8.226371
75.20,5333.624,703.50,-27.80952,100.58, -,8.226371
75.25,5333.624,703.50,-24.33333,100.58, -,8.226371
75.30,5333.624,703.50,-24.33333,100.58, -,8.226371
75.35,5333.624,703.50,-24.33333,100.58, -,8.226371
75.40,5329.957,703.60,-24.33333,100.58, -,8.226371
75.45,5329.957,703.60,-24.33333,100.58, -,8.226371
75.50,5326.288,703.70,-27.80952,100.58, -,8.245819
75.55,5326.288,703.70,-27.80952,100.58, -,8.245819
75.60,5326.288,703.70,-24.33333,100.58, -,8.245819
75.65,5326.288,703.70,-20.85714,100.58, -,8.245819
75.70,5322.621,703.80,-27.80952,100.58, -,8.245819
75.75,5322.621,703.80,-24.33333,100.58, -,8.245819
75.80,5322.621,703.80,-24.33333,100.58, -,8.245819
75.85,5322.621,703.80,-20.85714,100.58, -,8.245819
75.90,5318.953,703.90,-24.33333,100.58, -,8.245819
75.95,5318.953,703.90,-20.85714,100.58, -,8.245819
76.00,5318.953,703.90,-20.85714,100.58, -,8.245819
76.05,5315.288,704.00,-24.33333,100.58, -,8.245819
76.10,5311.623,704.10,-27.80952,100.58, -,8.245819
76.15,5311.623,704.10,-24.33333,100.58, -,8.245819
76.20,5311.623,704.10,-24.33333,100.58, -,8.245819
76.25,5311.623,704.10,-20.85714,100.58, -,8.245819
76.30,5307.956,704.20,-24.33333,100.58, -,8.245819
76.35,5307.956,704.20,-24.33333,100.58, -,8.245819
76.40,5307.956,704.20,-24.33333,100.58, -,8.245819
76.45,5304.292,704.30,-24.33333,100.58, -,8.245819
76.50,5304.292,704.30,-24.33333,100.58, -,8.245819
76.55,5304.292,704.30,-20.85714,100.58, -,8.226371
76.60,5304.292,704.30,-20.85714,100.58, -,8.226371
76.65,5300.626,704.40,-24.33333,100.58, -,8.226371
76.70,5300.626,704.40,-24.33333,100.58, -,8.226371
76.75,5300.626,704.40,-20.85714,100.58, -,8.226371
76.80,5300.626,704.40,-20.85714,100.58, -,8.226371
76.85,5300.626,704.40,-20.85714,100.58, -,8.226371
76.90,5296.963,704.50,-24.33333,100.58, -,8.226371
76.95,5296.963,704.50,-20.85714,100.58, -,8.226371
