magic, timstamp_of_boost_detect_ms, pre_boost_pressure, bias_x_dps, bias_y_dps, bias_z_dps, bootcount, lockout_ms, num_flight_packets, num_preboost_packets, num_gyro_bias_packets, md5, up_axis_q1, up_axis_q2, up_axis_q3, up_axis_q4, atmo0, atmo1, atmo2, atmo3, atmo4, atmo5
2435220000, 550456, 99.947998046875, -0.004238903056830168, 0.00137997861020267, 0.0002436116337776184, 453, 2990, 24000, 50, 200, 8e7d318bcc796b66785d6f8318de8c2a, 0.27059799432754517, -0.27059799432754517, -0.6532809734344482, -0.6532819867134094, 21570.134765625, -0.684481680393219, 1.2705112567346077e-05, -1.5022166843792206e-10, 9.4447794684704e-16, -2.4171400916375045e-21
