Timestamp,Pressure1,Temperature1,Pressure2,Temperature2,AdxlX,AdxlY,AdxlZ,LsmAX,LsmAY,LsmAZ,LsmGX,LsmGY,LsmGZ,MagX,MagY,MagZ,Temp,Status,Boot
0.121,97.00006103515625,21.000078201293945,97.54942321777344,22.349166870117188,-159.9979705810547,-0.021772999316453934,-11.998068809509277,-1.4931210279464722,-156.796875,-4.158724784851074,0.8301650285720825,2.501797914505005,0.9215660095214844,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3203125,1,38
0.13,97.00006103515625,21.000078201293945,97.53285217285156,22.349166870117188,-159.01995849609375,-0.021772999316453934,-11.998068809509277,0.21056799590587616,-156.796875,-4.192224979400635,0.8001559972763062,2.501797914505005,0.9663119912147522,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3203125,1,38
0.141,97.00006103515625,21.000078201293945,97.50601959228516,22.3402099609375,-159.01995849609375,-0.021772999316453934,-12.976080894470215,1.473978042602539,-156.796875,-3.665803909301758,0.7467060089111328,2.501797914505005,0.9809719920158386,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3203125,1,38
0.15,97.00005340576172,21.000078201293945,97.48728942871094,22.349166870117188,-158.99818420410156,-1.9995709657669067,-13.019843101501465,2.6799609661102295,-156.796875,-3.282952070236206,0.6273580193519592,2.501797914505005,0.993494987487793,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3203125,1,38
0.16,97.00005340576172,21.000078201293945,97.48314666748047,22.349166870117188,-157.97640991210938,-3.021343946456909,-12.976080894470215,2.737389087677002,-156.796875,-3.4648070335388184,0.4807499945163727,2.501797914505005,0.981889009475708,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3203125,1,38
0.17,97.00005340576172,21.000078201293945,97.44587707519531,22.349166870117188,-157.97640991210938,-1.9995709657669067,-13.997855186462402,3.4121649265289307,-156.796875,-4.1204400062561035,0.3473530113697052,2.501797914505005,0.9522619843482971,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3203125,1,38
0.181,97.00004577636719,21.000080108642578,97.42102813720703,22.349166870117188,-158.02017211914062,-3.9993560314178467,-14.019628524780273,3.1298110485076904,-156.796875,-5.422135829925537,0.22136199474334717,2.501797914505005,0.8867459893226624,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3203125,1,38
0.191,97.00004577636719,21.000078201293945,97.3898696899414,22.358108520507812,-159.9761962890625,-4.021130084991455,-13.019843101501465,4.6468610763549805,-156.796875,-3.1920249462127686,0.07987000048160553,2.501797914505005,0.6241509914398193,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3203125,1,38
0.201,97.00004577636719,21.000080108642578,97.37133026123047,22.349166870117188,-155.9986114501953,-4.977367877960205,-13.019843101501465,2.402393102645874,-156.796875,-4.479362964630127,-0.16470399498939514,2.501797914505005,0.4421890079975128,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3203125,1,38
0.211,97.00003814697266,21.000080108642578,97.3547592163086,22.349166870117188,-153.9988250732422,-4.999142169952393,-12.976080894470215,2.6751749515533447,-156.796875,-8.575876235961914,-0.2692379951477051,2.501797914505005,0.24617800116539001,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3203125,1,38
0.221,97.00003814697266,21.000078201293945,97.31964111328125,22.3402099609375,-153.97705078125,-4.021130084991455,-11.998068809509277,4.005585193634033,-156.796875,-2.756531000137329,-0.4134790003299713,2.501797914505005,0.053068000823259354,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3203125,1,38
0.231,97.00003814697266,21.000078201293945,97.28849029541016,22.349166870117188,-153.97705078125,-2.9775819778442383,-13.019843101501465,3.6801609992980957,-156.796875,-1.8520439863204956,-0.5156459808349609,2.501797914505005,-0.15775500237941742,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3203125,1,38
0.241,97.00003814697266,21.000078201293945,97.2823715209961,22.3402099609375,-153.97705078125,-3.9993560314178467,-11.976296424865723,5.474778175354004,-156.796875,-2.493320941925049,-0.6456069946289062,2.501797914505005,-0.35796600580215454,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3203125,1,38
0.251,97.00003051757812,21.000078201293945,97.25337982177734,22.3402099609375,-153.02081298828125,-3.9993560314178467,-10.998284339904785,5.355135917663574,-156.796875,-1.9429709911346436,-0.7008910179138184,2.501797914505005,-0.532597005367279,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3203125,1,38
0.261,97.00003051757812,21.000078201293945,97.22537994384766,22.344696044921875,-151.97726440429688,-3.9993560314178467,-10.998284339904785,3.637089967727661,-156.796875,-1.751546025276184,-0.7544940114021301,2.501797914505005,-0.7092139720916748,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3203125,1,38
0.271,97.00003051757812,21.000078201293945,97.20467376708984,22.344696044921875,-153.02081298828125,-1.9995709657669067,-9.99849796295166,2.5555338859558105,-156.796875,-1.038485050201416,-0.7644969820976257,2.501797914505005,-0.8680390119552612,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3203125,1,38
0.281,97.0000228881836,21.000080108642578,97.1871109008789,22.3402099609375,-153.02081298828125,-0.9997850060462952,-9.99849796295166,2.6943180561065674,-156.796875,-0.11006899923086166,-0.7546470165252686,2.501797914505005,-0.994717001914978,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3203125,1,38
0.291,97.0000228881836,21.000078201293945,97.16641235351562,22.3402099609375,-152.02102661132812,-0.021772999316453934,-4.999142169952393,0.6125620007514954,-156.796875,0.45463600754737854,-0.7186819911003113,2.430021047592163,-1.0916149616241455,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3203125,1,38
0.301,97.0000228881836,21.000078201293945,97.16226959228516,22.3402099609375,-150.99925231933594,-0.021772999316453934,-6.998927116394043,-1.1054840087890625,-156.796875,-0.2440669983625412,-0.6494250297546387,2.4779739379882812,-1.125594973564148,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.311,97.0000228881836,21.000078201293945,97.15397644042969,22.3402099609375,-150.99925231933594,0.9997850060462952,-5.9771528244018555,-2.6560330390930176,-156.796875,1.0241279602050781,-0.4796049892902374,2.501797914505005,-1.1047489643096924,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.321,97.0000228881836,21.000078201293945,97.13742065429688,22.3402099609375,-150.99925231933594,1.0215590000152588,-6.998927116394043,-4.340579986572266,-156.796875,1.6941180229187012,-0.27786698937416077,2.501797914505005,-1.030758023262024,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.331,97.00001525878906,21.000080108642578,97.11670684814453,22.3402099609375,-152.02102661132812,1.977797031402588,-7.99871301651001,-3.8907289505004883,-156.796875,0.6843469738960266,-0.08827000111341476,2.501797914505005,-0.869566023349762,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.341,97.00001525878906,21.000078201293945,97.10014343261719,22.3402099609375,-151.97726440429688,1.0215590000152588,-7.99871301651001,-4.2305097579956055,-156.796875,0.39720800518989563,0.02710700035095215,2.501797914505005,-0.6297249794006348,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.351,97.00001525878906,21.000080108642578,97.0741195678711,22.3536376953125,-150.99925231933594,1.0215590000152588,-7.9769392013549805,-4.101296901702881,-156.796875,1.0432699918746948,0.13232800364494324,2.501797914505005,-0.37026000022888184,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.361,97.00001525878906,21.000080108642578,97.05045318603516,22.3402099609375,-150.99925231933594,1.977797031402588,-7.9769392013549805,-3.4121649265289307,-156.796875,1.1198400259017944,0.1968510001897812,2.501797914505005,-0.13866600394248962,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.371,97.00000762939453,21.000078201293945,97.018310546875,22.344696044921875,-149.9994659423828,1.0215590000152588,-8.976724624633789,-4.211367130279541,-156.796875,-0.5790629982948303,0.19975200295448303,2.501797914505005,0.09827200323343277,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.381,97.00000762939453,21.000078201293945,96.99661254882812,22.3402099609375,-149.02145385742188,1.0215590000152588,-9.020486831665039,-4.555933952331543,-156.796875,-0.9284150004386902,0.21219900250434875,2.501797914505005,0.29688000679016113,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.391,97.00000762939453,21.000078201293945,96.96762084960938,22.3402099609375,-148.97769165039062,-0.021988999098539352,-10.020272254943848,-3.7136600017547607,-156.796875,-3.287738084793091,0.19211700558662415,2.501797914505005,0.4759399890899658,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.401,97.0,21.000078201293945,96.93862915039062,22.3402099609375,-146.97811889648438,0.021772999316453934,-10.020272254943848,-1.220339059829712,-156.796875,-4.197010040283203,0.13843700289726257,2.501797914505005,0.64171302318573,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.411,97.0,21.000080108642578,96.90866088867188,22.335739135742188,-148.02166748046875,0.021988999098539352,-10.998284339904785,-0.6508470177650452,-156.796875,1.0336990356445312,0.029245000332593918,2.501797914505005,0.7817540168762207,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.421,96.0000991821289,21.000080108642578,96.88065338134766,22.3402099609375,-146.02188110351562,-0.021772999316453934,-10.998284339904785,0.7369890213012695,-156.796875,-1.5074779987335205,-0.032832998782396317,2.501797914505005,0.8640679717063904,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.431,96.00009155273438,21.000078201293945,96.85166931152344,22.3402099609375,-144.97833251953125,-1.0215590000152588,-10.976510047912598,1.0193419456481934,-156.796875,-3.306879997253418,-0.11522399634122849,2.501797914505005,0.8796449899673462,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.441,96.00009155273438,21.000078201293945,96.80610656738281,22.3402099609375,-148.02166748046875,-3.021343946456909,-12.020057678222656,1.0767699480056763,-156.796875,-1.2777669429779053,-0.13881899416446686,2.501797914505005,0.8369609713554382,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.451,96.00008392333984,21.000078201293945,96.76055908203125,22.3402099609375,-144.97833251953125,-2.9775819778442383,-10.976510047912598,4.780858993530273,-156.796875,-0.9188429713249207,-0.2456440031528473,2.501797914505005,0.766635000705719,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.461,96.00008392333984,21.000080108642578,96.73690032958984,22.3267822265625,-140.0009765625,-2.9775819778442383,-12.020057678222656,4.000799179077148,-151.5087432861328,-3.771088123321533,-0.2662599980831146,2.501797914505005,0.6113229990005493,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.471,96.00007629394531,21.000078201293945,96.70671844482422,22.3402099609375,-138.9792022705078,-3.021343946456909,-10.976510047912598,5.187639236450195,-153.70535278320312,0.09571199864149094,-0.20715899765491486,2.4336860179901123,0.13064800202846527,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.482,96.00007629394531,21.000080108642578,96.67359924316406,22.3402099609375,-139.02296447753906,-2.9775819778442383,-10.020272254943848,5.379065036773682,-153.4804229736328,-0.18663999438285828,-0.13820800185203552,2.479196071624756,-0.09827200323343277,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.492,96.00007629394531,21.000078201293945,96.64875030517578,22.3402099609375,-139.02296447753906,-3.021343946456909,-10.020272254943848,4.273581027984619,-152.34144592285156,0.23928199708461761,-0.04268399998545647,2.501797914505005,-0.2994000017642975,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.502,96.00006866455078,21.000078201293945,96.6239013671875,22.3402099609375,-138.9792022705078,-1.0215590000152588,-9.020486831665039,1.8807580471038818,-154.48541259765625,0.7322030067443848,0.07780800014734268,2.501797914505005,-0.44562599062919617,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.512,96.00006866455078,21.000078201293945,96.60320281982422,22.3402099609375,-137.02317810058594,-0.9997850060462952,-9.99849796295166,0.7082750201225281,-151.07803344726562,0.96670001745224,0.14874500036239624,2.501797914505005,-0.567188024520874,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.522,96.00006866455078,21.000078201293945,96.57421112060547,22.3402099609375,-137.9794158935547,-1.0215590000152588,-8.976724624633789,1.9094719886779785,-150.92010498046875,-0.34935200214385986,0.2474759966135025,2.501797914505005,-0.6221659779548645,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.532,96.00006103515625,21.000078201293945,96.56593322753906,22.3402099609375,-134.97984313964844,0.021988999098539352,-9.020486831665039,-0.17706799507141113,-151.96337890625,1.4117649793624878,0.3145189881324768,2.501797914505005,-0.5949059724807739,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.542,96.00006103515625,21.000078201293945,96.54521942138672,22.3402099609375,-134.97984313964844,-0.021772999316453934,-10.976510047912598,1.0671980381011963,-148.8335723876953,-1.1581259965896606,0.2822189927101135,2.501797914505005,-0.5338960289955139,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.552,96.00006103515625,21.000078201293945,96.52452087402344,22.3402099609375,-134.97984313964844,0.021772999316453934,-11.976296424865723,-1.6271190643310547,-147.5845184326172,-1.205981969833374,0.27450698614120483,2.501797914505005,-0.44287699460983276,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.562,96.00005340576172,21.000078201293945,96.49138641357422,22.3402099609375,-133.02381896972656,-0.021772999316453934,-11.976296424865723,0.602990984916687,-146.89059448242188,-0.5216349959373474,0.19013099372386932,2.501797914505005,-0.31711500883102417,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.572,96.00005340576172,21.000078201293945,96.46044158935547,22.331268310546875,-131.9802703857422,0.0,-11.998068809509277,1.8281159400939941,-147.19686889648438,-3.1202399730682373,0.11178799718618393,2.501797914505005,-0.20158499479293823,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.582,96.00005340576172,21.000078201293945,96.43657684326172,22.335739135742188,-131.9802703857422,0.9997850060462952,-12.976080894470215,-1.6654040813446045,-143.6985626220703,-3.125025987625122,-0.011223999783396721,2.501797914505005,-0.11461299657821655,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.592,96.00004577636719,21.000078201293945,96.4014892578125,22.3267822265625,-133.02381896972656,-0.021988999098539352,-13.019843101501465,-3.809372901916504,-145.25868225097656,-5.302494049072266,-0.1385129988193512,2.501797914505005,-0.006794999819248915,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.602,96.00004577636719,21.000078201293945,96.36737823486328,22.322311401367188,-130.0242462158203,0.0,-11.998068809509277,-2.4119648933410645,-148.8670654296875,-4.273581027984619,-0.22533200681209564,2.501797914505005,0.10804600268602371,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.612,96.00003814697266,21.000078201293945,96.34765625,22.3267822265625,-128.98069763183594,0.021988999098539352,-10.976510047912598,-0.401993989944458,-142.1910858154297,-5.044069766998291,-0.4124859869480133,2.501797914505005,0.23182299733161926,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.622,96.00003814697266,21.000078201293945,96.2999267578125,22.335739135742188,-129.0244598388672,-0.9997850060462952,-10.976510047912598,0.26799601316452026,-143.8086395263672,-3.8572299480438232,-0.5442799925804138,2.501797914505005,0.31566399335861206,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.632,96.00003051757812,21.000078201293945,96.26799774169922,22.322311401367188,-128.002685546875,-1.977797031402588,-8.976724624633789,1.0097709894180298,-141.31532287597656,-1.6175479888916016,-0.5841389894485474,2.501797914505005,0.3184889853000641,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.642,96.00003051757812,21.000078201293945,96.20883178710938,22.335739135742188,-127.98091125488281,-1.9995709657669067,-6.998927116394043,1.7850450277328491,-142.28201293945312,0.9858419895172119,-0.7297539710998535,2.501797914505005,0.26778700947761536,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.655,96.0000228881836,21.000078201293945,96.18496704101562,22.3402099609375,-125.98112487792969,-3.021343946456909,-7.9769392013549805,4.048655033111572,-141.41102600097656,2.4454638957977295,-0.7818300127983093,2.501797914505005,0.23174600303173065,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.662,96.0000228881836,21.000078201293945,96.14476013183594,22.3267822265625,-126.02488708496094,-1.9995709657669067,-7.9769392013549805,-0.3014949858188629,-138.16636657714844,0.8853440284729004,-0.32207798957824707,2.501797914505005,0.12492100149393082,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.672,96.00001525878906,21.000078201293945,96.11578369140625,22.3267822265625,-124.02510833740234,-1.9995709657669067,-7.020700931549072,-0.3014949858188629,-138.16636657714844,0.8853440284729004,-0.32207798957824707,2.501797914505005,0.12492100149393082,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.682,96.00001525878906,21.000078201293945,96.09703063964844,22.335739135742188,-125.00311279296875,-1.977797031402588,-5.9771528244018555,2.5698909759521484,-136.73545837402344,2.9383859634399414,-0.03138300031423569,2.501797914505005,0.08949100226163864,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.692,96.00001525878906,21.000078201293945,96.07340240478516,22.322311401367188,-125.00311279296875,-1.0215590000152588,-5.9771528244018555,1.1389830112457275,-137.37672424316406,1.6127619743347168,0.21135899424552917,2.501797914505005,0.13843700289726257,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.702,96.00001525878906,21.000078201293945,96.02588653564453,22.3133544921875,-122.98155975341797,-1.0215590000152588,-7.9769392013549805,2.9958128929138184,-137.9222869873047,4.134797096252441,0.29016000032424927,2.501797914505005,0.23128800094127655,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.712,96.00000762939453,21.000078201293945,95.99887084960938,22.322311401367188,-125.00311279296875,-1.9995709657669067,-6.998927116394043,-0.2584240138530731,-136.18031311035156,-1.095911979675293,0.24663600325584412,2.501797914505005,0.31665700674057007,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.722,96.00000762939453,21.000078201293945,95.96573638916016,22.322311401367188,-123.00354766845703,-2.9775819778442383,-6.020915985107422,4.326222896575928,-131.80145263671875,-4.833500862121582,0.33513501286506653,2.501797914505005,0.3852260112762451,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.732,95.0000991821289,21.000078201293945,95.92237854003906,22.3133544921875,-120.98198699951172,-1.9995709657669067,-8.976724624633789,4.4123640060424805,-133.87841796875,-0.03349899873137474,0.40637800097465515,2.501797914505005,0.3706420063972473,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.743,95.0000991821289,21.000078201293945,95.88511657714844,22.3133544921875,-120.00397491455078,-3.9993560314178467,-10.976510047912598,3.651447057723999,-134.0794219970703,-1.9238290786743164,0.32245999574661255,2.501797914505005,0.35620999336242676,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.753,95.00009155273438,21.000078201293945,95.85711669921875,22.317840576171875,-121.0037612915039,-3.9993560314178467,-12.020057678222656,3.0963120460510254,-132.1268768310547,0.03828499838709831,0.15004299581050873,2.501797914505005,0.27603399753570557,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.763,95.00009155273438,21.000078201293945,95.80548095703125,22.308883666992188,-118.9822006225586,-3.021343946456909,-11.976296424865723,1.8999009132385254,-131.9689483642578,1.2586239576339722,0.12751799821853638,2.501797914505005,0.16691799461841583,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.773,95.00008392333984,21.000078201293945,95.7835693359375,22.322311401367188,-118.9822006225586,-2.9775819778442383,-10.976510047912598,3.2398810386657715,-130.82997131347656,-0.5455629825592041,0.024586999788880348,2.501797914505005,0.05543600022792816,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.783,95.00008392333984,21.000078201293945,95.74848937988281,22.3133544921875,-118.9822006225586,-1.9995709657669067,-11.976296424865723,5.498705863952637,-132.5480194091797,1.5361919403076172,-0.16668899357318878,2.4703378677368164,-0.04474499821662903,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.793,95.00007629394531,21.000078201293945,95.69686126708984,22.304412841796875,-117.02617645263672,-3.9993560314178467,-10.998284339904785,4.675575256347656,-128.29835510253906,-2.364108085632324,-0.2187650054693222,2.491413116455078,-0.08949100226163864,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.803,95.00007629394531,21.000078201293945,95.65838623046875,22.317840576171875,-112.9830551147461,-3.021343946456909,-9.020486831665039,3.211167097091675,-125.99646759033203,-1.172482967376709,-0.27824899554252625,2.501797914505005,-0.12866300344467163,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.813,95.00006866455078,21.000078201293945,95.63987731933594,22.308883666992188,-108.00569152832031,-1.0215590000152588,-10.976510047912598,2.0913259983062744,-120.97632598876953,0.29192399978637695,-0.1344660073518753,2.4690399169921875,-0.1986829936504364,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.823,95.00006866455078,21.000078201293945,95.59847259521484,22.308883666992188,-99.9849853515625,-3.021343946456909,-6.998927116394043,0.6221330165863037,-113.22836303710938,-0.2584240138530731,-0.016645999625325203,2.1924710273742676,-0.2083050012588501,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.833,95.00006866455078,21.000078201293945,95.5736312866211,22.308883666992188,-94.98584747314453,-0.9997850060462952,-6.998927116394043,-0.33499500155448914,-107.79666137695312,0.3397800028324127,-0.06536199897527695,2.354120969772339,-0.09109500050544739,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.843,95.00006103515625,21.000078201293945,95.56851959228516,22.304412841796875,-91.03003692626953,0.021988999098539352,-7.9769392013549805,0.9571290016174316,-102.32666778564453,0.23928199708461761,-0.03695699945092201,2.4025321006774902,0.028176000341773033,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.853,95.00006103515625,21.000078201293945,95.54051208496094,22.308883666992188,-88.03046417236328,0.021988999098539352,-7.99871301651001,0.9619140028953552,-99.00064086914062,-1.4165500402450562,-0.025120999664068222,2.4742319583892822,0.12560899555683136,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.863,95.00006103515625,21.000078201293945,95.51470184326172,22.304412841796875,-86.03089141845703,-1.0215590000152588,-9.020486831665039,-0.9092720150947571,-95.11470031738281,-1.3351950645446777,-0.062231000512838364,2.4045939445495605,0.24373500049114227,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.873,95.00005340576172,21.000078201293945,95.46087646484375,22.304412841796875,-79.98799133300781,-1.0215590000152588,-6.998927116394043,0.1435689926147461,-90.14720153808594,-2.512463092803955,-0.06459800153970718,2.4694979190826416,0.3509419858455658,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
0.883,95.00005340576172,21.000078201293945,95.41339874267578,22.295455932617188,-75.03239440917969,-1.9995709657669067,-7.99871301651001,2.7182459831237793,-84.71070861816406,1.3064810037612915,-0.2538900077342987,2.501797914505005,0.3422369956970215,-1.0477930307388306,0.46463000774383545,-0.0287919994443655,23.3125,1,38
