Time [s],Altitude [ft],Pressure [mbar],Velocity [ft/s],Temperature [F],Events,Voltages [V]
0.00,0.0001281682,861.10,0,89.24, -,8.226371
0.05,0.0001281682,861.10,0,89.24, -,8.226371
0.10,3.11386,861.00,2.952381,89.24, -,8.226371
0.15,3.11386,861.00,2.952381,89.24, -,8.226371
0.20,6.227885,860.90,5.904762,89.24, -,8.226371
0.25,12.45871,860.70,11.85714,89.24, -,8.226371
0.30,12.45871,860.70,11.85714,89.24, -,8.226371
0.35,9.344104,860.80,8.904762,89.24, -,8.226371
0.40,9.344104,860.80,8.904762,89.24, -,8.226371
0.45,9.344104,860.80,8.904762,89.24, -,8.226371
0.50,9.344104,860.80,8.904762,89.24, -,8.226371
0.55,9.344104,860.80,8.904762,89.24, -,8.226371
0.60,6.227885,860.90,5.952381,89.24, -,8.226371
0.65,-3.115212,861.20,-2.952381,89.24, -,8.226371
0.70,-9.343112,861.40,-8.904762,89.24, -,8.226371
0.75,-15.56794,861.60,-14.80952,89.24, -,8.226371
0.80,-31.1287,862.10,-29.61905,89.24, -,8.226371
0.85,-34.24111,862.20,-32.57143,89.24, -,8.226371
0.90,87.31645,858.30,83.19048,89.24, -,8.226371
0.95,281.4848,852.10,268.0952,89.24, -,8.226371
1.00,448.3758,846.80,427.0476,89.24, -,8.226371
1.05,628.8098,841.10,598.9048,89.24, -,8.226371
1.10,765.5822,836.80,729.1429,89.24, -,8.226371
1.15,883.7272,833.10,838.7143,89.24, -,8.226371
1.20,973.4162,830.30,924.1429,89.24, -,8.226371
1.25,1073,827.20,1016.048,89.24, -,8.226371
1.30,1147.081,824.90,1080.667,89.24, -,8.226371
1.35,1224.563,822.50,1154.476,89.24, -,8.226371
1.40,1286.032,820.60,1215.952,89.24, -,8.226371
1.45,1350.861,818.60,1277.714,89.24, -,8.226371
1.50,1409.316,816.80,1333.381,89.24, -,8.206923
1.55,1467.876,815.00,1389.143,89.24, -,8.206923
1.60,1523.279,813.30,1441.905,89.24, -,8.206923
1.65,1585.309,811.40,1503.952,89.24, -,8.206923
1.70,1640.912,809.70,1565.81,89.24, -,8.206923
1.75,1703.168,807.80,1631.048,89.24, -,8.206923
1.80,1755.685,806.20,1686.952,89.24, -,8.206923
1.85,1814.868,804.40,1758.143,89.24, -,8.206923
1.90,1864.269,802.90,1808.143,89.24, -,8.206923
1.95,1923.651,801.10,1748.952,89.24, -,8.206923
2.00,1973.217,799.60,1611.238,89.24, -,8.206923
2.05,2029.482,797.90,1505.857,89.24, -,8.206923
2.10,2079.209,796.40,1381.381,89.24, -,8.206923
2.15,2132.336,794.80,1301.762,89.24, -,8.206923
2.20,2182.221,793.30,1236.762,89.24, -,8.206923
2.25,2235.514,791.70,1202.095,89.24, -,8.206923
2.30,2285.557,790.20,1154.905,89.24, -,8.206923
2.35,2339.022,788.60,1135.238,89.24, -,8.206923
2.40,2385.873,787.20,1106.048,89.24, -,8.206923
2.45,2439.503,785.60,1098.619,89.24, -,8.206923
2.50,2486.5,784.20,1081.619,89.24, -,8.206923
2.55,2536.93,782.70,1074,89.24, -,8.206923
2.60,2584.07,781.30,1063.143,89.24, -,8.206923
2.65,2638.026,779.70,1061.762,89.24, -,8.206923
2.70,2681.931,778.40,1044.476,89.24, -,8.206923
2.75,2736.052,776.80,1043.048,89.24, -,8.206923
2.80,2780.091,775.50,1025.714,89.24, -,8.206923
2.85,2830.979,774.00,1024.19,89.24, -,8.206923
2.90,2878.547,772.60,1013.095,89.24, -,8.206923
2.95,2926.184,771.20,1011.429,89.24, -,8.206923
3.00,2970.481,769.90,997.0476,89.24, -,8.206923
3.05,3021.669,768.40,998.619,89.24, -,8.206923
3.10,3066.099,767.10,987.381,89.24, -,8.206923
3.15,3117.439,765.60,988.9048,89.24, -,8.206923
3.20,3161.999,764.30,980.7143,89.24, -,8.206923
3.25,3210.054,762.90,978.9524,89.24, -,8.206923
3.30,3251.302,761.70,967.4762,89.24, -,8.206923
3.35,3302.937,760.20,969,89.24, -,8.206923
3.40,3344.304,759.00,957.4762,89.24, -,8.206923
3.45,3392.633,757.60,958.9048,89.24, -,8.206923
3.50,3434.113,756.40,947.3333,89.24, -,8.206923
3.55,3479.114,755.10,945.4286,89.24, -,8.206923
3.60,3524.175,753.80,940.2857,89.24, -,8.206923
3.65,3572.772,752.40,941.6667,89.24, -,8.206923
3.70,3614.486,751.20,930,89.24, -,8.206923
3.75,3663.222,749.80,934.619,89.24, -,8.206923
3.80,3705.053,748.60,922.9524,89.24, -,8.206923
3.85,3750.431,747.30,924.2381,89.24, -,8.206923
3.90,3788.877,746.20,912.381,89.24, -,8.206923
3.95,3837.877,744.80,913.7619,89.24, -,8.206923
4.00,3876.428,743.70,905.0952,89.24, -,8.206923
4.05,3922.048,742.40,906.3333,89.24, -,8.206923
4.10,3964.218,741.20,897.7143,89.24, -,8.206923
4.15,4009.962,739.90,898.9524,89.24, -,8.206923
4.20,4052.247,738.70,890.3333,89.24, -,8.206923
4.25,4098.117,737.40,891.5714,89.24, -,8.206923
4.30,4136.983,736.30,882.8095,89.24, -,8.206923
4.35,4179.436,735.10,883.9524,89.24, -,8.206923
4.40,4218.398,734.00,871.8571,89.24, -,8.206923
4.45,4260.958,732.80,873,89.24, -,8.206923
4.50,4300.02,731.70,864.1429,89.24, -,8.206923
4.55,4346.245,730.40,868.6667,89.24, -,8.226371
4.60,4385.413,729.30,863.0952,89.24, -,8.226371
4.65,4428.194,728.10,860.9524,89.24, -,8.226371
4.70,4467.46,727.00,852.0476,89.24, -,8.226371
4.75,4510.352,725.80,853.1905,89.24, -,8.226371
4.80,4546.139,724.80,840.8571,89.24, -,8.226371
4.85,4589.136,723.60,841.9524,89.24, -,8.226371
4.90,4628.599,722.50,836.2857,89.24, -,8.226371
4.95,4671.707,721.30,840.7143,89.24, -,8.226371
5.00,4711.272,720.20,831.7143,89.24, -,8.226371
5.05,4750.889,719.10,832.7143,89.24, -,8.226371
5.10,4786.945,718.10,823.619,89.24, -,8.226371
5.15,4830.265,716.90,824.7143,89.24, -,8.226371
5.20,4866.411,715.90,815.5714,89.24, -,8.226371
5.25,4909.841,714.70,816.6667,89.24, -,8.226371
5.30,4949.705,713.60,810.9524,89.24, -,8.226371
5.35,4989.616,712.50,811.9524,89.24, -,8.226371
5.40,5025.942,711.50,806.1429,89.24, -,8.226371
5.45,5065.949,710.40,807.1429,89.24, -,8.226371
5.50,5102.363,709.40,801.2857,89.24, -,8.206923
5.55,5142.467,708.30,802.2857,89.24, -,8.206923
5.60,5178.969,707.30,793,89.24, -,8.206923
5.65,5222.826,706.10,797.4762,89.24, -,8.206923
5.70,5255.757,705.20,788.0952,89.24, -,8.206923
5.75,5296.055,704.10,789.0952,89.24, -,8.206923
5.80,5332.732,703.10,783.1905,89.24, -,8.206923
5.85,5369.453,702.10,784.0476,89.24, -,8.206923
5.90,5406.215,701.10,778.0952,89.24, -,8.206923
5.95,5446.702,700.00,779.0952,89.24, -,8.206923
6.00,5479.867,699.10,769.619,89.24, -,8.206923
6.05,5520.447,698.00,770.619,89.24, -,8.206923
6.10,5553.69,697.10,764.5714,89.24, -,8.206923
6.15,5594.365,696.00,768.9524,89.24, -,8.206923
6.20,5627.685,695.10,759.4286,89.24, -,8.206923
6.25,5664.747,694.10,760.2857,89.24, -,8.206923
6.30,5698.138,693.20,750.7143,89.24, -,8.206923
6.35,5735.282,692.20,748.1429,89.24, -,8.206923
6.40,5772.47,691.20,745.5714,89.24, -,8.206923
6.45,5809.701,690.20,746.4286,89.24, -,8.206923
6.50,5843.248,689.30,740.2857,89.24, -,8.206923
6.55,5880.562,688.30,741.1429,89.24, -,8.206923
6.60,5914.181,687.40,734.9524,89.24, -,8.206923
6.65,5951.58,686.40,735.8095,89.24, -,8.206923
6.70,5981.531,685.60,722.5714,89.24, -,8.206923
6.75,6019.009,684.60,726.9048,89.24, -,8.206923
6.80,6052.775,683.70,720.6667,89.24, -,8.206923
6.85,6090.337,682.70,721.4762,89.24, -,8.206923
6.90,6120.418,681.90,715.1905,89.24, -,8.206923
6.95,6158.061,680.90,716.0476,89.24, -,8.206923
7.00,6188.208,680.10,706.1905,89.24, -,8.206923
7.05,6225.932,679.10,710.5238,89.24, -,8.206923
7.10,6256.142,678.30,700.619,89.24, -,8.206923
7.15,6290.162,677.40,701.3333,89.24, -,8.206923
7.20,6320.436,676.60,691.4286,89.24, -,8.206923
7.25,6358.317,675.60,695.8095,89.24, -,8.206923
7.30,6388.654,674.80,689.4286,89.24, -,8.206923
7.35,6426.617,673.80,693.7619,89.24, -,8.206923
7.40,6457.02,673.00,687.3333,89.24, -,8.206923
7.45,6491.259,672.10,684.5238,89.24, -,8.206923
7.50,6525.534,671.20,681.6667,89.24, -,8.226371
7.55,6556.032,670.40,678.7619,89.24, -,8.226371
7.60,6586.562,669.60,672.3333,89.24, -,8.226371
7.65,6620.939,668.70,673.0952,89.24, -,8.226371
7.70,6651.53,667.90,666.619,89.24, -,8.226371
7.75,6685.981,667.00,670.9048,89.24, -,8.226371
7.80,6716.635,666.20,664.381,89.24, -,8.226371
7.85,6751.157,665.30,665.0952,89.24, -,8.226371
7.90,6778.034,664.60,654.9524,89.24, -,8.226371
7.95,6812.621,663.70,659.2381,89.24, -,8.226371
8.00,6843.398,662.90,652.7143,89.24, -,8.226371
8.05,6878.06,662.00,657,89.24, -,8.226371
8.10,6908.9,661.20,650.4762,89.24, -,8.226371
8.15,6939.772,660.40,651.0952,89.24, -,8.226371
8.20,6966.81,659.70,644.4762,89.24, -,8.226371
8.25,7001.608,658.80,648.8095,89.24, -,8.226371
8.30,7032.57,658.00,642.1905,89.24, -,8.226371
8.35,7063.563,657.20,642.8095,89.24, -,8.226371
8.40,7094.586,656.40,636.1905,89.24, -,8.226371
8.45,7125.643,655.60,636.8095,89.24, -,8.226371
8.50,7152.839,654.90,630.0952,89.24, -,8.226371
8.55,7183.953,654.10,627.0952,89.24, -,8.226371
8.60,7211.199,653.40,624,89.24, -,8.226371
8.65,7246.269,652.50,628.2857,89.24, -,8.226371
8.70,7273.571,651.80,621.5238,89.24, -,8.226371
8.75,7304.803,651.00,622.1429,89.24, -,8.226371
8.80,7332.157,650.30,615.381,89.24, -,8.226371
8.85,7363.447,649.50,616,89.24, -,8.226371
8.90,7390.852,648.80,609.2381,89.24, -,8.226371
8.95,7422.2,648.00,613.4762,89.24, -,8.226371
9.00,7449.657,647.30,606.6667,89.24, -,8.226371
9.05,7481.064,646.50,607.2381,89.24, -,8.226371
9.10,7508.572,645.80,600.4286,89.24, -,8.226371
9.15,7540.039,645.00,601,89.24, -,8.226371
9.20,7567.599,644.30,597.8571,89.24, -,8.226371
9.25,7595.183,643.60,598.381,89.24, -,8.226371
9.30,7622.789,642.90,591.5238,89.24, -,8.226371
9.35,7654.373,642.10,592.1429,89.24, -,8.226371
9.40,7682.031,641.40,588.9524,89.24, -,8.226371
9.45,7713.674,640.60,589.5714,89.24, -,8.226371
9.50,7737.425,640.00,582.619,89.24, -,8.206923
9.55,7765.16,639.30,583.1429,89.24, -,8.206923
9.60,7792.918,638.60,579.9524,89.24, -,8.206923
9.65,7824.672,637.80,584.2381,89.24, -,8.206923
9.70,7848.508,637.20,573.5714,89.24, -,8.206923
9.75,7880.318,636.40,577.8571,89.24, -,8.206923
9.80,7904.198,635.80,570.8571,89.24, -,8.206923
9.85,7936.065,635.00,575.1429,89.24, -,8.206923
9.90,7959.986,634.40,568.0952,89.24, -,8.206923
9.95,7987.918,633.70,568.619,89.24, -,8.206923
10.00,8011.881,633.10,561.5714,89.24, -,8.206923
10.05,8043.858,632.30,565.9048,89.24, -,8.206923
10.10,8067.862,631.70,558.8571,89.24, -,8.206923
10.15,8095.891,631.00,559.381,89.24, -,8.206923
10.20,8119.934,630.40,552.3333,89.24, -,8.206923
10.25,8148.01,629.70,552.8571,89.24, -,8.206923
10.30,8172.096,629.10,549.5238,89.24, -,8.206923
10.35,8200.217,628.40,550,89.24, -,8.206923
10.40,8228.365,627.70,546.7143,89.24, -,8.206923
10.45,8256.539,627.00,547.1905,89.24, -,8.206923
10.50,8276.678,626.50,536.2381,89.24, -,8.206923
10.55,8304.896,625.80,540.4762,89.42, -,8.206923
10.60,8329.101,625.20,537.0952,89.42, -,8.206923
10.65,8357.365,624.50,537.5714,89.42, -,8.206923
10.70,8381.611,623.90,530.4286,89.42, -,8.206923
10.75,8409.925,623.20,534.6667,89.42, -,8.206923
10.80,8434.214,622.60,527.5238,89.42, -,8.206923
10.85,8458.52,622.00,527.9048,89.42, -,8.206923
10.90,8482.845,621.40,520.7619,89.42, -,8.206923
10.95,8511.25,620.70,525.0476,89.42, -,8.206923
11.00,8531.555,620.20,517.7619,89.42, -,8.206923
11.05,8560.004,619.50,522.0476,89.42, -,8.206923
11.10,8580.341,619.00,510.9524,89.42, -,8.206923
11.15,8608.835,618.30,515.2381,89.42, -,8.206923
11.20,8629.203,617.80,507.9048,89.42, -,8.206923
11.25,8657.742,617.10,512.1905,89.42, -,8.206923
11.30,8678.143,616.60,504.8571,89.42, -,8.206923
11.35,8706.725,615.90,509.1429,89.42, -,8.206923
11.40,8727.157,615.40,501.8571,89.42, -,8.206923
11.45,8751.695,614.80,498.4286,89.42, -,8.206923
11.50,8776.251,614.20,495,89.42, -,8.206923
11.55,8800.829,613.60,499.2381,89.42, -,8.206923
11.60,8821.323,613.10,491.9048,89.42, -,8.206923
11.65,8845.935,612.50,492.2857,89.42, -,8.206923
11.70,8870.564,611.90,488.8571,89.42, -,8.206923
11.75,8895.217,611.30,489.2381,89.42, -,8.206923
11.80,8915.774,610.80,481.8571,89.42, -,8.206923
11.85,8940.46,610.20,482.2381,89.42, -,8.206923
11.90,8961.047,609.70,478.7143,89.42, -,8.206923
11.95,8985.771,609.10,479.0476,89.42, -,8.206923
12.00,9006.389,608.60,471.619,89.42, -,8.206923
12.05,9031.146,608.00,475.8571,89.42, -,8.206923
12.10,9055.925,607.40,472.381,89.42, -,8.206923
12.15,9076.589,606.90,472.6667,89.42, -,8.206923
12.20,9101.405,606.30,469.1429,89.42, -,8.206923
12.25,9122.1,605.80,469.4762,89.42, -,8.206923
12.30,9142.809,605.30,462,89.42, -,8.206923
12.35,9167.676,604.70,466.2381,89.42, -,8.206923
12.40,9188.414,604.20,458.7619,89.42, -,8.206923
12.45,9213.321,603.60,463,89.42, -,8.206923
12.50,9234.09,603.10,459.381,89.42, -,8.206923
12.55,9254.874,602.60,455.8095,89.42, -,8.226371
12.60,9275.671,602.10,452.1905,89.42, -,8.226371
12.65,9296.482,601.60,452.4762,89.42, -,8.226371
12.70,9317.308,601.10,448.9048,89.42, -,8.226371
12.75,9342.315,600.50,449.2381,89.42, -,8.226371
12.80,9359.001,600.10,441.6667,89.42, -,8.226371
12.85,9384.042,599.50,445.9524,89.42, -,8.226371
12.90,9404.927,599.00,442.3333,89.42, -,8.226371
12.95,9425.825,598.50,442.619,89.42, -,8.226371
13.00,9442.556,598.10,435.0476,89.42, -,8.226371
13.05,9467.665,597.50,439.3333,89.42, -,8.226371
13.10,9484.418,597.10,431.7143,89.42, -,8.226371
13.15,9509.562,596.50,432.0476,89.42, -,8.226371
13.20,9526.337,596.10,428.381,89.42, -,8.226371
13.25,9547.317,595.60,424.7619,89.42, -,8.226371
13.30,9568.313,595.10,425.0476,89.42, -,8.226371
13.35,9589.322,594.60,425.3333,89.42, -,8.226371
13.40,9610.346,594.10,421.6667,89.42, -,8.226371
13.45,9631.384,593.60,421.9524,89.42, -,8.226371
13.50,9648.224,593.20,414.2857,89.42, -,8.226371
13.55,9669.287,592.70,414.5714,89.42, -,8.226371
13.60,9686.15,592.30,410.8095,89.42, -,8.226371
13.65,9707.24,591.80,411.0952,89.42, -,8.226371
13.70,9728.344,591.30,411.381,89.42, -,8.226371
13.75,9745.236,590.90,407.619,89.42, -,8.226371
13.80,9766.367,590.40,403.9524,89.42, -,8.226371
13.85,9787.512,589.90,408.1905,89.42, -,8.226371
13.90,9804.438,589.50,400.4762,89.42, -,8.226371
13.95,9825.609,589.00,400.7143,89.42, -,8.226371
14.00,9842.559,588.60,396.9524,89.42, -,8.226371
14.05,9859.513,588.20,397.1429,89.42, -,8.226371
14.10,9880.722,587.70,393.4286,89.42, -,8.226371
14.15,9897.701,587.30,393.6667,89.42, -,8.226371
14.20,9914.687,586.90,385.9048,89.42, -,8.226371
14.25,9935.933,586.40,390.1429,89.42, -,8.226371
14.30,9952.942,586.00,386.3333,89.42, -,8.226371
14.35,9974.216,585.50,386.5714,89.42, -,8.226371
14.40,9991.246,585.10,382.8095,89.42, -,8.226371
14.45,10008.28,584.70,379.0476,89.42, -,8.226371
14.50,10029.59,584.20,379.2857,89.42, -,8.226371
14.55,10046.66,583.80,379.4762,89.42, -,8.206923
14.60,10063.72,583.40,375.6667,89.42, -,8.206923
14.65,10080.8,583.00,375.9048,89.42, -,8.206923
14.70,10097.89,582.60,372.0952,89.42, -,8.206923
14.75,10114.99,582.20,368.2857,89.42, -,8.206923
14.80,10132.1,581.80,368.4762,89.42, -,8.206923
14.85,10153.5,581.30,368.7143,89.42, -,8.206923
14.90,10166.34,581.00,360.8095,89.42, -,8.206923
14.95,10187.76,580.50,365.0476,89.42, -,8.206923
15.00,10204.91,580.10,361.2381,89.42, -,8.206923
15.05,10222.07,579.70,361.4286,89.42, -,8.206923
15.10,10234.94,579.40,357.5238,89.42, -,8.206923
15.15,10252.12,579.00,353.6667,89.42, -,8.206923
15.20,10269.3,578.60,353.8571,89.42, -,8.206923
15.25,10286.49,578.20,354.0476,89.42, -,8.206923
15.30,10303.7,577.80,350.1905,89.42, -,8.206923
15.35,10320.91,577.40,350.381,89.42, -,8.206923
15.40,10338.13,577.00,346.5238,89.42, -,8.206923
15.45,10355.37,576.60,346.7143,89.42, -,8.206923
15.50,10368.3,576.30,342.8095,89.42, -,8.226371
15.55,10389.86,575.80,343.0476,89.42, -,8.226371
15.60,10402.8,575.50,339.1429,89.42, -,8.226371
15.65,10420.07,575.10,339.3333,89.42, -,8.226371
15.70,10437.35,574.70,339.5238,89.42, -,8.226371
15.75,10454.64,574.30,339.7143,89.42, -,8.226371
15.80,10467.61,574.00,335.7619,89.42, -,8.226371
15.85,10484.92,573.60,335.9524,89.42, -,8.226371
15.90,10497.9,573.30,327.9524,89.42, -,8.226371
15.95,10515.22,572.90,332.1905,89.42, -,8.226371
16.00,10528.22,572.60,324.1905,89.42, -,8.226371
16.05,10545.56,572.20,324.381,89.42, -,8.226371
16.10,10558.57,571.90,320.4286,89.42, -,8.226371
16.15,10575.93,571.50,324.7143,89.42, -,8.226371
16.20,10588.95,571.20,320.7619,89.42, -,8.226371
16.25,10606.33,570.80,320.9524,89.42, -,8.226371
16.30,10619.36,570.50,317,89.42, -,8.226371
16.35,10636.75,570.10,317.1905,89.42, -,8.226371
16.40,10649.8,569.80,313.2381,89.42, -,8.226371
16.45,10667.21,569.40,313.4286,89.42, -,8.226371
16.50,10680.28,569.10,309.4286,89.42, -,8.226371
16.55,10693.34,568.80,309.5238,89.42, -,8.226371
16.60,10710.77,568.40,305.619,89.42, -,8.226371
16.65,10723.86,568.10,305.7619,89.42, -,8.226371
16.70,10736.94,567.80,301.8095,89.42, -,8.226371
16.75,10754.4,567.40,301.9524,89.42, -,8.226371
16.80,10763.13,567.20,293.8095,89.42, -,8.226371
16.85,10780.61,566.80,298.0952,89.42, -,8.226371
16.90,10793.72,566.50,294.0952,89.42, -,8.226371
16.95,10806.84,566.20,294.1905,89.42, -,8.226371
17.00,10819.96,565.90,290.1905,89.42, -,8.226371
17.05,10837.46,565.50,294.4762,89.42, -,8.226371
17.10,10850.6,565.20,290.4762,89.42, -,8.226371
17.15,10863.74,564.90,290.619,89.42, -,8.226371
17.20,10872.5,564.70,282.4286,89.42, -,8.226371
17.25,10890.04,564.30,286.7619,89.42, -,8.226371
17.30,10898.81,564.10,278.5238,89.42, -,8.226371
17.35,10916.36,563.70,282.8095,89.42, -,8.226371
17.40,10929.53,563.40,278.7619,89.42, -,8.226371
17.45,10942.71,563.10,278.9048,89.42, -,8.226371
17.50,10951.49,562.90,270.7143,89.42, -,8.206923
17.55,10969.08,562.50,275.0476,89.42, -,8.206923
17.60,10977.87,562.30,271,89.42, -,8.206923
17.65,10995.46,561.90,271.1429,89.42, -,8.206923
17.70,11004.27,561.70,267.0476,89.42, -,8.206923
17.75,11017.47,561.40,267.1429,89.42, -,8.206923
17.80,11030.69,561.10,263.0952,89.42, -,8.206923
17.85,11043.91,560.80,267.3333,89.42, -,8.206923
17.90,11057.13,560.50,263.2857,89.42, -,8.206923
17.95,11065.95,560.30,259.1905,89.42, -,8.206923
18.00,11079.19,560.00,259.3333,89.42, -,8.206923
18.05,11092.43,559.70,259.4762,89.42, -,8.206923
18.10,11105.67,559.40,255.4286,89.42, -,8.206923
18.15,11114.51,559.20,251.3333,89.42, -,8.206923
18.20,11127.76,558.90,251.4286,89.42, -,8.206923
18.25,11141.02,558.60,255.7143,89.42, -,8.206923
18.30,11149.87,558.40,247.4286,89.42, -,8.206923
18.35,11163.14,558.10,251.7143,89.42, -,8.206923
18.40,11171.99,557.90,243.4286,89.42, -,8.206923
18.45,11185.27,557.60,243.5714,89.42, -,8.206923
18.50,11198.56,557.30,243.6667,89.42, -,8.206923
18.55,11207.42,557.10,243.7143,89.42, -,8.206923
18.60,11220.71,556.80,239.619,89.42, -,8.206923
18.65,11229.58,556.60,239.6667,89.42, -,8.206923
18.70,11238.45,556.40,231.3333,89.42, -,8.206923
18.75,11251.76,556.10,235.619,89.42, -,8.206923
18.80,11265.07,555.80,235.7143,89.42, -,8.206923
18.85,11273.95,555.60,231.619,89.42, -,8.206923
18.90,11282.83,555.40,227.5238,89.42, -,8.206923
18.95,11296.17,555.10,227.6667,89.42, -,8.206923
19.00,11305.05,554.90,227.7619,89.42, -,8.206923
19.05,11313.94,554.70,223.619,89.42, -,8.206923
19.10,11327.29,554.40,223.7143,89.42, -,8.206923
19.15,11336.19,554.20,219.5714,89.42, -,8.206923
19.20,11349.54,553.90,223.8571,89.42, -,8.206923
19.25,11358.44,553.70,219.7143,89.42, -,8.206923
19.30,11367.35,553.50,215.5714,89.42, -,8.206923
19.35,11376.26,553.30,215.619,89.42, -,8.206923
19.40,11385.17,553.10,211.4762,89.42, -,8.206923
19.45,11398.55,552.80,215.7619,89.42, -,8.206923
19.50,11403,552.70,207.3333,89.42, -,8.206923
19.55,11416.39,552.40,207.4286,89.42, -,8.206923
19.60,11425.31,552.20,207.4762,89.42, -,8.206923
19.65,11434.24,552.00,203.3333,89.42, -,8.206923
19.70,11443.17,551.80,203.4286,89.42, -,8.206923
19.75,11452.1,551.60,203.5238,89.42, -,8.206923
19.80,11461.03,551.40,199.381,89.42, -,8.206923
19.85,11474.44,551.10,199.4762,89.42, -,8.206923
19.90,11483.38,550.90,199.5238,89.42, -,8.206923
19.95,11487.86,550.80,195.2857,89.42, -,8.206923
20.00,11496.8,550.60,191.0952,89.42, -,8.206923
20.05,11510.22,550.30,195.381,89.42, -,8.206923
20.10,11514.7,550.20,191.1429,89.42, -,8.206923
20.15,11523.65,550.00,186.9524,89.42, -,8.206923
20.20,11532.61,549.80,187,89.42, -,8.206923
20.25,11546.05,549.50,187.0952,89.42, -,8.206923
20.30,11550.53,549.40,182.9048,89.42, -,8.206923
20.35,11559.49,549.20,182.9524,89.42, -,8.206923
20.40,11568.46,549.00,183,89.42, -,8.206923
20.45,11577.43,548.80,183.0476,89.42, -,8.206923
20.50,11581.91,548.70,174.619,89.42, -,8.206923
20.55,11590.88,548.50,178.9048,89.42, -,8.206923
20.60,11599.86,548.30,174.7143,89.42, -,8.206923
20.65,11608.84,548.10,174.8095,89.42, -,8.206923
20.70,11613.33,548.00,170.5714,89.42, -,8.206923
20.75,11622.31,547.80,170.619,89.42, -,8.206923
20.80,11631.3,547.60,170.6667,89.42, -,8.206923
20.85,11640.28,547.40,170.7143,89.42, -,8.206923
20.90,11644.78,547.30,162.2381,89.42, -,8.206923
20.95,11653.77,547.10,162.2857,89.42, -,8.206923
21.00,11658.27,547.00,162.3333,89.42, -,8.206923
21.05,11667.26,546.80,162.381,89.42, -,8.206923
21.10,11671.76,546.70,153.9048,89.42, -,8.206923
21.15,11680.76,546.50,158.2381,89.42, -,8.206923
21.20,11689.76,546.30,158.2857,89.42, -,8.206923
21.25,11694.26,546.20,154.0476,89.42, -,8.206923
21.30,11698.77,546.10,145.5238,89.42, -,8.206923
21.35,11707.77,545.90,149.8095,89.42, -,8.206923
21.40,11716.79,545.70,149.8571,89.42, -,8.206923
21.45,11721.29,545.60,145.619,89.42, -,8.206923
21.50,11730.3,545.40,145.6667,89.42, -,8.206923
21.55,11734.81,545.30,145.6667,89.42, -,8.206923
21.60,11739.32,545.20,141.4286,89.42, -,8.206923
21.65,11748.34,545.00,141.4286,89.42, -,8.206923
21.70,11752.85,544.90,137.1429,89.42, -,8.206923
21.75,11761.88,544.70,141.4286,89.42, -,8.206923
21.80,11766.39,544.60,137.1429,89.42, -,8.206923
21.85,11770.9,544.50,132.8571,89.42, -,8.206923
21.90,11779.93,544.30,132.9048,89.42, -,8.206923
21.95,11784.45,544.20,132.9048,89.42, -,8.206923
22.00,11788.96,544.10,128.619,89.42, -,8.206923
22.05,11793.48,544.00,128.619,89.42, -,8.206923
22.10,11798,543.90,124.3333,89.42, -,8.206923
22.15,11807.04,543.70,128.6667,89.42, -,8.206923
22.20,11811.56,543.60,124.381,89.42, -,8.206923
22.25,11816.08,543.50,120.0952,89.42, -,8.206923
22.30,11820.59,543.40,120.0952,89.42, -,8.206923
22.35,11825.12,543.30,120.0952,89.42, -,8.206923
22.40,11834.16,543.10,120.1429,89.42, -,8.206923
22.45,11838.69,543.00,115.8571,89.42, -,8.206923
22.50,11843.21,542.90,115.8571,89.42, -,8.206923
22.55,11847.74,542.80,111.619,89.42, -,8.206923
22.60,11852.26,542.70,111.619,89.42, -,8.206923
22.65,11856.79,542.60,111.6667,89.42, -,8.206923
22.70,11861.31,542.50,107.4286,89.42, -,8.206923
22.75,11865.84,542.40,107.4762,89.42, -,8.206923
22.80,11870.37,542.30,103.2381,89.42, -,8.206923
22.85,11874.9,542.20,103.2857,89.42, -,8.206923
22.90,11879.43,542.10,103.3333,89.42, -,8.206923
22.95,11883.96,542.00,99.04762,89.42, -,8.206923
23.00,11888.49,541.90,99.09524,89.42, -,8.206923
23.05,11893.02,541.80,99.14286,89.42, -,8.206923
23.10,11897.55,541.70,99.19048,89.42, -,8.206923
23.15,11897.55,541.70,94.90476,89.42, -,8.206923
23.20,11902.09,541.60,90.61905,89.42, -,8.206923
23.25,11906.62,541.50,90.66666,89.42, -,8.206923
23.30,11911.15,541.40,90.71429,89.42, -,8.206923
23.35,11915.69,541.30,90.7619,89.42, -,8.206923
23.40,11915.69,541.30,86.47619,89.42, -,8.206923
23.45,11920.23,541.20,82.19048,89.42, -,8.206923
23.50,11924.76,541.10,82.2381,89.42, -,8.206923
23.55,11929.3,541.00,82.28571,89.42, -,8.206923
23.60,11929.3,541.00,77.95238,89.42, -,8.206923
23.65,11933.84,540.90,78,89.42, -,8.206923
23.70,11938.38,540.80,78,89.42, -,8.206923
23.75,11938.38,540.80,73.66666,89.42, -,8.206923
23.80,11942.92,540.70,73.66666,89.42, -,8.206923
23.85,11947.46,540.60,73.66666,89.42, -,8.206923
23.90,11952,540.50,73.66666,89.42, -,8.206923
23.95,11952,540.50,69.33334,89.42, -,8.206923
24.00,11952,540.50,65,89.42, -,8.206923
24.05,11956.54,540.40,65,89.42, -,8.206923
24.10,11961.08,540.30,65,89.42, -,8.206923
24.15,11961.08,540.30,60.66667,89.42, -,8.206923
