Time [s],Altitude [ft],Pressure [mbar],Velocity [ft/s],Temperature [F],Events,Voltages [V]
63.00,9461.336,597.80,-280.2857,87.08, -,8.323609
63.05,9461.336,597.80,-95.7619,87.08, -,8.323609
63.10,9511.599,596.60,-7.952381,87.08, -,8.323609
63.15,9633.402,593.70,120.0476,87.08, -,8.323609
63.20,11200.35,557.40,1600.381,87.08, -,8.323609
63.25,9874.224,588.00,-2067.048,87.08, -,8.323609
63.30,9781.052,590.20,-2173.095,87.08, -,8.323609
63.35,9789.511,590.00,128.6667,87.08, -,8.323609
63.40,9785.282,590.10,104.5714,87.08, -,8.323609
63.45,9549.348,595.70,12,87.08, -,8.323609
63.50,9486.456,597.20,-35.90476,87.26, -,8.343058
63.55,9486.456,597.20,-39.90476,87.26, -,8.343058
63.60,9473.894,597.50,-119.8571,87.26, -,8.343058
63.65,9465.521,597.70,-300.4762,87.26, -,8.343058
63.70,9461.336,597.80,-417.4762,87.26, -,8.343058
63.75,9499.023,596.90,-260.5238,87.26, -,8.343058
63.80,9545.151,595.80,-180.381,87.26, -,8.343058
63.85,9629.195,593.80,-68.19048,87.26, -,8.343058
63.90,9734.572,591.30,220.381,87.26, -,8.343058
63.95,9831.838,589.00,317,87.26, -,8.343058
64.00,9772.596,590.40,272.5238,87.26, -,8.343058
64.05,9764.144,590.60,288.381,87.26, -,8.343058
64.10,9528.369,596.20,63.85714,87.26, -,8.343058
64.15,9444.6,598.20,-63.76191,87.26, -,8.343058
64.20,9411.155,599.00,-211.619,87.26, -,8.343058
64.25,9440.418,598.30,-1676.095,87.26, -,8.343058
64.30,9654.452,593.20,-209.2381,87.26, -,8.343058
64.35,9759.916,590.70,-20.09524,87.26, -,8.343058
64.40,9570.34,595.20,-208.7143,87.26, -,8.343058
64.45,9411.155,599.00,-356.2857,87.26, -,8.343058
64.50,9402.8,599.20,-139.5238,87.26, -,8.343058
64.55,9402.8,599.20,-79.61905,87.44, -,8.323609
64.60,9482.269,597.30,-3.952381,87.44, -,8.323609
64.65,9515.79,596.50,39.90476,87.44, -,8.323609
64.70,9473.894,597.50,7.952381,87.44, -,8.323609
64.75,9616.574,594.10,147.8571,87.44, -,8.323609
64.80,9776.824,590.30,264.5714,87.44, -,8.323609
64.85,9683.946,592.50,132.1429,87.44, -,8.323609
64.90,9675.516,592.70,44.04762,87.44, -,8.323609
64.95,9650.242,593.30,-80.38095,87.44, -,8.323609
65.00,9440.418,598.30,-372.8095,87.44, -,8.323609
65.05,9411.155,599.00,-344.2381,87.44, -,8.323609
65.10,9394.445,599.40,-352.0952,87.44, -,8.323609
65.15,9352.714,600.40,-167.3333,87.44, -,8.323609
65.20,9340.205,600.70,-99.47619,87.44, -,8.323609
65.25,9352.714,600.40,-55.71429,87.44, -,8.323609
65.30,9386.097,599.60,-51.76191,87.44, -,8.323609
65.35,9452.967,598.00,-191.9524,87.44, -,8.323609
65.40,11790.68,544.20,1934,87.44, -,8.323609
65.45,10817.44,566.10,1187.667,87.44, -,8.323609
65.50,9515.79,596.50,99.61905,87.44, -,8.323609
65.55,9578.741,595.00,167.5238,87.44, -,8.323609
65.60,9612.367,594.20,199.5714,87.44, -,8.323609
65.65,9641.821,593.50,151.9524,87.44, -,8.323609
65.70,9423.692,598.70,-87.71429,87.44, -,8.323609
65.75,9377.748,599.80,-91.57143,87.44, -,8.323609
65.80,9373.572,599.90,-231.4762,87.44, -,8.323609
65.85,9352.714,600.40,-403.9524,87.44, -,8.323609
65.90,9336.038,600.80,-331.381,87.44, -,8.323609
65.95,9340.205,600.70,-319.381,87.44, -,8.323609
66.00,9427.874,598.60,-211.8571,87.44, -,8.323609
66.05,12309.91,532.80,2732.762,87.44, -,8.323609
66.10,10778.1,567.00,1301.762,87.44, -,8.323609
66.15,9482.269,597.30,83.52381,87.44, -,8.323609
66.20,9524.177,596.30,163.1905,87.44, -,8.323609
66.25,9361.056,600.20,19.76191,87.44, -,8.323609
66.30,9327.702,601.00,-23.90476,87.44, -,8.323609
66.35,9327.702,601.00,-55.71429,87.44, -,8.323609
66.40,9373.572,599.90,-75.71429,87.44, -,8.323609
66.45,9486.456,597.20,-2194.572,87.44, -,8.323609
66.50,9654.452,593.20,-1107.667,87.44, -,8.323609
66.55,9519.981,596.40,3.952381,87.08, -,8.323609
66.60,9306.874,601.50,-258.9524,87.08, -,8.323609
66.65,9298.546,601.70,-298.9524,87.08, -,8.323609
66.70,9302.711,601.60,-323.0476,87.08, -,8.323609
66.75,9302.711,601.60,-115.2857,87.08, -,8.323609
66.80,9323.536,601.10,-51.66667,87.08, -,8.323609
66.85,9373.572,599.90,0,87.08, -,8.323609
66.90,9503.216,596.80,143.3333,87.08, -,8.323609
66.95,9591.347,594.70,243.1905,87.08, -,8.323609
67.00,9679.732,592.60,323.4286,87.08, -,8.323609
67.05,9620.78,594.00,183.8095,87.08, -,8.323609
67.10,9654.452,593.20,-2528.952,87.08, -,8.323609
67.15,9515.79,596.50,-1202.143,87.08, -,8.323609
67.20,9306.874,601.50,-166.9524,87.08, -,8.323609
67.25,9311.037,601.40,-202.9048,87.08, -,8.323609
67.30,9306.874,601.50,-51.52381,87.08, -,8.323609
67.35,9294.384,601.80,-31.66667,87.08, -,8.323609
67.40,9290.221,601.90,-35.61905,87.08, -,8.323609
67.45,9286.06,602.00,-83.2381,87.08, -,8.323609
67.50,9286.06,602.00,-190.7619,87.08, -,8.323609
67.55,9294.384,601.80,-342.8571,87.08, -,8.323609
67.60,9331.868,600.90,-179.0952,87.08, -,8.323609
67.65,9402.8,599.20,91.42857,87.08, -,8.323609
67.70,9511.599,596.60,203,87.08, -,8.323609
67.75,9608.163,594.30,291,87.08, -,8.323609
67.80,9629.195,593.80,311.0476,87.08, -,8.323609
67.85,9557.743,595.50,223.1429,87.08, -,8.323609
67.90,9595.551,594.60,211.4762,87.08, -,8.323609
67.95,9402.8,599.20,-95.57143,87.08, -,8.323609
68.00,9236.162,603.20,-338.2381,87.08, -,8.323609
68.05,9248.629,602.90,-410.5714,87.08, -,8.323609
68.10,9211.245,603.80,-390.0476,87.08, -,8.323609
68.15,9215.396,603.70,-418.1429,87.08, -,8.323609
68.20,9165.612,604.90,-333.5238,87.08, -,8.323609
68.25,9149.037,605.30,-150.381,87.08, -,8.323609
68.30,9457.149,597.90,139.0952,87.08, -,8.323609
68.35,9419.514,598.80,107.1905,87.08, -,8.323609
68.40,9290.221,601.90,-4.047619,87.08, -,8.323609
68.45,9219.55,603.60,-67.38095,87.08, -,8.323609
68.50,9219.55,603.60,-63.42857,87.08, -,8.323609
68.55,9227.854,603.40,-55.52381,86.9, -,8.323609
68.60,9311.037,601.40,15.80952,86.9, -,8.323609
68.65,9436.234,598.40,99.33334,86.9, -,8.323609
68.70,9545.151,595.80,135.4762,86.9, -,8.323609
68.75,9524.177,596.30,11.90476,86.9, -,8.323609
68.80,9461.336,597.80,-139.9048,86.9, -,8.323609
68.85,9494.835,597.00,-128.0476,86.9, -,8.323609
68.90,9294.384,601.80,-250.9048,86.9, -,8.323609
68.95,9219.55,603.60,-358.1905,86.9, -,8.323609
69.00,9215.396,603.70,-178.5714,86.9, -,8.323609
69.05,9178.052,604.60,-55.42857,86.9, -,8.323609
69.10,9157.324,605.10,-87.04762,86.9, -,8.323609
69.15,9161.468,605.00,-47.47619,86.9, -,8.323609
69.20,9190.495,604.30,-23.76191,86.9, -,8.323609
69.25,9411.155,599.00,233.8095,86.9, -,8.323609
69.30,9144.893,605.40,-3.952381,86.9, -,8.323609
69.35,9207.093,603.90,-238.1429,86.9, -,8.323609
69.40,9440.418,598.30,19.95238,86.9, -,8.323609
69.45,9406.979,599.10,111.2381,86.9, -,8.323609
69.50,9440.418,598.30,210.381,87.08, -,8.323609
69.55,9256.943,602.70,35.66667,87.08, -,8.323609
69.60,9198.794,604.10,-27.61905,87.08, -,8.323609
69.65,9173.904,604.70,-130.5714,87.08, -,8.323609
69.70,9173.904,604.70,-249.8095,87.08, -,8.323609
69.75,9165.612,604.90,-361.4286,87.08, -,8.323609
69.80,9182.198,604.50,-325.6667,87.08, -,8.323609
69.85,9198.794,604.10,-250,87.08, -,8.323609
69.90,9198.794,604.10,-281.9048,87.08, -,8.323609
69.95,9099.359,606.50,-185.7143,87.08, -,8.323609
70.00,9432.054,598.50,202.4286,87.08, -,8.323609
70.05,9356.886,600.30,134.8095,87.08, -,8.323609
70.10,9402.8,599.20,214.0952,87.08, -,8.323609
70.15,9261.103,602.60,98.90476,87.08, -,8.323609
70.20,9111.771,606.20,-47.28571,87.08, -,8.323609
70.25,9128.328,605.80,-59.19048,87.08, -,8.323609
70.30,9132.468,605.70,-265.381,87.08, -,8.323609
70.35,9294.384,601.80,142.381,87.08, -,8.323609
70.40,9411.155,599.00,194.3333,87.08, -,8.323609
70.45,9331.868,600.90,-103.4286,87.08, -,8.323609
70.50,9277.737,602.20,-123.1429,87.08, -,8.323609
70.55,9124.187,605.90,-301.2381,87.08, -,8.323609
70.60,9120.049,606.00,-130.4762,87.08, -,8.323609
70.65,9124.187,605.90,-71.14286,87.08, -,8.323609
70.70,9120.049,606.00,-51.38095,87.08, -,8.323609
70.75,9115.91,606.10,-55.33333,87.08, -,8.323609
70.80,9269.418,602.40,98.7619,87.08, -,8.323609
70.85,13035.21,517.20,3669.428,87.08, -,8.323609
70.90,11076.59,560.20,1788.286,87.08, -,8.323609
70.95,9294.384,601.80,90.95238,87.08, -,8.323609
71.00,9315.204,601.30,205.4762,87.08, -,8.323609
71.05,9390.271,599.50,-39.90476,87.08, -,8.323609
71.10,9173.904,604.70,-174.381,87.08, -,8.323609
71.15,9095.225,606.60,-293.0476,87.08, -,8.323609
71.20,9078.685,607.00,-173.8571,87.08, -,8.323609
71.25,9074.552,607.10,-35.57143,87.08, -,8.323609
71.30,9086.953,606.80,-39.52381,87.08, -,8.323609
71.35,9115.91,606.10,-15.90476,87.08, -,8.323609
71.40,9165.612,604.90,-122.7619,87.08, -,8.323609
71.45,9232.009,603.30,-170.7143,87.08, -,8.323609
71.50,9381.921,599.70,47.57143,87.08, -,8.343058
71.55,9398.624,599.30,115.0476,87.08, -,8.343058
71.60,9369.4,600.00,233.4762,87.08, -,8.343058
71.65,9153.179,605.20,31.52381,87.08, -,8.343058
71.70,9074.552,607.10,-47.33333,87.08, -,8.343058
71.75,9074.552,607.10,-43.38095,87.08, -,8.343058
71.80,9053.894,607.60,-59.09524,87.08, -,8.343058
71.85,9058.022,607.50,-201.3333,87.08, -,8.343058
71.90,9062.153,607.40,-3783.857,87.08, -,8.343058
71.95,9062.153,607.40,-1918.524,87.08, -,8.343058
72.00,9078.685,607.00,-205.4286,87.08, -,8.343058
72.05,9136.61,605.60,-170.0476,87.08, -,8.343058
72.10,9336.038,600.80,-51.57143,87.08, -,8.343058
72.15,9336.038,600.80,154.4762,87.08, -,8.343058
72.20,9323.536,601.10,217.5238,87.08, -,8.343058
72.25,9153.179,605.20,71.04762,87.08, -,8.343058
72.30,9037.375,608.00,-35.28571,87.08, -,8.343058
72.35,9024.994,608.30,-58.90476,87.08, -,8.343058
72.40,9045.633,607.80,-66.80952,87.08, -,8.343058
72.45,9074.552,607.10,-86.61905,87.08, -,8.343058
72.50,9161.468,605.00,-67.09524,87.08, -,8.343058
72.55,9120.049,606.00,-249.2857,87.08, -,8.323609
72.60,9029.119,608.20,-351.8095,87.08, -,8.323609
72.65,9033.248,608.10,-320.0476,87.08, -,8.323609
72.70,9020.866,608.40,-125.9524,87.08, -,8.323609
72.75,9024.994,608.30,-47.09524,87.08, -,8.323609
72.80,9012.617,608.60,-58.90476,87.08, -,8.323609
72.85,9024.994,608.30,-27.42857,87.08, -,8.323609
72.90,9074.552,607.10,15.80952,87.08, -,8.323609
72.95,9144.893,605.40,78.85714,87.08, -,8.323609
73.00,9265.26,602.50,193.4762,87.08, -,8.323609
73.05,9323.536,601.10,233.2381,87.08, -,8.323609
73.10,9344.376,600.60,197.9048,87.08, -,8.323609
73.15,9323.536,601.10,-11.90476,87.08, -,8.323609
73.20,9273.578,602.30,-59.47619,87.08, -,8.323609
73.25,9053.894,607.60,-256.8095,87.08, -,8.323609
73.30,9004.368,608.80,-141.7619,87.08, -,8.323609
73.35,9020.866,608.40,-15.7619,87.08, -,8.323609
73.40,8996.121,609.00,-27.52381,87.08, -,8.323609
73.45,8996.121,609.00,-47.19048,87.08, -,8.323609
73.50,8992,609.10,-78.61905,87.08, -,8.323609
73.55,8987.877,609.20,-165.2857,87.08, -,8.323609
73.60,8975.515,609.50,-137.619,87.08, -,8.323609
73.65,8992,609.10,-35.28571,87.08, -,8.323609
73.70,9029.119,608.20,-3.904762,87.08, -,8.323609
73.75,9066.286,607.30,43.28571,87.08, -,8.323609
73.80,9161.468,605.00,130,87.08, -,8.323609
73.85,9261.103,602.60,236.7143,87.08, -,8.323609
73.90,9277.737,602.20,240.7619,87.08, -,8.323609
73.95,9178.052,604.60,98.61905,87.08, -,8.323609
74.00,9227.854,603.40,79.04762,87.08, -,8.323609
74.05,9082.817,606.90,-173.7143,87.08, -,8.323609
74.10,8942.573,610.30,-362.8095,87.08, -,8.323609
74.15,8930.229,610.60,-394.4286,87.08, -,8.323609
74.20,8913.777,611.00,-390.2381,87.08, -,8.323609
74.25,9024.994,608.30,-236.7619,87.08, -,8.323609
74.30,10629.94,570.40,1501,87.08, -,8.323609
74.35,9157.324,605.10,145.7143,87.08, -,8.323609
74.40,9140.751,605.50,114.2381,87.08, -,8.323609
74.45,9016.741,608.50,19.71428,87.08, -,8.323609
74.50,8946.688,610.20,-47,87.08, -,8.323609
74.55,8934.343,610.50,-54.85714,81.68, -,8.323609
74.60,8950.806,610.10,-35.28571,81.68, -,8.323609
74.65,9120.049,606.00,137.6667,81.68, -,8.323609
74.70,9252.787,602.80,248.381,81.68, -,8.323609
74.75,9190.495,604.30,153.7143,81.68, -,8.323609
74.80,9062.153,607.40,-3.904762,81.68, -,8.323609
74.85,9058.022,607.50,-98.52381,81.68, -,8.323609
74.90,9103.495,606.40,-150.1429,81.68, -,8.323609
74.95,8926.114,610.70,-334.9524,81.68, -,8.323609
75.00,8897.334,611.40,-267.4286,81.68, -,8.323609
75.05,8880.901,611.80,-330.5238,81.68, -,8.323609
75.10,8922.003,610.80,-153.2381,81.68, -,8.323609
75.15,8954.922,610.00,11.66667,81.68, -,8.323609
75.20,10439.26,574.80,1437.095,81.68, -,8.323609
75.25,10219.71,579.90,1243.667,81.68, -,8.323609
75.30,9232.009,603.30,197.0952,81.68, -,8.323609
75.35,9120.049,606.00,-1438.048,81.68, -,8.323609
75.40,8954.922,610.00,-192.8571,81.68, -,8.323609
75.45,8889.118,611.60,-239.7619,81.68, -,8.323609
75.50,8864.476,612.20,-145.1429,86.9, -,8.323609
75.55,8860.371,612.30,-82.33334,86.9, -,8.323609
75.60,8843.956,612.70,-86.19048,86.9, -,8.323609
75.65,8860.371,612.30,-86.2381,86.9, -,8.323609
75.70,8938.457,610.40,-173.0476,86.9, -,8.323609
75.75,9020.866,608.40,-221,86.9, -,8.323609
75.80,9082.817,606.90,-102.6667,86.9, -,8.323609
75.85,9178.052,604.60,110.2857,86.9, -,8.323609
75.90,9070.418,607.20,11.71429,86.9, -,8.323609
75.95,8839.854,612.80,-251.1429,86.9, -,8.323609
76.00,8811.154,613.50,-109.5238,86.9, -,8.323609
76.05,8823.45,613.20,-70.38095,86.9, -,8.323609
76.10,8823.45,613.20,-54.71429,86.9, -,8.323609
76.15,8839.854,612.80,-78.2381,86.9, -,8.323609
76.20,8942.573,610.30,-11.7619,86.9, -,8.323609
76.25,9053.894,607.60,-1319.429,86.9, -,8.323609
76.30,9037.375,608.00,-1126.048,86.9, -,8.323609
76.35,8917.889,610.90,-299.1905,86.9, -,8.323609
76.40,8823.45,613.20,-282.5238,86.9, -,8.323609
76.45,8815.252,613.40,-133.0476,86.9, -,8.323609
76.50,8802.958,613.70,-82.09524,86.9, -,8.323609
76.55,8835.752,612.90,-27.38095,86.9, -,8.323609
76.60,8922.003,610.80,58.66667,86.9, -,8.323609
76.65,9008.491,608.70,156.6667,86.9, -,8.323609
76.70,9086.953,606.80,215.7619,86.9, -,8.323609
76.75,9033.248,608.10,90.2381,86.9, -,8.323609
76.80,8815.252,613.40,-195.8571,86.9, -,8.323609
76.85,8757.924,614.80,-309.4762,86.9, -,8.323609
76.90,8762.015,614.70,-396.2857,86.9, -,8.323609
76.95,8770.199,614.50,-285.9524,86.9, -,8.323609
77.00,8872.688,612.00,31.23809,86.9, -,8.323609
77.05,8823.45,613.20,11.66667,86.9, -,8.323609
77.10,8770.199,614.50,-50.76191,86.9, -,8.323609
77.15,8786.576,614.10,-35.14286,86.9, -,8.323609
77.20,8811.154,613.50,-27.33333,86.9, -,8.323609
77.25,8839.854,612.80,-97.80952,86.9, -,8.323609
77.30,8880.901,611.80,-164.7143,86.9, -,8.323609
77.35,8930.229,610.60,-102,86.9, -,8.323609
77.40,9169.759,604.80,239.9524,86.9, -,8.323609
77.45,12071.96,538.00,3093.905,86.9, -,8.323609
77.50,11063.36,560.50,2141.143,86.9, -,8.323609
77.55,9020.866,608.40,207.619,86.9, -,8.323609
77.60,8905.555,611.20,66.57143,86.9, -,8.323609
77.65,8819.352,613.30,-97.66666,86.9, -,8.323609
77.70,8815.252,613.40,-183.9524,86.9, -,8.323609
77.75,8831.651,613.00,-243.0476,86.9, -,8.323609
77.80,8798.862,613.80,-223.1429,86.9, -,8.323609
77.85,8794.765,613.90,-19.42857,86.9, -,8.323609
77.90,8798.862,613.80,39.09524,86.9, -,8.323609
77.95,8790.67,614.00,27.38095,86.9, -,8.323609
78.00,8778.387,614.30,7.857143,86.9, -,8.323609
78.05,8790.67,614.00,-78.04762,86.9, -,8.323609
78.10,8831.651,613.00,7.904762,86.9, -,8.323609
78.15,8876.793,611.90,101.619,86.9, -,8.323609
78.20,9095.225,606.60,294.0476,86.9, -,8.323609
78.25,9107.634,606.30,282.4286,86.9, -,8.323609
78.30,9004.368,608.80,156.7619,86.9, -,8.323609
78.35,8798.862,613.80,-78.04762,86.9, -,8.323609
78.40,8741.563,615.20,-179.619,86.9, -,8.323609
78.45,8725.213,615.60,-423.3333,86.9, -,8.323609
78.50,8749.742,615.00,-3163.952,86.9, -,8.323609
78.55,8770.199,614.50,-2183.905,86.72, -,8.323609
78.60,8811.154,613.50,-199.6667,86.72, -,8.323609
78.65,8786.576,614.10,-113.2857,86.72, -,8.323609
78.70,8737.476,615.30,-77.95238,86.72, -,8.323609
78.75,8749.742,615.00,-62.38095,86.72, -,8.323609
78.80,8729.299,615.50,-97.47619,86.72, -,8.323609
78.85,8721.125,615.70,-74,86.72, -,8.323609
78.90,8717.04,615.80,-74,86.72, -,8.323609
78.95,8708.869,616.00,-85.66666,86.72, -,8.323609
79.00,8774.292,614.40,-15.57143,86.72, -,8.323609
79.05,8815.252,613.40,35.14286,86.72, -,8.323609
79.10,8917.889,610.90,121.1905,86.72, -,8.323609
79.15,9008.491,608.70,168.4286,86.72, -,8.323609
79.20,9058.022,607.50,172.619,86.72, -,8.323609
79.25,9020.866,608.40,-70.80952,86.72, -,8.323609
79.30,9045.633,607.80,-59.04762,86.72, -,8.323609
79.35,8864.476,612.20,-133.2381,86.72, -,8.323609
79.40,8708.869,616.00,-85.71429,86.72, -,8.323609
79.45,8721.125,615.70,-19.47619,86.72, -,8.323609
79.50,8708.869,616.00,-15.57143,86.72, -,8.323609
79.55,8672.127,616.90,-73.95238,86.72, -,8.323609
79.60,8663.971,617.10,-101.1905,86.72, -,8.323609
79.65,8663.971,617.10,-140.1905,86.72, -,8.323609
79.70,8672.127,616.90,-109,86.72, -,8.323609
79.75,8708.869,616.00,-27.23809,86.72, -,8.323609
79.80,9553.546,595.60,765.5714,86.72, -,8.323609
79.85,10504.13,573.30,1690.381,86.72, -,8.323609
79.90,9281.899,602.10,534.0952,86.72, -,8.323609
79.95,8802.958,613.70,81.85714,86.72, -,8.323609
80.00,8839.854,612.80,124.7619,86.72, -,8.323609
80.05,8897.334,611.40,117.2381,86.72, -,8.323609
80.10,8700.7,616.20,-109.0476,86.72, -,8.323609
80.15,8651.734,617.40,-253.4286,86.72, -,8.323609
80.20,8631.355,617.90,-359.1429,86.72, -,8.323609
80.25,8627.282,618.00,-410.1905,86.72, -,8.323609
80.30,8766.108,614.60,-242.5714,86.72, -,8.323609
80.35,10970.91,562.60,1833.667,86.72, -,8.323609
80.40,8766.108,614.60,-93.61905,86.72, -,8.323609
80.45,8811.154,613.50,97.47619,86.72, -,8.323609
80.50,8712.953,615.90,-7.714286,86.72, -,8.323609
80.55,8659.891,617.20,-46.57143,86.72, -,8.323609
80.60,8639.506,617.70,-31,86.72, -,8.323609
80.65,8684.371,616.60,19.47619,86.72, -,8.323609
80.70,8905.555,611.20,230.1429,86.72, -,8.323609
80.75,9024.994,608.30,336.1429,86.72, -,8.323609
80.80,8905.555,611.20,187.381,86.72, -,8.323609
80.85,8843.956,612.70,-675.7619,86.72, -,8.323609
80.90,8856.266,612.40,-1569.381,86.72, -,8.323609
80.95,8655.813,617.30,-596.2381,86.72, -,8.323609
81.00,8615.063,618.30,-178.9048,86.72, -,8.323609
81.05,8619.135,618.20,-210.1905,86.72, -,8.323609
81.10,8606.919,618.50,-276.5714,86.72, -,8.323609
81.15,8606.919,618.50,-89.28571,86.72, -,8.323609
81.20,8659.891,617.20,7.761905,86.72, -,8.323609
81.25,10314.23,577.70,1602.762,86.72, -,8.323609
81.30,10348.67,576.90,1639.429,86.72, -,8.323609
81.35,8901.445,611.30,128.9048,86.72, -,8.323609
81.40,8930.229,610.60,-1943.476,86.72, -,8.323609
81.45,8745.653,615.10,-19.47619,86.72, -,8.323609
81.50,8619.135,618.20,-182.8571,86.36, -,8.323609
81.55,8610.989,618.40,-97.09524,86.36, -,8.323609
81.60,8606.919,618.50,-50.42857,86.36, -,8.323609
81.65,8602.849,618.60,-34.85714,86.36, -,8.323609
81.70,8598.777,618.70,-81.42857,86.36, -,8.323609
81.75,8610.989,618.40,-280.4762,86.36, -,8.323609
81.80,8737.476,615.30,-273.7619,86.36, -,8.323609
81.85,10656.03,569.80,1667.19,86.36, -,8.323609
81.90,10430.62,575.00,1511.19,86.36, -,8.323609
81.95,8733.386,615.40,-116.9524,86.36, -,8.323609
82.00,8578.433,619.20,-73.61905,86.36, -,8.323609
82.05,8525.6,620.50,-85.14286,86.36, -,8.323609
82.10,8545.909,620.00,-69.66666,86.36, -,8.323609
82.15,8570.298,619.40,-34.80952,86.36, -,8.323609
82.20,8578.433,619.20,-27.04762,86.36, -,8.323609
82.25,8586.569,619.00,-69.71429,86.36, -,8.323609
82.30,8639.506,617.70,-1594.857,86.36, -,8.323609
82.35,8700.7,616.20,-1569.381,86.36, -,8.323609
82.40,8643.583,617.60,-245.4762,86.36, -,8.323609
82.45,8582.502,619.10,-331.0952,86.36, -,8.323609
82.50,8554.037,619.80,-182.381,86.36, -,8.323609
82.55,8545.909,620.00,-69.66666,86.54, -,8.323609
82.60,8529.659,620.40,-77.38095,86.54, -,8.323609
82.65,8533.722,620.30,-69.66666,86.54, -,8.323609
82.70,8680.289,616.70,73.7619,86.54, -,8.323609
82.75,10664.74,569.60,1967.571,86.54, -,8.323609
82.80,10322.83,577.50,1630.333,86.54, -,8.323609
82.85,8578.433,619.20,-151.4762,86.54, -,8.323609
82.90,8537.783,620.20,-2017.381,86.54, -,8.323609
82.95,8545.909,620.00,-1794.952,86.54, -,8.323609
83.00,8545.909,620.00,-178.5238,86.54, -,8.323609
83.05,8537.783,620.20,-38.71429,86.54, -,8.323609
83.10,8525.6,620.50,0,86.54, -,8.323609
83.15,8533.722,620.30,-11.61905,86.54, -,8.323609
83.20,8610.989,618.40,38.71429,86.54, -,8.323609
83.25,8766.108,614.60,178.6667,86.54, -,8.323609
83.30,8848.061,612.60,248.9524,86.54, -,8.323609
83.35,8602.849,618.60,-35,86.54, -,8.323609
83.40,8501.246,621.10,-190.0476,86.54, -,8.323609
83.45,8476.908,621.70,-158.8571,86.54, -,8.323609
83.50,8472.855,621.80,-104.5238,86.36, -,8.323609
83.55,8485.019,621.50,-65.85714,86.36, -,8.323609
83.60,8476.908,621.70,-65.80952,86.36, -,8.323609
83.65,8464.748,622.00,-61.90476,86.36, -,8.323609
83.70,8497.187,621.20,-34.85714,86.36, -,8.323609
83.75,8549.972,619.90,-124.1429,86.36, -,8.323609
83.80,8668.049,617.00,-1901.619,86.36, -,8.323609
83.85,8721.125,615.70,-1525.429,86.36, -,8.323609
83.90,8729.299,615.50,143.6667,86.36, -,8.323609
83.95,8753.832,614.90,205.7619,86.36, -,8.323609
84.00,8615.063,618.30,65.85714,86.36, -,8.323609
84.05,8468.801,621.90,-73.42857,86.36, -,8.323609
84.10,8428.294,622.90,-104.2381,86.36, -,8.323609
84.15,8424.247,623.00,-96.47619,86.36, -,8.323609
84.20,8436.392,622.70,-92.61905,86.36, -,8.323609
84.25,8456.644,622.20,-146.9048,86.36, -,8.323609
84.30,8468.801,621.90,-283.0476,86.36, -,8.323609
84.35,8485.019,621.50,-345.6667,86.36, -,8.323609
84.40,8545.909,620.00,-54.14286,86.36, -,8.323609
84.45,8680.289,616.70,170.619,86.36, -,8.323609
84.50,8717.04,615.80,228.8095,86.36, -,8.323609
84.55,8525.6,620.50,50.33333,86.36, -,8.323609
84.60,8456.644,622.20,-26.90476,86.36, -,8.323609
84.65,8456.644,622.20,-19.19048,86.36, -,8.323609
84.70,8456.644,622.20,-7.619048,86.36, -,8.323609
84.75,8444.491,622.50,-50.09524,86.36, -,8.323609
84.80,8440.442,622.60,-104.2381,86.36, -,8.323609
84.85,8497.187,621.20,-162.6667,86.36, -,8.323609
84.90,8668.049,617.00,-50.52381,86.36, -,8.323609
84.95,8704.785,616.10,-23.28572,86.36, -,8.323609
85.00,8537.783,620.20,-205.7143,86.36, -,8.323609
85.05,8460.697,622.10,-147,86.36, -,8.323609
85.10,8440.442,622.60,-27,86.36, -,8.323609
85.15,8444.491,622.50,15.42857,86.36, -,8.323609
85.20,8444.491,622.50,19.28572,86.36, -,8.323609
85.25,8432.344,622.80,-3.857143,86.36, -,8.323609
85.30,8489.073,621.40,30.90476,86.36, -,8.323609
85.35,8676.209,616.80,197.5714,86.36, -,8.323609
85.40,8839.854,612.80,338,86.36, -,8.323609
85.45,8460.697,622.10,-81.09524,86.36, -,8.323609
85.50,8399.973,623.60,-266.9048,86.18, -,8.323609
85.55,8391.885,623.80,-309.619,86.18, -,8.323609
85.60,8379.758,624.10,-138.8571,86.18, -,8.323609
85.65,8375.715,624.20,-77.04762,86.18, -,8.323609
85.70,8444.491,622.50,-11.52381,86.18, -,8.323609
85.75,8586.569,619.00,123.8095,86.18, -,8.323609
85.80,8635.432,617.80,181.9048,86.18, -,8.323609
85.85,8647.659,617.50,197.4286,86.18, -,8.323609
85.90,8558.102,619.70,58.09524,86.18, -,8.323609
85.95,8379.758,624.10,-274.4762,86.18, -,8.323609
86.00,8343.402,625.00,-344.0952,86.18, -,8.323609
86.05,8339.367,625.10,-188.9048,86.18, -,8.323609
86.10,8363.594,624.50,-92.38095,86.18, -,8.323609
86.15,8395.928,623.70,-42.28571,86.18, -,8.323609
86.20,8448.541,622.40,3.952381,86.18, -,8.323609
86.25,8578.433,619.20,127.6667,86.18, -,8.323609
86.30,8680.289,616.70,236.2381,86.18, -,8.323609
86.35,8574.366,619.30,81.33334,86.18, -,8.323609
86.40,8545.909,620.00,-124,86.18, -,8.323609
86.45,8635.432,617.80,-194.619,86.18, -,8.323609
86.50,8440.442,622.60,-19.23809,86.18, -,8.323609
86.55,8335.329,625.20,-61.52381,86.18, -,8.323609
86.60,8335.329,625.20,-53.80952,86.18, -,8.323609
